,aggregate,aggregate,aggregate,cluster1,cluster1,cluster1,cluster2,cluster2,cluster2,cluster3,cluster3,cluster3,clustersum,clustersum,clustersum
2015-11-16 19:00:00,19306.237500000003,17231.777056805917,19249.178,14884.1375,13045.42849458249,14222.894,1800.78,1970.7341393022296,1831.5609,2621.32,2535.5928937584185,2728.7122,38612.475,34783.53258444905,38032.344
2015-11-16 20:00:00,19476.335,17293.284284118836,19234.723,15003.955,13093.755417365439,14226.878,1846.75,1976.2873623169098,1885.2749,2625.63,2521.4638382124294,2700.4023,38952.67,34884.790902013614,38047.277
2015-11-16 21:00:00,19678.76,17341.830910056804,19347.03,15048.089999999998,13121.263925892248,14239.376,1915.36,1946.8655996031603,1914.5936,2715.31,2542.8487751001585,2758.5112,39357.52,34952.80921065237,38259.51
2015-11-16 22:00:00,19542.6175,17336.336588353082,19418.84,14904.3675,13109.91703704617,14249.011,1929.4399999999998,1974.9830394578823,1959.6138,2708.81,2504.316959575978,2722.4834,39085.235,34925.55362443311,38349.95
2015-11-16 23:00:00,19579.3575,17151.92596114807,19408.27,14826.157500000001,12912.766414929629,13980.703,2031.9,1973.1526480165749,2000.3416,2721.2999999999997,2504.5398497778483,2744.233,39158.715000000004,34542.38487387212,38133.547
2015-11-17 00:00:00,19103.309999999998,16859.680565623385,18816.373,14244.65,12640.345043879446,13531.543,2110.86,1921.8685248840914,2041.0591,2747.8,2547.6235948238013,2760.5642,38206.62,33969.517729210726,37149.54
2015-11-17 01:00:00,18714.56,16727.09387188003,18368.6,13867.810000000001,12372.88747311534,12973.237,2048.01,1962.7817853104768,2091.4097,2798.7400000000002,2588.9721260396786,2766.9788,37429.12,33651.73525634553,36200.227
2015-11-17 02:00:00,18225.71,16585.369849246563,17939.664,13418.98,12150.030912552693,12490.962,2039.3200000000002,1982.2813155469587,2128.5076,2767.41,2619.8651936243677,2816.465,36451.42,33337.54727097058,35375.598
2015-11-17 03:00:00,17774.85,16272.558620635557,17566.97,12967.029999999999,11828.569029946917,12085.551,2054.25,2011.496001721201,2156.67,2753.57,2624.0068120974793,2807.9956,35549.7,32736.63046440115,34617.188
2015-11-17 04:00:00,17386.64,16008.935708267152,17001.416,12556.420000000002,11526.11340964486,11686.458,2079.53,2036.0242252544163,2159.8323,2750.69,2645.847386373771,2804.831,34773.28,32216.9207295402,33652.54
2015-11-17 05:00:00,16532.16,15727.789113403085,16404.188,11685.439999999999,11181.310668251184,11235.43,2083.1400000000003,2040.6960487503907,2111.765,2763.58,2680.973796655017,2786.88,33064.32,31630.769627059675,32538.262
2015-11-17 06:00:00,15857.99,15355.627861198007,15678.508,11052.880000000001,10886.244675122369,10887.803,2048.15,1958.340670841835,2011.9421,2756.96,2669.8808607037813,2773.3542,31715.980000000003,30870.094067865994,31351.605
2015-11-17 07:00:00,15479.679999999998,15165.389595032568,15424.14,10854.509999999998,10754.126335751074,10631.924,1880.1800000000003,1902.030494812225,1888.7087,2744.99,2658.938159586004,2762.6855,30959.359999999993,30480.48458518187,30707.457
2015-11-17 08:00:00,15144.500000000002,15005.136595365504,15203.5625,10665.960000000001,10679.316585418968,10458.873,1725.9199999999998,1768.6433352110123,1770.043,2752.62,2678.3371307009484,2764.8958,30289.0,30131.43364669643,30197.375
2015-11-17 09:00:00,15230.86,15031.097651019023,15296.173,10885.849999999999,10818.185619237887,10618.154,1612.29,1659.9581098325666,1646.4142,2732.72,2659.8479810600425,2747.3235,30461.72,30169.08936114952,30308.066
2015-11-17 10:00:00,15222.759999999998,15069.641187083256,15391.238,10964.16,10942.868346387546,10738.962,1531.5499999999997,1584.470066654626,1556.1143,2727.05,2566.625944907764,2759.5156,30445.519999999997,30163.60554503319,30445.828
2015-11-17 11:00:00,15246.14,15264.807178380011,15406.943,11027.84,11156.917734030527,11070.772,1493.32,1540.1771751817623,1526.88,2724.98,2587.4822464174204,2751.5437,30492.28,30549.38433400972,30756.139
2015-11-17 12:00:00,15791.8725,15571.522814287175,15940.787,11589.442500000001,11515.975809915291,11476.241,1469.7700000000002,1509.1119647528938,1517.4515,2732.6600000000003,2565.2514935023187,2753.4756,31583.745000000003,31161.86208245768,31687.953
2015-11-17 13:00:00,16983.2175,16069.396602895904,16608.51,12738.967499999999,12007.339690301904,12115.398,1506.52,1513.028083074876,1524.0336,2737.7299999999996,2573.974063179384,2752.0095,33966.435,32163.738439452063,32999.95
2015-11-17 14:00:00,17504.809999999998,16358.862158115255,17191.121,13244.630000000001,12329.694009282332,12605.432,1530.9,1531.2649113618452,1571.3073,2729.28,2554.347915423139,2744.2397,35009.62,32774.168994182575,34112.098
2015-11-17 15:00:00,18365.2775,16848.45319602859,17839.885,14120.7275,12845.43879029067,13295.157,1558.55,1531.3465605619244,1601.3353,2686.0,2552.6500557398317,2751.0334,36730.555,33777.88860262101,35487.414
2015-11-17 16:00:00,19242.9525,17414.33367566474,18555.732,15023.0125,13381.109944881633,13944.636,1564.89,1565.0719156503455,1644.6173,2655.05,2584.018199425874,2763.26,38485.905,34944.533735622594,36908.246
2015-11-17 17:00:00,19399.112500000003,17753.81125540019,19015.28,15137.1725,13705.892449198764,14378.192,1595.48,1594.104672141314,1694.3732,2666.46,2555.149604521458,2738.2395,38798.225000000006,35608.95798126172,37826.086
2015-11-17 18:00:00,19708.575,18037.583714351476,19256.918,15331.535,13892.26687522036,14537.706,1699.6699999999998,1737.5623738551235,1724.8191,2677.37,2592.3542463051126,2758.4846,39417.15,36259.767209732076,38277.93
2015-11-17 19:00:00,19634.0,18232.58744569988,19450.158,15232.24,13981.530215942837,14488.187,1744.1200000000001,1967.6870902383432,1793.0522,2657.64,2604.9933326879177,2731.1228,39268.0,36786.79808456898,38462.516
2015-11-17 20:00:00,19767.3275,18343.623846426,19383.027,15333.5175,14031.130247246918,14591.63,1751.1,1979.1907421806325,1858.5638,2682.71,2615.448861910991,2762.308,39534.655,36969.39369776454,38595.527
2015-11-17 21:00:00,19857.072500000002,18383.25679555635,19365.035,15275.275,14047.895543373359,14544.505,1865.6774999999998,1959.1992166730524,1897.2402,2716.12,2633.6074035595543,2758.2485,39714.145000000004,37023.95895916231,38565.03
2015-11-17 22:00:00,19893.5275,18341.499463412907,19364.332,15180.644999999999,13997.461654584293,14407.596,1994.2725000000003,1978.7646928318245,1959.6696,2718.61,2597.3711950609263,2746.2703,39787.055,36915.097005889955,38477.867
2015-11-17 23:00:00,19668.589999999997,18211.43267135832,19139.566,14910.3,13792.251182814223,14151.892,2028.4299999999996,1978.1975233078315,1995.1361,2729.86,2627.0134954322752,2753.4316,39337.18,36608.89487291266,38040.023
