,aggregate,aggregate,aggregate,cluster1,cluster1,cluster1,cluster2,cluster2,cluster2,cluster3,cluster3,cluster3,clustersum,clustersum,clustersum
,actual,sarimax,mlp,actual,sarimax,mlp,actual,sarimax,mlp,actual,sarimax,mlp,actual,sarimax,mlp
2015-11-18 12:00:00,14112.02493786431,14431.100962593371,14635.715,716.9250011444001,662.2637819529095,668.8967,13357.22493671991,13779.231506239,13604.479,37.875,49.71630901112927,37.19787,14112.02493786431,14491.21159720304,14310.573
2015-11-18 13:00:00,14962.474980467741,15141.556155199245,15407.865,692.6999979016,662.3247208298937,660.8827,14231.04998409204,14467.391999039546,14715.28,38.7249984741,55.99473848007321,43.768417,14962.47498046774,15185.711458349513,15419.932
2015-11-18 14:00:00,15729.750034332028,15715.551874570181,16080.088,678.60000610393,641.975693035477,642.4595,15009.2500267022,15016.097785157324,15246.258,41.9000015259,59.72894229969427,45.717785,15729.750034332032,15717.802420492495,15934.435
2015-11-18 15:00:00,15910.8924443045,15741.293190006745,16514.475,654.0000009539299,624.9105908613747,644.9556,15217.76744335057,15068.422946376219,15331.007,39.125,60.568690462471615,49.975323,15910.8924443045,15753.902227700064,16025.938
2015-11-18 16:00:00,16218.675053595469,15795.874864145235,16265.832,660.22499656677,623.7236881113841,682.945,15491.1250600805,15121.839415198014,15881.582,67.3249969482,60.96380213105732,47.257435,16218.67505359547,15806.526905440454,16611.785
2015-11-18 17:00:00,16298.92498600384,15891.01666898698,16563.912,656.42500543643,617.6607314358616,687.51135,15556.92498361921,15211.948635077224,15935.402,85.5749969482,59.40971498054549,47.888275,16298.92498600384,15889.019081493632,16670.803
2015-11-18 18:00:00,16326.12508105897,15942.87520333663,16954.033,667.4999976156699,595.0902261246599,673.5637,15564.5750803915,15264.351357067733,16098.689,94.0500030518,63.550283431600604,53.14278,16326.12508105897,15922.991866623994,16825.396
2015-11-18 19:00:00,16470.50001370782,15964.802392715457,16907.121,671.49999284683,590.833984116381,691.58545,15729.65002238689,15279.473572958625,15866.469,69.3499984741,64.42317940213222,52.425068,16470.50001370782,15934.730736477139,16610.48
2015-11-18 20:00:00,16274.10752751654,15909.346449667735,16788.953,686.0000028615299,595.1067607784132,690.1206,15531.65752389211,15205.24192797566,16097.039,56.4500007629,64.01049285795268,50.157223,16274.10752751654,15864.359181612026,16837.316
2015-11-18 21:00:00,16187.700142620712,15626.473580192109,16200.082,727.3000001906299,630.8798269747476,729.34955,15421.65014243008,14894.746461051263,15421.206,38.75,61.62241441115223,46.456673,16187.70014262071,15587.248702437164,16197.013
2015-11-18 22:00:00,15729.317509229099,15197.05371291687,15810.05,786.87501239797,709.4544073309322,755.1132,14903.192496831129,14435.410787409615,14797.1455,39.25,58.29289320367348,44.48245,15729.317509229099,15203.15808794422,15596.741
2015-11-18 23:00:00,14795.052416531547,14641.868507067831,15152.383,776.02499866447,719.9325288687427,782.7342,13982.15241786708,13885.83871624462,13866.299,36.875,55.358976490809994,41.15432,14795.052416531551,14661.130221604173,14690.1875
