,YUAG,Berkeley,Hopper,304Elm,Davenport,38HH,320Temple,53Wall,Sprague,Malone,Trumbull,17HH
2018-01-01 01:00:00,157.1,69.6,87.6,4.6,95.0,3.1,1.7,16.2,34.0,111.4,54.5,151.1
2018-01-01 02:00:00,153.2,58.9,74.6,4.6,92.9,2.6,1.9,16.2,31.7,110.1,52.3,151.1
2018-01-01 03:00:00,169.4,63.6,79.6,4.8,102.1,3.3,2.0,16.1,32.3,121.2,60.8,150.1
2018-01-01 04:00:00,171.8,63.2,78.9,5.0,99.9,3.2,1.9,16.4,32.3,118.3,61.5,149.2
2018-01-01 05:00:00,172.2,63.0,79.0,4.9,101.0,3.0,2.1,16.6,32.5,120.4,59.2,149.5
2018-01-01 06:00:00,168.8,63.5,80.6,5.0,100.8,3.0,2.0,16.2,32.2,119.5,61.7,149.0
2018-01-01 07:00:00,168.8,63.0,78.7,5.0,100.8,3.5,2.0,15.8,32.3,118.0,63.3,149.5
2018-01-01 08:00:00,172.2,69.8,80.0,4.6,101.5,3.0,2.2,16.4,32.4,120.8,60.3,150.2
2018-01-01 09:00:00,201.0,78.7,80.5,5.2,99.5,3.0,2.2,15.6,31.5,125.8,59.7,154.3
2018-01-01 10:00:00,245.8,78.3,78.0,5.3,100.0,3.0,2.0,16.0,31.0,120.2,58.3,154.2
2018-01-01 11:00:00,222.4,77.7,77.8,4.5,100.9,3.2,2.1,16.4,31.0,125.8,58.7,155.1
2018-01-01 12:00:00,220.1,78.0,81.0,5.9,102.8,3.3,2.2,16.6,31.1,125.5,61.8,157.7
2018-01-01 13:00:00,220.7,78.0,78.4,5.0,105.0,2.7,1.7,16.7,30.4,134.2,62.4,159.5
2018-01-01 14:00:00,198.0,78.5,78.5,4.8,105.2,3.3,2.0,16.7,29.5,132.2,58.5,162.8
2018-01-01 15:00:00,196.3,78.7,77.8,5.0,106.6,3.0,2.3,16.8,28.3,127.0,56.1,168.0
2018-01-01 16:00:00,197.0,79.3,74.7,4.8,106.2,3.3,2.2,16.7,32.0,131.3,56.7,172.2
2018-01-01 17:00:00,197.5,78.7,76.8,5.0,102.2,3.2,2.1,16.1,30.2,137.5,58.0,165.0
2018-01-01 18:00:00,197.2,79.0,81.7,4.9,102.6,3.5,2.4,16.5,31.8,138.0,62.7,167.2
2018-01-01 19:00:00,178.2,77.8,80.0,5.0,104.7,3.5,2.0,16.5,32.3,130.3,64.8,167.1
2018-01-01 20:00:00,148.8,72.5,79.1,4.6,103.2,3.5,2.3,16.7,32.0,124.9,61.3,163.2
2018-01-01 21:00:00,148.7,72.3,80.2,4.9,108.1,3.0,2.2,16.3,32.4,124.0,59.9,160.3
2018-01-01 22:00:00,147.3,66.9,80.8,4.8,110.7,3.0,2.1,16.0,32.3,123.1,58.6,159.0
2018-01-01 23:00:00,147.2,64.1,79.2,5.0,102.7,3.5,2.2,16.0,32.3,127.7,60.4,160.4
2018-01-02 00:00:00,148.6,65.7,78.8,4.8,101.1,3.0,1.8,16.5,32.4,128.2,63.0,163.0
2018-01-02 01:00:00,147.9,68.0,85.1,4.5,113.1,3.5,1.1,16.6,37.1,114.2,63.6,151.1
2018-01-02 02:00:00,145.1,57.0,72.4,5.2,96.9,3.0,1.3,16.6,29.9,108.4,55.2,151.1
2018-01-02 03:00:00,147.4,64.3,80.2,5.0,96.2,3.0,2.1,16.5,31.0,140.0,58.5,153.4
2018-01-02 04:00:00,129.3,64.0,77.3,4.8,89.7,3.0,1.9,16.3,31.0,125.9,58.0,155.8
2018-01-02 05:00:00,128.2,63.2,77.9,5.0,106.3,3.7,1.8,16.5,31.6,122.1,60.8,153.5
2018-01-02 06:00:00,128.3,63.7,77.1,4.9,102.2,4.0,1.8,16.0,33.0,122.7,62.2,160.5
2018-01-02 07:00:00,136.8,63.6,74.7,5.3,84.3,4.3,2.0,16.4,34.0,121.5,59.0,157.0
2018-01-02 08:00:00,161.9,70.4,81.2,5.5,116.7,4.2,2.2,18.0,35.9,122.5,62.7,161.3
2018-01-02 09:00:00,202.8,77.8,88.5,6.2,118.0,5.3,2.5,18.1,40.5,131.2,66.1,168.4
2018-01-02 10:00:00,264.8,76.7,93.5,6.3,118.5,6.0,2.7,18.7,43.0,136.1,67.2,168.8
2018-01-02 11:00:00,287.0,80.3,95.8,5.0,123.8,6.7,2.8,23.0,44.1,144.0,68.8,174.5
2018-01-02 12:00:00,289.9,80.2,98.8,6.0,137.5,6.5,2.8,25.3,46.2,153.5,68.2,176.2
2018-01-02 13:00:00,293.0,80.1,98.9,6.0,123.2,7.0,2.8,22.9,47.0,156.4,66.2,173.8
2018-01-02 14:00:00,292.0,79.5,100.0,6.0,125.8,8.0,2.8,22.3,47.0,152.5,66.3,170.5
2018-01-02 15:00:00,297.3,78.7,101.3,6.0,116.8,7.6,2.8,21.0,47.0,152.1,67.7,173.3
2018-01-02 16:00:00,300.7,78.0,99.2,5.3,114.0,7.9,2.5,21.0,48.0,151.2,68.0,178.7
2018-01-02 17:00:00,302.1,76.2,92.5,5.7,102.7,6.3,2.4,21.0,47.0,156.2,68.3,169.5
2018-01-02 18:00:00,285.0,76.0,84.3,5.7,102.2,5.5,2.6,19.5,46.0,155.5,66.0,166.0
2018-01-02 19:00:00,208.0,76.1,81.8,5.0,102.8,4.3,2.2,16.8,44.0,145.3,64.7,166.3
2018-01-02 20:00:00,135.7,70.7,81.2,4.8,105.8,3.2,2.3,15.9,43.7,141.3,63.3,161.4
2018-01-02 21:00:00,137.5,71.0,82.2,4.8,111.7,3.0,2.7,15.3,43.0,137.4,63.8,164.1
2018-01-02 22:00:00,130.0,66.2,82.5,4.9,104.5,3.3,2.2,15.8,43.1,129.3,63.4,156.9
2018-01-02 23:00:00,131.2,63.3,80.6,5.0,103.5,3.2,2.6,15.7,43.2,128.0,61.6,154.3
2018-01-03 00:00:00,131.0,62.7,81.9,4.6,103.0,3.0,2.0,16.0,39.2,127.7,63.0,148.2
2018-01-03 01:00:00,122.6,71.4,92.9,4.7,99.9,3.0,1.4,16.0,31.4,119.8,63.0,152.2
2018-01-03 02:00:00,115.0,58.2,76.9,4.3,90.3,2.8,1.3,16.0,28.7,110.3,63.0,152.2
2018-01-03 03:00:00,131.7,65.0,84.7,5.9,102.1,3.2,1.7,15.7,32.5,122.5,57.8,147.3
2018-01-03 04:00:00,150.5,64.7,83.8,5.0,101.2,3.0,2.3,15.5,32.5,141.9,57.7,145.7
2018-01-03 05:00:00,135.8,64.2,84.3,4.8,101.3,3.7,2.0,15.5,32.7,121.8,59.8,146.5
2018-01-03 06:00:00,130.7,64.8,83.9,5.0,103.9,4.1,2.0,15.6,32.5,121.8,62.3,145.8
2018-01-03 07:00:00,134.7,62.7,81.8,5.2,105.6,4.4,2.5,16.2,34.3,121.4,61.0,150.5
2018-01-03 08:00:00,153.6,64.0,74.0,5.3,99.2,4.1,3.0,18.0,33.4,122.8,63.5,155.8
2018-01-03 09:00:00,201.4,83.0,92.5,6.0,122.3,5.7,3.0,18.0,39.5,130.8,66.5,162.9
2018-01-03 10:00:00,271.3,83.1,92.0,5.8,120.9,7.5,3.0,18.3,45.8,133.5,68.9,166.0
2018-01-03 11:00:00,295.2,85.0,94.0,5.2,118.3,7.4,2.8,20.5,47.0,142.5,71.5,173.6
2018-01-03 12:00:00,296.1,85.5,96.5,6.0,119.0,7.4,2.9,20.0,49.5,153.5,71.0,173.9
2018-01-03 13:00:00,298.2,85.9,92.2,6.0,117.8,7.3,2.6,20.0,51.7,160.2,67.8,177.0
2018-01-03 14:00:00,295.8,81.5,93.8,5.5,118.2,7.2,2.4,19.9,51.8,155.2,68.5,179.5
2018-01-03 15:00:00,298.0,72.0,78.5,5.5,96.8,7.2,2.1,19.1,47.2,153.0,73.7,180.3
2018-01-03 16:00:00,301.5,82.3,88.7,5.7,116.0,7.1,2.0,18.9,45.3,156.6,74.6,178.3
2018-01-03 17:00:00,299.0,80.5,81.3,5.3,110.4,7.1,1.7,19.1,48.0,156.9,71.7,181.4
2018-01-03 18:00:00,280.0,77.7,81.3,5.2,106.1,7.0,1.8,17.4,47.3,158.0,64.2,183.8
2018-01-03 19:00:00,210.4,76.6,80.7,4.5,106.7,5.5,1.9,16.1,44.7,155.8,63.5,169.5
2018-01-03 20:00:00,136.0,72.9,80.0,4.8,108.0,4.0,1.6,15.9,44.0,143.7,65.3,164.3
2018-01-03 21:00:00,129.6,73.0,81.8,4.5,111.8,4.5,2.0,15.3,44.0,132.8,66.3,158.4
2018-01-03 22:00:00,131.2,56.8,67.0,4.5,93.2,3.8,1.9,15.2,41.7,129.8,66.0,158.0
2018-01-03 23:00:00,130.8,65.0,78.2,4.8,111.5,3.9,1.8,15.3,39.0,125.2,61.2,156.6
2018-01-04 00:00:00,129.7,65.2,79.2,4.7,105.8,4.1,1.7,15.5,40.6,122.5,61.3,153.9
2018-01-04 01:00:00,135.2,64.1,82.0,4.1,106.7,4.3,0.8,15.2,33.7,112.8,65.2,145.4
2018-01-04 02:00:00,125.8,50.7,72.0,4.2,92.7,3.7,0.7,15.2,28.5,108.0,59.2,145.4
2018-01-04 03:00:00,131.0,64.0,79.8,5.4,102.3,4.4,0.8,15.3,32.2,119.9,60.0,143.5
2018-01-04 04:00:00,130.2,65.2,77.7,4.8,102.8,4.0,1.2,15.5,32.0,118.8,61.6,143.7
2018-01-04 05:00:00,131.8,65.5,78.1,4.8,103.5,4.1,1.6,15.4,32.3,119.2,62.5,144.8
2018-01-04 06:00:00,134.7,65.3,79.4,4.5,106.0,4.2,1.2,15.5,32.2,118.1,58.2,146.8
2018-01-04 07:00:00,134.5,65.2,78.0,5.0,108.2,4.3,1.7,15.3,32.3,135.5,57.2,145.7
2018-01-04 08:00:00,146.3,72.1,79.3,5.2,110.3,4.0,2.0,15.2,35.0,117.7,58.5,147.3
2018-01-04 09:00:00,186.8,64.0,66.8,5.5,92.4,4.0,2.1,15.3,40.8,125.5,60.0,149.5
2018-01-04 10:00:00,240.5,77.0,78.4,5.5,110.0,4.0,2.2,15.0,36.5,131.7,66.0,149.9
2018-01-04 11:00:00,263.2,78.4,77.1,5.2,111.8,4.0,2.0,15.3,43.2,137.1,65.6,147.0
2018-01-04 12:00:00,266.8,76.3,79.7,5.5,112.2,4.4,2.0,15.9,43.3,134.7,62.9,147.0
2018-01-04 13:00:00,266.7,75.8,78.2,5.3,114.3,4.3,1.7,15.3,42.9,134.0,63.3,150.8
2018-01-04 14:00:00,267.8,75.9,79.8,5.3,114.7,4.0,1.8,16.0,43.1,134.8,66.5,153.5
2018-01-04 15:00:00,267.9,76.6,80.8,5.7,111.3,4.0,1.7,15.5,43.4,131.2,62.0,152.5
2018-01-04 16:00:00,267.3,68.2,70.0,5.2,103.0,4.2,1.8,15.7,43.0,127.0,65.2,154.3
2018-01-04 17:00:00,267.2,73.5,72.9,5.5,103.2,3.8,1.8,15.6,36.3,128.3,62.0,154.7
2018-01-04 18:00:00,268.8,78.0,81.3,5.0,114.1,4.2,1.7,16.0,44.2,132.2,65.6,158.2
2018-01-04 19:00:00,266.5,77.7,80.0,4.8,115.2,4.1,1.7,15.7,44.1,130.7,63.4,158.3
2018-01-04 20:00:00,265.5,74.1,79.8,4.8,116.8,4.2,2.0,15.5,44.2,128.6,65.5,154.7
2018-01-04 21:00:00,244.5,73.9,81.7,4.5,113.5,4.3,1.6,15.0,43.8,125.0,69.1,152.3
2018-01-04 22:00:00,181.2,71.0,79.0,4.7,111.7,4.2,1.7,15.3,43.9,122.5,65.4,150.5
2018-01-04 23:00:00,165.3,62.1,74.8,4.8,106.0,4.2,1.8,15.5,43.8,123.0,60.0,150.0
2018-01-05 00:00:00,141.8,48.0,67.5,4.7,88.8,3.6,1.4,15.5,37.0,122.7,60.6,146.0
2018-01-05 01:00:00,138.2,67.4,84.0,4.9,108.2,4.6,0.8,15.5,32.0,113.0,63.2,148.1
2018-01-05 02:00:00,124.5,55.3,71.9,4.6,91.3,3.6,0.7,15.5,29.3,112.7,55.7,148.1
2018-01-05 03:00:00,130.3,57.7,78.8,4.7,101.5,4.0,1.0,14.7,32.2,124.3,60.1,138.3
2018-01-05 04:00:00,131.2,63.8,76.5,4.6,100.7,4.2,1.1,15.0,32.5,118.3,63.7,142.7
2018-01-05 05:00:00,132.5,64.5,78.0,4.9,101.7,4.3,1.5,15.2,32.7,119.7,62.8,144.8
2018-01-05 06:00:00,133.2,56.7,78.2,4.6,105.5,4.5,1.4,15.0,34.0,119.3,60.7,145.8
2018-01-05 07:00:00,134.8,63.3,77.0,4.9,108.3,4.8,1.8,15.1,34.6,119.4,61.0,146.9
2018-01-05 08:00:00,156.7,63.8,71.6,5.8,99.7,4.7,2.0,17.7,36.2,121.1,63.5,148.6
2018-01-05 09:00:00,202.3,74.7,80.4,5.0,112.0,4.0,2.3,16.7,37.5,127.0,69.7,152.2
2018-01-05 10:00:00,275.5,81.7,85.0,6.0,117.6,6.0,2.0,17.3,45.5,131.4,71.1,161.2
2018-01-05 11:00:00,295.3,83.1,83.1,5.7,120.9,7.5,2.4,21.7,46.2,143.5,75.4,176.3
2018-01-05 12:00:00,294.2,82.7,85.7,5.3,121.5,7.2,2.8,25.8,47.3,150.6,77.3,174.0
2018-01-05 13:00:00,293.7,82.8,81.2,5.3,118.6,7.5,2.3,26.0,48.3,157.2,74.3,175.3
2018-01-05 14:00:00,293.3,85.0,82.5,5.7,120.4,7.1,2.2,23.5,48.7,157.8,73.5,176.9
2018-01-05 15:00:00,295.8,83.0,86.0,5.3,121.6,7.2,2.0,23.5,48.5,152.9,70.9,169.8
2018-01-05 16:00:00,297.7,80.5,80.3,5.7,112.0,5.7,2.0,22.3,43.2,157.6,68.5,169.5
2018-01-05 17:00:00,296.5,89.4,87.2,5.0,123.0,6.6,2.3,20.9,45.3,156.4,66.1,168.8
2018-01-05 18:00:00,280.2,87.1,87.0,7.2,128.2,6.2,2.0,17.0,47.3,156.5,74.4,170.9
2018-01-05 19:00:00,240.0,84.2,87.6,8.0,128.0,4.5,2.4,15.8,44.7,152.5,77.5,169.6
2018-01-05 20:00:00,212.6,78.5,87.7,7.6,126.0,4.0,2.1,15.3,44.3,145.3,75.1,165.7
2018-01-05 21:00:00,211.9,78.2,90.8,7.9,125.8,3.7,2.5,15.5,44.4,126.0,74.2,164.7
2018-01-05 22:00:00,210.5,70.6,86.7,7.8,125.2,4.0,2.0,15.2,44.0,122.2,75.0,157.5
2018-01-05 23:00:00,210.8,61.2,75.2,7.7,110.8,3.3,2.4,14.8,40.3,122.8,74.8,158.6
2018-01-06 00:00:00,211.0,71.8,92.8,8.0,124.9,3.2,2.0,14.9,40.0,127.5,73.7,155.5
2018-01-06 01:00:00,198.9,73.5,99.7,7.6,130.0,3.6,1.0,14.9,45.9,121.4,78.1,152.4
2018-01-06 02:00:00,187.1,62.2,88.1,6.9,107.6,3.4,1.3,14.9,39.3,116.6,68.2,152.4
2018-01-06 03:00:00,210.0,69.8,98.0,7.8,120.7,3.3,2.0,15.0,43.5,129.3,71.9,148.8
2018-01-06 04:00:00,210.7,69.0,94.4,8.0,120.0,3.5,2.0,14.7,43.3,135.5,71.8,148.8
2018-01-06 05:00:00,245.3,68.7,95.3,8.0,119.7,3.5,1.8,14.8,43.3,143.2,71.3,145.9
2018-01-06 06:00:00,210.0,68.8,95.7,8.7,119.5,3.8,1.9,14.8,43.5,128.5,70.5,145.0
2018-01-06 07:00:00,210.0,68.7,94.1,8.5,120.3,3.5,2.0,14.7,43.4,127.3,71.2,148.3
2018-01-06 08:00:00,210.2,64.2,79.7,8.5,104.0,3.5,2.0,14.8,39.5,126.9,70.3,150.3
2018-01-06 09:00:00,211.8,84.8,95.8,8.6,117.7,3.4,2.0,14.7,39.6,125.6,70.4,151.5
2018-01-06 10:00:00,219.2,84.0,94.5,8.7,121.0,3.6,2.5,15.0,42.2,128.2,71.5,151.7
2018-01-06 11:00:00,235.6,82.8,95.2,8.7,121.8,4.2,2.1,15.7,42.3,130.2,77.3,153.0
2018-01-06 12:00:00,273.9,81.7,97.5,8.6,120.8,4.5,2.2,15.5,42.7,128.0,77.0,155.0
2018-01-06 13:00:00,285.8,81.0,95.2,8.7,120.2,4.3,2.2,15.3,42.0,131.1,76.3,158.0
2018-01-06 14:00:00,286.5,81.7,96.1,8.5,122.7,4.7,2.3,15.0,42.0,133.0,76.7,158.5
2018-01-06 15:00:00,288.5,72.6,86.9,8.8,108.1,4.3,2.2,14.5,41.8,138.0,75.2,161.2
2018-01-06 16:00:00,290.2,77.7,89.3,8.5,115.7,3.9,2.1,14.7,36.7,139.7,73.3,162.3
2018-01-06 17:00:00,290.6,82.2,81.5,8.7,122.2,4.1,2.0,15.1,42.5,141.8,73.2,167.2
2018-01-06 18:00:00,275.2,83.5,79.3,8.5,121.6,4.2,2.0,15.0,42.7,138.0,75.5,166.3
2018-01-06 19:00:00,232.2,84.5,82.5,7.8,122.9,4.5,2.0,14.5,43.3,139.4,73.8,163.0
2018-01-06 20:00:00,209.3,81.6,96.7,7.9,125.3,4.2,2.2,14.7,43.5,141.1,77.2,159.2
2018-01-06 21:00:00,210.5,81.2,96.0,8.0,125.3,3.3,2.2,14.7,43.5,137.0,80.1,154.5
2018-01-06 22:00:00,211.2,70.5,87.5,8.0,118.9,2.8,2.0,14.6,43.3,138.4,79.4,157.8
2018-01-06 23:00:00,210.3,66.0,80.8,8.0,112.0,3.2,2.5,14.5,36.4,137.8,77.5,160.2
2018-01-07 00:00:00,209.5,74.2,98.4,8.0,125.3,3.0,1.8,14.7,43.3,136.7,79.6,152.1
2018-01-07 01:00:00,196.9,75.8,110.6,7.2,129.0,3.3,0.5,14.6,45.6,126.6,84.1,149.9
2018-01-07 02:00:00,187.4,66.0,92.7,7.3,109.5,2.9,1.5,14.6,38.7,121.9,74.1,149.9
2018-01-07 03:00:00,216.0,72.5,102.5,8.1,121.7,3.3,2.0,15.3,43.4,132.8,77.2,153.1
2018-01-07 04:00:00,239.2,72.0,102.8,8.2,121.8,3.2,2.0,14.3,43.5,133.7,76.8,148.2
2018-01-07 05:00:00,209.0,71.2,104.0,8.8,121.2,3.3,2.0,14.7,43.1,135.3,77.0,148.7
2018-01-07 06:00:00,209.0,71.3,102.7,8.2,121.0,3.2,2.2,14.8,43.4,135.0,77.2,148.0
2018-01-07 07:00:00,209.2,69.3,99.2,8.0,118.3,3.3,2.3,14.5,43.1,152.8,77.8,149.3
2018-01-07 08:00:00,209.6,67.9,88.3,8.8,106.3,2.7,2.3,14.4,38.4,135.0,78.0,147.5
2018-01-07 09:00:00,210.0,83.6,103.3,8.5,122.2,2.8,2.4,14.1,39.8,130.7,78.2,145.7
2018-01-07 10:00:00,219.0,82.2,101.2,8.7,120.8,3.5,2.3,14.5,42.0,130.8,82.0,148.3
2018-01-07 11:00:00,234.2,81.3,101.3,8.8,122.2,3.0,2.2,15.2,42.0,130.7,81.6,150.7
2018-01-07 12:00:00,270.2,82.7,104.9,8.7,121.8,3.2,2.1,15.2,42.0,130.5,78.9,156.6
2018-01-07 13:00:00,280.6,84.8,105.0,8.7,122.4,3.3,2.5,14.6,42.0,134.3,80.0,160.2
2018-01-07 14:00:00,282.0,87.2,104.5,8.8,126.0,3.7,2.4,15.0,42.0,132.0,79.0,156.2
2018-01-07 15:00:00,284.4,74.8,89.1,8.3,109.0,3.0,1.8,14.7,39.7,138.2,79.5,157.6
2018-01-07 16:00:00,285.3,81.5,98.0,8.7,119.8,3.3,1.8,14.8,37.5,142.8,81.1,159.0
2018-01-07 17:00:00,284.2,82.2,97.2,9.0,122.8,3.5,2.0,14.7,42.8,138.9,79.7,159.5
2018-01-07 18:00:00,272.0,81.5,101.7,8.3,126.0,3.3,2.0,15.0,42.5,143.1,81.5,164.0
2018-01-07 19:00:00,232.1,80.5,105.1,7.9,128.2,3.2,2.0,15.0,43.3,144.2,82.2,162.9
2018-01-07 20:00:00,209.5,78.3,105.2,7.8,129.3,3.5,2.0,14.8,43.4,139.5,80.0,160.0
2018-01-07 21:00:00,210.0,78.5,106.0,7.8,129.4,3.0,2.0,14.4,43.1,137.8,82.8,161.0
2018-01-07 22:00:00,210.5,65.2,93.2,8.0,116.3,3.3,2.4,14.6,43.2,135.5,81.7,159.8
2018-01-07 23:00:00,209.9,67.3,96.8,8.0,114.8,2.7,2.0,14.7,36.0,134.9,80.8,156.7
2018-01-08 00:00:00,209.3,69.7,100.3,8.0,125.2,3.0,2.0,14.7,43.2,132.6,82.5,150.1
2018-01-08 01:00:00,177.1,72.9,104.5,7.3,126.4,3.3,0.8,14.3,41.8,124.8,68.6,149.9
2018-01-08 02:00:00,121.7,62.3,93.5,7.1,101.1,3.2,0.8,14.3,27.8,113.4,68.6,149.9
2018-01-08 03:00:00,129.9,69.3,103.5,8.0,106.8,3.0,1.5,14.5,31.2,124.7,63.3,145.1
2018-01-08 04:00:00,139.8,68.8,102.9,7.8,105.2,3.0,1.9,14.7,31.5,125.8,61.3,150.9
2018-01-08 05:00:00,141.2,67.7,103.3,7.8,105.0,3.7,1.3,14.7,32.0,124.8,62.5,153.6
2018-01-08 06:00:00,130.6,67.5,103.2,8.0,108.0,4.1,1.7,14.6,34.0,125.0,60.5,156.7
2018-01-08 07:00:00,132.9,65.7,99.0,8.7,114.2,4.2,1.6,15.0,32.5,125.4,61.9,155.2
2018-01-08 08:00:00,149.8,68.8,92.0,9.5,105.0,4.2,2.0,17.7,32.0,128.0,73.6,156.8
2018-01-08 09:00:00,217.0,89.8,117.0,8.7,123.3,4.8,2.4,17.0,38.7,137.0,83.0,161.7
2018-01-08 10:00:00,274.2,89.7,116.3,8.5,116.8,6.7,2.3,19.7,46.0,139.5,87.0,166.3
2018-01-08 11:00:00,287.5,89.2,116.7,8.8,118.9,7.3,2.3,25.8,48.5,157.0,89.0,175.7
2018-01-08 12:00:00,296.0,96.5,121.3,9.0,119.3,7.4,2.0,25.5,49.0,148.6,88.2,179.5
2018-01-08 13:00:00,298.3,100.6,116.0,9.0,116.0,7.5,2.2,21.7,50.5,155.5,89.7,182.3
2018-01-08 14:00:00,295.5,104.7,115.3,7.2,116.2,7.7,2.5,20.8,50.6,155.2,87.0,176.5
2018-01-08 15:00:00,298.5,82.3,105.5,8.3,104.1,7.8,1.8,20.7,51.2,151.7,85.3,177.3
2018-01-08 16:00:00,300.0,83.8,110.7,8.7,112.5,6.5,1.9,23.0,42.5,155.6,83.7,180.7
2018-01-08 17:00:00,295.5,85.7,110.7,8.6,116.0,7.7,2.0,23.0,49.7,159.2,71.6,182.8
2018-01-08 18:00:00,281.2,83.0,100.5,8.7,117.5,6.8,1.5,20.8,48.0,160.8,65.0,182.2
2018-01-08 19:00:00,218.5,81.0,100.1,8.8,117.9,5.8,1.6,16.5,46.0,155.2,63.7,177.5
2018-01-08 20:00:00,158.8,77.5,97.2,8.5,121.5,4.5,1.7,15.0,45.3,149.3,65.0,168.3
2018-01-08 21:00:00,154.3,77.5,98.2,8.5,121.5,3.7,1.7,15.0,45.0,137.9,66.8,169.9
2018-01-08 22:00:00,135.4,68.5,92.6,8.5,114.1,3.3,1.6,15.0,45.0,139.6,65.9,166.6
2018-01-08 23:00:00,130.5,62.3,87.5,7.7,103.5,2.9,1.7,15.0,39.5,134.9,63.8,158.4
2018-01-09 00:00:00,129.8,68.2,100.9,8.0,110.4,3.1,1.3,15.0,38.8,131.3,62.8,153.1
2018-01-09 01:00:00,121.8,70.5,105.3,6.5,113.2,3.4,0.7,14.9,35.3,118.8,65.6,145.5
2018-01-09 02:00:00,114.4,59.5,89.5,4.0,92.1,2.8,1.0,14.9,28.9,111.2,57.8,145.5
2018-01-09 03:00:00,148.0,66.0,99.3,5.0,102.8,3.0,0.8,14.8,33.2,123.2,61.3,145.2
2018-01-09 04:00:00,132.6,66.0,97.9,5.2,102.5,3.3,0.9,14.8,32.8,142.3,60.8,162.3
2018-01-09 05:00:00,130.0,66.0,98.8,4.5,102.4,3.4,0.8,14.7,33.5,124.7,59.7,149.9
2018-01-09 06:00:00,128.9,66.0,98.8,4.6,105.8,4.1,1.0,15.0,35.3,122.1,59.8,146.8
2018-01-09 07:00:00,134.1,57.0,84.4,6.0,97.7,3.9,1.2,15.3,34.4,117.7,61.2,151.7
2018-01-09 08:00:00,157.7,74.8,98.5,8.7,117.5,4.1,2.3,17.2,31.1,119.5,68.7,154.3
2018-01-09 09:00:00,217.5,92.4,107.1,8.8,121.5,5.7,2.0,18.0,43.7,130.7,74.6,156.3
2018-01-09 10:00:00,292.0,88.0,107.2,8.5,121.5,6.3,1.8,22.3,46.5,134.3,76.2,162.0
2018-01-09 11:00:00,299.5,87.3,107.5,8.7,120.5,7.1,2.4,22.5,46.5,148.0,80.8,171.0
2018-01-09 12:00:00,298.0,89.3,110.8,9.0,127.3,8.0,1.5,22.8,50.5,154.2,100.2,174.4
2018-01-09 13:00:00,300.5,89.7,108.5,8.7,129.5,7.5,1.3,23.0,51.0,156.5,109.3,181.5
2018-01-09 14:00:00,301.5,80.0,94.9,8.6,114.2,6.3,1.7,21.7,49.0,148.8,106.4,179.0
2018-01-09 15:00:00,300.2,83.7,102.8,8.7,120.3,6.0,1.3,23.5,47.0,150.2,108.1,175.6
2018-01-09 16:00:00,301.5,88.5,105.8,9.0,129.5,6.5,1.5,23.8,51.4,152.1,107.2,175.4
2018-01-09 17:00:00,300.3,85.8,102.9,8.8,129.3,6.0,1.8,22.4,55.7,153.0,97.5,175.5
2018-01-09 18:00:00,284.7,83.3,100.3,8.7,131.7,6.0,1.4,19.0,49.2,154.0,94.2,175.0
2018-01-09 19:00:00,207.6,76.0,99.5,8.5,132.8,5.2,1.1,16.3,45.8,153.0,92.8,170.8
2018-01-09 20:00:00,128.2,69.7,98.7,7.8,131.7,4.6,1.7,15.3,44.8,136.7,92.0,162.0
2018-01-09 21:00:00,127.0,68.5,93.0,5.2,123.0,4.4,1.3,15.0,44.5,127.3,89.8,155.3
2018-01-09 22:00:00,126.5,60.0,87.6,5.3,113.7,2.8,1.7,15.7,39.7,125.4,81.5,152.0
2018-01-09 23:00:00,128.5,64.0,96.4,4.9,121.8,3.0,1.2,15.2,41.8,125.8,76.7,151.5
2018-01-10 00:00:00,128.3,62.7,95.8,4.8,115.2,3.3,1.3,15.3,41.2,129.2,69.5,148.4
2018-01-10 01:00:00,122.2,65.3,101.8,4.8,116.1,3.5,1.0,15.1,34.7,120.8,66.9,144.9
2018-01-10 02:00:00,113.2,55.8,87.4,4.0,92.4,2.7,0.8,15.1,28.8,100.7,60.9,144.9
2018-01-10 03:00:00,130.1,62.4,97.3,4.7,104.6,3.0,0.5,14.3,33.0,114.8,80.4,146.0
2018-01-10 04:00:00,129.0,62.3,94.8,4.8,104.2,3.3,0.9,15.2,32.8,112.7,68.5,150.7
2018-01-10 05:00:00,128.2,62.2,95.5,4.9,104.5,3.4,0.8,14.5,33.5,116.5,68.6,142.3
2018-01-10 06:00:00,127.8,62.8,97.5,4.5,107.3,4.3,1.2,14.5,35.5,121.1,70.9,148.0
2018-01-10 07:00:00,130.7,54.0,81.7,5.6,98.0,3.5,1.3,15.8,31.5,133.2,80.8,153.3
2018-01-10 08:00:00,149.7,77.3,104.7,8.7,136.7,4.5,2.2,16.5,32.7,105.5,83.7,151.7
2018-01-10 09:00:00,209.5,95.7,111.1,9.2,142.5,5.3,2.3,17.5,42.5,129.0,100.8,158.8
2018-01-10 10:00:00,277.6,105.7,112.5,8.8,147.0,5.7,2.0,19.7,52.3,135.3,103.2,163.4
2018-01-10 11:00:00,298.2,102.1,114.5,8.5,145.5,7.8,2.2,25.0,62.2,143.2,103.0,166.3
2018-01-10 12:00:00,310.3,103.4,115.0,8.8,144.0,7.2,1.5,26.0,60.5,148.5,106.8,174.3
