Building:,304 Elm,YUAG,Berkeley College,Grace Hopper College,Davenport College,Malone Engineering,Sprague Hall,Trumbull College,17 Hillhouse Ave.
units:,ton-hrs,ton-hrs,tons,ton-hrs,MBTU,MBTU,MBTU,ton-hrs,ton-hrs
01-Jan-18 01:00:00,75075,23003231,36.89,905841,4301483,36028108,2818198,2126822,14303031
01-Jan-18 02:00:00,75076,23003334,32.89,905846,4301562,36028408,2818266,2126842,14303227
01-Jan-18 03:00:00,75078,23003442,34.31,905850,4301635,36028696,2818333,2126863,14303420
01-Jan-18 04:00:00,75080,23003545,29.78,905855,4301709,36028992,2818395,2126882,14303614
01-Jan-18 05:00:00,75081,23003647,35.91,905859,4301783,36029272,2818455,2126901,14303804
01-Jan-18 06:00:00,75083,23003751,34.60,905863,4301858,36029544,2818516,2126921,14303998
01-Jan-18 07:00:00,75085,23003860,30.48,905868,4301936,36029840,2818577,2126940,14304190
01-Jan-18 08:00:00,75087,23003961,27.91,905872,4302012,36030136,2818638,2126960,14304384
01-Jan-18 09:00:00,75088,23004111,27.96,905876,4302105,36030432,2818700,2126980,14304583
01-Jan-18 10:00:00,75090,23004290,29.63,905881,4302184,36030712,2818761,2127001,14304783
01-Jan-18 11:00:00,75092,23004443,28.55,905885,4302266,36030992,2818821,2127022,14304989
01-Jan-18 12:00:00,75094,23004558,35.31,905890,4302342,36031272,2818882,2127043,14305202
01-Jan-18 13:00:00,75095,23004680,34.32,905894,4302418,36031556,2818942,2127063,14305418
01-Jan-18 14:00:00,75097,23004845,28.06,905898,4302489,36031844,2819002,2127084,14305634
01-Jan-18 15:00:00,75099,23005000,35.13,905903,4302560,36032120,2819062,2127105,14305856
01-Jan-18 16:00:00,75101,23005108,33.45,905907,4302635,36032400,2819129,2127126,14306073
01-Jan-18 17:00:00,75102,23005216,33.58,905912,4302714,36032680,2819198,2127148,14306290
01-Jan-18 18:00:00,75104,23005324,38.05,905917,4302793,36032960,2819267,2127169,14306502
01-Jan-18 19:00:00,75106,23005423,29.75,905921,4302872,36033256,2819334,2127190,14306708
01-Jan-18 20:00:00,75108,23005510,38.29,905926,4302948,36033552,2819398,2127211,14306910
01-Jan-18 21:00:00,75110,23005598,38.43,905930,4303025,36033848,2819463,2127232,14307112
01-Jan-18 22:00:00,75111,23005687,32.61,905935,4303098,36034144,2819523,2127253,14307310
01-Jan-18 23:00:00,75113,23005781,36.35,905939,4303178,36034440,2819583,2127274,14307511
02-Jan-18 00:00:00,75115,23005872,32.47,905944,4303253,36034736,2819643,2127295,14307708
02-Jan-18 01:00:00,75117,23005959,35.23,905948,4303327,36035036,2819690,2127315,14307909
02-Jan-18 02:00:00,75118,23006053,35.78,905952,4303406,36035336,2819737,2127336,14308107
02-Jan-18 03:00:00,75120,23006155,36.29,905957,4303481,36035632,2819783,2127357,14308310
02-Jan-18 04:00:00,75122,23006250,36.05,905961,4303554,36035916,2819830,2127377,14308511
02-Jan-18 05:00:00,75124,23006343,33.41,905965,4303634,36036208,2819876,2127398,14308715
02-Jan-18 06:00:00,75125,23006439,35.12,905970,4303712,36036496,2819922,2127418,14308921
02-Jan-18 07:00:00,75127,23006545,32.38,905974,4303786,36036784,2819968,2127439,14309134
02-Jan-18 08:00:00,75129,23006627,33.82,905978,4303862,36037072,2819998,2127460,14309361
02-Jan-18 09:00:00,75130,23006716,32.73,905983,4303941,36037352,2820027,2127481,14309595
02-Jan-18 10:00:00,75132,23006868,40.61,905987,4304020,36037640,2820056,2127502,14309834
02-Jan-18 11:00:00,75134,23007034,37.93,905991,4304104,36037936,2820082,2127523,14310077
02-Jan-18 12:00:00,75136,23007184,40.74,905996,4304174,36038220,2820113,2127544,14310320
02-Jan-18 13:00:00,75137,23007334,42.11,906001,4304252,36038504,2820144,2127565,14310566
02-Jan-18 14:00:00,75139,23007505,41.02,906006,4304324,36038796,2820183,2127585,14310810
02-Jan-18 15:00:00,75141,23007653,39.18,906011,4304396,36039116,2820230,2127606,14311033
02-Jan-18 16:00:00,75142,23007748,33.84,906016,4304471,36039408,2820276,2127626,14311251
02-Jan-18 17:00:00,75144,23007868,34.30,906021,4304548,36039696,2820322,2127646,14311467
02-Jan-18 18:00:00,75146,23008020,36.14,906027,4304624,36039976,2820368,2127666,14311681
02-Jan-18 19:00:00,75147,23008093,37.39,906032,4304703,36040248,2820417,2127687,14311888
02-Jan-18 20:00:00,75149,23008139,40.34,906037,4304788,36040536,2820464,2127708,14312091
02-Jan-18 21:00:00,75151,23008180,41.59,906042,4304865,36040824,2820512,2127730,14312294
02-Jan-18 22:00:00,75153,23008222,41.10,906047,4304947,36041104,2820560,2127752,14312482
02-Jan-18 23:00:00,75154,23008258,34.69,906052,4305034,36041372,2820605,2127773,14312665
03-Jan-18 00:00:00,75156,23008295,41.12,906057,4305116,36041656,2820666,2127793,14312850
03-Jan-18 01:00:00,75158,23008336,41.06,906061,4305193,36041940,2820727,2127814,14313031
03-Jan-18 02:00:00,75159,23008375,39.11,906067,4305280,36042232,2820790,2127835,14313211
03-Jan-18 03:00:00,75161,23008413,38.71,906072,4305363,36042520,2820853,2127857,14313390
03-Jan-18 04:00:00,75163,23008453,38.40,906077,4305445,36042792,2820915,2127878,14313569
03-Jan-18 05:00:00,75165,23008498,38.78,906082,4305531,36043064,2820976,2127899,14313748
03-Jan-18 06:00:00,75166,23008538,38.59,906087,4305627,36043332,2821038,2127921,14313929
03-Jan-18 07:00:00,75168,23008579,37.82,906091,4305707,36043604,2821100,2127942,14314114
03-Jan-18 08:00:00,75170,23008619,35.90,906096,4305785,36043876,2821145,2127963,14314318
03-Jan-18 09:00:00,75172,23008693,35.92,906101,4305860,36044168,2821187,2127984,14314527
03-Jan-18 10:00:00,75173,23008826,29.49,906105,4305930,36044448,2821229,2128006,14314744
03-Jan-18 11:00:00,75175,23008966,23.15,906110,4306012,36044716,2821280,2128027,14314957
03-Jan-18 12:00:00,75177,23009100,22.96,906115,4306081,36044992,2821335,2128048,14315176
03-Jan-18 13:00:00,75178,23009246,22.84,906120,4306177,36045272,2821390,2128068,14315394
03-Jan-18 14:00:00,75180,23009372,18.21,906126,4306272,36045544,2821446,2128092,14315608
03-Jan-18 15:00:00,75182,23009464,17.67,906131,4306354,36045824,2821503,2128113,14315829
03-Jan-18 16:00:00,75183,23009581,17.04,906137,4306445,36046104,2821559,2128135,14316045
03-Jan-18 17:00:00,75185,23009722,17.48,906142,4306522,36046388,2821616,2128156,14316264
03-Jan-18 18:00:00,75187,23009800,22.27,906148,4306599,36046672,2821672,2128178,14316475
03-Jan-18 19:00:00,75189,23009848,17.15,906153,4306682,36046960,2821731,2128201,14316686
03-Jan-18 20:00:00,75190,23009891,21.81,906159,4306768,36047236,2821790,2128223,14316891
03-Jan-18 21:00:00,75192,23009931,17.21,906165,4306846,36047512,2821846,2128244,14317092
03-Jan-18 22:00:00,75194,23009968,17.59,906170,4306925,36047772,2821904,2128267,14317291
03-Jan-18 23:00:00,75195,23010005,21.76,906175,4307016,36048040,2821961,2128288,14317494
04-Jan-18 00:00:00,75197,23010046,22.00,906180,4307110,36048316,2822028,2128311,14317697
04-Jan-18 01:00:00,75199,23010087,21.66,906185,4307192,36048604,2822097,2128333,14317894
04-Jan-18 02:00:00,75201,23010126,21.75,906191,4307279,36048888,2822168,2128355,14318093
04-Jan-18 03:00:00,75202,23010165,21.46,906196,4307363,36049168,2822241,2128378,14318292
04-Jan-18 04:00:00,75204,23010208,21.71,906201,4307451,36049448,2822311,2128401,14318495
04-Jan-18 05:00:00,75206,23010252,21.52,906207,4307541,36049728,2822382,2128423,14318695
04-Jan-18 06:00:00,75208,23010291,21.62,906212,4307630,36050012,2822452,2128446,14318897
04-Jan-18 07:00:00,75209,23010334,21.59,906217,4307718,36050292,2822521,2128468,14319106
04-Jan-18 08:00:00,75211,23010378,21.37,906222,4307812,36050564,2822576,2128491,14319321
04-Jan-18 09:00:00,75213,23010448,21.46,906227,4307898,36050856,2822625,2128513,14319542
04-Jan-18 10:00:00,75214,23010560,16.63,906232,4307982,36051144,2822675,2128535,14319758
04-Jan-18 11:00:00,75216,23010687,17.52,906236,4308069,36051424,2822727,2128557,14319964
04-Jan-18 12:00:00,75218,23010827,17.08,906241,4308150,36051696,2822783,2128578,14320165
04-Jan-18 13:00:00,75220,23010916,12.11,906246,4308238,36051976,2822839,2128600,14320352
04-Jan-18 14:00:00,75221,23010989,12.36,906251,4308318,36052256,2822895,2128621,14320535
04-Jan-18 15:00:00,75223,23011099,18.46,906256,4308400,36052532,2822952,2128643,14320728
04-Jan-18 16:00:00,75224,23011210,18.50,906261,4308490,36052796,2823007,2128664,14320930
04-Jan-18 17:00:00,75226,23011280,18.77,906266,4308576,36053080,2823062,2128685,14321133
04-Jan-18 18:00:00,75228,23011365,18.86,906271,4308662,36053352,2823120,2128707,14321336
04-Jan-18 19:00:00,75230,23011490,18.46,906276,4308745,36053616,2823176,2128728,14321542
04-Jan-18 20:00:00,75231,23011590,19.10,906280,4308833,36053896,2823229,2128750,14321743
04-Jan-18 21:00:00,75233,23011650,19.04,906286,4308920,36054160,2823282,2128771,14321943
04-Jan-18 22:00:00,75235,23011699,29.25,906290,4309013,36054420,2823336,2128793,14322143
04-Jan-18 23:00:00,75237,23011751,19.23,906295,4309100,36054696,2823390,2128815,14322343
05-Jan-18 00:00:00,75238,23011803,19.34,906300,4309185,36054980,2823457,2128837,14322545
05-Jan-18 01:00:00,75240,23011850,24.05,906305,4309267,36055272,2823530,2128860,14322731
05-Jan-18 02:00:00,75242,23011901,24.17,906311,4309352,36055564,2823602,2128882,14322913
05-Jan-18 03:00:00,75244,23011953,24.14,906316,4309445,36055844,2823677,2128905,14323099
05-Jan-18 04:00:00,75245,23012004,24.30,906321,4309527,36056124,2823750,2128927,14323280
05-Jan-18 05:00:00,75247,23012054,24.39,906326,4309611,36056400,2823820,2128949,14323461
05-Jan-18 06:00:00,75249,23012107,24.47,906331,4309692,36056680,2823892,2128972,14323645
05-Jan-18 07:00:00,75251,23012162,24.68,906336,4309778,36056968,2823961,2128994,14323831
05-Jan-18 08:00:00,75252,23012217,24.90,906341,4309864,36057256,2824011,2129017,14324036
05-Jan-18 09:00:00,75254,23012300,25.38,906346,4309946,36057544,2824058,2129040,14324238
05-Jan-18 10:00:00,75256,23012455,24.49,906351,4310026,36057840,2824116,2129061,14324441
05-Jan-18 11:00:00,75258,23012617,19.63,906356,4310105,36058132,2824162,2129081,14324643
05-Jan-18 12:00:00,75259,23012758,19.49,906360,4310181,36058412,2824209,2129101,14324849
05-Jan-18 13:00:00,75261,23012912,42.97,906365,4310259,36058704,2824257,2129121,14325060
05-Jan-18 14:00:00,75263,23013067,33.80,906370,4310347,36058992,2824308,2129141,14325271
05-Jan-18 15:00:00,75265,23013178,50.01,906375,4310428,36059280,2824359,2129161,14325491
05-Jan-18 16:00:00,75266,23013263,35.13,906380,4310512,36059580,2824410,2129182,14325709
05-Jan-18 17:00:00,75268,23013402,37.52,906385,4310589,36059880,2824460,2129203,14325918
05-Jan-18 18:00:00,75270,23013531,52.02,906390,4310734,36060184,2824510,2129225,14326125
05-Jan-18 19:00:00,75272,23013610,44.09,906395,4310976,36060468,2824558,2129247,14326321
05-Jan-18 20:00:00,75273,23013669,34.20,906400,4311218,36060736,2824607,2129270,14326516
05-Jan-18 21:00:00,75275,23013774,60.47,906404,4311450,36061016,2824655,2129292,14326710
05-Jan-18 22:00:00,75277,23013883,32.89,906409,4311677,36061284,2824702,2129314,14326899
05-Jan-18 23:00:00,75278,23013945,37.08,906413,4311922,36061576,2824749,2129337,14327098
06-Jan-18 00:00:00,75280,23014002,36.63,906417,4312168,36061872,2824798,2129360,14327297
06-Jan-18 01:00:00,75282,23014104,34.25,906422,4312396,36062168,2824843,2129383,14327498
06-Jan-18 02:00:00,75284,23014206,32.97,906426,4312639,36062460,2824891,2129406,14327696
06-Jan-18 03:00:00,75285,23014275,34.04,906431,4312889,36062760,2824937,2129429,14327896
06-Jan-18 04:00:00,75287,23014351,33.69,906435,4313133,36063048,2824982,2129452,14328099
06-Jan-18 05:00:00,75289,23014463,36.22,906440,4313377,36063340,2825030,2129473,14328302
06-Jan-18 06:00:00,75291,23014553,36.29,906444,4313618,36063624,2825075,2129495,14328502
06-Jan-18 07:00:00,75293,23014614,36.10,906449,4313873,36063912,2825120,2129517,14328705
06-Jan-18 08:00:00,75294,23014675,34.95,906453,4314121,36064200,2825166,2129539,14328908
06-Jan-18 09:00:00,75296,23014757,40.55,906458,4314381,36064488,2825212,2129561,14329107
06-Jan-18 10:00:00,75298,23014865,34.95,906462,4314623,36064756,2825260,2129583,14329307
06-Jan-18 11:00:00,75300,23014986,36.63,906467,4314869,36065016,2825310,2129604,14329512
06-Jan-18 12:00:00,75301,23015095,31.04,906471,4315096,36065280,2825359,2129626,14329717
06-Jan-18 13:00:00,75303,23015175,34.81,906475,4315327,36065552,2825409,2129648,14329926
06-Jan-18 14:00:00,75305,23015270,34.29,906480,4315556,36065816,2825461,2129671,14330138
06-Jan-18 15:00:00,75307,23015400,31.63,906484,4315786,36066080,2825512,2129693,14330352
06-Jan-18 16:00:00,75309,23015510,34.14,906489,4316018,36066340,2825562,2129716,14330570
06-Jan-18 17:00:00,75310,23015576,29.35,906493,4316261,36066604,2825613,2129739,14330778
06-Jan-18 18:00:00,75312,23015666,27.27,906498,4316503,36066884,2825664,2129762,14330984
06-Jan-18 19:00:00,75314,23015771,34.45,906502,4316747,36067156,2825714,2129785,14331188
06-Jan-18 20:00:00,75316,23015840,69.16,906506,4317001,36067420,2825760,2129807,14331388
06-Jan-18 21:00:00,75317,23015886,72.06,906511,4317266,36067684,2825808,2129830,14331586
06-Jan-18 22:00:00,75319,23015934,70.56,906515,4317530,36067968,2825855,2129853,14331785
06-Jan-18 23:00:00,75321,23016034,74.97,906520,4317798,36068252,2825901,2129876,14331980
07-Jan-18 00:00:00,75323,23016138,71.83,906524,4318058,36068524,2825947,2129898,14332176
07-Jan-18 01:00:00,75325,23016208,73.92,906528,4318304,36068804,2825993,2129920,14332369
07-Jan-18 02:00:00,75326,23016264,78.56,906533,4318577,36069088,2826039,2129943,14332567
07-Jan-18 03:00:00,75328,23016328,78.75,906537,4318848,36069380,2826083,2129967,14332761
07-Jan-18 04:00:00,75330,23016419,74.02,906541,4319098,36069676,2826127,2129990,14332960
07-Jan-18 05:00:00,75332,23016513,78.81,906546,4319352,36069964,2826171,2130012,14333155
07-Jan-18 06:00:00,75333,23016588,77.28,906550,4319614,36070256,2826210,2130035,14333353
07-Jan-18 07:00:00,75335,23016640,77.19,906554,4319887,36070536,2826250,2130058,14333548
07-Jan-18 08:00:00,75337,23016703,75.50,906559,4320161,36070824,2826286,2130080,14333737
07-Jan-18 09:00:00,75339,23016806,68.33,906563,4320428,36071116,2826321,2130103,14333927
07-Jan-18 10:00:00,75341,23016916,69.50,906567,4320680,36071404,2826363,2130125,14334118
07-Jan-18 11:00:00,75342,23017005,72.59,906572,4320931,36071680,2826412,2130148,14334312
07-Jan-18 12:00:00,75344,23017071,75.75,906576,4321175,36071976,2826458,2130172,14334513
07-Jan-18 13:00:00,75346,23017183,76.64,906581,4321393,36072256,2826509,2130194,14334716
07-Jan-18 14:00:00,75348,23017312,80.78,906585,4321622,36072528,2826561,2130217,14334916
07-Jan-18 15:00:00,75349,23017403,71.78,906589,4321854,36072808,2826615,2130239,14335118
07-Jan-18 16:00:00,75351,23017481,75.70,906594,4322106,36073088,2826666,2130262,14335325
07-Jan-18 17:00:00,75353,23017586,74.70,906598,4322342,36073368,2826717,2130284,14335526
07-Jan-18 18:00:00,75355,23017698,72.05,906603,4322610,36073640,2826766,2130307,14335732
07-Jan-18 19:00:00,75357,23017770,76.14,906608,4322877,36073912,2826817,2130330,14335938
07-Jan-18 20:00:00,75358,23017824,76.06,906613,4323137,36074200,2826869,2130353,14336146
07-Jan-18 21:00:00,75360,23017866,76.73,906618,4323387,36074492,2826923,2130376,14336352
07-Jan-18 22:00:00,75362,23017941,79.53,906622,4323645,36074784,2826975,2130398,14336565
07-Jan-18 23:00:00,75364,23018047,94.47,906627,4323902,36075076,2827027,2130421,14336774
08-Jan-18 00:00:00,75366,23018126,82.61,906632,4324163,36075364,2827081,2130444,14336984
08-Jan-18 01:00:00,75368,23018168,96.97,906636,4324418,36075660,2827128,2130467,14337190
08-Jan-18 02:00:00,75370,23018204,87.34,906641,4324693,36075948,2827187,2130490,14337395
08-Jan-18 03:00:00,75372,23018240,87.47,906646,4324956,36076228,2827259,2130513,14337606
08-Jan-18 04:00:00,75374,23018283,84.44,906651,4325227,36076532,2827319,2130538,14337815
08-Jan-18 05:00:00,75376,23018324,80.97,906656,4325491,36076824,2827389,2130563,14338026
08-Jan-18 06:00:00,75378,23018355,80.66,906662,4325769,36077140,2827460,2130588,14338237
08-Jan-18 07:00:00,75380,23018398,83.78,906667,4326045,36077456,2827531,2130613,14338450
08-Jan-18 08:00:00,75382,23018452,85.75,906672,4326323,36077768,2827585,2130637,14338666
08-Jan-18 09:00:00,75384,23018565,83.84,906677,4326588,36078060,2827635,2130662,14338881
08-Jan-18 10:00:00,75386,23018698,83.38,906682,4326844,36078364,2827690,2130686,14339090
08-Jan-18 11:00:00,75387,23018787,76.75,906687,4327095,36078632,2827753,2130708,14339304
08-Jan-18 12:00:00,75389,23018889,78.00,906691,4327333,36078912,2827815,2130731,14339524
08-Jan-18 13:00:00,75391,23019027,83.97,906696,4327545,36079188,2827881,2130756,14339752
08-Jan-18 14:00:00,75393,23019143,79.03,906701,4327699,36079464,2827950,2130781,14339981
08-Jan-18 15:00:00,75395,23019223,75.09,906706,4327920,36079740,2828013,2130805,14340203
08-Jan-18 16:00:00,75397,23019316,47.89,906711,4328172,36080024,2828076,2130828,14340419
08-Jan-18 17:00:00,75398,23019436,51.98,906716,4328422,36080296,2828134,2130851,14340647
08-Jan-18 18:00:00,75400,23019526,60.94,906721,4328673,36080564,2828191,2130874,14340881
08-Jan-18 19:00:00,75402,23019574,58.92,906726,4328929,36080816,2828251,2130897,14341105
08-Jan-18 20:00:00,75404,23019618,71.20,906731,4329178,36081072,2828308,2130920,14341330
08-Jan-18 21:00:00,75406,23019660,51.63,906736,4329433,36081328,2828367,2130943,14341565
08-Jan-18 22:00:00,75408,23019702,65.64,906740,4329687,36081580,2828428,2130966,14341790
08-Jan-18 23:00:00,75410,23019747,53.88,906746,4329951,36081832,2828490,2130990,14342018
09-Jan-18 00:00:00,75411,23019797,55.98,906751,4330208,36082096,2828548,2131014,14342239
09-Jan-18 01:00:00,75413,23019850,53.94,906756,4330415,36082364,2828605,2131038,14342439
09-Jan-18 02:00:00,75415,23019902,59.59,906761,4330507,36082624,2828678,2131061,14342629
09-Jan-18 03:00:00,75417,23019949,67.56,906766,4330598,36082888,2828757,2131085,14342820
09-Jan-18 04:00:00,75419,23019998,62.61,906771,4330689,36083148,2828833,2131109,14343010
09-Jan-18 05:00:00,75421,23020053,61.88,906776,4330781,36083408,2828916,2131132,14343204
09-Jan-18 06:00:00,75423,23020102,63.38,906781,4330865,36083664,2829000,2131156,14343401
09-Jan-18 07:00:00,75424,23020153,58.47,906786,4331004,36083928,2829083,2131180,14343602
09-Jan-18 08:00:00,75426,23020202,50.27,906791,4331262,36084180,2829149,2131203,14343826
09-Jan-18 09:00:00,75428,23020294,51.20,906796,4331530,36084432,2829210,2131227,14344055
09-Jan-18 10:00:00,75430,23020452,48.61,906801,4331780,36084676,2829287,2131252,14344283
09-Jan-18 11:00:00,75432,23020618,58.70,906805,4332030,36084924,2829365,2131277,14344516
09-Jan-18 12:00:00,75434,23020737,48.22,906810,4332252,36085164,2829446,2131300,14344743
09-Jan-18 13:00:00,75436,23020848,52.22,906815,4332484,36085400,2829535,2131325,14344977
09-Jan-18 14:00:00,75438,23020991,60.30,906820,4332711,36085648,2829620,2131349,14345208
09-Jan-18 15:00:00,75439,23021118,61.42,906825,4332941,36085880,2829708,2131374,14345439
09-Jan-18 16:00:00,75441,23021202,44.00,906830,4333181,36086088,2829799,2131396,14345663
09-Jan-18 17:00:00,75443,23021270,58.22,906835,4333425,36086240,2829886,2131417,14345894
09-Jan-18 18:00:00,75445,23021325,52.45,906840,4333676,36086388,2829974,2131438,14346131
09-Jan-18 19:00:00,75447,23021379,50.92,906845,4333922,36086528,2830054,2131460,14346343
09-Jan-18 20:00:00,75449,23021429,59.16,906850,4334140,36086664,2830132,2131481,14346569
09-Jan-18 21:00:00,75450,23021481,60.09,906855,4334255,36086816,2830207,2131502,14346790
09-Jan-18 22:00:00,75452,23021527,56.09,906860,4334363,36086964,2830283,2131525,14346999
09-Jan-18 23:00:00,75454,23021577,50.58,906865,4334462,36087100,2830359,2131546,14347181
10-Jan-18 00:00:00,75456,23021625,47.30,906869,4334560,36087248,2830425,2131568,14347378
10-Jan-18 01:00:00,75457,23021680,52.52,906874,4334657,36087392,2830488,2131590,14347568
10-Jan-18 02:00:00,75459,23021732,79.88,906879,4334752,36087536,2830562,2131612,14347757
10-Jan-18 03:00:00,75461,23021782,70.67,906884,4334851,36087684,2830640,2131635,14347952
10-Jan-18 04:00:00,75463,23021833,54.28,906889,4334949,36087828,2830724,2131657,14348147
10-Jan-18 05:00:00,75464,23021887,60.73,906893,4335060,36087972,2830806,2131679,14348331
10-Jan-18 06:00:00,75466,23021938,59.98,906898,4335156,36088120,2830878,2131701,14348521
10-Jan-18 07:00:00,75468,23021991,61.81,906903,4335296,36088264,2830961,2131723,14348715
10-Jan-18 08:00:00,75469,23022045,52.50,906907,4335581,36088416,2831023,2131744,14348945
10-Jan-18 09:00:00,75471,23022139,62.73,906912,4335869,36088560,2831083,2131766,14349168
10-Jan-18 10:00:00,75473,23022298,62.69,906916,4336168,36088700,2831155,2131789,14349396
10-Jan-18 11:00:00,75475,23022459,67.08,906921,4336440,36088848,2831242,2131812,14349623
10-Jan-18 12:00:00,75477,23022611,62.95,906926,4336695,36088996,2831334,2131835,14349853
10-Jan-18 13:00:00,75479,23022744,71.03,906931,4336941,36089128,2831424,2131857,14350081
10-Jan-18 14:00:00,75480,23022870,50.83,906936,4337203,36089260,2831517,2131878,14350307
10-Jan-18 15:00:00,75482,23023015,60.08,906941,4337462,36089388,2831606,2131900,14350534
10-Jan-18 16:00:00,75484,23023159,57.13,906946,4337721,36089512,2831690,2131922,14350762
10-Jan-18 17:00:00,75486,23023261,52.95,906951,4337965,36089628,2831766,2131943,14350989
10-Jan-18 18:00:00,75488,23023354,39.77,906956,4338223,36089756,2831846,2131964,14351218
10-Jan-18 19:00:00,75490,23023422,47.89,906960,4338486,36089896,2831925,2131985,14351447
10-Jan-18 20:00:00,75492,23023478,59.13,906965,4338722,36090040,2832005,2132006,14351669
10-Jan-18 21:00:00,75493,23023530,80.69,906970,4338829,36090176,2832083,2132027,14351889
10-Jan-18 22:00:00,75495,23023582,53.89,906975,4338925,36090312,2832164,2132048,14352104
10-Jan-18 23:00:00,75497,23023633,45.02,906980,4339028,36090452,2832244,2132069,14352322
11-Jan-18 00:00:00,75498,23023686,45.00,906985,4339121,36090588,2832317,2132090,14352529
11-Jan-18 01:00:00,75500,23023736,42.54,906990,4339193,36090712,2832383,2132110,14352715
11-Jan-18 02:00:00,75502,23023790,48.83,906995,4339276,36090844,2832458,2132130,14352915
11-Jan-18 03:00:00,75503,23023841,46.51,906999,4339363,36090964,2832545,2132149,14353121
11-Jan-18 04:00:00,75505,23023888,43.80,907003,4339451,36091088,2832625,2132168,14353316
11-Jan-18 05:00:00,75506,23023937,41.61,907008,4339529,36091216,2832714,2132187,14353515
11-Jan-18 06:00:00,75507,23023985,53.47,907012,4339604,36091344,2832804,2132206,14353731
11-Jan-18 07:00:00,75509,23024041,59.13,907017,4339738,36091476,2832897,2132229,14353957
11-Jan-18 08:00:00,75511,23024097,62.39,907021,4339999,36091612,2832969,2132251,14354186
11-Jan-18 09:00:00,75513,23024190,67.61,907026,4340265,36091744,2833052,2132274,14354414
11-Jan-18 10:00:00,75515,23024344,58.41,907031,4340525,36091880,2833142,2132297,14354646
11-Jan-18 11:00:00,75516,23024470,49.59,907036,4340765,36092000,2833234,2132317,14354851
11-Jan-18 12:00:00,75518,23024564,60.19,907042,4341025,36092152,2833333,2132341,14355101
11-Jan-18 13:00:00,75520,23024674,50.55,907048,4341287,36092280,2833435,2132362,14355325
11-Jan-18 14:00:00,75522,23024850,41.14,907053,4341529,36092396,2833536,2132383,14355545
11-Jan-18 15:00:00,75524,23025019,52.95,907059,4341780,36092508,2833636,2132403,14355776
11-Jan-18 16:00:00,75526,23025123,49.81,907065,4342042,36092628,2833740,2132424,14356013
11-Jan-18 17:00:00,75527,23025212,42.14,907071,4342296,36092752,2833850,2132445,14356249
11-Jan-18 18:00:00,75529,23025320,50.69,907076,4342562,36092876,2833967,2132465,14356477
11-Jan-18 19:00:00,75531,23025438,49.16,907082,4342816,36093000,2834063,2132486,14356704
11-Jan-18 20:00:00,75533,23025562,47.22,907087,4343044,36093116,2834161,2132506,14356930
11-Jan-18 21:00:00,75535,23025624,52.06,907093,4343153,36093240,2834256,2132527,14357157
11-Jan-18 22:00:00,75537,23025673,50.88,907099,4343264,36093368,2834348,2132549,14357373
11-Jan-18 23:00:00,75539,23025719,48.59,907104,4343368,36093488,2834447,2132570,14357592
12-Jan-18 00:00:00,75541,23025767,57.22,907109,4343469,36093612,2834528,2132592,14357804
12-Jan-18 01:00:00,75543,23025818,64.59,907115,4343569,36093732,2834606,2132615,14358009
12-Jan-18 02:00:00,75545,23025870,47.97,907120,4343675,36093852,2834698,2132636,14358203
12-Jan-18 03:00:00,75547,23025921,50.08,907125,4343775,36093972,2834803,2132658,14358399
12-Jan-18 04:00:00,75548,23025969,56.58,907130,4343880,36094092,2834894,2132680,14358590
12-Jan-18 05:00:00,75550,23026014,60.84,907135,4343981,36094208,2834999,2132703,14358788
12-Jan-18 06:00:00,75552,23026063,52.72,907141,4344081,36094332,2835101,2132725,14358982
12-Jan-18 07:00:00,75554,23026114,48.09,907145,4344218,36094448,2835206,2132747,14359189
12-Jan-18 08:00:00,75555,23026163,50.94,907150,4344455,36094576,2835306,2132769,14359430
12-Jan-18 09:00:00,75556,23026231,68.31,907155,4344620,36094700,2835428,2132791,14359670
12-Jan-18 10:00:00,75557,23026332,50.53,907160,4344774,36094832,2835562,2132812,14359918
12-Jan-18 11:00:00,75558,23026482,50.09,907166,4344917,36094960,2835708,2132824,14360171
12-Jan-18 12:00:00,75559,23026598,60.56,907171,4345052,36095104,2835855,2132835,14360430
12-Jan-18 13:00:00,75560,23026709,46.66,907175,4345188,36095244,2836022,2132847,14360687
12-Jan-18 14:00:00,75561,23026837,58.75,907180,4345342,36095392,2836205,2132858,14360956
12-Jan-18 15:00:00,75563,23026981,55.79,907185,4345495,36095540,2836380,2132870,14361228
12-Jan-18 16:00:00,75564,23027143,53.97,907189,4345648,36095684,2836531,2132882,14361499
12-Jan-18 17:00:00,75565,23027260,46.78,907195,4345795,36095848,2836676,2132894,14361765
12-Jan-18 18:00:00,75566,23027380,42.03,907200,4345946,36096004,2836828,2132906,14362032
12-Jan-18 19:00:00,75567,23027495,48.83,907205,4346102,36096168,2836987,2132917,14362290
12-Jan-18 20:00:00,75568,23027594,50.14,907211,4346254,36096328,2837157,2132929,14362540
12-Jan-18 21:00:00,75569,23027686,47.98,907216,4346359,36096496,2837318,2132940,14362791
12-Jan-18 22:00:00,75570,23027781,56.30,907221,4346463,36096656,2837456,2132952,14363036
12-Jan-18 23:00:00,75571,23027865,49.23,907226,4346566,36096796,2837594,2132964,14363260
13-Jan-18 00:00:00,75572,23027943,54.70,907232,4346660,36096944,2837687,2132977,14363485
