Building:,304 Elm,YUAG,Berkeley College,Grace Hopper College,Davenport College,Malone Engineering,Sprague Hall,Trumbull College,17 Hillhouse Ave.
units:,ton-hrs,ton-hrs,tons,ton-hrs,MBTU,MBTU,MBTU,ton-hrs,ton-hrs
27-Feb-18 12:00:00,76912,23129593,24.98,914005,4513630,36267076,2948034,2148673,14603841
27-Feb-18 13:00:00,76912,23129593,23.69,914005,4513748,36267076,2948209,2148673,14603841
27-Feb-18 14:00:00,76912,23129593,26.38,914005,4513902,36267076,2948347,2148673,14603841
27-Feb-18 15:00:00,76912,23129593,27.89,914005,4514047,36267076,2948469,2148673,14603841
27-Feb-18 16:00:00,76912,23129593,25.54,914005,4514298,36267076,2948600,2148673,14603841
27-Feb-18 17:00:00,76912,23129593,29.38,914005,4514519,36267076,2948749,2148673,14603841
27-Feb-18 18:00:00,76912,23129593,26.70,914005,4514728,36267076,2948908,2148673,14603841
27-Feb-18 19:00:00,76912,23129593,24.53,914005,4514944,36267076,2949056,2148673,14603841
27-Feb-18 20:00:00,76912,23129593,27.00,914005,4515137,36267076,2949167,2148673,14603841
27-Feb-18 21:00:00,76912,23129593,24.91,914005,4515267,36267076,2949257,2148673,14603841
27-Feb-18 22:00:00,76912,23129593,20.57,914005,4515391,36267076,2949345,2148673,14603841
27-Feb-18 23:00:00,76912,23129593,20.99,914005,4515514,36267076,2949447,2148673,14603841
28-Feb-18 00:00:00,Bad,0,25.34,Bad,Bad,Bad,Bad,Bad,Bad
28-Feb-18 01:00:00,Bad,0,20.78,Bad,Bad,Bad,Bad,Bad,Bad
28-Feb-18 02:00:00,76936,23131603,22.61,914131,4515878,36269372,2949685,2148992,14606203
28-Feb-18 03:00:00,76937,23131667,21.06,914139,4515992,36269484,2949791,2149012,14606323
28-Feb-18 04:00:00,76939,23131734,21.61,914144,4516103,36269592,2949884,2149032,14606444
28-Feb-18 05:00:00,76940,23131800,22.14,914150,4516215,36269704,2949992,2149051,14606565
28-Feb-18 06:00:00,76941,23131864,23.67,914156,4516333,36269812,2950101,2149070,14606689
28-Feb-18 07:00:00,76943,23131923,34.77,914163,4516464,36269924,2950211,2149088,14606811
28-Feb-18 08:00:00,76944,23131985,29.98,914170,4516654,36270032,2950299,2149104,14606933
28-Feb-18 09:00:00,76945,23132111,34.67,914177,4516843,36270144,2950399,2149121,14607058
28-Feb-18 10:00:00,76947,23132308,31.84,914184,4517018,36270252,2950508,2149136,14607166
28-Feb-18 11:00:00,76948,23132525,29.05,914191,4517242,36270368,2950653,2149155,14607270
28-Feb-18 12:00:00,76950,23132734,28.49,914198,4517460,36270488,2950835,2149174,14607377
28-Feb-18 13:00:00,76951,23132932,24.08,914206,4517686,36270600,2951005,2149192,14607483
28-Feb-18 14:00:00,76953,23133096,21.03,914213,4517855,36270712,2951208,2149209,14607598
28-Feb-18 15:00:00,76954,23133280,26.78,914221,4518021,36270824,2951382,2149226,14607717
28-Feb-18 16:00:00,76956,23133432,25.48,914229,4518216,36270940,2951576,2149245,14607839
28-Feb-18 17:00:00,76958,23133594,26.82,914237,4518413,36271052,2951765,2149264,14607960
28-Feb-18 18:00:00,76959,23133766,31.44,914244,4518579,36271152,2951936,2149280,14608063
28-Feb-18 19:00:00,76960,23133865,29.22,914251,4518722,36271248,2952085,2149295,14608149
28-Feb-18 20:00:00,76961,23133928,32.32,914257,4518895,36271364,2952221,2149311,14608240
28-Feb-18 21:00:00,76963,23133978,25.84,914264,4519035,36271496,2952367,2149328,14608371
28-Feb-18 22:00:00,76964,23134028,21.80,914271,4519139,36271620,2952509,2149343,14608493
28-Feb-18 23:00:00,76965,23134082,21.99,914278,4519237,36271736,2952628,2149358,14608610
01-Mar-18 00:00:00,76966,23134136,24.45,914284,4519340,36271844,2952715,2149374,14608731
01-Mar-18 01:00:00,76967,23134189,19.86,914291,4519437,36271952,2952796,2149390,14608862
01-Mar-18 02:00:00,76968,23134251,17.93,914297,4519538,36272068,2952883,2149407,14608979
01-Mar-18 03:00:00,76970,23134310,18.78,914303,4519639,36272184,2952992,2149425,14609105
01-Mar-18 04:00:00,76971,23134367,18.49,914310,4519738,36272300,2953084,2149443,14609229
01-Mar-18 05:00:00,76972,23134423,20.32,914316,4519835,36272416,2953185,2149461,14609353
01-Mar-18 06:00:00,76973,23134484,17.02,914322,4519929,36272536,2953291,2149477,14609477
01-Mar-18 07:00:00,76975,23134549,28.31,914329,4520034,36272652,2953396,2149492,14609604
01-Mar-18 08:00:00,76976,23134617,32.29,914335,4520210,36272772,2953492,2149508,14609738
01-Mar-18 09:00:00,76978,23134728,35.09,914341,4520440,36272892,2953604,2149523,14609876
01-Mar-18 10:00:00,76981,23134913,29.91,914348,4520661,36273016,2953758,2149540,14610002
01-Mar-18 11:00:00,76984,23135096,28.23,914356,4520890,36273140,2953935,2149557,14610141
01-Mar-18 12:00:00,76987,23135282,32.83,914363,4521109,36273272,2954158,2149573,14610297
01-Mar-18 13:00:00,76990,23135426,31.90,914371,4521302,36273420,2954404,2149589,14610442
01-Mar-18 14:00:00,76993,23135572,35.03,914379,4521547,36273556,2954619,2149605,14610587
01-Mar-18 15:00:00,76995,23135751,29.76,914386,4521732,36273688,2954843,2149621,14610733
01-Mar-18 16:00:00,76998,23135885,30.87,914394,4521978,36273820,2955056,2149637,14610872
01-Mar-18 17:00:00,77002,23136028,32.58,914402,4522226,36273952,2955281,2149655,14611015
01-Mar-18 18:00:00,77005,23136183,32.21,914410,4522463,36274084,2955510,2149670,14611152
01-Mar-18 19:00:00,77008,23136352,28.68,914417,4522689,36274768,2955709,2149685,14611281
01-Mar-18 20:00:00,77010,23136490,25.69,914424,4522886,36275604,2955913,2149701,14611412
01-Mar-18 21:00:00,77012,23136583,21.80,914432,4523027,36276528,2956104,2149716,14611534
01-Mar-18 22:00:00,77014,23136645,20.24,914439,4523204,36277436,2956263,2149730,14611650
01-Mar-18 23:00:00,77015,23136701,20.17,914446,4523355,36278352,2956417,2149746,14611776
02-Mar-18 00:00:00,77016,23136759,19.43,914454,4523494,36279260,2956528,2149762,14611899
02-Mar-18 01:00:00,77018,23136820,14.99,914461,4523630,36280164,2956624,2149780,14612008
02-Mar-18 02:00:00,77019,23136880,13.74,914469,4523767,36281080,2956709,2149796,14612121
02-Mar-18 03:00:00,77020,23136938,15.02,914476,4523887,36282004,2956819,2149812,14612238
02-Mar-18 04:00:00,77021,23136997,14.10,914482,4523985,36282900,2956927,2149826,14612346
02-Mar-18 05:00:00,77023,23137058,14.14,914489,4524088,36283800,2957021,2149843,14612454
02-Mar-18 06:00:00,77024,23137121,15.37,914494,4524176,36284672,2957117,2149856,14612575
02-Mar-18 07:00:00,77025,23137188,27.86,914500,4524270,36285528,2957223,2149870,14612735
02-Mar-18 08:00:00,77026,23137262,24.54,914505,4524436,36286384,2957304,2149884,14612893
02-Mar-18 09:00:00,77027,23137370,19.45,914511,4524614,36287240,2957385,2149897,14613052
02-Mar-18 10:00:00,77028,23137543,25.39,914517,4524766,36287616,2957482,2149911,14613214
02-Mar-18 11:00:00,77030,23137743,18.78,914522,4524925,36287736,2957584,2149926,14613373
02-Mar-18 12:00:00,77031,23137921,19.97,914528,4525081,36287852,2957688,2149939,14613530
02-Mar-18 13:00:00,77032,23138069,26.87,914534,4525244,36287968,2957777,2149953,14613690
02-Mar-18 14:00:00,77033,23138242,22.67,914541,4525404,36288172,2957873,2149967,14613848
02-Mar-18 15:00:00,77034,23138445,24.43,914547,4525552,36288448,2957968,2149980,14614007
02-Mar-18 16:00:00,77035,23138630,20.49,914552,4525702,36288568,2958067,2149994,14614165
02-Mar-18 17:00:00,77036,23138775,23.54,914559,4525854,36288688,2958171,2150008,14614322
02-Mar-18 18:00:00,77037,23138918,26.23,914566,4526019,36288788,2958274,2150021,14614475
02-Mar-18 19:00:00,77038,23139009,26.46,914573,4526168,36288888,2958377,2150034,14614631
02-Mar-18 20:00:00,77039,23139068,29.92,914578,4526323,36288992,2958479,2150048,14614789
02-Mar-18 21:00:00,77040,23139124,26.31,914585,4526434,36289092,2958580,2150061,14614942
02-Mar-18 22:00:00,77041,23139186,16.24,914591,4526538,36289196,2958679,2150074,14615093
02-Mar-18 23:00:00,77042,23139250,23.19,914597,4526650,36289296,2958784,2150087,14615235
03-Mar-18 00:00:00,77043,23139320,26.64,914603,4526746,36289396,2958851,2150100,14615377
03-Mar-18 01:00:00,77044,23139387,23.88,914609,4526845,36289500,2958935,2150113,14615524
03-Mar-18 02:00:00,77045,23139456,16.08,914615,4526945,36289604,2959047,2150126,14615669
03-Mar-18 03:00:00,77046,23139532,23.88,914622,4527035,36289708,2959153,2150139,14615809
03-Mar-18 04:00:00,77047,23139605,24.16,914628,4527119,36289816,2959253,2150152,14615953
03-Mar-18 05:00:00,77048,23139667,16.55,914634,4527202,36289920,2959351,2150165,14616091
03-Mar-18 06:00:00,77049,23139731,17.68,914639,4527285,36290020,2959453,2150177,14616230
03-Mar-18 07:00:00,77050,23139800,28.04,914644,4527378,36290128,2959554,2150190,14616375
03-Mar-18 08:00:00,77051,23139870,30.63,914650,4527525,36290232,2959640,2150202,14616523
03-Mar-18 09:00:00,77052,23139937,20.20,914655,4527673,36290336,2959723,2150215,14616668
03-Mar-18 10:00:00,77053,23140012,19.42,914660,4527826,36290436,2959824,2150229,14616821
03-Mar-18 11:00:00,77054,23140127,21.39,914666,4527996,36290536,2959923,2150241,14616973
03-Mar-18 12:00:00,77055,23140315,21.05,914671,4528148,36290644,2960048,2150254,14617136
03-Mar-18 13:00:00,77057,23140495,26.38,914677,4528316,36290752,2960185,2150268,14617292
03-Mar-18 14:00:00,77058,23140647,20.95,914683,4528499,36290864,2960325,2150280,14617442
03-Mar-18 15:00:00,77060,23140816,21.04,914689,4528677,36290972,2960458,2150294,14617587
03-Mar-18 16:00:00,77061,23141003,22.13,914694,4528862,36291080,2960556,2150307,14617731
03-Mar-18 17:00:00,77062,23141122,24.77,914701,4529017,36291184,2960655,2150321,14617883
03-Mar-18 18:00:00,77063,23141214,26.59,914707,4529163,36291292,2960753,2150334,14618027
03-Mar-18 19:00:00,77064,23141286,19.51,914713,4529325,36291400,2960850,2150348,14618169
03-Mar-18 20:00:00,77066,23141345,24.05,914720,4529488,36291520,2960946,2150363,14618308
03-Mar-18 21:00:00,77067,23141405,26.98,914726,4529596,36291648,2961055,2150377,14618447
03-Mar-18 22:00:00,77068,23141470,26.05,914732,4529697,36291776,2961162,2150390,14618590
03-Mar-18 23:00:00,77069,23141530,23.20,914739,4529800,36291896,2961263,2150403,14618733
04-Mar-18 00:00:00,77070,23141589,18.69,914745,4529898,36292024,2961345,2150416,14618867
04-Mar-18 01:00:00,77071,23141648,24.07,914750,4529998,36292160,2961424,2150429,14619007
04-Mar-18 02:00:00,77072,23141709,24.07,914757,4530088,36292316,2961509,2150443,14619146
04-Mar-18 03:00:00,77073,23141772,18.28,914763,4530178,36292472,2961618,2150456,14619281
04-Mar-18 04:00:00,77074,23141837,17.04,914769,4530265,36292632,2961717,2150470,14619419
04-Mar-18 05:00:00,77075,23141906,25.32,914775,4530352,36292792,2961823,2150484,14619561
04-Mar-18 06:00:00,77076,23141969,20.00,914781,4530438,36292944,2961933,2150497,14619694
04-Mar-18 07:00:00,77077,23142032,13.50,914787,4530535,36293100,2962036,2150510,14619830
04-Mar-18 08:00:00,77078,23142094,21.96,914792,4530678,36293252,2962137,2150523,14619976
04-Mar-18 09:00:00,77079,23142157,19.52,914799,4530828,36293412,2962238,2150537,14620123
04-Mar-18 10:00:00,77081,23142228,26.74,914804,4530998,36293572,2962359,2150552,14620267
04-Mar-18 11:00:00,77083,23142344,26.32,914810,4531176,36293728,2962480,2150567,14620407
04-Mar-18 12:00:00,77084,23142531,17.86,914816,4531352,36293888,2962597,2150581,14620556
04-Mar-18 13:00:00,77087,23142724,23.49,914823,4531544,36294048,2962700,2150596,14620702
04-Mar-18 14:00:00,77089,23142865,22.46,914829,4531728,36294204,2962812,2150610,14620841
04-Mar-18 15:00:00,77090,23143012,21.44,914835,4531874,36294360,2962917,2150625,14620985
04-Mar-18 16:00:00,77091,23143205,20.15,914842,4532023,36294516,2963022,2150639,14621132
04-Mar-18 17:00:00,77092,23143367,31.35,914849,4532184,36294680,2963128,2150654,14621277
04-Mar-18 18:00:00,77093,23143495,22.42,914856,4532347,36294840,2963228,2150668,14621424
04-Mar-18 19:00:00,77094,23143579,15.74,914863,4532508,36295000,2963318,2150682,14621568
04-Mar-18 20:00:00,77095,23143639,18.43,914870,4532660,36295152,2963404,2150696,14621713
04-Mar-18 21:00:00,77096,23143696,22.71,914876,4532777,36295304,2963499,2150710,14621853
04-Mar-18 22:00:00,77097,23143758,22.30,914882,4532873,36295456,2963595,2150724,14621995
04-Mar-18 23:00:00,77098,23143827,25.34,914889,4532968,36295616,2963688,2150738,14622131
05-Mar-18 00:00:00,77100,23143899,25.95,914895,4533062,36295768,2963765,2150752,14622268
05-Mar-18 01:00:00,77101,23143967,24.54,914901,4533152,36295932,2963850,2150768,14622405
05-Mar-18 02:00:00,77102,23144034,28.19,914907,4533248,36296092,2963939,2150782,14622544
05-Mar-18 03:00:00,77103,23144099,17.70,914914,4533341,36296252,2964047,2150796,14622675
05-Mar-18 04:00:00,77104,23144160,23.21,914919,4533430,36296420,2964137,2150810,14622809
05-Mar-18 05:00:00,77105,23144222,23.66,914925,4533519,36296580,2964251,2150823,14622941
05-Mar-18 06:00:00,77106,23144285,15.75,914931,4533612,36296744,2964364,2150837,14623076
05-Mar-18 07:00:00,77108,23144354,23.55,914936,4533717,36296908,2964463,2150852,14623206
05-Mar-18 08:00:00,77109,23144434,27.18,914942,4533885,36297068,2964558,2150868,14623364
05-Mar-18 09:00:00,77110,23144583,23.25,914948,4534036,36297232,2964648,2150884,14623520
05-Mar-18 10:00:00,77111,23144751,21.75,914955,4534195,36297400,2964748,2150899,14623674
05-Mar-18 11:00:00,77113,23144883,21.80,914962,4534367,36297560,2964859,2150915,14623840
05-Mar-18 12:00:00,77114,23145025,26.05,914968,4534533,36297720,2964979,2150932,14624000
05-Mar-18 13:00:00,77115,23145158,26.05,914975,4534696,36297888,2965087,2150948,14624160
05-Mar-18 14:00:00,77116,23145281,25.40,914981,4534856,36298052,2965187,2150964,14624336
05-Mar-18 15:00:00,77118,23145431,22.70,914987,4535012,36298216,2965283,2150978,14624505
05-Mar-18 16:00:00,77119,23145562,23.16,914994,4535166,36298380,2965395,2150994,14624686
05-Mar-18 17:00:00,77120,23145695,31.13,915001,4535308,36298540,2965493,2151008,14624855
05-Mar-18 18:00:00,77121,23145819,34.63,915008,4535464,36298704,2965595,2151024,14625038
05-Mar-18 19:00:00,77123,23145900,31.92,915015,4535625,36298844,2965696,2151039,14625208
05-Mar-18 20:00:00,77124,23145966,26.13,915021,4535771,36298988,2965796,2151055,14625376
05-Mar-18 21:00:00,77125,23146025,19.65,915028,4535882,36299128,2965894,2151070,14625541
05-Mar-18 22:00:00,77126,23146082,23.05,915035,4535975,36299264,2965996,2151084,14625687
05-Mar-18 23:00:00,77127,23146139,28.66,915041,4536075,36299400,2966094,2151098,14625818
06-Mar-18 00:00:00,77129,23146197,24.30,915047,4536168,36299540,2966179,2151113,14625953
06-Mar-18 01:00:00,77130,23146258,22.16,915052,4536256,36299676,2966261,2151128,14626087
06-Mar-18 02:00:00,77131,23146325,24.86,915058,4536348,36299812,2966345,2151143,14626224
06-Mar-18 03:00:00,77132,23146395,25.48,915064,4536439,36299952,2966448,2151159,14626363
06-Mar-18 04:00:00,77134,23146468,21.37,915070,4536525,36300092,2966556,2151174,14626500
06-Mar-18 05:00:00,77135,23146539,25.75,915075,4536609,36300228,2966651,2151189,14626633
06-Mar-18 06:00:00,77136,23146616,25.35,915081,4536702,36300372,2966760,2151204,14626766
06-Mar-18 07:00:00,77137,23146704,21.19,915087,4536801,36300512,2966863,2151219,14626898
06-Mar-18 08:00:00,77139,23146796,28.29,915092,4536975,36300652,2966964,2151235,14627057
06-Mar-18 09:00:00,77140,23146942,25.81,915099,4537140,36300800,2967066,2151250,14627229
06-Mar-18 10:00:00,77141,23147143,28.34,915105,4537303,36300944,2967177,2151266,14627402
06-Mar-18 11:00:00,77142,23147346,31.55,915111,4537461,36301088,2967298,2151281,14627572
06-Mar-18 12:00:00,77144,23147529,30.57,915117,4537620,36301232,2967425,2151296,14627753
06-Mar-18 13:00:00,77145,23147683,37.39,915123,4537777,36301376,2967532,2151312,14627917
06-Mar-18 14:00:00,77146,23147851,41.03,915130,4537943,36301520,2967644,2151327,14628092
06-Mar-18 15:00:00,77147,23148050,36.57,915137,4538097,36301664,2967756,2151341,14628266
06-Mar-18 16:00:00,77149,23148205,33.45,915144,4538273,36301808,2967871,2151356,14628445
06-Mar-18 17:00:00,77150,23148364,31.08,915150,4538454,36301948,2967980,2151370,14628614
06-Mar-18 18:00:00,77151,23148525,38.62,915157,4538629,36302092,2968105,2151384,14628784
06-Mar-18 19:00:00,77152,23148640,31.55,915163,4538788,36302220,2968220,2151398,14628939
06-Mar-18 20:00:00,77153,23148707,25.70,915169,4538963,36302352,2968337,2151411,14629078
06-Mar-18 21:00:00,77154,23148766,29.93,915174,4539089,36302504,2968448,2151425,14629220
06-Mar-18 22:00:00,77155,23148821,22.45,915180,4539203,36302652,2968539,2151438,14629357
06-Mar-18 23:00:00,77156,23148880,16.30,915185,4539307,36302788,2968632,2151451,14629491
07-Mar-18 00:00:00,77157,23148941,17.76,915191,4539404,36302936,2968708,2151466,14629629
07-Mar-18 01:00:00,77158,23149000,18.92,915197,4539507,36303076,2968783,2151480,14629763
07-Mar-18 02:00:00,77159,23149057,17.94,915202,4539610,36303220,2968868,2151493,14629899
07-Mar-18 03:00:00,77160,23149115,21.47,915207,4539711,36303360,2968963,2151506,14630038
07-Mar-18 04:00:00,77161,23149178,24.73,915213,4539806,36303512,2969071,2151520,14630173
07-Mar-18 05:00:00,77162,23149247,16.86,915218,4539896,36303652,2969169,2151533,14630306
07-Mar-18 06:00:00,77163,23149321,24.63,915223,4539986,36303792,2969281,2151546,14630448
07-Mar-18 07:00:00,77164,23149392,27.04,915228,4540080,36303936,2969386,2151559,14630588
07-Mar-18 08:00:00,77165,23149461,27.43,915233,4540217,36304084,2969481,2151573,14630738
07-Mar-18 09:00:00,77166,23149581,31.23,915239,4540365,36304232,2969574,2151587,14630896
07-Mar-18 10:00:00,77167,23149760,29.17,915245,4540507,36304376,2969680,2151604,14631055
07-Mar-18 11:00:00,77168,23149938,33.43,915251,4540655,36304520,2969791,2151619,14631204
07-Mar-18 12:00:00,77170,23150105,30.47,915257,4540805,36304676,2969902,2151634,14631362
07-Mar-18 13:00:00,77171,23150227,21.37,915263,4540970,36304824,2970014,2151647,14631519
07-Mar-18 14:00:00,77172,23150341,33.90,915270,4541147,36304976,2970115,2151662,14631681
07-Mar-18 15:00:00,77173,23150462,32.41,915276,4541317,36305120,2970210,2151676,14631836
07-Mar-18 16:00:00,77174,23150609,30.73,915282,4541476,36305264,2970303,2151690,14631990
07-Mar-18 17:00:00,77175,23150745,26.59,915288,4541634,36305408,2970396,2151704,14632149
07-Mar-18 18:00:00,77176,23150844,28.06,915296,4541790,36305552,2970486,2151719,14632303
07-Mar-18 19:00:00,77177,23150924,27.83,915302,4541946,36305696,2970591,2151732,14632443
07-Mar-18 20:00:00,77178,23150992,25.05,915306,4542101,36305800,2970694,2151744,14632529
07-Mar-18 21:00:00,77179,23151065,26.10,915313,4542210,36305980,2970796,2151760,14632736
07-Mar-18 22:00:00,77180,23151124,25.65,915319,4542312,36306116,2970895,2151773,14632874
07-Mar-18 23:00:00,77181,23151188,29.35,915324,4542413,36306256,2970989,2151786,14633004
08-Mar-18 00:00:00,77182,23151263,26.23,915330,4542515,36306400,2971075,2151799,14633146
08-Mar-18 01:00:00,77183,23151329,26.70,915336,4542615,36306544,2971158,2151811,14633286
08-Mar-18 02:00:00,77184,23151403,16.78,915341,4542720,36306688,2971247,2151823,14633418
08-Mar-18 03:00:00,77185,23151473,24.96,915347,4542823,36306828,2971352,2151836,14633556
08-Mar-18 04:00:00,77186,23151539,29.30,915352,4542919,36306976,2971453,2151849,14633687
08-Mar-18 05:00:00,77186,23151600,22.28,915358,4543019,36307116,2971558,2151861,14633822
08-Mar-18 06:00:00,77187,23151660,25.65,915363,4543119,36307256,2971672,2151874,14633952
08-Mar-18 07:00:00,77188,23151723,21.34,915368,4543227,36307400,2971775,2151886,14634083
08-Mar-18 08:00:00,77189,23151787,26.44,915373,4543382,36307540,2971871,2151899,14634232
08-Mar-18 09:00:00,77190,23151906,25.26,915378,4543544,36307684,2971963,2151914,14634389
08-Mar-18 10:00:00,77191,23152086,25.37,915383,4543721,36307820,2972065,2151928,14634533
08-Mar-18 11:00:00,77192,23152220,23.59,915389,4543885,36307968,2972162,2151943,14634693
08-Mar-18 12:00:00,77193,23152337,23.93,915394,4544031,36308080,2972262,2151955,14634827
08-Mar-18 13:00:00,77193,23152337,26.29,915394,4544187,36308080,2972363,2151955,14634827
08-Mar-18 14:00:00,77193,23152337,26.32,915394,4544342,36308080,2972460,2151955,14634827
08-Mar-18 15:00:00,77193,23152337,29.82,915394,4544496,36308080,2972563,2151955,14634827
08-Mar-18 16:00:00,77193,23152337,29.68,915394,4544656,36308080,2972677,2151955,14634827
08-Mar-18 17:00:00,77193,23152337,27.95,915394,4544812,36308080,2972791,2151955,14634827
08-Mar-18 18:00:00,77193,23152337,25.27,915394,4544964,36308080,2972902,2151955,14634827
08-Mar-18 19:00:00,77193,23152337,22.54,915394,4545120,36308080,2973007,2151955,14634827
08-Mar-18 20:00:00,77193,23152337,34.44,915394,4545290,36308080,2973115,2151955,14634827
08-Mar-18 21:00:00,77193,23152337,65.72,915394,4545412,36308080,2973210,2151955,14634827
08-Mar-18 22:00:00,77193,23152337,56.26,915394,4545519,36308080,2973305,2151955,14634827
08-Mar-18 23:00:00,77193,23152337,34.27,915394,4545625,36308080,2973392,2151955,14634827
09-Mar-18 00:00:00,77193,23152337,32.90,915394,4545726,36308080,2973476,2151955,14634827
09-Mar-18 01:00:00,Bad,0,36.57,Bad,Bad,Bad,Bad,Bad,Bad
09-Mar-18 02:00:00,Bad,0,17.48,Bad,Bad,Bad,Bad,Bad,Bad
09-Mar-18 03:00:00,Bad,0,21.90,Bad,Bad,Bad,Bad,Bad,Bad
09-Mar-18 04:00:00,77208,23153856,23.24,915487,4546139,36310204,2973836,2152168,14637243
09-Mar-18 05:00:00,77209,23153922,23.89,915492,4546241,36310328,2973933,2152180,14637379
09-Mar-18 06:00:00,77210,23153990,19.79,915497,4546338,36310444,2974033,2152192,14637518
09-Mar-18 07:00:00,77211,23154059,23.67,915502,4546452,36310560,2974122,2152205,14637670
09-Mar-18 08:00:00,77212,23154128,25.00,915508,4546603,36310688,2974213,2152218,14637825
09-Mar-18 09:00:00,77213,23154248,25.93,915513,4546767,36310816,2974304,2152232,14637990
09-Mar-18 10:00:00,77214,23154428,21.71,915518,4546950,36310944,2974414,2152246,14638156
09-Mar-18 11:00:00,77215,23154598,24.45,915524,4547116,36311068,2974527,2152261,14638318
09-Mar-18 12:00:00,77216,23154746,61.13,915530,4547281,36311200,2974630,2152275,14638479
09-Mar-18 13:00:00,77217,23154913,31.62,915536,4547453,36311324,2974740,2152289,14638636
09-Mar-18 14:00:00,77218,23155101,36.77,915543,4547621,36311456,2974853,2152302,14638791
09-Mar-18 15:00:00,77219,23155238,34.31,915548,4547785,36311592,2974955,2152316,14638950
09-Mar-18 16:00:00,77220,23155359,34.25,915554,4547950,36311720,2975060,2152329,14639099
09-Mar-18 17:00:00,77221,23155477,35.78,915561,4548115,36311856,2975165,2152343,14639251
09-Mar-18 18:00:00,77222,23155591,35.35,915567,4548287,36311984,2975266,2152357,14639399
09-Mar-18 19:00:00,77223,23155660,26.64,915572,4548468,36312112,2975362,2152371,14639534
09-Mar-18 20:00:00,77224,23155717,30.70,915578,4548624,36312236,2975461,2152384,14639674
09-Mar-18 21:00:00,77225,23155769,37.43,915584,4548757,36312372,2975557,2152398,14639813
09-Mar-18 22:00:00,77226,23155823,46.41,915589,4548880,36312512,2975653,2152411,14639947
09-Mar-18 23:00:00,77227,23155874,20.74,915595,4549004,36312656,2975746,2152424,14640080
10-Mar-18 00:00:00,77228,23155924,18.18,915600,4549113,36312800,2975833,2152437,14640217
10-Mar-18 01:00:00,77229,23155974,15.37,915606,4549217,36312920,2975912,2152450,14640347
10-Mar-18 02:00:00,77230,23156034,18.48,915611,4549325,36313068,2975992,2152463,14640481
10-Mar-18 03:00:00,77231,23156094,15.37,915616,4549438,36313208,2976103,2152477,14640615
10-Mar-18 04:00:00,77232,23156155,12.98,915622,4549543,36313360,2976199,2152490,14640742
10-Mar-18 05:00:00,77233,23156218,10.52,915627,4549648,36313500,2976295,2152502,14640869
10-Mar-18 06:00:00,77234,23156281,22.61,915632,4549756,36313640,2976401,2152515,14640983
10-Mar-18 07:00:00,77235,23156332,39.18,915637,4549860,36313788,2976502,2152530,14641099
10-Mar-18 08:00:00,77236,23156395,36.95,915643,4550070,36313952,2976600,2152548,14641228
10-Mar-18 09:00:00,77238,23156456,30.54,915649,4550258,36314108,2976695,2152564,14641359
10-Mar-18 10:00:00,77240,23156526,27.61,915655,4550468,36314260,2976803,2152581,14641497
10-Mar-18 11:00:00,77243,23156652,25.54,915661,4550683,36314416,2976910,2152595,14641656
10-Mar-18 12:00:00,77245,23156842,25.80,915667,4550864,36314576,2977018,2152610,14641819
10-Mar-18 13:00:00,77248,23157026,27.82,915672,4551088,36314736,2977135,2152624,14641984
10-Mar-18 14:00:00,77249,23157175,19.45,915677,4551256,36314896,2977237,2152638,14642148
10-Mar-18 15:00:00,77250,23157313,24.84,915683,4551427,36315064,2977340,2152652,14642319
10-Mar-18 16:00:00,77252,23157448,26.12,915689,4551607,36315232,2977449,2152667,14642492
10-Mar-18 17:00:00,77253,23157607,22.38,915694,4551773,36315392,2977558,2152680,14642659
10-Mar-18 18:00:00,77254,23157710,22.10,915700,4551922,36315552,2977672,2152693,14642816
10-Mar-18 19:00:00,77255,23157779,24.99,915704,4552080,36315704,2977772,2152706,14642967
10-Mar-18 20:00:00,77256,23157836,27.16,915709,4552234,36315856,2977857,2152719,14643109
10-Mar-18 21:00:00,77257,23157886,26.45,915713,4552337,36315996,2977939,2152732,14643244
10-Mar-18 22:00:00,77258,23157942,27.88,915718,4552442,36316136,2978024,2152744,14643374
10-Mar-18 23:00:00,77259,23157998,15.08,915723,4552543,36316272,2978111,2152757,14643503
11-Mar-18 00:00:00,77260,23158055,18.16,915727,4552632,36316412,2978186,2152769,14643635
11-Mar-18 01:00:00,77261,23158112,16.07,915732,4552729,36316556,2978260,2152782,14643772
11-Mar-18 03:00:00,77262,23158170,22.01,915737,4552827,36316696,2978335,2152795,14643904
11-Mar-18 04:00:00,77262,23158229,15.81,915742,4552919,36316840,2978432,2152807,14644026
11-Mar-18 05:00:00,77263,23158289,15.77,915746,4553013,36316984,2978527,2152820,14644155
11-Mar-18 06:00:00,77264,23158350,16.29,915751,4553116,36317128,2978615,2152833,14644287
11-Mar-18 07:00:00,77265,23158416,26.07,915756,4553210,36317272,2978713,2152845,14644422
11-Mar-18 08:00:00,77266,23158480,35.88,915760,4553352,36317416,2978789,2152858,14644567
11-Mar-18 09:00:00,77267,23158543,25.32,915765,4553504,36317560,2978865,2152871,14644708
11-Mar-18 10:00:00,77268,23158607,22.42,915770,4553642,36317696,2978948,2152883,14644842
11-Mar-18 11:00:00,77269,23158725,25.39,915775,4553784,36317844,2979038,2152895,14644984
11-Mar-18 12:00:00,77270,23158909,25.21,915780,4553930,36317992,2979135,2152907,14645132
