,demand,weekofyear_trans,hourofweek_trans
2018-06-11 15:00:00,975.0,757.4624999999997,1042.4466666666665
2018-06-11 16:00:00,975.1999999999998,757.4624999999997,1042.3033333333333
2018-06-11 17:00:00,960.8,757.4624999999997,1028.7999999999997
2018-06-11 18:00:00,913.3000000000001,757.4624999999997,1000.23
2018-06-11 19:00:00,805.6000000000001,757.4624999999997,930.7433333333333
2018-06-11 20:00:00,715.5999999999999,757.4624999999997,843.6766666666665
2018-06-11 21:00:00,687.0,757.4624999999997,808.5099999999999
2018-06-11 22:00:00,672.5,757.4624999999997,768.3366666666667
2018-06-11 23:00:00,660.8,757.4624999999997,743.2966666666665
2018-06-12 00:00:00,637.3,757.4624999999997,715.0199999999999
2018-06-12 01:00:00,618.1999999999999,757.4624999999997,709.1233333333333
2018-06-12 02:00:00,561.1,757.4624999999997,622.1899999999998
2018-06-12 03:00:00,610.8,757.4624999999997,681.24
2018-06-12 04:00:00,603.8,757.4624999999997,656.0366666666669
2018-06-12 05:00:00,590.5,757.4624999999997,647.7800000000002
2018-06-12 06:00:00,597.9,757.4624999999997,647.6966666666667
2018-06-12 07:00:00,636.0,757.4624999999997,674.41
2018-06-12 08:00:00,725.5,757.4624999999997,758.6533333333332
2018-06-12 09:00:00,831.1999999999999,757.4624999999997,872.8466666666668
2018-06-12 10:00:00,945.9000000000001,757.4624999999997,988.3
2018-06-12 11:00:00,998.0,757.4624999999997,1041.3
2018-06-12 12:00:00,990.0,757.4624999999997,1060.2733333333333
2018-06-12 13:00:00,1007.7,757.4624999999997,1061.3100000000002
2018-06-12 14:00:00,1010.3999999999999,757.4624999999997,1068.5966666666668
2018-06-12 15:00:00,1000.8,757.4624999999997,1056.5333333333333
2018-06-12 16:00:00,992.4000000000001,757.4624999999997,1060.1766666666667
2018-06-12 17:00:00,961.9000000000001,757.4624999999997,1031.3466666666668
2018-06-12 18:00:00,884.7,757.4624999999997,1012.3333333333335
2018-06-12 19:00:00,832.8,757.4624999999997,940.3233333333334
2018-06-12 20:00:00,736.2,757.4624999999997,844.5266666666665
2018-06-12 21:00:00,694.5,757.4624999999997,807.7333333333333
2018-06-12 22:00:00,668.7,757.4624999999997,767.5100000000001
2018-06-12 23:00:00,643.9,757.4624999999997,743.2133333333333
2018-06-13 00:00:00,633.4000000000001,757.4624999999997,716.1266666666666
2018-06-13 01:00:00,617.4000000000001,757.4624999999997,703.65
2018-06-13 02:00:00,578.0,757.4624999999997,629.8633333333333
2018-06-13 03:00:00,590.2,757.4624999999997,668.3499999999999
2018-06-13 04:00:00,584.4000000000001,757.4624999999997,660.95
2018-06-13 05:00:00,606.0,757.4624999999997,646.3
2018-06-13 06:00:00,588.2,757.4624999999997,641.8
2018-06-13 07:00:00,611.4,757.4624999999997,672.5000000000001
2018-06-13 08:00:00,717.3,757.4624999999997,748.0766666666666
2018-06-13 09:00:00,805.1000000000001,757.4624999999997,879.1433333333333
2018-06-13 10:00:00,887.8,757.4624999999997,979.4033333333332
2018-06-13 11:00:00,947.1000000000001,757.4624999999997,1041.5266666666664
2018-06-13 12:00:00,1056.1999999999998,757.4624999999997,1057.9466666666667
2018-06-13 13:00:00,969.0,757.4624999999997,1063.7100000000003
2018-06-13 14:00:00,976.4000000000001,757.4624999999997,1059.6766666666667
2018-06-13 15:00:00,988.7,757.4624999999997,1072.743333333333
2018-06-13 16:00:00,952.5,757.4624999999997,1066.58
2018-06-13 17:00:00,987.8000000000002,757.4624999999997,1053.4366666666667
2018-06-13 18:00:00,937.7,757.4624999999997,1023.4066666666665
2018-06-13 19:00:00,861.8,757.4624999999997,948.1833333333333
2018-06-13 20:00:00,742.0,757.4624999999997,843.8666666666668
2018-06-13 21:00:00,698.4,757.4624999999997,805.6833333333335
2018-06-13 22:00:00,696.1,757.4624999999997,774.2099999999999
2018-06-13 23:00:00,683.1999999999998,757.4624999999997,757.7833333333336
2018-06-14 00:00:00,631.7,757.4624999999997,717.3366666666666
2018-06-14 01:00:00,607.8,757.4624999999997,710.0966666666666
2018-06-14 02:00:00,525.5999999999999,757.4624999999997,629.3033333333332
2018-06-14 03:00:00,598.8000000000001,757.4624999999997,673.8966666666666
2018-06-14 04:00:00,611.4,757.4624999999997,659.8333333333334
2018-06-14 05:00:00,619.7,757.4624999999997,649.2033333333334
2018-06-14 06:00:00,640.3,757.4624999999997,649.6833333333335
2018-06-14 07:00:00,514.7,757.4624999999997,674.5099999999999
2018-06-14 08:00:00,768.9,757.4624999999997,753.2433333333335
2018-06-14 09:00:00,1008.8,757.4624999999997,873.3933333333333
2018-06-14 10:00:00,1018.3999999999999,757.4624999999997,982.8733333333334
2018-06-14 11:00:00,1101.7,757.4624999999997,1049.74
2018-06-14 12:00:00,939.7,757.4624999999997,1056.8166666666666
2018-06-14 13:00:00,948.5,757.4624999999997,1049.6466666666665
2018-06-14 14:00:00,941.5999999999999,757.4624999999997,1040.9633333333336
2018-06-14 15:00:00,969.3000000000001,757.4624999999997,1063.6266666666666
2018-06-14 16:00:00,977.5,757.4624999999997,1060.09
2018-06-14 17:00:00,965.4000000000001,757.4624999999997,1049.0166666666669
2018-06-14 18:00:00,939.3,757.4624999999997,1039.256666666667
