Building:,304 Elm Street,YUAG,Berkeley College,Grace Hopper College,Davenport College,Malone Engineering,Sprague Hall,Trumbull College,17 Hillhouse Ave.
units:,Totalized Gallons,Totalized Lbs,Demand Gallons/hr,Totalized Lbs,Totalized Gallons,Totalized Gallons,Totalized Gallons,Totalized Gallons,Totalized Lbs
27-Apr-18 08:00:00,802951,Bad,14,1484167,10404784,7408919,303525,536598,36347508
27-Apr-18 09:00:00,802951,Bad,8,1484167,10405309,7408919,303534,536598,36347508
27-Apr-18 10:00:00,803012,Bad,14,1484621,10406046,7409171,303540,536738,36356504
27-Apr-18 11:00:00,803036,Bad,14,1484728,10406745,7409227,303545,536774,36359644
27-Apr-18 12:00:00,803060,Bad,20,1484849,10407293,7409314,303550,536821,36362536
27-Apr-18 13:00:00,803085,Bad,14,1484947,10408592,7409401,303559,536873,36365516
27-Apr-18 14:00:00,803109,Bad,20,1485074,10409248,7409489,303564,536912,36368608
27-Apr-18 15:00:00,803132,Bad,20,1485164,10409813,7409573,303577,536949,36371404
27-Apr-18 16:00:00,803155,Bad,20,1485264,10410333,7409680,303582,536992,36374316
27-Apr-18 17:00:00,803178,Bad,14,1485331,10410870,7409750,303591,537035,36377128
27-Apr-18 18:00:00,803200,Bad,8,1485410,10411526,7409827,303610,537083,36379992
27-Apr-18 19:00:00,803222,Bad,8,1485519,10412093,7409917,303622,537123,36382960
27-Apr-18 20:00:00,803234,Bad,14,1485613,10412668,7409990,303627,537162,36385868
27-Apr-18 21:00:00,803242,Bad,8,1485665,10413286,7410060,303629,537199,36388812
27-Apr-18 22:00:00,803249,Bad,14,1485717,10413893,7410152,303630,537239,36391752
27-Apr-18 23:00:00,803256,Bad,14,1485767,10414584,7410196,303643,537270,36394540
28-Apr-18 00:00:00,803263,Bad,29,1485816,10414972,7410268,303646,537300,36397456
28-Apr-18 01:00:00,803271,Bad,14,1485866,10415659,7410345,303653,537336,36400400
28-Apr-18 02:00:00,803278,Bad,10,1485916,10416532,7410432,303663,537369,36403056
28-Apr-18 03:00:00,803285,Bad,14,1485965,10417132,7410503,303668,537403,36406080
28-Apr-18 04:00:00,803293,Bad,14,1486016,10418083,7410578,303680,537433,36409064
28-Apr-18 05:00:00,803300,Bad,23,1486066,10418494,7410652,303688,537466,36412072
28-Apr-18 06:00:00,803307,Bad,20,1486116,10418929,7410752,303691,537497,36415136
28-Apr-18 07:00:00,803330,Bad,14,1486201,10419355,7410839,303695,537539,36418264
28-Apr-18 08:00:00,803356,Bad,14,1486290,10419909,7410934,303697,537580,36421232
28-Apr-18 09:00:00,803381,Bad,14,1486416,10420406,7411020,303707,537620,36424012
28-Apr-18 10:00:00,803402,Bad,14,1486514,10421020,7411077,303709,537658,36426720
28-Apr-18 11:00:00,803424,Bad,14,1486606,10421626,7411133,303712,537702,36429720
28-Apr-18 12:00:00,803447,Bad,29,1486701,10422289,7411206,303715,537752,36432292
28-Apr-18 13:00:00,803465,Bad,29,1486790,10423055,7411249,303726,537792,36434468
28-Apr-18 14:00:00,803481,Bad,14,1486867,10423938,7411292,303732,537825,36436264
28-Apr-18 15:00:00,803496,Bad,8,1486965,10424545,7411352,303742,537857,36438056
28-Apr-18 16:00:00,803511,Bad,8,1487015,10424978,7411397,303745,537895,36439840
28-Apr-18 17:00:00,803525,Bad,14,1487062,10425402,7411453,303759,537916,36441536
28-Apr-18 18:00:00,803538,Bad,23,1487107,10425899,7411493,303764,537941,36443296
28-Apr-18 19:00:00,803553,Bad,8,1487154,10426433,7411552,303768,537965,36445080
28-Apr-18 20:00:00,803560,Bad,8,1487198,10426907,7411613,303776,537991,36447384
28-Apr-18 21:00:00,803566,Bad,8,1487246,10427368,7411668,303780,538045,36450096
28-Apr-18 22:00:00,803572,Bad,41,1487296,10427869,7411728,303788,538083,36452976
28-Apr-18 23:00:00,803578,Bad,8,1487345,10428389,7411786,303792,538117,36455600
29-Apr-18 00:00:00,803583,Bad,29,1487393,10428826,7411827,303797,538155,36458016
29-Apr-18 01:00:00,803588,Bad,14,1487442,10429989,7411885,303803,538185,36460444
29-Apr-18 02:00:00,803594,Bad,23,1487492,10430499,7411944,303805,538213,36462924
29-Apr-18 03:00:00,803600,Bad,14,1487542,10431892,7411988,303813,538247,36465496
29-Apr-18 04:00:00,803605,Bad,29,1487592,10432692,7412045,303823,538276,36468052
29-Apr-18 05:00:00,803611,Bad,31,1487642,10433751,7412118,303829,538307,36470800
29-Apr-18 06:00:00,803617,Bad,8,1487690,10434443,7412194,303838,538338,36473564
29-Apr-18 07:00:00,803637,Bad,29,1487742,10434956,7412266,303839,538373,36476564
29-Apr-18 08:00:00,803660,Bad,29,1487865,10435509,7412365,303843,538402,36479392
29-Apr-18 09:00:00,803684,Bad,14,1487975,10436198,7412439,303851,538443,36482176
29-Apr-18 10:00:00,803708,Bad,14,1488059,10437104,7412514,303857,538482,36485036
29-Apr-18 11:00:00,803733,Bad,14,1488173,10437709,7412605,303862,538530,36487976
29-Apr-18 12:00:00,803756,Bad,20,1488311,10438259,7412703,303866,538581,36490680
29-Apr-18 13:00:00,803776,Bad,8,1488438,10438811,7412775,303868,538629,36493368
29-Apr-18 14:00:00,803796,Bad,14,1488545,10439367,7412833,303872,538675,36496024
29-Apr-18 15:00:00,803816,Bad,14,1488665,10439954,7412907,303875,538714,36498588
29-Apr-18 16:00:00,803835,Bad,14,1488733,10440551,7412953,303880,538750,36501032
29-Apr-18 17:00:00,803853,Bad,14,1488806,10441072,7413026,303887,538790,36503352
29-Apr-18 18:00:00,803873,Bad,8,1488889,10441664,7413068,303902,538830,36506104
29-Apr-18 19:00:00,803893,Bad,14,1489063,10442247,7413140,303907,538870,36509088
29-Apr-18 20:00:00,803905,Bad,20,1489173,10442915,7413231,303916,538912,36512016
29-Apr-18 21:00:00,803913,Bad,14,1489226,10443737,7413356,303923,538952,36515048
29-Apr-18 22:00:00,803921,Bad,20,1489277,10444297,7413459,303934,538989,36518096
29-Apr-18 23:00:00,803929,Bad,14,1489328,10444952,7413582,303943,539031,36521240
30-Apr-18 00:00:00,803936,Bad,14,1489380,10445708,7413685,303950,539074,36524304
30-Apr-18 01:00:00,803943,Bad,29,1489433,10446415,7413818,303956,539114,36527384
30-Apr-18 02:00:00,803951,Bad,20,1489484,10447546,7413930,303962,539146,36530536
30-Apr-18 03:00:00,803959,Bad,14,1489535,10448113,7414032,303965,539188,36533544
30-Apr-18 04:00:00,803970,Bad,14,1489585,10448623,7414148,303971,539228,36536636
30-Apr-18 05:00:00,803981,Bad,23,1489636,10449248,7414270,303978,539266,36539696
30-Apr-18 06:00:00,803993,Bad,14,1489687,10449889,7414404,303987,539308,36542860
30-Apr-18 07:00:00,804017,Bad,31,1489865,10450478,7414528,303997,539357,36545928
30-Apr-18 08:00:00,804044,Bad,14,1490032,10451052,7414675,304005,539403,36548596
30-Apr-18 09:00:00,804054,Bad,14,1490048,10451269,7414704,304010,539411,36549020
30-Apr-18 10:00:00,804054,Bad,14,1490048,10451919,7414704,304016,539411,36549020
30-Apr-18 11:00:00,804054,Bad,14,1490048,10452565,7414704,304024,539411,36549020
30-Apr-18 12:00:00,804054,Bad,20,1490048,10453041,7414704,304036,539411,36549020
30-Apr-18 13:00:00,804054,Bad,14,1490048,10454257,7414704,304047,539411,36549020
30-Apr-18 14:00:00,804054,Bad,14,1490048,10455437,7414704,304048,539411,36549020
30-Apr-18 15:00:00,804054,Bad,14,1490048,10456500,7414704,304056,539411,36549020
30-Apr-18 16:00:00,804054,Bad,14,1490048,10457189,7414704,304070,539411,36549020
30-Apr-18 17:00:00,804054,Bad,14,1490048,10457827,7414704,304085,539411,36549020
30-Apr-18 18:00:00,804054,Bad,14,1490048,10458626,7414704,304092,539411,36549020
30-Apr-18 19:00:00,804054,Bad,14,1490048,10459342,7414704,304100,539411,36549020
30-Apr-18 20:00:00,804054,Bad,20,1490048,10460154,7414704,304106,539411,36549020
30-Apr-18 21:00:00,804054,Bad,8,1490048,10460897,7414704,304112,539411,36549020
30-Apr-18 22:00:00,804054,Bad,20,1490048,10461886,7414704,304121,539411,36549020
30-Apr-18 23:00:00,804054,Bad,14,1490048,10462582,7414704,304137,539411,36549020
01-May-18 00:00:00,Bad,Bad,14,0,Bad,Bad,Bad,Bad,Bad
01-May-18 01:00:00,804379,Bad,-10883,1491764,10464112,7416381,304158,540181,36603176
01-May-18 02:00:00,804388,Bad,20,1491815,10464933,7416486,304160,540218,36606372
01-May-18 03:00:00,804400,Bad,14,1491866,10465946,7416605,304167,540258,36609428
01-May-18 04:00:00,804412,Bad,29,1491916,10466497,7416731,304175,540296,36612320
01-May-18 05:00:00,804425,Bad,29,1491965,10470376,7416854,304180,540342,36615168
01-May-18 06:00:00,804437,Bad,14,1492016,10482761,7416959,304182,540382,36618260
01-May-18 07:00:00,804462,Bad,29,1492165,10485535,7417081,304188,540426,36621452
01-May-18 08:00:00,804487,Bad,14,1492353,10490718,7417183,304191,540473,36624616
01-May-18 09:00:00,804511,Bad,35,1492504,10495893,7417288,304205,540520,36627588
01-May-18 10:00:00,804519,Bad,14,1492727,10500492,7417346,304211,540560,36630232
01-May-18 11:00:00,804519,Bad,30,1492879,10501664,7417408,304220,540601,36632680
01-May-18 12:00:00,804541,Bad,20,1493003,10501803,7417464,304226,540649,36634444
01-May-18 13:00:00,804560,Bad,23,1493219,10501803,7417524,304234,540686,36636256
01-May-18 14:00:00,804577,Bad,29,1493334,10501826,7417579,304242,540715,36638016
01-May-18 15:00:00,804588,Bad,14,1493464,10502086,7417622,304247,540739,36639776
01-May-18 16:00:00,804599,Bad,23,1493590,10502086,7417698,304248,540766,36641432
01-May-18 17:00:00,804601,Bad,20,1493690,10502197,7417740,304251,540795,36643080
01-May-18 18:00:00,804601,Bad,29,1493763,10503615,7417799,304259,540820,36644724
01-May-18 19:00:00,804601,Bad,8,1493843,10504924,7417842,304265,540842,36646372
01-May-18 20:00:00,804601,Bad,8,1493963,10508733,7417885,304285,540864,36648036
01-May-18 21:00:00,804601,Bad,14,1494017,10512741,7417944,304290,540886,36649760
01-May-18 22:00:00,804610,Bad,14,1494065,10513982,7417986,304302,540906,36652584
01-May-18 23:00:00,804610,Bad,14,1494108,10515864,7418057,304312,540926,36655076
02-May-18 00:00:00,804610,Bad,15,1494155,10516050,7418099,304313,540943,36657512
02-May-18 01:00:00,804610,Bad,8,1494199,10517596,7418170,304320,540966,36660168
02-May-18 02:00:00,804610,Bad,14,1494247,10520857,7418244,304327,540984,36662708
02-May-18 03:00:00,804610,Bad,47,1494293,10521812,7418302,304335,541004,36665380
02-May-18 04:00:00,804621,Bad,8,1494341,10522077,7418346,304339,541025,36667964
02-May-18 05:00:00,804627,Bad,14,1494387,10523002,7418420,304346,541041,36670320
02-May-18 06:00:00,804633,Bad,29,1494433,10523752,7418477,304356,541088,36672808
02-May-18 07:00:00,804635,Bad,8,1494480,10524854,7418519,304359,541106,36675240
02-May-18 08:00:00,804635,Bad,29,1494648,10526027,7418592,304361,541138,36677624
02-May-18 09:00:00,804635,Bad,8,1494820,10528134,7418639,304369,541159,36679224
02-May-18 10:00:00,804635,Bad,14,1494980,10529308,7418702,304375,541189,36680836
02-May-18 11:00:00,804635,Bad,8,1495118,10530439,7418745,304384,541222,36682516
02-May-18 12:00:00,804635,Bad,14,1495266,10531510,7418790,304387,541253,36684132
02-May-18 13:00:00,804635,Bad,14,1495380,10538230,7418849,304392,541282,36685768
02-May-18 14:00:00,804635,Bad,15,1495481,10540096,7418895,304403,541307,36687424
02-May-18 15:00:00,804635,Bad,20,1495572,10541498,7418940,304410,541330,36689080
02-May-18 16:00:00,804635,Bad,14,1495667,10542557,7418998,304414,541354,36690720
02-May-18 17:00:00,804635,Bad,14,1495726,10543139,7419041,304419,541382,36692364
02-May-18 18:00:00,804635,Bad,8,1495811,10547268,7419084,304425,541406,36694016
02-May-18 19:00:00,804635,Bad,14,1495920,10549680,7419142,304430,541434,36695696
02-May-18 20:00:00,804635,Bad,14,1496054,10550513,7419179,304431,541455,36697312
02-May-18 21:00:00,804635,Bad,8,1496121,10551871,7419211,304444,541480,36698872
02-May-18 22:00:00,804636,Bad,14,1496164,10554045,7419252,304455,541498,36700424
02-May-18 23:00:00,804646,Bad,14,1496210,10554883,7419295,304457,541512,36702028
03-May-18 00:00:00,804647,Bad,8,1496252,10556040,7419337,304460,541535,36703600
03-May-18 01:00:00,804647,Bad,14,1496296,10556637,7419379,304468,541552,36705180
03-May-18 02:00:00,804647,Bad,14,1496340,10558729,7419422,304469,541571,36706792
03-May-18 03:00:00,804647,Bad,30,1496384,10561073,7419464,304480,541591,36708348
03-May-18 04:00:00,804647,Bad,23,1496429,10563670,7419506,304492,541609,36709944
03-May-18 05:00:00,804647,Bad,14,1496473,10564750,7419549,304498,541626,36711548
03-May-18 06:00:00,804647,Bad,29,1496517,10565780,7419623,304503,541641,36713148
03-May-18 07:00:00,804647,Bad,14,1496584,10567391,7419653,304503,541661,36715368
03-May-18 08:00:00,804663,Bad,14,1496639,10568095,7419706,304508,541692,36717440
03-May-18 09:00:00,804676,Bad,29,1496715,10568730,7419747,304512,541717,36719028
03-May-18 10:00:00,804685,Bad,8,1496863,10569129,7419807,304512,541739,36720632
03-May-18 11:00:00,804692,Bad,8,1496947,10569725,7419862,304516,541764,36722244
03-May-18 12:00:00,804698,Bad,8,1497113,10571380,7419902,304523,541793,36723844
03-May-18 13:00:00,804702,Bad,23,1497230,10571751,7419944,304526,541816,36725444
03-May-18 14:00:00,804706,Bad,8,1497337,10572548,7419987,304529,541839,36727012
03-May-18 15:00:00,804711,Bad,14,1497429,10572979,7420044,304539,541864,36728592
03-May-18 16:00:00,804718,Bad,8,1497511,10573308,7420086,304546,541892,36730176
03-May-18 17:00:00,804727,Bad,24,1497580,10577196,7420127,304549,541917,36731792
03-May-18 18:00:00,804739,Bad,8,1497657,10577932,7420168,304550,541940,36733384
03-May-18 19:00:00,804751,Bad,8,1497776,10579216,7420197,304554,541965,36734984
03-May-18 20:00:00,804757,Bad,14,1497898,10580588,7420239,304557,541986,36736592
03-May-18 21:00:00,804761,Bad,8,1497948,10583343,7420284,304562,542012,36738216
03-May-18 22:00:00,804765,Bad,14,1497994,10588131,7420326,304572,542032,36739764
03-May-18 23:00:00,804769,Bad,8,1498038,10590043,7420371,304579,542049,36741084
04-May-18 00:00:00,804773,Bad,29,1498081,10591942,7420413,304583,542068,36741556
04-May-18 01:00:00,804777,Bad,8,1498124,10596198,7420456,304587,542081,36742720
04-May-18 02:00:00,804781,Bad,14,1498167,10600890,7420499,304595,542102,36744188
04-May-18 03:00:00,804784,Bad,29,1498211,10601616,7420556,304595,542120,36745744
04-May-18 04:00:00,804788,Bad,8,1498255,10603166,7420599,304598,542134,36747356
04-May-18 05:00:00,804792,Bad,8,1498298,10606289,7420642,304604,542149,36749000
04-May-18 06:00:00,804796,Bad,15,1498344,10606548,7420701,304608,542162,36750712
04-May-18 07:00:00,804810,Bad,23,1498392,10606660,7420758,304614,542184,36752564
04-May-18 08:00:00,804826,Bad,29,1498470,10613651,7420814,304614,542208,36754344
04-May-18 09:00:00,804843,Bad,35,1498534,10613720,7420869,304618,542236,36756116
04-May-18 10:00:00,804857,Bad,2,1498620,10615018,7420911,304628,542267,36757940
04-May-18 11:00:00,804875,Bad,29,1498711,10615743,7420962,304634,542297,36759708
04-May-18 12:00:00,804891,Bad,29,1498805,10617090,7421008,304640,542336,36761472
04-May-18 13:00:00,804906,Bad,8,1498895,10617373,7421053,304640,542361,36763272
04-May-18 14:00:00,804920,Bad,23,1499002,10619503,7421095,304660,542388,36765080
04-May-18 15:00:00,804932,Bad,29,1499078,10619503,7421152,304666,542415,36766784
04-May-18 16:00:00,804942,Bad,29,1499161,10623533,7421190,304670,542434,36768472
04-May-18 17:00:00,804951,Bad,8,1499210,10629259,7421231,304673,542454,36770160
04-May-18 18:00:00,804960,Bad,29,1499293,10637487,7421274,304677,542479,36771808
04-May-18 19:00:00,804973,Bad,23,1499377,10638569,7421316,304681,542505,36773484
04-May-18 20:00:00,804979,Bad,45,1499468,10641589,7421358,304685,542532,36775168
04-May-18 21:00:00,804983,Bad,29,1499515,10643436,7421400,304687,542551,36776860
04-May-18 22:00:00,804986,Bad,29,1499563,10643826,7421445,304689,542571,36778576
04-May-18 23:00:00,804990,Bad,14,1499608,10645230,7421486,304692,542589,36780284
05-May-18 00:00:00,804994,Bad,8,1499653,10645689,7421526,304701,542602,36782000
05-May-18 01:00:00,804998,Bad,35,1499699,10646018,7421570,304702,542622,36783664
05-May-18 02:00:00,805002,Bad,8,1499742,10648070,7421608,304707,542641,36785352
05-May-18 03:00:00,805005,Bad,14,1499788,10649188,7421649,304716,542659,36787072
05-May-18 04:00:00,805009,Bad,35,1499831,10649282,7421690,304719,542673,36788808
05-May-18 05:00:00,805010,Bad,8,1499877,10649830,7421734,304722,542689,36790616
05-May-18 06:00:00,805010,Bad,29,1499921,10659770,7421776,304723,542706,36792448
05-May-18 07:00:00,805015,Bad,8,1499966,10659770,7421817,304730,542721,36795284
05-May-18 08:00:00,805015,Bad,29,1500045,10659770,7421859,304735,542749,36797424
05-May-18 09:00:00,805015,Bad,15,1500201,10659912,7421900,304747,542765,36799404
05-May-18 10:00:00,805015,Bad,14,1500309,10662272,7421955,304756,542791,36800996
05-May-18 11:00:00,805015,Bad,14,1500402,10664341,7421997,304760,542816,36802576
05-May-18 12:00:00,805015,Bad,8,1500548,10666433,7422037,304777,542846,36804156
05-May-18 13:00:00,805015,Bad,14,1500663,10668009,7422095,304779,542867,36805692
05-May-18 14:00:00,805015,Bad,35,1500768,10672573,7422137,304784,542891,36807248
05-May-18 15:00:00,805015,Bad,2,1500852,10673168,7422179,304789,542917,36808820
05-May-18 16:00:00,805030,Bad,14,1500927,10680258,7422224,304795,542941,36810340
05-May-18 17:00:00,805052,Bad,14,1500973,10686064,7422262,304801,542963,36811896
05-May-18 18:00:00,805058,Bad,14,1501062,10687885,7422302,304811,542983,36813436
05-May-18 19:00:00,805058,Bad,8,1501165,10689181,7422342,304813,543008,36814960
05-May-18 20:00:00,805063,Bad,29,1501264,10690852,7422401,304818,543028,36816496
05-May-18 21:00:00,805067,Bad,14,1501310,10691471,7422473,304823,543046,36818024
05-May-18 22:00:00,805069,Bad,14,1501356,10692121,7422519,304828,543067,36819608
05-May-18 23:00:00,805069,Bad,15,1501398,10695080,7422565,304838,543089,36821192
06-May-18 00:00:00,805069,Bad,35,1501443,10696500,7422634,304841,543109,36823000
06-May-18 01:00:00,805069,Bad,8,1501486,10698936,7422677,304841,543129,36825580
06-May-18 02:00:00,805069,Bad,14,1501527,10699298,7422720,304854,543146,36828016
06-May-18 03:00:00,805069,Bad,14,1501570,10701725,7422762,304857,543161,36830424
06-May-18 04:00:00,805069,Bad,14,1501613,10702457,7422803,304864,543177,36832828
06-May-18 05:00:00,805069,Bad,29,1501654,10706918,7422865,304873,543193,36835260
06-May-18 06:00:00,805069,Bad,14,1501698,10709493,7422908,304873,543211,36837704
06-May-18 07:00:00,805069,Bad,8,1501815,10710196,7422948,304882,543229,36840316
06-May-18 08:00:00,805088,Bad,38,1502009,10710196,7423020,304885,543250,36842880
06-May-18 09:00:00,805113,Bad,14,1502118,10710773,7423062,304892,543271,36845248
06-May-18 10:00:00,805136,Bad,20,1502271,10712430,7423100,304892,543297,36847120
06-May-18 11:00:00,805160,Bad,8,1502358,10713760,7423145,304903,543327,36848932
06-May-18 12:00:00,805181,Bad,9,1502507,10715028,7423201,304908,543355,36850496
06-May-18 13:00:00,805200,Bad,20,1502629,10718677,7423244,304912,543392,36852088
06-May-18 14:00:00,805220,Bad,2,1502720,10719947,7423284,304918,543417,36853668
06-May-18 15:00:00,805240,Bad,8,1502842,10723864,7423325,304923,543446,36855252
06-May-18 16:00:00,805259,Bad,20,1502894,10726331,7423355,304930,543474,36856848
06-May-18 17:00:00,805274,Bad,8,1502933,10727349,7423398,304944,543498,36858040
06-May-18 18:00:00,805274,Bad,14,1502933,10728974,7423398,304944,543498,36858040
06-May-18 19:00:00,805274,Bad,26,1502933,10730390,7423398,304949,543498,36858040
06-May-18 20:00:00,805274,Bad,8,1502933,10731285,7423398,304953,543498,36858040
06-May-18 21:00:00,805274,Bad,14,1502933,10732200,7423398,304962,543498,36858040
06-May-18 22:00:00,805274,Bad,2,1502933,10733175,7423398,304970,543498,36858040
06-May-18 23:00:00,805337,Bad,14,1503402,10733430,7423688,304974,543703,36873300
07-May-18 00:00:00,805342,Bad,14,1503450,10737631,7423744,304977,543731,36875644
07-May-18 01:00:00,805346,Bad,15,1503495,10738918,7423785,304983,543750,36878228
07-May-18 02:00:00,805351,Bad,29,1503543,10740198,7423825,304984,543769,36880596
07-May-18 03:00:00,805355,Bad,8,1503588,10741754,7423881,304986,543785,36883004
07-May-18 04:00:00,805360,Bad,14,1503635,10742635,7423940,304991,543808,36885520
07-May-18 05:00:00,805364,Bad,29,1503682,10745329,7423983,304992,543825,36888024
07-May-18 06:00:00,805369,Bad,8,1503728,10747029,7424036,304996,543866,36890752
07-May-18 07:00:00,805388,Bad,14,1503775,10747365,7424090,305001,543894,36893432
07-May-18 08:00:00,805414,Bad,8,1503921,10747365,7424132,305010,543932,36895872
07-May-18 09:00:00,805438,Bad,14,1504086,10747365,7424198,305017,543972,36898040
07-May-18 10:00:00,805459,Bad,14,1504194,10747549,7424242,305022,544004,36899684
07-May-18 11:00:00,805477,Bad,23,1504276,10757116,7424284,305032,544031,36901320
07-May-18 12:00:00,805490,Bad,20,1504380,10761072,7424338,305042,544058,36902760
07-May-18 13:00:00,805503,Bad,14,1504492,10762407,7424381,305055,544088,36904104
07-May-18 14:00:00,805516,Bad,15,1504604,10762407,7424426,305064,544111,36905436
07-May-18 15:00:00,805529,Bad,14,1504696,10763877,7424486,305070,544138,36906768
07-May-18 16:00:00,805544,Bad,14,1504780,10765172,7424529,305072,544163,36908096
07-May-18 17:00:00,805558,Bad,20,1504847,10765414,7424570,305079,544197,36909420
07-May-18 18:00:00,805572,Bad,8,1504921,10767303,7424626,305086,544220,36910740
07-May-18 19:00:00,805587,Bad,20,1505027,10769228,7424669,305095,544251,36912064
07-May-18 20:00:00,805594,Bad,14,1505129,10770133,7424712,305095,544280,36913404
07-May-18 21:00:00,805598,Bad,14,1505178,10771218,7424755,305102,544303,36915568
07-May-18 22:00:00,805602,Bad,8,1505226,10771231,7424811,305116,544338,36917812
07-May-18 23:00:00,805606,Bad,14,1505276,10771530,7424852,305126,544374,36919856
08-May-18 00:00:00,805611,Bad,14,1505322,10771530,7424909,305132,544390,36921968
08-May-18 01:00:00,805615,Bad,14,1505368,10773513,7424949,305133,544410,36924072
08-May-18 02:00:00,805619,Bad,35,1505414,10778079,7425009,305138,544432,36926132
08-May-18 03:00:00,805624,Bad,26,1505458,10781549,7425063,305147,544468,36928408
08-May-18 04:00:00,805629,Bad,15,1505505,10784634,7425137,305151,544496,36930660
08-May-18 05:00:00,805635,Bad,29,1505553,10795611,7425194,305155,544523,36933000
08-May-18 06:00:00,805641,Bad,35,1505599,10814008,7425277,305160,544551,36935404
08-May-18 07:00:00,805662,Bad,8,1505653,10830794,7425364,305161,544586,36937784
08-May-18 08:00:00,805689,Bad,14,1505809,10846984,7425434,305167,544623,36939952
08-May-18 09:00:00,805689,Bad,29,1505809,10851280,7425434,305176,544623,36939952
08-May-18 10:00:00,805689,Bad,14,1505809,10851280,7425434,305187,544623,36939952
08-May-18 11:00:00,805689,Bad,14,1505809,10855713,7425434,305191,544623,36939952
08-May-18 12:00:00,805689,Bad,14,1505809,10867139,7425434,305192,544623,36939952
08-May-18 13:00:00,805689,Bad,29,1505809,10884501,7425434,305195,544623,36939952
08-May-18 14:00:00,805689,Bad,14,1505809,10885937,7425434,305202,544623,36939952
08-May-18 15:00:00,805689,Bad,8,1505809,10885940,7425434,305206,544623,36939952
08-May-18 16:00:00,805813,Bad,14,1506715,10885940,7425781,305209,544851,36952004
08-May-18 17:00:00,805825,Bad,30,1506780,10885940,7425832,305219,544875,36953340
08-May-18 18:00:00,805841,Bad,20,1506845,10885940,7425874,305224,544904,36954660
08-May-18 19:00:00,805857,Bad,14,1506945,10885940,7425916,305228,544929,36955980
08-May-18 20:00:00,805864,Bad,29,1507044,10885940,7425958,305234,544953,36957316
08-May-18 21:00:00,805868,Bad,14,1507092,10885940,7425999,305237,544976,36959500
08-May-18 22:00:00,805872,Bad,14,1507139,10885940,7426061,305238,544996,36961568
08-May-18 23:00:00,805876,Bad,35,1507186,10885940,7426103,305250,545015,36963744
09-May-18 00:00:00,805881,Bad,14,1507232,10886095,7426145,305258,545033,36965796
09-May-18 01:00:00,805885,Bad,29,1507281,10886650,7426200,305264,545048,36967832
09-May-18 02:00:00,805890,Bad,20,1507329,10886815,7426257,305267,545067,36969972
09-May-18 03:00:00,805895,Bad,8,1507376,10887508,7426316,305270,545112,36972172
09-May-18 04:00:00,805900,Bad,29,1507422,10888301,7426386,305273,545139,36974408
09-May-18 05:00:00,805905,Bad,20,1507471,10888360,7426456,305274,545167,36976608
09-May-18 06:00:00,805911,Bad,15,1507520,10888360,7426526,305285,545203,36978856
09-May-18 07:00:00,805919,Bad,20,1507543,10888360,7426585,305289,545218,36980312
09-May-18 08:00:00,805960,Bad,8,1507719,10888360,7426696,305296,545276,36983724
09-May-18 09:00:00,805987,Bad,14,1507801,10888360,7426750,305305,545319,36985912
09-May-18 10:00:00,806012,Bad,14,1507872,10888360,7426793,305316,545358,36987856
09-May-18 11:00:00,806033,Bad,14,1507990,10888360,7426864,305318,545392,36989576
09-May-18 12:00:00,806052,Bad,23,1508073,10888360,7426906,305321,545422,36991064
09-May-18 13:00:00,806071,Bad,14,1508146,10889958,7426951,305324,545450,36992496
09-May-18 14:00:00,806091,Bad,14,1508251,10893724,7426991,305324,545477,36993920
09-May-18 15:00:00,806107,Bad,29,1508336,10894541,7427045,305324,545503,36995372
09-May-18 16:00:00,806122,Bad,8,1508413,10894807,7427085,305332,545530,36996800
09-May-18 17:00:00,806140,Bad,14,1508458,10896049,7427126,305334,545558,36998228
09-May-18 18:00:00,806158,Bad,14,1508504,10897292,7427167,305341,545578,36999640
09-May-18 19:00:00,806178,Bad,15,1508547,10898287,7427208,305351,545598,37001044
09-May-18 20:00:00,806188,Bad,8,1508590,10899200,7427250,305356,545626,37002492
09-May-18 21:00:00,806193,Bad,20,1508635,10900335,7427290,305382,545644,37004776
09-May-18 22:00:00,806197,Bad,8,1508677,10902054,7427341,305389,545662,37007044
09-May-18 23:00:00,806201,Bad,14,1508724,10902054,7427400,305404,545679,37009148
10-May-18 00:00:00,806205,Bad,14,1508769,10902054,7427442,305418,545696,37011176
10-May-18 01:00:00,806211,Bad,14,1508813,10902665,7427488,305422,545714,37013200
10-May-18 02:00:00,806215,Bad,23,1508859,10902698,7427531,305430,545730,37015256
10-May-18 03:00:00,806220,Bad,29,1508906,10903293,7427589,305431,545747,37017296
10-May-18 04:00:00,806225,Bad,14,1508949,10903293,7427628,305435,545764,37019376
10-May-18 05:00:00,806230,Bad,23,1508995,10903293,7427674,305440,545779,37021412
10-May-18 06:00:00,806234,Bad,20,1509042,10903584,7427729,305454,545820,37023536
10-May-18 07:00:00,806253,Bad,23,1509087,10905009,7427768,305455,545849,37025752
10-May-18 08:00:00,806279,Bad,29,1509162,10906893,7427855,305458,545884,37027864
10-May-18 09:00:00,806304,Bad,30,1509251,10908778,7427910,305461,545924,37029808
10-May-18 10:00:00,806329,Bad,14,1509311,10910411,7427949,305464,545961,37031336
10-May-18 11:00:00,806353,Bad,29,1509407,10911735,7427989,305468,545995,37032748
10-May-18 12:00:00,806371,Bad,23,1509473,10912247,7428046,305472,546029,37034164
