Building:,304 Elm Street,YUAG,Berkeley College,Grace Hopper College,Davenport College,Malone Engineering,Sprague Hall,Trumbull College,17 Hillhouse Ave.
units:,Totalized Gallons,Totalized Lbs,Demand Gallons/hr,Totalized Lbs,Totalized Gallons,Totalized Gallons,Totalized Gallons,Totalized Gallons,Totalized Lbs
01-Jan-18 01:00:00,702539,Bad,,1258255,8275975,6840263,272639,358360,27655496
01-Jan-18 02:00:00,702621,Bad,75,1258312,8276124,6840676,272645,358462,27659152
01-Jan-18 03:00:00,702697,Bad,120,1258371,8276296,6841093,272663,358574,27662796
01-Jan-18 04:00:00,702771,Bad,81,1258430,8278191,6841581,272674,358682,27666436
01-Jan-18 05:00:00,702843,Bad,93,1258490,8278191,6842131,272689,358778,27670060
01-Jan-18 06:00:00,702929,Bad,93,1258549,8278226,6842620,272710,358875,27673676
01-Jan-18 07:00:00,703003,Bad,81,1258610,8279268,6843080,272719,358983,27677280
01-Jan-18 08:00:00,703077,Bad,81,1258668,8279501,6843522,272729,359092,27680920
01-Jan-18 09:00:00,703146,Bad,96,1258726,8279501,6843953,272743,359192,27684558
01-Jan-18 10:00:00,703213,Bad,81,1258786,8279851,6844412,272767,359288,27688200
01-Jan-18 11:00:00,703280,Bad,87,1258843,8280510,6844976,272776,359387,27691866
01-Jan-18 12:00:00,703342,Bad,69,1258901,8281159,6845404,272783,359497,27695532
01-Jan-18 13:00:00,703409,Bad,57,1258959,8281823,6845817,272788,359600,27699196
01-Jan-18 14:00:00,703475,Bad,63,1259018,8282489,6846219,272810,359704,27702868
01-Jan-18 15:00:00,703539,Bad,72,1259073,8282995,6846623,272832,359793,27706560
01-Jan-18 16:00:00,703602,Bad,51,1259130,8282995,6846997,272850,359885,27710224
01-Jan-18 17:00:00,703663,Bad,51,1259189,8282995,6847400,272862,359989,27713844
01-Jan-18 18:00:00,703725,Bad,75,1259245,8282995,6847773,272881,360105,27717466
01-Jan-18 19:00:00,703787,Bad,69,1259303,8284380,6848193,272886,360208,27721086
01-Jan-18 20:00:00,703850,Bad,63,1259359,8285828,6848578,272888,360306,27724690
01-Jan-18 21:00:00,703917,Bad,84,1259416,8286906,6848977,272903,360407,27728280
01-Jan-18 22:00:00,703956,Bad,69,1259475,8286906,6849404,272922,360504,27731888
01-Jan-18 23:00:00,703991,Bad,69,1259534,8287019,6849843,272939,360620,27735504
02-Jan-18 00:00:00,704029,Bad,69,1259591,8287902,6850306,272955,360729,27739086
02-Jan-18 01:00:00,704101,Bad,75,1259650,8289212,6850757,272965,360833,27742738
02-Jan-18 02:00:00,704180,Bad,75,1259707,8290456,6851208,272980,360928,27746340
02-Jan-18 03:00:00,704254,Bad,84,1259764,8291972,6851682,272989,361031,27749970
02-Jan-18 04:00:00,704324,Bad,69,1259824,8293234,6852062,273008,361147,27753584
02-Jan-18 05:00:00,704393,Bad,69,1259880,8294569,6852485,273015,361258,27757208
02-Jan-18 06:00:00,704463,Bad,69,1259937,8295928,6852924,273022,361362,27760780
02-Jan-18 07:00:00,704533,Bad,75,1259992,8297501,6853340,273039,361465,27764176
02-Jan-18 08:00:00,704609,Bad,69,1260051,8298936,6853856,273063,361567,27767610
02-Jan-18 09:00:00,704681,Bad,102,1260137,8300233,6854277,273095,361667,27771224
02-Jan-18 10:00:00,704753,Bad,57,1260227,8301545,6854682,273110,361771,27774866
02-Jan-18 11:00:00,704818,Bad,63,1260311,8302857,6855084,273129,361870,27778512
02-Jan-18 12:00:00,704881,Bad,57,1260414,8304169,6855479,273138,361966,27782152
02-Jan-18 13:00:00,704948,Bad,39,1260575,8305482,6855830,273156,362063,27785842
02-Jan-18 14:00:00,705007,Bad,60,1260737,8306794,6856199,273179,362158,27789512
02-Jan-18 15:00:00,705063,Bad,45,1260836,8308106,6856538,273192,362252,27793182
02-Jan-18 16:00:00,705117,Bad,51,1260903,8309426,6856832,273206,362360,27796854
02-Jan-18 17:00:00,705170,Bad,33,1260970,8310641,6857206,273216,362469,27800536
02-Jan-18 18:00:00,705223,Bad,45,1261036,8311752,6857563,273232,362569,27804220
02-Jan-18 19:00:00,705273,Bad,39,1261101,8312700,6857941,273249,362679,27807868
02-Jan-18 20:00:00,705322,Bad,54,1261167,8313546,6858341,273264,362778,27811540
02-Jan-18 21:00:00,705374,Bad,45,1261234,8314427,6858726,273285,362870,27815216
02-Jan-18 22:00:00,705408,Bad,63,1261299,8315403,6859066,273302,362971,27818876
02-Jan-18 23:00:00,705436,Bad,45,1261367,8316379,6859448,273316,363078,27822574
03-Jan-18 00:00:00,705465,Bad,33,1261433,8317356,6859811,273339,363198,27826264
03-Jan-18 01:00:00,705493,Bad,69,1261500,8318331,6860133,273351,363299,27830058
03-Jan-18 02:00:00,705528,Bad,78,1261566,8319307,6860497,273364,363400,27833738
03-Jan-18 03:00:00,705605,Bad,45,1261633,8320283,6860872,273373,363494,27837446
03-Jan-18 04:00:00,705677,Bad,57,1261698,8321491,6861246,273385,363593,27841152
03-Jan-18 05:00:00,705745,Bad,51,1261765,8322804,6861619,273392,363703,27844852
03-Jan-18 06:00:00,705810,Bad,57,1261831,8323972,6862064,273394,363820,27848544
03-Jan-18 07:00:00,705879,Bad,57,1261898,8325081,6862428,273407,363922,27852140
03-Jan-18 08:00:00,705949,Bad,72,1261974,8326189,6862821,273440,364033,27855758
03-Jan-18 09:00:00,706019,Bad,57,1262149,8326221,6863237,273459,364139,27859388
03-Jan-18 10:00:00,706086,Bad,69,1262260,8326221,6863639,273462,364247,27863040
03-Jan-18 11:00:00,706149,Bad,51,1262393,8326221,6864014,273467,364349,27866692
03-Jan-18 12:00:00,706206,Bad,39,1262505,8326221,6864410,273475,364439,27870362
03-Jan-18 13:00:00,706262,Bad,33,1262642,8326221,6864757,273483,364540,27874026
03-Jan-18 14:00:00,706319,Bad,66,1262765,8326221,6865072,273495,364650,27877680
03-Jan-18 15:00:00,706369,Bad,45,1262828,8326221,6865389,273510,364747,27881322
03-Jan-18 16:00:00,706419,Bad,39,1262883,8326221,6865699,273516,364841,27884972
03-Jan-18 17:00:00,706470,Bad,33,1262937,8326221,6866039,273526,364933,27888612
03-Jan-18 18:00:00,706519,Bad,39,1262990,8326221,6866337,273540,365024,27892268
03-Jan-18 19:00:00,706565,Bad,39,1263044,8326221,6866723,273563,365116,27895920
03-Jan-18 20:00:00,706613,Bad,54,1263098,8326221,6867096,273588,365225,27899572
03-Jan-18 21:00:00,706664,Bad,45,1263150,8326221,6867451,273600,365328,27903234
03-Jan-18 22:00:00,706694,Bad,33,1263204,8326221,6867793,273618,365419,27906886
03-Jan-18 23:00:00,706721,Bad,51,1263258,8326221,6868137,273627,365513,27910544
04-Jan-18 00:00:00,706747,Bad,39,1263312,8326221,6868507,273646,365604,27914196
04-Jan-18 01:00:00,706775,Bad,39,1263366,8326221,6868824,273656,365699,27917724
04-Jan-18 02:00:00,706804,Bad,60,1263419,8326221,6869184,273664,365795,27921356
04-Jan-18 03:00:00,706864,Bad,51,1263474,8326221,6869525,273678,365898,27924992
04-Jan-18 04:00:00,706940,Bad,39,1263529,8326221,6869866,273691,366002,27928632
04-Jan-18 05:00:00,707011,Bad,45,1263583,8326221,6870201,273694,366100,27932274
04-Jan-18 06:00:00,707079,Bad,45,1263637,8326331,6870564,273706,366188,27935912
04-Jan-18 07:00:00,707153,Bad,51,1263691,8326537,6870945,273712,366275,27939548
04-Jan-18 08:00:00,707225,Bad,54,1263743,8327389,6871305,273730,366372,27943192
04-Jan-18 09:00:00,707293,Bad,39,1263798,8328780,6871689,273741,366471,27946848
04-Jan-18 10:00:00,707360,Bad,39,1263852,8330232,6872029,273756,366576,27950496
04-Jan-18 11:00:00,707426,Bad,45,1263905,8331084,6872375,273773,366688,27954148
04-Jan-18 12:00:00,707487,Bad,45,1263958,8331872,6872687,273790,366787,27957776
04-Jan-18 13:00:00,707546,Bad,39,1264012,8332123,6872993,273798,366876,27961406
04-Jan-18 14:00:00,707605,Bad,45,1264065,8332475,6873320,273817,366967,27965016
04-Jan-18 15:00:00,707662,Bad,45,1264120,8332475,6873651,273831,367055,27968652
04-Jan-18 16:00:00,707721,Bad,39,1264177,8332801,6874014,273851,367153,27972262
04-Jan-18 17:00:00,707780,Bad,45,1264230,8333463,6874365,273874,367247,27975882
04-Jan-18 18:00:00,707837,Bad,45,1264283,8333997,6874702,273893,367346,27979492
04-Jan-18 19:00:00,707890,Bad,39,1264338,8335736,6875052,273901,367441,27983124
04-Jan-18 20:00:00,707944,Bad,45,1264392,8337253,6875378,273917,367546,27986756
04-Jan-18 21:00:00,707997,Bad,51,1264446,8338929,6875686,273927,367653,27990424
04-Jan-18 22:00:00,708030,Bad,51,1264499,8339794,6875979,273938,367743,27994096
04-Jan-18 23:00:00,708060,Bad,45,1264553,8340400,6876292,273950,367837,27997732
05-Jan-18 00:00:00,708087,Bad,39,1264606,8341146,6876578,273954,367927,28001372
05-Jan-18 01:00:00,708112,Bad,45,1264659,8342057,6876901,273971,368013,28005060
05-Jan-18 02:00:00,708143,Bad,33,1264713,8342848,6877206,273977,368107,28008732
05-Jan-18 03:00:00,708199,Bad,45,1264766,8343618,6877565,273982,368222,28012414
05-Jan-18 04:00:00,708267,Bad,39,1264822,8344491,6877937,273985,368331,28016112
05-Jan-18 05:00:00,708329,Bad,39,1264875,8345321,6878296,273999,368436,28019768
05-Jan-18 06:00:00,708390,Bad,57,1264930,8346272,6878707,274018,368535,28023430
05-Jan-18 07:00:00,708452,Bad,57,1264985,8347258,6879124,274038,368631,28027028
05-Jan-18 08:00:00,708515,Bad,69,1265041,8348340,6879608,274062,368725,28030622
05-Jan-18 09:00:00,708579,Bad,57,1265097,8349346,6880068,274081,368816,28034194
05-Jan-18 10:00:00,708643,Bad,75,1265153,8350305,6880499,274094,368918,28037776
05-Jan-18 11:00:00,708702,Bad,69,1265208,8351317,6880907,274113,369015,28041356
05-Jan-18 12:00:00,708763,Bad,57,1265262,8352268,6881325,274129,369120,28044952
05-Jan-18 13:00:00,708827,Bad,63,1265317,8353271,6881756,274148,369210,28048580
05-Jan-18 14:00:00,708886,Bad,51,1265372,8354296,6882158,274154,369300,28052230
05-Jan-18 15:00:00,708950,Bad,51,1265429,8355272,6882560,274168,369396,28055856
05-Jan-18 16:00:00,709010,Bad,51,1265485,8356300,6882963,274176,369492,28059442
05-Jan-18 17:00:00,709073,Bad,57,1265543,8357353,6883395,274186,369606,28063012
05-Jan-18 18:00:00,709178,Bad,57,1265604,8358372,6883817,274202,369738,28066540
05-Jan-18 19:00:00,709286,Bad,63,1265665,8359351,6884256,274218,369860,28070056
05-Jan-18 20:00:00,709395,Bad,75,1265728,8360299,6884694,274247,369991,28073632
05-Jan-18 21:00:00,709503,Bad,81,1265786,8361309,6885107,274271,370111,28077184
05-Jan-18 22:00:00,709611,Bad,81,1265842,8362264,6885511,274292,370234,28080740
05-Jan-18 23:00:00,709721,Bad,69,1265903,8363254,6885954,274309,370358,28084268
06-Jan-18 00:00:00,709833,Bad,69,1265964,8364125,6886396,274320,370468,28087708
06-Jan-18 01:00:00,709936,Bad,81,1266025,8365042,6886849,274339,370564,28091224
06-Jan-18 02:00:00,710047,Bad,75,1266085,8365927,6887301,274364,370666,28094692
06-Jan-18 03:00:00,710162,Bad,75,1266144,8366877,6887764,274374,370762,28098150
06-Jan-18 04:00:00,710275,Bad,75,1266203,8367832,6888310,274400,370858,28101592
06-Jan-18 05:00:00,710393,Bad,69,1266264,8368698,6888841,274407,370947,28105008
06-Jan-18 06:00:00,710510,Bad,75,1266324,8369570,6889385,274439,371022,28108428
06-Jan-18 07:00:00,710632,Bad,87,1266384,8370521,6889938,274453,371103,28111792
06-Jan-18 08:00:00,710757,Bad,87,1266444,8371357,6890460,274480,371172,28115104
06-Jan-18 09:00:00,710881,Bad,87,1266504,8372222,6890934,274504,371246,28118462
06-Jan-18 10:00:00,711002,Bad,90,1266563,8373047,6891396,274519,371380,28121862
06-Jan-18 11:00:00,711117,Bad,69,1266622,8373886,6891908,274543,371511,28125318
06-Jan-18 12:00:00,711228,Bad,75,1266680,8374723,6892385,274569,371635,28128796
06-Jan-18 13:00:00,711343,Bad,63,1266739,8375591,6892860,274581,371754,28132298
06-Jan-18 14:00:00,711455,Bad,63,1266799,8376366,6893306,274604,371869,28135798
06-Jan-18 15:00:00,711569,Bad,57,1266858,8377259,6893742,274623,371974,28139262
06-Jan-18 16:00:00,711681,Bad,63,1266900,8378145,6894203,274646,372087,28142712
06-Jan-18 17:00:00,711793,Bad,69,1266936,8379153,6894677,274667,372190,28146124
06-Jan-18 18:00:00,711905,Bad,57,1266985,8380083,6895147,274682,372289,28149508
06-Jan-18 19:00:00,712018,Bad,63,1267038,8380944,6895674,274710,372413,28152892
06-Jan-18 20:00:00,712131,Bad,87,1267099,8381828,6896119,274726,372556,28156260
06-Jan-18 21:00:00,712246,Bad,93,1267155,8382764,6896615,274731,372689,28159600
06-Jan-18 22:00:00,712363,Bad,72,1267215,8383659,6897113,274747,372811,28162876
06-Jan-18 23:00:00,712482,Bad,81,1267273,8384604,6897593,274766,372954,28166204
07-Jan-18 00:00:00,712603,Bad,87,1267337,8385542,6898151,274773,373088,28169640
07-Jan-18 01:00:00,712703,Bad,93,1267401,8386385,6898651,274792,373217,28173140
07-Jan-18 02:00:00,712845,Bad,99,1267465,8387286,6899198,274808,373351,28176632
07-Jan-18 03:00:00,712968,Bad,105,1267529,8388280,6899730,274828,373483,28179948
07-Jan-18 04:00:00,713092,Bad,83,1267591,8389254,6900207,274842,373614,28183286
07-Jan-18 05:00:00,713215,Bad,191,1267654,8390106,6900686,274866,373744,28186442
07-Jan-18 06:00:00,713340,Bad,97,1267716,8390965,6901201,274890,373882,28189588
07-Jan-18 07:00:00,713470,Bad,95,1267781,8391712,6901705,274927,374024,28192588
07-Jan-18 08:00:00,713602,Bad,109,1267845,8392622,6902209,274940,374160,28195588
07-Jan-18 09:00:00,713735,Bad,95,1267908,8393596,6902728,274959,374299,28198640
07-Jan-18 10:00:00,713865,Bad,88,1267970,8394528,6903232,274973,374435,28201740
07-Jan-18 11:00:00,713990,Bad,105,1268032,8395374,6903689,274989,374564,28204984
07-Jan-18 12:00:00,714103,Bad,100,1268094,8396208,6904132,275007,374699,28208288
07-Jan-18 13:00:00,714224,Bad,92,1268155,8397081,6904567,275036,374821,28211660
07-Jan-18 14:00:00,714337,Bad,87,1268215,8397889,6904952,275055,374944,28215076
07-Jan-18 15:00:00,714453,Bad,87,1268274,8398725,6905351,275086,375074,28218566
07-Jan-18 16:00:00,714568,Bad,246,1268333,8399628,6905759,275102,375196,28222032
07-Jan-18 17:00:00,714683,Bad,62,1268392,8400427,6906159,275115,375312,28225496
07-Jan-18 18:00:00,714796,Bad,60,1268450,8401259,6906556,275125,375431,28228952
07-Jan-18 19:00:00,714906,Bad,61,1268511,8402115,6906972,275139,375557,28232404
07-Jan-18 20:00:00,715017,Bad,165,1268571,8402973,6907387,275159,375685,28235926
07-Jan-18 21:00:00,715127,Bad,64,1268631,8403813,6907851,275192,375807,28239514
07-Jan-18 22:00:00,715237,Bad,60,1268689,8404796,6908249,275202,375920,28243092
07-Jan-18 23:00:00,715349,Bad,86,1268748,8405574,6908680,275221,376040,28246676
08-Jan-18 00:00:00,715460,Bad,76,1268806,8406208,6909071,275231,376161,28250248
08-Jan-18 01:00:00,715570,Bad,63,1268863,8406793,6909455,275238,376260,28253888
08-Jan-18 02:00:00,715675,Bad,54,1268921,8407328,6909801,275250,376347,28257492
08-Jan-18 03:00:00,715779,Bad,77,1268980,8407328,6910152,275261,376441,28261098
08-Jan-18 04:00:00,715884,Bad,94,1269037,8407328,6910518,275281,376540,28264688
08-Jan-18 05:00:00,715988,Bad,54,1269096,8407328,6910858,275292,376630,28268300
08-Jan-18 06:00:00,716094,Bad,23,1269154,8407328,6911238,275304,376723,28271866
08-Jan-18 07:00:00,716202,Bad,54,1269212,8407328,6911585,275307,376812,28275452
08-Jan-18 08:00:00,716310,Bad,50,1269272,8407328,6911963,275313,376913,28279062
08-Jan-18 09:00:00,716417,Bad,31,1269373,8407454,6912307,275329,377014,28282660
08-Jan-18 10:00:00,716519,Bad,38,1269459,8408019,6912618,275348,377122,28286272
08-Jan-18 11:00:00,716617,Bad,25,1269618,8408434,6912916,275360,377216,28289930
08-Jan-18 12:00:00,716679,Bad,45,1269800,8409104,6913205,275374,377307,28292760
08-Jan-18 13:00:00,716761,Bad,36,1269895,8409672,6913477,275393,377396,28295666
08-Jan-18 14:00:00,716819,Bad,144,1269974,8409962,6913729,275413,377479,28299412
08-Jan-18 15:00:00,716911,Bad,98,1270054,8409962,6914005,275425,377570,28303104
08-Jan-18 16:00:00,717003,Bad,45,1270116,8410553,6914282,275440,377659,28306836
08-Jan-18 17:00:00,717097,Bad,51,1270174,8411080,6914548,275459,377743,28310584
08-Jan-18 18:00:00,717191,Bad,58,1270231,8412013,6914831,275478,377822,28314288
08-Jan-18 19:00:00,717284,Bad,45,1270283,8412814,6915112,275490,377897,28318000
08-Jan-18 20:00:00,717374,Bad,39,1270335,8413779,6915405,275502,377984,28321700
08-Jan-18 21:00:00,717464,Bad,45,1270387,8414703,6915673,275511,378067,28325408
08-Jan-18 22:00:00,717553,Bad,33,1270441,8415641,6915954,275524,378149,28329090
08-Jan-18 23:00:00,717639,Bad,33,1270495,8416263,6916215,275534,378237,28332800
09-Jan-18 00:00:00,717726,Bad,39,1270545,8416860,6916499,275551,378321,28336480
09-Jan-18 01:00:00,717768,Bad,33,1270597,8417409,6916793,275553,378374,28339840
09-Jan-18 02:00:00,717793,Bad,33,1270649,8417934,6917065,275559,378428,28343440
09-Jan-18 03:00:00,717842,Bad,33,1270701,8418484,6917299,275577,378481,28347038
09-Jan-18 04:00:00,717887,Bad,39,1270753,8419073,6917552,275587,378533,28350660
09-Jan-18 05:00:00,717931,Bad,33,1270805,8419659,6917838,275601,378587,28354324
09-Jan-18 06:00:00,717972,Bad,39,1270858,8420260,6918087,275605,378641,28357952
09-Jan-18 07:00:00,718048,Bad,33,1270910,8420911,6918375,275616,378697,28361554
09-Jan-18 08:00:00,718138,Bad,40,1270961,8421653,6918683,275639,378753,28365212
09-Jan-18 09:00:00,718226,Bad,33,1271013,8422295,6918974,275655,378812,28368740
09-Jan-18 10:00:00,718309,Bad,33,1271073,8422938,6919234,275667,378868,28372330
09-Jan-18 11:00:00,718383,Bad,27,1271145,8423498,6919432,275688,378955,28375890
09-Jan-18 12:00:00,718451,Bad,27,1271205,8423994,6919641,275704,379067,28379392
09-Jan-18 13:00:00,718526,Bad,33,1271256,8424640,6919848,275708,379153,28382880
09-Jan-18 14:00:00,718597,Bad,33,1271304,8425246,6920051,275716,379241,28386362
09-Jan-18 15:00:00,718668,Bad,31,1271353,8425929,6920237,275726,379336,28389768
09-Jan-18 16:00:00,718734,Bad,18,1271401,8426550,6920440,275734,379425,28393204
09-Jan-18 17:00:00,718804,Bad,18,1271451,8427234,6920654,275751,379517,28396696
09-Jan-18 18:00:00,718875,Bad,18,1271502,8427806,6920865,275763,379611,28400306
09-Jan-18 19:00:00,718948,Bad,12,1271553,8428487,6921053,275773,379704,28403914
09-Jan-18 20:00:00,718987,Bad,33,1271603,8429150,6921258,275788,379813,28407600
09-Jan-18 21:00:00,719021,Bad,18,1271655,8429825,6921466,275799,379903,28411288
09-Jan-18 22:00:00,719044,Bad,18,1271707,8430357,6921686,275814,379996,28415012
09-Jan-18 23:00:00,719064,Bad,24,1271757,8430948,6921914,275830,380074,28418708
10-Jan-18 00:00:00,719085,Bad,24,1271810,8431467,6922139,275848,380159,28422384
10-Jan-18 01:00:00,719103,Bad,45,1271865,8432033,6922359,275858,380242,28426100
10-Jan-18 02:00:00,719124,Bad,30,1271921,8432499,6922620,275867,380324,28429796
10-Jan-18 03:00:00,719170,Bad,24,1271977,8433029,6922840,275884,380407,28433530
10-Jan-18 04:00:00,719221,Bad,18,1272031,8433527,6923083,275888,380492,28437288
10-Jan-18 05:00:00,719263,Bad,18,1272086,8434070,6923381,275898,380588,28440994
10-Jan-18 06:00:00,719303,Bad,18,1272141,8434646,6923645,275915,380700,28444646
10-Jan-18 07:00:00,719392,Bad,45,1272195,8435413,6923944,275926,380814,28448306
10-Jan-18 08:00:00,719485,Bad,24,1272255,8436150,6924333,275934,380928,28451984
10-Jan-18 09:00:00,719576,Bad,24,1272326,8436869,6924674,275951,381043,28455592
10-Jan-18 10:00:00,719661,Bad,134,1272397,8437538,6924944,275954,381152,28459148
10-Jan-18 11:00:00,719743,Bad,136,1272463,8438116,6925228,275973,381249,28462692
10-Jan-18 12:00:00,719818,Bad,148,1272535,8438757,6925479,275985,381346,28466254
10-Jan-18 13:00:00,719895,Bad,148,1272596,8439611,6925717,276003,381446,28469822
10-Jan-18 14:00:00,719969,Bad,135,1272663,8440353,6925971,276023,381538,28473390
10-Jan-18 15:00:00,720044,Bad,54,1272721,8441070,6926229,276041,381632,28477020
10-Jan-18 16:00:00,720119,Bad,18,1272776,8441709,6926453,276056,381720,28480640
10-Jan-18 17:00:00,720196,Bad,6,1272829,8442427,6926724,276067,381820,28484252
10-Jan-18 18:00:00,720276,Bad,18,1272885,8443207,6926961,276080,381911,28487860
10-Jan-18 19:00:00,720354,Bad,18,1272937,8443822,6927187,276100,382006,28491464
10-Jan-18 20:00:00,720396,Bad,12,1272989,8444393,6927387,276117,382096,28495072
10-Jan-18 21:00:00,720428,Bad,18,1273043,8444944,6927633,276134,382176,28498692
10-Jan-18 22:00:00,720452,Bad,12,1273096,8445577,6927842,276142,382258,28502292
10-Jan-18 23:00:00,720471,Bad,18,1273151,8446147,6928043,276159,382328,28505896
11-Jan-18 00:00:00,720490,Bad,18,1273203,8446816,6928263,276180,382400,28509520
11-Jan-18 01:00:00,720508,Bad,12,1273254,8447320,6928489,276183,382476,28513084
11-Jan-18 02:00:00,720528,Bad,18,1273304,8447926,6928719,276190,382555,28516690
11-Jan-18 03:00:00,720571,Bad,12,1273356,8448566,6928916,276201,382643,28520294
11-Jan-18 04:00:00,720612,Bad,18,1273409,8449142,6929120,276209,382718,28523848
11-Jan-18 05:00:00,720646,Bad,24,1273460,8449604,6929339,276213,382790,28527436
11-Jan-18 06:00:00,720679,Bad,12,1273510,8450123,6929560,276229,382881,28531046
11-Jan-18 07:00:00,720742,Bad,12,1273563,8450719,6929779,276244,382969,28534660
11-Jan-18 08:00:00,720821,Bad,12,1273614,8451298,6930003,276253,383053,28538264
11-Jan-18 09:00:00,720892,Bad,27,1273667,8451904,6930203,276276,383137,28541836
11-Jan-18 10:00:00,720957,Bad,12,1273717,8452542,6930388,276290,383221,28545358
11-Jan-18 11:00:00,721021,Bad,18,1273782,8453017,6930553,276307,383300,28548790
11-Jan-18 12:00:00,721083,Bad,12,1273856,8453540,6930708,276320,383374,28552210
11-Jan-18 13:00:00,721140,Bad,6,1273945,8453985,6930861,276327,383444,28555556
11-Jan-18 14:00:00,721195,Bad,18,1274013,8454499,6931015,276346,383518,28558552
11-Jan-18 15:00:00,721251,Bad,6,1274098,8455061,6931174,276357,383591,28561600
11-Jan-18 16:00:00,721304,Bad,12,1274155,8455565,6931317,276368,383658,28564608
11-Jan-18 17:00:00,721359,Bad,18,1274208,8456027,6931470,276377,383723,28567664
11-Jan-18 18:00:00,721412,Bad,12,1274260,8456512,6931613,276387,383782,28570728
11-Jan-18 19:00:00,721466,Bad,18,1274308,8457102,6931767,276404,383842,28573868
11-Jan-18 20:00:00,721494,Bad,6,1274360,8457615,6931937,276408,383914,28576888
11-Jan-18 21:00:00,721516,Bad,12,1274412,8458139,6932114,276430,383979,28580040
11-Jan-18 22:00:00,721535,Bad,12,1274463,8458730,6932272,276445,384040,28583166
11-Jan-18 23:00:00,721552,Bad,12,1274515,8459465,6932426,276464,384097,28586322
12-Jan-18 00:00:00,721567,Bad,12,1274567,8460181,6932605,276464,384157,28589356
12-Jan-18 01:00:00,721583,Bad,12,1274618,8460893,6932774,276478,384220,28592360
12-Jan-18 02:00:00,721599,Bad,18,1274668,8461707,6932927,276486,384278,28595368
12-Jan-18 03:00:00,721629,Bad,12,1274720,8462288,6933079,276500,384336,28598340
12-Jan-18 04:00:00,721654,Bad,6,1274769,8462997,6933247,276505,384397,28601176
12-Jan-18 05:00:00,721678,Bad,18,1274819,8463485,6933399,276514,384456,28604046
12-Jan-18 06:00:00,721701,Bad,12,1274868,8463485,6933522,276520,384523,28606992
12-Jan-18 07:00:00,721750,Bad,12,1274917,8463485,6933682,276536,384587,28610136
12-Jan-18 08:00:00,721792,Bad,6,1274963,8463485,6933837,276548,384647,28612930
12-Jan-18 09:00:00,721823,Bad,6,1275011,8463485,6933940,276557,384702,28615684
12-Jan-18 10:00:00,721851,Bad,12,1275058,8463485,6934085,276568,384752,28618208
12-Jan-18 11:00:00,721877,Bad,6,1275106,8463485,6934196,276586,384806,28620846
12-Jan-18 12:00:00,721900,Bad,6,1275175,8463485,6934283,276595,384854,28623372
12-Jan-18 13:00:00,721933,Bad,12,1275238,8463485,6934357,276601,384898,28625812
12-Jan-18 14:00:00,721963,Bad,21,1275289,8463598,6934432,276605,384947,28628344
12-Jan-18 15:00:00,721988,Bad,6,1275338,8463842,6934530,276613,384996,28630966
12-Jan-18 16:00:00,722013,Bad,12,1275383,8463842,6934605,276622,385043,28633516
12-Jan-18 17:00:00,722038,Bad,21,1275431,8463842,6934690,276632,385087,28636136
12-Jan-18 18:00:00,722064,Bad,6,1275474,8463842,6934760,276643,385129,28638624
12-Jan-18 19:00:00,722089,Bad,12,1275519,8463842,6934858,276646,385175,28641202
12-Jan-18 20:00:00,722103,Bad,6,1275564,8463842,6934942,276648,385220,28643748
12-Jan-18 21:00:00,722114,Bad,6,1275611,8463842,6935011,276660,385261,28646382
12-Jan-18 22:00:00,722123,Bad,12,1275659,8463842,6935098,276671,385304,28649170
12-Jan-18 23:00:00,722134,Bad,6,1275704,8463842,6935171,276677,385347,28651880
13-Jan-18 00:00:00,722144,Bad,6,1275750,8464554,6935271,276686,385381,28654310
13-Jan-18 01:00:00,722151,Bad,12,1275794,8471311,6935339,276699,385419,28656772
13-Jan-18 02:00:00,722159,Bad,6,1275839,8488840,6935408,276706,385465,28659244
13-Jan-18 03:00:00,722169,Bad,6,1275884,8497893,6935482,276711,385499,28661854
13-Jan-18 04:00:00,722183,Bad,6,1275931,8506527,6935547,276718,385537,28664448
13-Jan-18 05:00:00,722195,Bad,12,1275977,8513241,6935634,276721,385576,28666972
13-Jan-18 06:00:00,722205,Bad,6,1276022,8519616,6935701,276729,385617,28669444
13-Jan-18 07:00:00,722233,Bad,6,1276069,8526031,6935797,276730,385664,28672322
13-Jan-18 08:00:00,722264,Bad,6,1276118,8532304,6935921,276747,385718,28675468
13-Jan-18 09:00:00,722301,Bad,18,1276170,8538028,6936174,276757,385793,28678952
13-Jan-18 10:00:00,722339,Bad,6,1276220,8543478,6936400,276768,385872,28682408
13-Jan-18 11:00:00,722376,Bad,12,1276270,8548926,6936584,276791,385950,28685956
13-Jan-18 12:00:00,722416,Bad,12,1276325,8551546,6936867,276798,386034,28689614
13-Jan-18 13:00:00,722459,Bad,12,1276377,8552236,6937088,276808,386112,28693256
13-Jan-18 14:00:00,722506,Bad,12,1276428,8552953,6937359,276827,386191,28696760
13-Jan-18 15:00:00,722552,Bad,6,1276482,8553794,6937610,276840,386267,28700232
13-Jan-18 16:00:00,722597,Bad,18,1276536,8554633,6937835,276859,386351,28703718
13-Jan-18 17:00:00,722647,Bad,18,1276592,8555472,6938105,276881,386430,28707188
13-Jan-18 18:00:00,722705,Bad,18,1276645,8556311,6938386,276890,386522,28710722
13-Jan-18 19:00:00,722759,Bad,18,1276699,8557151,6938702,276898,386609,28714240
