,YUAG,,Berkeley,,Hopper,,304Elm,,Davenport,,38HH,,320Temple,,53Wall,,Sprague,,Malone,,Trumbull,,17HH,
Mon 01/01/18 00:00,,7929946.5,,7241231.2,,2766963.5,,1109119.8,,4306847.8,,3164052.8,,94018.2,,3024576.8,,358345.5,,6543549.3,,4441711.2,,8929603.5
Mon 01/01/18 01:00,157.1,7930103.6,69.6,7241300.8,87.6,2767051.1,4.6,1109124.4,95,4306942.8,3.1,3164055.9,1.7,94019.9,-530770.5,2493806.4,34,358379.5,111.3,6543660.7,54.6,4441765.7,-1510122.1,7419481.4
Mon 01/01/18 02:00,153.2,7930256.8,58.9,7241359.7,74.6,2767125.7,4.6,1109129,92.9,4307035.7,2.6,3164058.5,1.9,94021.8,530802.8,3024609.2,31.7,358411.2,110.2,6543770.8,52.3,4441818,1510424.2,8929905.7
Mon 01/01/18 03:00,169.3,7930426.2,63.7,7241423.3,79.7,2767205.3,4.8,1109133.8,102.2,4307137.8,3.3,3164061.8,2,94023.8,16.2,3024625.3,32.3,358443.5,121.2,6543892,60.8,4441878.8,150.2,8930055.8
Mon 01/01/18 04:00,171.8,7930598,63.2,7241486.5,78.8,2767284.2,5,1109138.8,99.8,4307237.7,3.2,3164065,1.8,94025.7,16.3,3024641.7,32.3,358475.8,118.3,6544010.3,61.5,4441940.3,149.2,8930205
Mon 01/01/18 05:00,172.2,7930770.2,63,7241549.5,79,2767363.2,4.8,1109143.7,101,4307338.7,3,3164068,2.2,94027.8,16.7,3024658.3,32.5,358508.3,120.3,6544130.7,59.2,4441999.5,149.5,8930354.5
Mon 01/01/18 06:00,168.8,7930939,63.5,7241613,80.7,2767443.8,5,1109148.7,100.8,4307439.5,3,3164071,2,94029.8,16.2,3024674.5,32.2,358540.5,119.5,6544250.2,61.7,4442061.2,149,8930503.5
Mon 01/01/18 07:00,168.8,7931107.8,63,7241676,78.7,2767522.5,5,1109153.7,100.8,4307540.3,3.5,3164074.5,2,94031.8,15.8,3024690.3,32.3,358572.8,118,6544368.2,63.3,4442124.5,149.5,8930653
Mon 01/01/18 08:00,172.2,7931280,69.8,7241745.8,80,2767602.5,4.7,1109158.3,101.5,4307641.8,3,3164077.5,2.2,94034,16.3,3024706.7,32.3,358605.2,120.8,6544489,60.3,4442184.8,150.2,8930803.2
Mon 01/01/18 09:00,201,7931481,78.7,7241824.5,80.5,2767683,5.2,1109163.5,99.5,4307741.3,3,3164080.5,2.2,94036.2,15.7,3024722.3,31.5,358636.7,125.8,6544614.8,59.7,4442244.5,154.3,8930957.5
Mon 01/01/18 10:00,245.8,7931726.8,78.3,7241902.8,78,2767761,5.3,1109168.8,100,4307841.3,3,3164083.5,2,94038.2,16,3024738.3,31,358667.7,120.2,6544735,58.3,4442302.8,154.2,8931111.7
Mon 01/01/18 11:00,222.3,7931949.2,77.7,7241980.5,77.8,2767838.8,4.5,1109173.3,100.8,4307942.2,3.2,3164086.7,2.2,94040.3,16.3,3024754.7,31,358698.7,125.8,6544860.8,58.7,4442361.5,155.2,8931266.8
Mon 01/01/18 12:00,220.2,7932169.3,78,7242058.5,81,2767919.8,5.8,1109179.2,102.8,4308045,3.3,3164090,2.2,94042.5,16.7,3024771.3,31.2,358729.8,125.5,6544986.3,61.8,4442423.3,157.7,8931424.5
Mon 01/01/18 13:00,220.7,7932390,78,7242136.5,78.3,2767998.2,5,1109184.2,105,4308150,2.7,3164092.7,1.7,94044.2,16.7,3024788,30.3,358760.2,134.2,6545120.5,62.3,4442485.7,159.5,8931584
Mon 01/01/18 14:00,198,7932588,78.5,7242215,78.5,2768076.7,4.8,1109189,105.2,4308255.2,3.3,3164096,2,94046.2,16.7,3024804.7,29.5,358789.7,132.2,6545252.7,58.5,4442544.2,162.8,8931746.8
Mon 01/01/18 15:00,196.3,7932784.3,78.7,7242293.7,77.8,2768154.5,5,1109194,106.7,4308361.8,3,3164099,2.3,94048.5,16.8,3024821.5,28.3,358818,127,6545379.7,56.2,4442600.3,168,8931914.8
Mon 01/01/18 16:00,197,7932981.3,79.3,7242373,74.7,2768229.2,4.8,1109198.8,106.2,4308468,3.3,3164102.3,2.2,94050.7,16.7,3024838.2,32,358850,131.3,6545511,56.7,4442657,172.2,8932087
Mon 01/01/18 17:00,197.5,7933178.8,78.7,7242451.7,76.8,2768306,5,1109203.8,102.2,4308570.2,3.2,3164105.5,2.2,94052.8,16.2,3024854.3,30.2,358880.2,137.5,6545648.5,58,4442715,165,8932252
Mon 01/01/18 18:00,197.2,7933376,79,7242530.7,81.7,2768387.7,4.8,1109208.7,102.7,4308672.8,3.5,3164109,2.3,94055.2,16.5,3024870.8,31.8,358912,138,6545786.5,62.7,4442777.7,167.2,8932419.2
Mon 01/01/18 19:00,178.2,7933554.2,77.8,7242608.5,80,2768467.7,5,1109213.7,104.7,4308777.5,3.5,3164112.5,2,94057.2,16.5,3024887.3,32.3,358944.3,130.3,6545916.8,64.8,4442842.5,167.2,8932586.3
Mon 01/01/18 20:00,148.8,7933703,72.5,7242681,79.2,2768546.8,4.7,1109218.3,103.2,4308880.7,3.5,3164116,2.3,94059.5,16.7,3024904,32,358976.3,124.8,6546041.7,61.3,4442903.8,163.2,8932749.5
Mon 01/01/18 21:00,148.7,7933851.7,72.3,7242753.3,80.2,2768627,4.8,1109223.2,108.2,4308988.8,3,3164119,2.2,94061.7,16.3,3024920.3,32.3,359008.7,124,6546165.7,59.8,4442963.7,160.3,8932909.8
Mon 01/01/18 22:00,147.3,7933999,66.8,7242820.2,80.8,2768707.8,4.8,1109228,110.7,4309099.5,3,3164122,2.2,94063.8,16,3024936.3,32.3,359041,123.2,6546288.8,58.7,4443022.3,159,8933068.8
Mon 01/01/18 23:00,147.2,7934146.2,64.2,7242884.3,79.2,2768787,5,1109233,102.7,4309202.2,3.5,3164125.5,2.2,94066,16,3024952.3,32.3,359073.3,127.7,6546416.5,60.3,4443082.7,160.3,8933229.2
Tue 01/02/18 00:00,148.7,7934294.8,65.7,7242950,78.8,2768865.8,4.8,1109237.8,101.2,4309303.3,3,3164128.5,1.8,94067.8,16.5,3024968.8,32.3,359105.7,128.2,6546544.7,63,4443145.7,163,8933392.2
Tue 01/02/18 01:00,147.9,7934442.7,68,7243018,85,2768950.9,4.5,1109242.3,113,4309416.4,3.5,3164132,1.1,94068.9,-482393,2542575.8,37.1,359142.8,114.2,6546658.9,63.6,4443209.3,-1371118.3,7562273.9
Tue 01/02/18 02:00,145.1,7934587.8,57,7243075,72.5,2769023.3,5.2,1109247.5,97,4309513.3,3,3164135,1.3,94070.2,482426.2,3025002,29.9,359172.7,108.5,6546767.3,55.2,4443264.5,1371420.4,8933694.3
Tue 01/02/18 03:00,147.3,7934735.2,64.3,7243139.3,80.2,2769103.5,5,1109252.5,96.2,4309609.5,3,3164138,2.2,94072.3,16.5,3025018.5,31,359203.7,140,6546907.3,58.5,4443323,153.3,8933847.7
Tue 01/02/18 04:00,129.3,7934864.5,64,7243203.3,77.3,2769180.8,4.8,1109257.3,89.7,4309699.2,3,3164141,1.8,94074.2,16.3,3025034.8,31,359234.7,125.8,6547033.2,58,4443381,155.8,8934003.5
Tue 01/02/18 05:00,128.2,7934992.7,63.2,7243266.5,77.8,2769258.7,5,1109262.3,106.3,4309805.5,3.7,3164144.7,1.8,94076,16.5,3025051.3,31.7,359266.3,122.2,6547155.3,60.8,4443441.8,153.5,8934157
Tue 01/02/18 06:00,128.3,7935121,63.7,7243330.2,77.2,2769335.8,4.8,1109267.2,102.2,4309907.7,4,3164148.7,1.8,94077.8,16,3025067.3,33,359299.3,122.7,6547278,62.2,4443504,160.5,8934317.5
Tue 01/02/18 07:00,136.8,7935257.8,63.7,7243393.8,74.7,2769410.5,5.3,1109272.5,84.3,4309992,4.3,3164153,2,94079.8,16.3,3025083.7,34,359333.3,121.5,6547399.5,59,4443563,157,8934474.5
Tue 01/02/18 08:00,161.8,7935419.7,70.3,7243464.2,81.2,2769491.7,5.5,1109278,116.7,4310108.7,4.2,3164157.2,2.2,94082,18,3025101.7,35.8,359369.2,122.5,6547522,62.7,4443625.7,161.3,8934635.8
Tue 01/02/18 09:00,202.8,7935622.5,77.8,7243542,88.5,2769580.2,6.2,1109284.2,118,4310226.7,5.3,3164162.5,2.5,94084.5,18.2,3025119.8,40.5,359409.7,131.2,6547653.2,66.2,4443691.8,168.3,8934804.2
Tue 01/02/18 10:00,264.8,7935887.3,76.7,7243618.7,93.5,2769673.7,6.3,1109290.5,118.5,4310345.2,6,3164168.5,2.7,94087.2,18.7,3025138.5,43,359452.7,136.2,6547789.3,67.2,4443759,168.8,8934973
Tue 01/02/18 11:00,287,7936174.3,80.3,7243699,95.8,2769769.5,5,1109295.5,123.8,4310469,6.7,3164175.2,2.8,94090,23,3025161.5,44.2,359496.8,144,6547933.3,68.8,4443827.8,174.5,8935147.5
Tue 01/02/18 12:00,289.8,7936464.2,80.2,7243779.2,98.8,2769868.3,6,1109301.5,137.5,4310606.5,6.5,3164181.7,3.7,94093.7,25.3,3025186.8,46.2,359543,153.5,6548086.8,68.2,4443896,176.2,8935323.7
Tue 01/02/18 13:00,293,7936757.2,80.2,7243859.3,98.8,2769967.2,6,1109307.5,123.2,4310729.7,7,3164188.7,4,94097.7,22.8,3025209.7,47,359590,156.3,6548243.2,66.2,4443962.2,173.8,8935497.5
Tue 01/02/18 14:00,292,7937049.2,79.5,7243938.8,100,2770067.2,6,1109313.5,125.8,4310855.5,8,3164196.7,2.8,94100.5,22.3,3025232,47,359637,152.5,6548395.7,66.3,4444028.5,170.5,8935668
Tue 01/02/18 15:00,297.3,7937346.5,78.7,7244017.5,101.3,2770168.5,6,1109319.5,116.8,4310972.3,7.7,3164204.3,2.8,94103.3,21,3025253,47,359684,152.2,6548547.8,67.7,4444096.2,173.3,8935841.3
Tue 01/02/18 16:00,300.7,7937647.2,78,7244095.5,99.2,2770267.7,5.3,1109324.8,114,4311086.3,7.8,3164212.2,2.5,94105.8,21,3025274,48,359732,151.2,6548699,68,4444164.2,178.7,8936020
Tue 01/02/18 17:00,302.2,7937949.3,76.2,7244171.7,92.5,2770360.2,5.7,1109330.5,102.7,4311189,6.3,3164218.5,2.3,94108.2,21,3025295,47,359779,156.2,6548855.2,68.3,4444232.5,169.5,8936189.5
Tue 01/02/18 18:00,285,7938234.3,76,7244247.7,84.3,2770444.5,5.7,1109336.2,102.2,4311291.2,5.5,3164224,2.7,94110.8,19.5,3025314.5,46,359825,155.5,6549010.7,66,4444298.5,166,8936355.5
Tue 01/02/18 19:00,208,7938442.3,76.2,7244323.8,81.8,2770526.3,5,1109341.2,102.8,4311394,4.3,3164228.3,2.2,94113,16.8,3025331.3,44,359869,145.3,6549156,64.7,4444363.2,166.3,8936521.8
Tue 01/02/18 20:00,135.7,7938578,70.7,7244394.5,81.2,2770607.5,4.8,1109346,105.8,4311499.8,3.2,3164231.5,2.3,94115.3,15.8,3025347.2,43.7,359912.7,141.3,6549297.3,63.3,4444426.5,161.3,8936683.2
Tue 01/02/18 21:00,137.5,7938715.5,71,7244465.5,82.2,2770689.7,4.8,1109350.8,111.7,4311611.5,3,3164234.5,2.7,94118,15.3,3025362.5,43,359955.7,137.3,6549434.7,63.8,4444490.3,164.2,8936847.3
Tue 01/02/18 22:00,130,7938845.5,66.2,7244531.7,82.5,2770772.2,4.8,1109355.7,104.5,4311716,3.3,3164237.8,2.2,94120.2,15.8,3025378.3,43.2,359998.8,129.3,6549564,63.3,4444553.7,156.8,8937004.2
Tue 01/02/18 23:00,131.2,7938976.7,63.3,7244595,80.7,2770852.8,5,1109360.7,103.5,4311819.5,3.2,3164241,2.7,94122.8,15.7,3025394,43.2,360042,128,6549692,61.7,4444615.3,154.3,8937158.5
Wed 01/03/18 00:00,131,7939107.7,62.7,7244657.7,81.8,2770934.7,4.7,1109365.3,103,4311922.5,3,3164244,2,94124.8,16,3025410,39.2,360081.2,127.7,6549819.7,63,4444678.3,148.2,8937306.7
Wed 01/03/18 01:00,122.6,7939230.3,71.4,7244729.1,92.9,2771027.6,4.7,1109370,99.9,4312022.4,3,3164247,1.4,94126.2,-395221,2630189,31.4,360112.6,119.8,6549939.5,-578450.1,3866228.2,-1133664.9,7803641.8
Wed 01/03/18 02:00,115,7939345.3,58.3,7244787.3,76.9,2771104.5,4.3,1109374.3,90.3,4312112.7,2.9,3164249.8,1.3,94127.5,395253,3025442,28.8,360141.3,110.4,6550049.8,578575.9,4444804.2,1133969.4,8937611.2
Wed 01/03/18 03:00,131.7,7939477,65,7244852.3,84.7,2771189.2,5.8,1109380.2,102.2,4312214.8,3.2,3164253,1.7,94129.2,15.7,3025457.7,32.5,360173.8,122.5,6550172.3,57.8,4444862,147.3,8937758.5
Wed 01/03/18 04:00,150.5,7939627.5,64.7,7244917,83.8,2771273,5,1109385.2,101.2,4312316,3,3164256,2.3,94131.5,15.5,3025473.2,32.5,360206.3,141.8,6550314.2,57.7,4444919.7,145.7,8937904.2
Wed 01/03/18 05:00,135.8,7939763.3,64.2,7244981.2,84.3,2771357.3,4.8,1109390,101.3,4312417.3,3.7,3164259.7,2,94133.5,15.5,3025488.7,32.7,360239,121.8,6550436,59.8,4444979.5,146.5,8938050.7
Wed 01/03/18 06:00,130.7,7939894,64.8,7245046,83.8,2771441.2,5,1109395,103.8,4312521.2,4.2,3164263.8,2,94135.5,15.7,3025504.3,32.5,360271.5,121.8,6550557.8,62.3,4445041.8,145.8,8938196.5
Wed 01/03/18 07:00,134.7,7940028.7,62.7,7245108.7,81.8,2771523,5.2,1109400.2,105.7,4312626.8,4.3,3164268.2,2.5,94138,16.2,3025520.5,34.3,360305.8,121.3,6550679.2,61,4445102.8,150.5,8938347
Wed 01/03/18 08:00,153.7,7940182.3,64,7245172.7,74,2771597,5.3,1109405.5,99.2,4312726,4.2,3164272.3,3,94141,18,3025538.5,33.3,360339.2,122.8,6550802,63.5,4445166.3,155.8,8938502.8
Wed 01/03/18 09:00,201.3,7940383.7,83,7245255.7,92.5,2771689.5,6,1109411.5,122.3,4312848.3,5.7,3164278,3,94144,18,3025556.5,39.5,360378.7,130.8,6550932.8,66.5,4445232.8,162.8,8938665.7
Wed 01/03/18 10:00,271.3,7940655,83.2,7245338.8,92,2771781.5,5.8,1109417.3,120.8,4312969.2,7.5,3164285.5,3,94147,18.3,3025574.8,45.8,360424.5,133.5,6551066.3,68.8,4445301.7,166,8938831.7
Wed 01/03/18 11:00,295.2,7940950.2,85,7245423.8,94,2771875.5,5.2,1109422.5,118.3,4313087.5,8.8,3164294.3,2.8,94149.8,20.5,3025595.3,47,360471.5,142.5,6551208.8,71.5,4445373.2,173.7,8939005.3
Wed 01/03/18 12:00,296.2,7941246.3,85.5,7245509.3,96.5,2771972,6,1109428.5,119,4313206.5,10.3,3164304.7,2.8,94152.7,20,3025615.3,49.5,360521,153.5,6551362.3,71,4445444.2,173.8,8939179.2
Wed 01/03/18 13:00,298.2,7941544.5,85.8,7245595.2,92.2,2772064.2,6,1109434.5,117.8,4313324.3,9.7,3164314.3,2.7,94155.3,20,3025635.3,51.7,360572.7,160.2,6551522.5,67.8,4445512,177,8939356.2
Wed 01/03/18 14:00,295.8,7941840.3,81.5,7245676.7,93.8,2772158,5.5,1109440,118.2,4313442.5,10.3,3164324.7,2.3,94157.7,19.8,3025655.2,51.8,360624.5,155.2,6551677.7,68.5,4445580.5,179.5,8939535.7
Wed 01/03/18 15:00,298,7942138.3,72,7245748.7,78.5,2772236.5,5.5,1109445.5,96.8,4313539.3,9.7,3164334.3,2.2,94159.8,19.2,3025674.3,47.2,360671.7,153,6551830.7,73.7,4445654.2,180.3,8939716
Wed 01/03/18 16:00,301.5,7942439.8,82.3,7245831,88.7,2772325.2,5.7,1109451.2,116,4313655.3,10,3164344.3,2,94161.8,18.8,3025693.2,45.3,360717,156.7,6551987.3,74.7,4445728.8,178.3,8939894.3
Wed 01/03/18 17:00,299,7942738.8,80.5,7245911.5,81.3,2772406.5,5.3,1109456.5,110.3,4313765.7,9.2,3164353.5,1.7,94163.5,19.2,3025712.3,48,360765,156.8,6552144.2,71.7,4445800.5,181.3,8940075.7
Wed 01/03/18 18:00,280,7943018.8,77.7,7245989.2,81.3,2772487.8,5.2,1109461.7,106.2,4313871.8,7,3164360.5,1.8,94165.3,17.3,3025729.7,47.3,360812.3,158,6552302.2,64.2,4445864.7,183.8,8940259.5
Wed 01/03/18 19:00,210.3,7943229.2,76.7,7246065.8,80.7,2772568.5,4.5,1109466.2,106.7,4313978.5,5.5,3164366,1.8,94167.2,16.2,3025745.8,44.7,360857,155.8,6552458,63.5,4445928.2,169.5,8940429
Wed 01/03/18 20:00,136,7943365.2,72.8,7246138.7,80,2772648.5,4.8,1109471,108,4314086.5,4,3164370,1.7,94168.8,15.8,3025761.7,44,360901,143.7,6552601.7,65.3,4445993.5,164.3,8940593.3
Wed 01/03/18 21:00,129.7,7943494.8,73,7246211.7,81.8,2772730.3,4.5,1109475.5,111.8,4314198.3,4.5,3164374.5,2,94170.8,15.3,3025777,44,360945,132.8,6552734.5,66.3,4446059.8,158.3,8940751.7
Wed 01/03/18 22:00,131.2,7943626,56.8,7246268.5,67,2772797.3,4.5,1109480,93.2,4314291.5,3.8,3164378.3,1.8,94172.7,15.2,3025792.2,41.7,360986.7,129.8,6552864.3,66,4446125.8,158,8940909.7
Wed 01/03/18 23:00,130.8,7943756.8,65,7246333.5,78.2,2772875.5,4.8,1109484.8,111.5,4314403,3.8,3164382.2,1.8,94174.5,15.3,3025807.5,39,361025.7,125.2,6552989.5,61.2,4446187,156.7,8941066.3
Thu 01/04/18 00:00,129.7,7943886.5,65.2,7246398.7,79.2,2772954.7,4.7,1109489.5,105.8,4314508.8,4.2,3164386.3,1.7,94176.2,15.5,3025823,40.7,361066.3,122.5,6553112,61.3,4446248.3,153.8,8941220.2
Thu 01/04/18 01:00,135.2,7944021.7,64.1,7246462.8,82.1,2773036.7,4.1,1109493.6,106.7,4314615.5,4.3,3164390.6,0.8,94177,-471243.9,2554579.1,33.7,361100,112.8,6553224.8,65.2,4446313.5,-1346970,7594250.2
Thu 01/04/18 02:00,125.8,7944147.5,50.7,7246513.5,71.9,2773108.7,4.2,1109497.8,92.6,4314708.2,3.7,3164394.3,0.7,94177.7,471274.4,3025853.5,28.5,361128.5,108,6553332.8,59.1,4446372.7,1347260.8,8941511
Thu 01/04/18 03:00,131,7944278.5,64,7246577.5,79.8,2773188.5,5.3,1109503.2,102.3,4314810.5,4.3,3164398.7,0.8,94178.5,15.3,3025868.8,32.2,361160.7,119.8,6553452.7,60,4446432.7,143.5,8941654.5
Thu 01/04/18 04:00,130.2,7944408.7,65.2,7246642.7,77.7,2773266.2,4.8,1109508,102.8,4314913.3,4,3164402.7,1.2,94179.7,15.5,3025884.3,32,361192.7,118.8,6553571.5,61.7,4446494.3,143.7,8941798.2
Thu 01/04/18 05:00,131.8,7944540.5,65.5,7246708.2,78.2,2773344.3,4.8,1109512.8,103.5,4315016.8,4.2,3164406.8,1.7,94181.3,15.3,3025899.7,32.3,361225,119.2,6553690.7,62.5,4446556.8,144.8,8941943
Thu 01/04/18 06:00,134.7,7944675.2,65.3,7246773.5,79.3,2773423.7,4.5,1109517.3,106,4315122.8,4.2,3164411,1.2,94182.5,15.5,3025915.2,32.2,361257.2,118.2,6553808.8,58.2,4446615,146.8,8942089.8
Thu 01/04/18 07:00,134.5,7944809.7,65.2,7246838.7,78,2773501.7,5,1109522.3,108.2,4315231,4.3,3164415.3,1.7,94184.2,15.3,3025930.5,32.3,361289.5,135.5,6553944.3,57.2,4446672.2,145.7,8942235.5
Thu 01/04/18 08:00,146.3,7944956,72.2,7246910.8,79.3,2773581,5.2,1109527.5,110.3,4315341.3,4,3164419.3,2,94186.2,15.2,3025945.7,35,361324.5,117.7,6554062,58.5,4446730.7,147.3,8942382.8
Thu 01/04/18 09:00,186.8,7945142.8,64,7246974.8,66.8,2773647.8,5.5,1109533,92.3,4315433.7,4,3164423.3,2.2,94188.3,15.3,3025961,40.8,361365.3,125.5,6554187.5,60,4446790.7,149.5,8942532.3
Thu 01/04/18 10:00,240.5,7945383.3,77,7247051.8,78.3,2773726.2,5.5,1109538.5,110,4315543.7,4,3164427.3,2.2,94190.5,15,3025976,36.5,361401.8,131.7,6554319.2,66,4446856.7,149.8,8942682.2
Thu 01/04/18 11:00,263.2,7945646.5,78.3,7247130.2,77.2,2773803.3,5.2,1109543.7,111.8,4315655.5,4,3164431.3,2,94192.5,15.3,3025991.3,43.2,361445,137.2,6554456.3,65.7,4446922.3,147,8942829.2
Thu 01/04/18 12:00,266.8,7945913.3,76.3,7247206.5,79.7,2773883,5.5,1109549.2,112.2,4315767.7,4.3,3164435.7,2,94194.5,15.8,3026007.2,43.3,361488.3,134.7,6554591,62.8,4446985.2,147,8942976.2
Thu 01/04/18 13:00,266.7,7946180,75.8,7247282.3,78.2,2773961.2,5.3,1109554.5,114.3,4315882,4.3,3164440,1.7,94196.2,15.3,3026022.5,42.8,361531.2,134,6554725,63.3,4447048.5,150.8,8943127
Thu 01/04/18 14:00,267.8,7946447.8,75.8,7247358.2,79.8,2774041,5.3,1109559.8,114.7,4315996.7,4,3164444,1.8,94198,16,3026038.5,43.2,361574.3,134.8,6554859.8,66.5,4447115,153.5,8943280.5
Thu 01/04/18 15:00,267.8,7946715.7,76.7,7247434.8,80.8,2774121.8,5.7,1109565.5,111.3,4316108,4,3164448,1.7,94199.7,15.5,3026054,43.3,361617.7,131.2,6554991,62,4447177,152.5,8943433
Thu 01/04/18 16:00,267.3,7946983,68.2,7247503,70,2774191.8,5.2,1109570.7,103,4316211,4.2,3164452.2,1.8,94201.5,15.7,3026069.7,43,361660.7,127,6555118,65.2,4447242.2,154.3,8943587.3
Thu 01/04/18 17:00,267.2,7947250.2,73.5,7247576.5,72.8,2774264.7,5.5,1109576.2,103.2,4316314.2,3.8,3164456,1.8,94203.3,15.7,3026085.3,36.3,361697,128.3,6555246.3,62,4447304.2,154.7,8943742
Thu 01/04/18 18:00,268.8,7947519,78,7247654.5,81.3,2774346,5,1109581.2,114.2,4316428.3,4.2,3164460.2,1.7,94205,16,3026101.3,44.2,361741.2,132.2,6555378.5,65.7,4447369.8,158.2,8943900.2
Thu 01/04/18 19:00,266.5,7947785.5,77.7,7247732.2,80,2774426,4.8,1109586,115.2,4316543.5,4.2,3164464.3,1.7,94206.7,15.7,3026117,44.2,361785.3,130.7,6555509.2,63.3,4447433.2,158.3,8944058.5
Thu 01/04/18 20:00,265.5,7948051,74.2,7247806.3,79.8,2774505.8,4.8,1109590.8,116.8,4316660.3,4.2,3164468.5,2,94208.7,15.5,3026132.5,44.2,361829.5,128.7,6555637.8,65.5,4447498.7,154.7,8944213.2
Thu 01/04/18 21:00,244.5,7948295.5,73.8,7247880.2,81.7,2774587.5,4.5,1109595.3,113.5,4316773.8,4.3,3164472.8,1.7,94210.3,15,3026147.5,43.8,361873.3,125,6555762.8,69.2,4447567.8,152.3,8944365.5
Thu 01/04/18 22:00,181.2,7948476.7,71,7247951.2,79,2774666.5,4.7,1109600,111.7,4316885.5,4.2,3164477,1.7,94212,15.3,3026162.8,43.8,361917.2,122.5,6555885.3,65.3,4447633.2,150.5,8944516
Thu 01/04/18 23:00,165.3,7948642,62.2,7248013.3,74.8,2774741.3,4.8,1109604.8,106,4316991.5,4.2,3164481.2,1.8,94213.8,15.5,3026178.3,43.8,361961,123,6556008.3,60,4447693.2,150,8944666
Fri 01/05/18 00:00,141.8,7948783.8,48,7248061.3,67.5,2774808.8,4.7,1109609.5,88.8,4317080.3,3.7,3164484.8,1.3,94215.2,15.5,3026193.8,37,361998,122.7,6556131,60.7,4447753.8,146,8944812
Fri 01/05/18 01:00,138.1,7948922,67.4,7248128.7,84,2774892.8,4.9,1109614.4,108.2,4317188.5,4.5,3164489.4,0.8,94216,-438248.2,2587945.6,32,362030,113,6556244,63.2,4447817,-1238413.2,7706398.8
Fri 01/05/18 02:00,124.5,7949046.5,55.3,7248184,71.9,2774964.7,4.6,1109619,91.3,4317279.8,3.6,3164493,0.7,94216.7,438279.2,3026224.8,29.3,362059.3,112.7,6556356.7,55.7,4447872.7,1238709.3,8945108.2
Fri 01/05/18 03:00,130.3,7949176.8,57.7,7248241.7,78.8,2775043.5,4.7,1109623.7,101.5,4317381.3,4,3164497,1,94217.7,14.7,3026239.5,32.2,362091.5,124.3,6556481,60.2,4447932.8,138.3,8945246.5
Fri 01/05/18 04:00,131.2,7949308,63.8,7248305.5,76.5,2775120,4.7,1109628.3,100.7,4317482,4.2,3164501.2,1.2,94218.8,15,3026254.5,32.5,362124,118.3,6556599.3,63.7,4447996.5,142.7,8945389.2
Fri 01/05/18 05:00,132.5,7949440.5,64.5,7248370,78,2775198,4.8,1109633.2,101.7,4317583.7,4.3,3164505.5,1.5,94220.3,15.2,3026269.7,32.7,362156.7,119.7,6556719,62.8,4448059.3,144.8,8945534
Fri 01/05/18 06:00,133.2,7949573.7,56.7,7248426.7,78.2,2775276.2,4.7,1109637.8,105.5,4317689.2,4.5,3164510,1.3,94221.7,15,3026284.7,34,362190.7,119.3,6556838.3,60.7,4448120,145.8,8945679.8
Fri 01/05/18 07:00,134.8,7949708.5,63.3,7248490,77,2775353.2,4.8,1109642.7,108.3,4317797.5,4.8,3164514.8,1.8,94223.5,15.2,3026299.8,34.7,362225.3,119.3,6556957.7,61,4448181,146.8,8945826.7
Fri 01/05/18 08:00,156.7,7949865.2,63.8,7248553.8,71.7,2775424.8,5.8,1109648.5,99.7,4317897.2,4.7,3164519.5,2,94225.5,17.7,3026317.5,36.2,362261.5,121.2,6557078.8,63.5,4448244.5,148.7,8945975.3
Fri 01/05/18 09:00,202.3,7950067.5,74.7,7248628.5,80.3,2775505.2,5,1109653.5,112,4318009.2,4,3164523.5,2.3,94227.8,16.7,3026334.2,37.5,362299,127,6557205.8,69.7,4448314.2,152.2,8946127.5
Fri 01/05/18 10:00,275.5,7950343,81.7,7248710.2,85,2775590.2,6,1109659.5,117.7,4318126.8,6,3164529.5,2,94229.8,17.3,3026351.5,45.5,362344.5,131.3,6557337.2,71.2,4448385.3,161.2,8946288.7
Fri 01/05/18 11:00,295.3,7950638.3,83.2,7248793.3,83.2,2775673.3,5.7,1109665.2,120.8,4318247.7,7.5,3164537,2.3,94232.2,21.7,3026373.2,46.2,362390.7,143.5,6557480.7,75.3,4448460.7,176.3,8946465
Fri 01/05/18 12:00,294.2,7950932.5,82.7,7248876,85.7,2775759,5.3,1109670.5,121.5,4318369.2,7.2,3164544.2,2.8,94235,25.8,3026399,47.3,362438,150.7,6557631.3,77.3,4448538,174,8946639
Fri 01/05/18 13:00,293.7,7951226.2,82.8,7248958.8,81.2,2775840.2,5.3,1109675.8,118.7,4318487.8,7.5,3164551.7,2.3,94237.3,26,3026425,48.3,362486.3,157.2,6557788.5,74.3,4448612.3,175.3,8946814.3
Fri 01/05/18 14:00,293.3,7951519.5,85,7249043.8,82.5,2775922.7,5.7,1109681.5,120.3,4318608.2,7.2,3164558.8,2.2,94239.5,23.5,3026448.5,48.7,362535,157.8,6557946.3,73.5,4448685.8,176.8,8946991.2
Fri 01/05/18 15:00,295.8,7951815.3,83,7249126.8,86,2776008.7,5.3,1109686.8,121.7,4318729.8,7.2,3164566,2,94241.5,23.5,3026472,48.5,362583.5,152.8,6558099.2,70.8,4448756.7,169.8,8947161
Fri 01/05/18 16:00,297.7,7952113,80.5,7249207.3,80.3,2776089,5.7,1109692.5,112,4318841.8,5.7,3164571.7,2,94243.5,22.3,3026494.3,43.2,362626.7,157.7,6558256.8,68.5,4448825.2,169.5,8947330.5
