,YUAG,,Berkeley,,Hopper,,304Elm,,Davenport,,38HH,,320Temple,,53Wall,,Sprague,,Malone,,Trumbull,,17HH,
Sun 05/27/18 23:00,113.7,8620810.5,71.8,7568187.7,80.8,3127884.3,4.8,1133902.2,110,4803550.5,2.8,3180544.5,1,100474.2,16.3,3094056,43.2,524742.7,128,7018129.5,78.8,4802391.2,138.3,9474917.5
Mon 05/28/18 00:00,112.8,8620923.3,57.2,7568244.8,79.3,3127963.7,5,1133907.2,103.8,4803654.3,2.8,3180547.3,1,100475.2,16.2,3094072.2,39.2,524781.8,131.3,7018260.8,71.2,4802462.3,133.8,9475051.3
Mon 05/28/18 01:00,107.3,8621030.6,55.1,7568299.9,79.7,3128043.3,4.5,1133911.7,99.6,4803753.9,2.7,3180550,1,100476.2,-263682.1,2830390.1,31.3,524813.2,121.5,7018382.3,72.1,4802534.4,-792061.3,8682990
Mon 05/28/18 02:00,96.4,8621127,46.1,7568346,67.5,3128110.8,4.3,1133916,82.4,4803836.3,3,3180553,1.1,100477.3,263714.7,3094104.8,27.2,524840.3,104,7018486.3,57.1,4802591.5,792308.3,9475298.3
Mon 05/28/18 03:00,112,8621239,50.5,7568396.5,77,3128187.8,4.8,1133920.8,91.7,4803928,3,3180556,1.2,100478.5,15.8,3094120.7,31.3,524871.7,119.8,7018606.2,62.2,4802653.7,123.2,9475421.5
Mon 05/28/18 04:00,118.7,8621357.7,51.3,7568447.8,78.7,3128266.5,5,1133925.8,93.3,4804021.3,2.5,3180558.5,1,100479.5,16.5,3094137.2,32,524903.7,119.3,7018725.5,61.2,4802714.8,123.5,9475545
Mon 05/28/18 05:00,120.5,8621478.2,46,7568493.8,69.8,3128336.3,5,1133930.8,83.8,4804105.2,2.8,3180561.3,1.2,100480.7,16.7,3094153.8,32.2,524935.8,119.3,7018844.8,62,4802776.8,119.5,9475664.5
Mon 05/28/18 06:00,113.8,8621592,45.7,7568539.5,71.2,3128407.5,5.3,1133936.2,84.7,4804189.8,2.7,3180564,1.2,100481.8,16.2,3094170,28.8,524964.7,139.2,7018984,66,4802842.8,123.3,9475787.8
Mon 05/28/18 07:00,113,8621705,52.8,7568592.3,77.2,3128484.7,6.3,1133942.5,101,4804290.8,2.7,3180566.7,1,100482.8,16,3094186,30.2,524994.8,117.3,7019101.3,78.3,4802921.2,123.7,9475911.5
Mon 05/28/18 08:00,119.7,8621824.7,68.3,7568660.7,75.8,3128560.5,8.8,1133951.3,114.5,4804405.3,3.3,3180570,1,100483.8,15.5,3094201.5,33.2,525028,115.8,7019217.2,83.2,4803004.3,128,9476039.5
Mon 05/28/18 09:00,157.8,8621982.5,82,7568742.7,75.7,3128636.2,8.7,1133960,113.5,4804518.8,3.7,3180573.7,2.2,100486,15.8,3094217.3,40.5,525068.5,118.8,7019336,85.3,4803089.7,129.2,9476168.7
Mon 05/28/18 10:00,182.2,8622164.7,82.5,7568825.2,76.8,3128713,8.5,1133968.5,114,4804632.8,3.7,3180577.3,1.8,100487.8,16.5,3094233.8,42,525110.5,129.5,7019465.5,85.3,4803175,134.2,9476302.8
Mon 05/28/18 11:00,182.5,8622347.2,79.2,7568904.3,74.2,3128787.2,8.7,1133977.2,111.7,4804744.5,3.7,3180581,1,100488.8,17,3094250.8,42.2,525152.7,132.8,7019598.3,85.5,4803260.5,142.8,9476445.7
Mon 05/28/18 12:00,182.2,8622529.3,70,7568974.3,65.2,3128852.3,8.5,1133985.7,93.3,4804837.8,3.2,3180584.2,1,100489.8,16.3,3094267.2,39.3,525192,135.2,7019733.5,85.2,4803345.7,144,9476589.7
Mon 05/28/18 13:00,182,8622711.3,82.7,7569057,76.2,3128928.5,8.5,1133994.2,111.8,4804949.7,3.3,3180587.5,1,100490.8,16.3,3094283.5,38.5,525230.5,145,7019878.5,84.3,4803430,146.5,9476736.2
Mon 05/28/18 14:00,181.2,8622892.5,82.3,7569139.3,75,3129003.5,8.5,1134002.7,111.3,4805061,3.3,3180590.8,1.3,100492.2,16.3,3094299.8,42,525272.5,144,7020022.5,84.2,4803514.2,142.7,9476878.8
Mon 05/28/18 15:00,181.7,8623074.2,84.2,7569223.5,76,3129079.5,8.8,1134011.5,111.5,4805172.5,3.3,3180594.2,1,100493.2,16.8,3094316.7,42.3,525314.8,141.7,7020164.2,85.8,4803600,143.5,9477022.3
Mon 05/28/18 16:00,182,8623256.2,82,7569305.5,77.2,3129156.7,8.5,1134020,111.2,4805283.7,3.3,3180597.5,1,100494.2,17.2,3094333.8,42.7,525357.5,143.8,7020308,85.7,4803685.7,144.3,9477166.7
Mon 05/28/18 17:00,182.3,8623438.5,83.5,7569389,77.7,3129234.3,8.7,1134028.7,112.8,4805396.5,3.2,3180600.7,1.2,100495.3,16.2,3094350,42.2,525399.7,146.3,7020454.3,83.3,4803769,142.5,9477309.2
Mon 05/28/18 18:00,174.2,8623612.7,75.7,7569464.7,67.7,3129302,8.7,1134037.3,101.2,4805497.7,3.2,3180603.8,1,100496.3,16.8,3094366.8,42.8,525442.5,134.5,7020588.8,84.5,4803853.5,146,9477455.2
Mon 05/28/18 19:00,144.8,8623757.5,79,7569543.7,72.3,3129374.3,8.3,1134045.7,107,4805604.7,3.2,3180607,1.2,100497.5,16.3,3094383.2,35,525477.5,127.2,7020716,85.5,4803939,148,9477603.2
Mon 05/28/18 20:00,116.3,8623873.8,77.8,7569621.5,78.3,3129452.7,7.7,1134053.3,113.3,4805718,3.3,3180610.3,1,100498.5,16.3,3094399.5,42.5,525520,129.3,7020845.3,88.2,4804027.2,140,9477743.2
Mon 05/28/18 21:00,111.2,8623985,78.7,7569700.2,76.3,3129529,5.2,1134058.5,116,4805834,3.2,3180613.5,1.2,100499.7,15.7,3094415.2,42.5,525562.5,133,7020978.3,84.2,4804111.3,137.3,9477880.5
Mon 05/28/18 22:00,111.8,8624096.8,82.3,7569782.5,76.8,3129605.8,5.5,1134064,115.5,4805949.5,3,3180616.5,1,100500.7,16.8,3094432,43,525605.5,130.2,7021108.5,75.2,4804186.5,139,9478019.5
Mon 05/28/18 23:00,111.5,8624208.3,72.3,7569854.8,78,3129683.8,4.8,1134068.8,109.5,4806059,3,3180619.5,1.2,100501.8,16.7,3094448.7,43.3,525648.8,121.7,7021230.2,72.2,4804258.7,134.2,9478153.7
Tue 05/29/18 00:00,111.5,8624319.8,50.2,7569905,68.7,3129752.5,4.5,1134073.3,94,4806153,2.5,3180622,1,100502.8,16.8,3094465.5,38.7,525687.5,122,7021352.2,68,4804326.7,130,9478283.7
Tue 05/29/18 01:00,105.1,8624425,54.4,7569959.4,78.9,3129831.4,4.7,1134078.1,101.6,4806254.6,2.9,3180624.9,1.2,100504,-360320.9,2734144.6,29.9,525717.4,129.5,7021481.7,68.5,4804395.2,-1081094,8397189.7
Tue 05/29/18 02:00,97.9,8624522.8,45.5,7570004.8,73.6,3129905,4.1,1134082.2,83.4,4806338,2.6,3180627.5,1.2,100505.2,360352.4,3094497,27.7,525745.2,115.3,7021597,57.1,4804452.3,1081329.7,9478519.3
Tue 05/29/18 03:00,123.8,8624646.7,48.2,7570053,78.5,3129983.5,5.2,1134087.3,91.7,4806429.7,3.3,3180630.8,1.2,100506.3,15.7,3094512.7,32.3,525777.5,120.8,7021717.8,59.5,4804511.8,120.5,9478639.8
Tue 05/29/18 04:00,118.3,8624765,48.3,7570101.3,78.5,3130062,5.3,1134092.7,91.8,4806521.5,2.7,3180633.5,1.2,100507.5,15.8,3094528.5,32.5,525810,120.8,7021838.7,58.7,4804570.5,121.8,9478761.7
Tue 05/29/18 05:00,111.2,8624876.2,47.3,7570148.7,77.8,3130139.8,4.5,1134097.2,91.2,4806612.7,3.5,3180637,1.2,100508.7,16.2,3094544.7,32.3,525842.3,118,7021956.7,59.5,4804630,116.5,9478878.2
Tue 05/29/18 06:00,110.7,8624986.8,42.5,7570191.2,71,3130210.8,4.8,1134102,85.5,4806698.2,3.7,3180640.7,1.2,100509.8,18,3094562.7,31.7,525874,116.2,7022072.8,63.3,4804693.3,117.2,9478995.3
Tue 05/29/18 07:00,116.5,8625103.3,49.2,7570240.3,70.7,3130281.5,6.2,1134108.2,93.5,4806791.7,3.5,3180644.2,1,100510.8,19.5,3094582.2,28.2,525902.2,115.5,7022188.3,75.5,4804768.8,123.3,9479118.7
Tue 05/29/18 08:00,139.5,8625242.8,72.2,7570312.5,78.7,3130360.2,8.7,1134116.8,114.5,4806906.2,5.2,3180649.3,1,100511.8,19.3,3094601.5,35.5,525937.7,123.2,7022311.5,77.2,4804846,132.8,9479251.5
Tue 05/29/18 09:00,202.7,8625445.5,83.2,7570395.7,79.7,3130439.8,8.7,1134125.5,118,4807024.2,5.5,3180654.8,1.8,100513.7,19,3094620.5,42.2,525979.8,141.7,7022453.2,80.5,4804926.5,135.5,9479387
Tue 05/29/18 10:00,265.8,8625711.3,82.8,7570478.5,81,3130520.8,9,1134134.5,115.8,4807140,6.7,3180661.5,2.2,100515.8,22.7,3094643.2,47.5,526027.3,156.8,7022610,80.5,4805007,146.3,9479533.3
Tue 05/29/18 11:00,290.7,8626002,81.3,7570559.8,83,3130603.8,9,1134143.5,116.2,4807256.2,7.5,3180669,1.8,100517.7,24.8,3094668,59.7,526087,168.2,7022778.2,80.8,4805087.8,159.3,9479692.7
Tue 05/29/18 12:00,288.2,8626290.2,79.5,7570639.3,81.3,3130685.2,9,1134152.5,113.5,4807369.7,8.5,3180677.5,1.8,100519.5,25.3,3094693.3,65.5,526152.5,168.8,7022947,80.7,4805168.5,165,9479857.7
Tue 05/29/18 13:00,289.7,8626579.8,68.8,7570708.2,72.3,3130757.5,9,1134161.5,103.2,4807472.8,7.5,3180685,1.3,100520.8,26.5,3094719.8,56.7,526209.2,168,7023115,79.5,4805248,171.8,9480029.5
Tue 05/29/18 14:00,289.5,8626869.3,79.8,7570788,83.3,3130840.8,9,1134170.5,116.8,4807589.7,9.2,3180694.2,1.5,100522.3,26.3,3094746.2,62.7,526271.8,165.8,7023280.8,79.2,4805327.2,168,9480197.5
Tue 05/29/18 15:00,290,8627159.3,81,7570869,86,3130926.8,9,1134179.5,120.5,4807710.2,8.8,3180703,1.5,100523.8,25.3,3094771.5,64.3,526336.2,161.3,7023442.2,80.7,4805407.8,166,9480363.5
Tue 05/29/18 16:00,290.3,8627449.7,82,7570951,88,3131014.8,9,1134188.5,118.3,4807828.5,8.7,3180711.7,1.5,100525.3,25,3094796.5,63.3,526399.5,162,7023604.2,81.3,4805489.2,167.8,9480531.3
Tue 05/29/18 17:00,289,8627738.7,82.7,7571033.7,84.7,3131099.5,8.8,1134197.3,118.2,4807946.7,8.8,3180720.5,1.3,100526.7,24.5,3094821,61.8,526461.3,161.2,7023765.3,78.7,4805567.8,163.7,9480695
Tue 05/29/18 18:00,278.2,8628016.8,80.5,7571114.2,81.7,3131181.2,8.7,1134206,115.7,4808062.3,7.5,3180728,1.3,100528,24,3094845,49,526510.3,155.7,7023921,77.8,4805645.7,159.8,9480854.8
Tue 05/29/18 19:00,209.3,8628226.2,67.8,7571182,72,3131253.2,8.5,1134214.5,102.5,4808164.8,5,3180733,1.7,100529.7,21.8,3094866.8,39.8,526550.2,154,7024075,82.3,4805728,151,9481005.8
Tue 05/29/18 20:00,121.5,8628347.7,63.5,7571245.5,78.3,3131331.5,7.5,1134222,109.7,4808274.5,4.5,3180737.5,1.3,100531,20,3094886.8,36.8,526587,140,7024215,84.2,4805812.2,144.8,9481150.7
Tue 05/29/18 21:00,112.5,8628460.2,71.5,7571317,83.2,3131414.7,5.5,1134227.5,117.5,4808392,4.8,3180742.3,1.3,100532.3,19.3,3094906.2,41,526628,134.7,7024349.7,82.2,4805894.3,140,9481290.7
Tue 05/29/18 22:00,111.5,8628571.7,72.8,7571389.8,80.2,3131494.8,5.3,1134232.8,113.8,4808505.8,4.3,3180746.7,1.3,100533.7,19.3,3094925.5,41.5,526669.5,139.3,7024489,77,4805971.3,137.5,9481428.2
Tue 05/29/18 23:00,111.3,8628683,66.2,7571456,80,3131574.8,4.8,1134237.7,108.3,4808614.2,4.3,3180751,1.5,100535.2,19.7,3094945.2,42,526711.5,137.2,7024626.2,75.3,4806046.7,132.3,9481560.5
Wed 05/30/18 00:00,110.8,8628793.8,54.7,7571510.7,78.5,3131653.3,4.5,1134242.2,99.5,4808713.7,4.3,3180755.3,1.3,100536.5,18.3,3094963.5,39.2,526750.7,133.7,7024759.8,67.3,4806114,128.8,9481689.3
Wed 05/30/18 01:00,117.4,8628911.3,50.7,7571561.4,73.5,3131726.8,4.5,1134246.7,91.3,4808804.9,4,3180759.3,1.4,100537.9,16.3,3094979.8,31.4,526782.1,121.2,7024881,68.6,4806182.6,117.9,9481807.2
Wed 05/30/18 02:00,104.4,8629015.7,44.4,7571605.8,65.7,3131792.5,4.3,1134251,78.7,4808883.7,3.7,3180763,1.1,100539,15.7,3094995.5,26.1,526808.2,113.7,7024994.7,56.2,4806238.8,107.4,9481914.7
Wed 05/30/18 03:00,112.7,8629128.3,50,7571655.8,78,3131870.5,4.8,1134255.8,91.8,4808975.5,4,3180767,1.5,100540.5,18,3095013.5,31.8,526840,136.7,7025131.3,60.2,4806299,119.3,9482034
Wed 05/30/18 04:00,110.8,8629239.2,49.8,7571705.7,78.8,3131949.3,4.7,1134260.5,91,4809066.5,4.3,3180771.3,1.3,100541.8,17.5,3095031,32,526872,127.3,7025258.7,59.7,4806358.7,116.7,9482150.7
Wed 05/30/18 05:00,110.5,8629349.7,49.2,7571754.8,77.3,3132026.7,4.7,1134265.2,91.7,4809158.2,4.3,3180775.7,1.5,100543.3,17.5,3095048.5,32.3,526904.3,119.2,7025377.8,59.5,4806418.2,116.7,9482267.3
Wed 05/30/18 06:00,109.5,8629459.2,48.5,7571803.3,77,3132103.7,5.7,1134270.8,92.8,4809251,5.2,3180780.8,1.5,100544.8,18.7,3095067.2,34.2,526938.5,116.7,7025494.5,64.8,4806483,118.7,9482386
Wed 05/30/18 07:00,117.7,8629576.8,53.2,7571856.5,76.7,3132180.3,6.3,1134277.2,109.7,4809360.7,5,3180785.8,1.5,100546.3,19.2,3095086.3,31.7,526970.2,120.7,7025615.2,76.2,4806559.2,124.2,9482510.2
Wed 05/30/18 08:00,138.8,8629715.7,52.8,7571909.3,71.2,3132251.5,8.3,1134285.5,114.7,4809475.3,5.2,3180791,1.3,100547.7,19.5,3095105.8,31.5,527001.7,125.5,7025740.7,79.5,4806638.7,129.5,9482639.7
Wed 05/30/18 09:00,185,8629900.7,73,7571982.3,85.2,3132336.7,8.7,1134294.2,133,4809608.3,5,3180796,1.5,100549.2,20.2,3095126,38.2,527039.8,152,7025892.7,84.2,4806722.8,134,9482773.7
Wed 05/30/18 10:00,262,8630162.7,85.8,7572068.2,95.2,3132431.8,8.8,1134303,138.5,4809746.8,6.8,3180802.8,1.5,100550.7,24.2,3095150.2,46.2,527086,163.5,7026056.2,84,4806806.8,141.8,9482915.5
Wed 05/30/18 11:00,286,8630448.7,85.3,7572153.5,96.7,3132528.5,9.2,1134312.2,138.8,4809885.7,7.8,3180810.7,1.7,100552.3,26.3,3095176.5,48,527134,170.8,7026227,84.2,4806891,153.5,9483069
Wed 05/30/18 12:00,285.5,8630734.2,83.2,7572236.7,95,3132623.5,9.5,1134321.7,138.2,4810023.8,8.2,3180818.8,1.3,100553.7,25.2,3095201.7,49.2,527183.2,176.2,7026403.2,80.8,4806971.8,160.8,9483229.8
Wed 05/30/18 13:00,287.2,8631021.3,81.8,7572318.5,93,3132716.5,9.3,1134331,141,4810164.8,7.8,3180826.7,1.7,100555.3,25.5,3095227.2,56.7,527239.8,176.3,7026579.5,83,4807054.8,163.2,9483393
Wed 05/30/18 14:00,286.2,8631307.5,80.3,7572398.8,91.7,3132808.2,9.5,1134340.5,144,4810308.8,8.3,3180835,1.3,100556.7,25,3095252.2,64.7,527304.5,171.2,7026750.7,84.5,4807139.3,164.7,9483557.7
Wed 05/30/18 15:00,288.8,8631596.3,72.5,7572471.3,81.5,3132889.7,9.3,1134349.8,125.3,4810434.2,7.8,3180842.8,1.5,100558.2,25.3,3095277.5,48.7,527353.2,174.5,7026925.2,85.3,4807224.7,162.8,9483720.5
Wed 05/30/18 16:00,288.2,8631884.5,80.8,7572552.2,92.2,3132981.8,9.3,1134359.2,128,4810562.2,7.3,3180850.2,1.3,100559.5,25,3095302.5,45,527398.2,172.8,7027098,82.7,4807307.3,165.5,9483886
Wed 05/30/18 17:00,287.7,8632172.2,81.8,7572634,95.3,3133077.2,8.8,1134368,121.8,4810684,7.8,3180858,1.3,100560.8,26.3,3095328.8,53.5,527451.7,173,7027271,82.7,4807390,164.5,9484050.5
Wed 05/30/18 18:00,271.2,8632443.3,81,7572715,87,3133164.2,9,1134377,113.7,4810797.7,6.5,3180864.5,1.5,100562.3,23,3095351.8,46.3,527498,171.7,7027442.7,82.5,4807472.5,158.7,9484209.2
Wed 05/30/18 19:00,205,8632648.3,77.2,7572792.2,81.5,3133245.7,8.7,1134385.7,114.5,4810912.2,5.5,3180870,1.3,100563.7,20.5,3095372.3,44.7,527542.7,167.8,7027610.5,82.7,4807555.2,153.3,9484362.5
Wed 05/30/18 20:00,121.2,8632769.5,68.2,7572860.3,80.7,3133326.3,7.8,1134393.5,115.5,4811027.7,4.3,3180874.3,1.5,100565.2,21.3,3095393.7,44,527586.7,156.3,7027766.8,82.8,4807638,145.2,9484507.7
Wed 05/30/18 21:00,114.2,8632883.7,69.7,7572930,78.8,3133405.2,5.5,1134399,111.2,4811138.8,4.5,3180878.8,1.3,100566.5,19,3095412.7,44.2,527630.8,140,7027906.8,83,4807721,136.7,9484644.3
Wed 05/30/18 22:00,112.5,8632996.2,59.2,7572989.2,66.5,3133471.7,5.3,1134404.3,92.5,4811231.3,3.8,3180882.7,1.2,100567.7,19.7,3095432.3,41.8,527672.7,134,7028040.8,81,4807802,139.2,9484783.5
Wed 05/30/18 23:00,111.8,8633108,66.8,7573056,80.5,3133552.2,4.8,1134409.2,107.8,4811339.2,4.3,3180887,1.5,100569.2,17.2,3095449.5,42.8,527715.5,139.3,7028180.2,73.2,4807875.2,136.3,9484919.8
Thu 05/31/18 00:00,111.3,8633219.3,54.5,7573110.5,78.8,3133631,4.8,1134414,101,4811440.2,4.3,3180891.3,1.5,100570.7,18,3095467.5,43.2,527758.7,139,7028319.2,68.2,4807943.3,132.8,9485052.7
Thu 05/31/18 01:00,105.1,8633324.4,56.3,7573166.8,85.6,3133716.6,4.5,1134418.5,103.6,4811543.8,4.7,3180896.1,1.2,100571.9,-368253.2,2727214.3,37.5,527796.2,130.3,7028449.5,70,4808013.3,-1100159.2,8384893.4
Thu 05/31/18 02:00,96.3,8633420.7,45.9,7573212.7,73.3,3133789.8,4.4,1134422.8,80.7,4811624.5,3.9,3180900,1.1,100573,368290.2,3095504.5,30.7,527826.8,110.3,7028559.8,61.2,4808074.5,1100423.6,9485317
Thu 05/31/18 03:00,115.7,8633536.3,48.8,7573261.5,79.8,3133869.7,4.8,1134427.7,89.7,4811714.2,4.5,3180904.5,1.3,100574.3,17.8,3095522.3,34.8,527861.7,119.8,7028679.7,62.8,4808137.3,124,9485441
Thu 05/31/18 04:00,121.2,8633657.5,49.2,7573310.7,79.2,3133948.8,5,1134432.7,89.5,4811803.7,4.3,3180908.8,1.3,100575.7,17,3095539.3,35.2,527896.8,119.2,7028798.8,60.7,4808198,125.5,9485566.5
Thu 05/31/18 05:00,109.2,8633766.7,48.5,7573359.2,78.3,3134027.2,4.8,1134437.5,88.7,4811892.3,4.5,3180913.3,1.7,100577.3,16.8,3095556.2,35.7,527932.5,130.5,7028929.3,60,4808258,121.8,9485688.3
Thu 05/31/18 06:00,109.7,8633876.3,44,7573403.2,71.7,3134098.8,4.8,1134442.3,83.7,4811976,5,3180918.3,1.2,100578.5,18.2,3095574.3,35.7,527968.2,131.7,7029061,64.3,4808322.3,125.7,9485814
Thu 05/31/18 07:00,119.8,8633996.2,47.3,7573450.5,72.3,3134171.2,7,1134449.3,93.5,4812069.5,4.2,3180922.5,1.2,100579.7,18.3,3095592.7,30.3,527998.5,122.8,7029183.8,79.2,4808401.5,136.3,9485950.3
Thu 05/31/18 08:00,142.3,8634138.5,65.8,7573516.3,86.2,3134257.3,8.7,1134458,126.7,4812196.2,5,3180927.5,1.5,100581.2,19.2,3095611.8,35,528033.5,125.2,7029309,83.5,4808485,139.2,9486089.5
Thu 05/31/18 09:00,188.8,8634327.3,86.5,7573602.8,90.5,3134347.8,8.8,1134466.8,133.3,4812329.5,6,3180933.5,1.7,100582.8,19.2,3095631,44.3,528077.8,149.7,7029458.7,82.2,4808567.2,139.3,9486228.8
Thu 05/31/18 10:00,250.8,8634578.2,88.2,7573691,94.8,3134442.7,8.8,1134475.7,128.5,4812458,6.5,3180940,1.8,100584.7,21.2,3095652.2,47.3,528125.2,162.2,7029620.8,83,4808650.2,156.2,9486385
Thu 05/31/18 11:00,279.2,8634857.3,88,7573779,99.5,3134542.2,8.8,1134484.5,129.8,4812587.8,7.3,3180947.3,1.7,100586.3,23.8,3095676,49,528174.2,172.5,7029793.3,80.5,4808730.7,159.8,9486544.8
Thu 05/31/18 12:00,288.7,8635146,90,7573869,102,3134644.2,9.5,1134494,140.7,4812728.5,8.3,3180955.7,1.3,100587.7,25.5,3095701.5,58.5,528232.7,175,7029968.3,82.7,4808813.3,162.3,9486707.2
Thu 05/31/18 13:00,294.8,8635440.8,78.5,7573947.5,84.2,3134728.3,9.3,1134503.3,119.7,4812848.2,7.5,3180963.2,1.8,100589.5,26.5,3095728,64,528296.7,178,7030146.3,83.8,4808897.2,162.3,9486869.5
Thu 05/31/18 14:00,302.2,8635743,89,7574036.5,98.8,3134827.2,9.7,1134513,144.3,4812992.5,7.5,3180970.7,1.5,100591,25.5,3095753.5,59.5,528356.2,172.5,7030318.8,82.7,4808979.8,162.5,9487032
Thu 05/31/18 15:00,302,8636045,100.8,7574137.3,98.5,3134925.7,9.5,1134522.5,148.7,4813141.2,8,3180978.7,1.5,100592.5,24.8,3095778.3,68.5,528424.7,177.3,7030496.2,83.8,4809063.7,165.3,9487197.3
Thu 05/31/18 16:00,304.7,8636349.7,99,7574236.3,99.5,3135025.2,9.5,1134532,146.8,4813288,8.3,3180987,1.8,100594.3,25,3095803.3,70.8,528495.5,177.2,7030673.3,82.2,4809145.8,167.7,9487365
Thu 05/31/18 17:00,302.3,8636652,87.7,7574324,93,3135118.2,8.8,1134540.8,149.3,4813437.3,8.5,3180995.5,1.3,100595.7,26.3,3095829.7,82,528577.5,173.3,7030846.7,80,4809225.8,164.2,9487529.2
Thu 05/31/18 18:00,301.7,8636953.7,86,7574410,89,3135207.2,8.7,1134549.5,155.2,4813592.5,7.7,3181003.2,1.3,100597,25.3,3095855,69.7,528647.2,169,7031015.7,81.2,4809307,161,9487690.2
Thu 05/31/18 19:00,288.8,8637242.5,71.3,7574481.3,76,3135283.2,9,1134558.5,142.2,4813734.7,5.5,3181008.7,1.3,100598.3,25.5,3095880.5,46.2,528693.3,159,7031174.7,79.5,4809386.5,155.7,9487845.8
Thu 05/31/18 20:00,284.3,8637526.8,65.8,7574547.2,80.2,3135363.3,7.7,1134566.2,150.2,4813884.8,4.8,3181013.5,1.3,100599.7,25.5,3095906,36.8,528730.2,147.5,7031322.2,87.2,4809473.7,147,9487992.8
Thu 05/31/18 21:00,248.8,8637775.7,71.5,7574618.7,80.5,3135443.8,5.3,1134571.5,147.3,4814032.2,5.2,3181018.7,1.5,100601.2,21.7,3095927.7,42.5,528772.7,130.5,7031452.7,88.3,4809562,141.5,9488134.3
Thu 05/31/18 22:00,190.7,8637966.3,71.3,7574690,80.7,3135524.5,5.5,1134577,148.3,4814180.5,5.8,3181024.5,1.3,100602.5,21.3,3095949,43.2,528815.8,131.2,7031583.8,75.5,4809637.5,141,9488275.3
Thu 05/31/18 23:00,183,8638149.3,68.3,7574758.3,85.5,3135610,4.8,1134581.8,145.5,4814326,5.3,3181029.8,1.3,100603.8,21.5,3095970.5,43.3,528859.2,132.8,7031716.7,72,4809709.5,146,9488421.3
Fri 06/01/18 00:00,155.7,8638305,55.3,7574813.7,83.7,3135693.7,5,1134586.8,135.8,4814461.8,5.7,3181035.5,1.5,100605.3,20.2,3095990.7,39.3,528898.5,133.7,7031850.3,66.7,4809776.2,135.3,9488556.7
Fri 06/01/18 01:00,135.1,8638440.1,56.9,7574870.6,78.8,3135772.5,4.3,1134591.1,122,4814583.9,5.6,3181041.1,1.3,100606.6,20.7,3096011.4,31.4,528929.9,122.8,7031973.1,65,4809841.2,129.8,9488686.4
Fri 06/01/18 02:00,103.4,8638543.5,47.1,7574917.7,73.3,3135845.8,4.2,1134595.3,101.3,4814685.2,4.5,3181045.7,1.2,100607.8,17.6,3096029,28.8,528958.7,111.4,7032084.5,56.3,4809897.5,116.2,9488802.7
Fri 06/01/18 03:00,113.8,8638657.3,50,7574967.7,82.7,3135928.5,5,1134600.3,109,4814794.2,5.7,3181051.3,1.5,100609.3,19.3,3096048.3,31.7,528990.3,121.8,7032206.3,61.5,4809959,121.3,9488924
Fri 06/01/18 04:00,114,8638771.3,46.5,7575014.2,78.2,3136006.7,4.8,1134605.2,106,4814900.2,5.2,3181056.5,1.2,100610.5,18.8,3096067.2,32.3,529022.7,121.2,7032327.5,60.5,4810019.5,124.2,9489048.2
Fri 06/01/18 05:00,115,8638886.3,42.8,7575057,72.7,3136079.3,4.8,1134610,93.5,4814993.7,5,3181061.5,1.7,100612.2,19.5,3096086.7,28.8,529051.5,119.2,7032446.7,60,4810079.5,125.5,9489173.7
Fri 06/01/18 06:00,113.2,8638999.5,48,7575105,80.5,3136159.8,4.8,1134614.8,119.2,4815112.8,5.3,3181066.8,1.2,100613.3,19.5,3096106.2,30.7,529082.2,118.2,7032564.8,62,4810141.5,131.2,9489304.8
Fri 06/01/18 07:00,117.3,8639116.8,52.3,7575157.3,79.7,3136239.5,5.7,1134620.5,136.7,4815249.5,5.7,3181072.5,1.3,100614.7,21.8,3096128,31.7,529113.8,117.8,7032682.7,74.5,4810216,132.5,9489437.3
Fri 06/01/18 08:00,145.8,8639262.7,66.5,7575223.8,83.5,3136323,8.5,1134629,148.3,4815397.8,5.8,3181078.3,1.3,100616,21.5,3096149.5,34.2,529148,118.2,7032800.8,78.7,4810294.7,135.2,9489572.5
Fri 06/01/18 09:00,191,8639453.7,82.2,7575306,85.2,3136408.2,8.8,1134637.8,151,4815548.8,6.2,3181084.5,1.5,100617.5,19.7,3096169.2,42.5,529190.5,135.2,7032936,81.2,4810375.8,139.3,9489711.8
Fri 06/01/18 10:00,263.7,8639717.3,83.7,7575389.7,88,3136496.2,8.7,1134646.5,152.5,4815701.3,7.2,3181091.7,1.5,100619,21.8,3096191,46.5,529237,148,7033084,80.8,4810456.7,151.5,9489863.3
Fri 06/01/18 11:00,292.8,8640010.2,69.8,7575459.5,77.7,3136573.8,9,1134655.5,133,4815834.3,7.5,3181099.2,1.5,100620.5,25,3096216,46.7,529283.7,155.7,7033239.7,80.7,4810537.3,158.3,9490021.7
Fri 06/01/18 12:00,299.2,8640309.3,79,7575538.5,94,3136667.8,8.5,1134664,149.8,4815984.2,8.3,3181107.5,1.5,100622,22.5,3096238.5,42.3,529326,158.3,7033398,81,4810618.3,165.7,9490187.3
Fri 06/01/18 13:00,319.3,8640628.7,82.3,7575620.8,100.5,3136768.3,9,1134673,152.8,4816137,9,3181116.5,1.5,100623.5,22.8,3096261.3,49.7,529375.7,157.3,7033555.3,97,4810715.3,165.5,9490352.8
Fri 06/01/18 14:00,325.5,8640954.2,82.2,7575703,96.8,3136865.2,9,1134682,152.2,4816289.2,8.5,3181125,1.7,100625.2,23.7,3096285,49.8,529425.5,183.3,7033738.7,83.5,4810798.8,167.2,9490520
