Date,Hour Ending,Day Ahead LMP,Real Time LMP
5/20/18,23,21.93,19.75
5/20/18,24,25.6,16.99
5/21/18,1,21.09,17.73
5/21/18,2,18.89,7.06
5/21/18,3,15.92,13.94
5/21/18,4,13.28,-6.85
5/21/18,5,16.51,-26.06
5/21/18,6,19.41,4.95
5/21/18,7,20.55,11.01
5/21/18,8,21.52,18.4
5/21/18,9,18.76,19.08
5/21/18,10,20.29,19.21
5/21/18,11,22.17,18.83
5/21/18,12,24.26,19.16
5/21/18,13,25.71,17.52
5/21/18,14,25.86,16.53
5/21/18,15,27.31,17.16
5/21/18,16,30.22,-6.43
5/21/18,17,32.05,16.18
5/21/18,18,35.16,20.5
5/21/18,19,29.38,19.65
5/21/18,20,28.55,18.81
5/21/18,21,30.23,19.54
5/21/18,22,23.64,18.78
5/21/18,23,21.98,-1.21
5/21/18,24,20.6,-10.01
5/22/18,1,16.93,25.04
5/22/18,2,11.58,19.08
5/22/18,3,10.13,19.6
5/22/18,4,11.59,21.33
5/22/18,5,11.17,20.78
5/22/18,6,15.09,30.58
5/22/18,7,22.49,15.47
5/22/18,8,22.77,23.94
5/22/18,9,21.85,22.97
5/22/18,10,22.19,31.67
5/22/18,11,24.35,33.94
5/22/18,12,27.77,26.21
5/22/18,13,28.14,31.49
5/22/18,14,27.43,51.59
5/22/18,15,23.91,27.53
5/22/18,16,24.5,21.18
5/22/18,17,28.6,22.25
5/22/18,18,27.63,20.9
5/22/18,19,27.71,20.82
5/22/18,20,27.73,22.02
5/22/18,21,28,32.67
5/22/18,22,22.39,21.78
5/22/18,23,21.11,18.76
5/22/18,24,17.98,-11.64
5/23/18,1,15.42,15.6
5/23/18,2,10.62,15.55
5/23/18,3,10.63,16.46
5/23/18,4,10.61,15.58
5/23/18,5,15.36,15.75
5/23/18,6,16.82,15.99
5/23/18,7,20.88,16.4
5/23/18,8,20.92,19.63
5/23/18,9,20.03,21.06
5/23/18,10,20.69,23
5/23/18,11,22.61,22.12
5/23/18,12,21.93,18.47
5/23/18,13,20.45,17.98
5/23/18,14,22.23,18.46
5/23/18,15,24.87,20.05
5/23/18,16,27.15,20.67
5/23/18,17,32.26,20.93
5/23/18,18,30.84,34.36
5/23/18,19,32.16,52.54
5/23/18,20,31.45,40.27
5/23/18,21,29.27,41.15
5/23/18,22,25.05,40.5
5/23/18,23,20.31,29.66
5/23/18,24,20.2,26.36
5/24/18,1,17,23.99
5/24/18,2,16.75,20.7
5/24/18,3,11.05,20.84
5/24/18,4,10.69,20.57
5/24/18,5,14.11,20.56
5/24/18,6,16.49,20.26
5/24/18,7,22.67,20.11
5/24/18,8,26.66,36.99
5/24/18,9,20.86,39.27
5/24/18,10,21.15,46.12
5/24/18,11,20.83,20.99
5/24/18,12,23.15,19.32
5/24/18,13,25.38,20.47
5/24/18,14,28.18,20.86
5/24/18,15,28.14,20.79
5/24/18,16,30.82,26.47
5/24/18,17,30.95,40.05
5/24/18,18,31.39,36.26
5/24/18,19,31.3,41.08
5/24/18,20,27.26,39.68
5/24/18,21,26.31,30.95
5/24/18,22,23.5,40.57
5/24/18,23,19.55,32.68
5/24/18,24,20.97,28.36
5/25/18,1,20.62,21.91
5/25/18,2,20.45,20
5/25/18,3,17.74,3.49
5/25/18,4,17.13,-16.72
5/25/18,5,17.4,4.15
5/25/18,6,23.67,-7.31
5/25/18,7,35.33,-14.23
5/25/18,8,23.49,6.74
5/25/18,9,24.27,14.93
5/25/18,10,24.62,17.19
5/25/18,11,29.61,18.43
5/25/18,12,30.55,18.13
5/25/18,13,32.24,14.26
5/25/18,14,34.76,17.38
5/25/18,15,35.73,17.7
5/25/18,16,36.75,19.42
5/25/18,17,41.5,19.7
5/25/18,18,42.51,20.16
5/25/18,19,34.17,20.36
5/25/18,20,34.16,24.93
5/25/18,21,33.51,27.02
5/25/18,22,29.25,24.81
5/25/18,23,25.18,38.88
5/25/18,24,25.67,22.01
5/26/18,1,22.89,26.4
5/26/18,2,21.18,25.05
5/26/18,3,20.13,23.72
5/26/18,4,20.2,26.12
5/26/18,5,18.25,25.06
5/26/18,6,18.2,35.54
5/26/18,7,19.34,23.55
5/26/18,8,23.22,21.24
5/26/18,9,22.06,18.61
5/26/18,10,23.72,24.56
5/26/18,11,25.15,34.12
5/26/18,12,32.02,39.42
5/26/18,13,32.46,35.95
5/26/18,14,32.81,33.79
5/26/18,15,33.4,40.36
5/26/18,16,33.69,37.21
5/26/18,17,36.07,71.81
5/26/18,18,34.81,60.21
5/26/18,19,33.01,55.06
5/26/18,20,31.98,37.88
5/26/18,21,32.65,28.42
5/26/18,22,26.66,40.51
5/26/18,23,24.46,38.03
5/26/18,24,23.69,31.05
5/27/18,1,29.43,82.97
5/27/18,2,25.22,43.78
5/27/18,3,25.06,40.15
5/27/18,4,22.99,34.73
5/27/18,5,19.8,41.98
5/27/18,6,19.88,34.78
5/27/18,7,15.61,32.73
5/27/18,8,16.13,28.37
5/27/18,9,20.96,23.3
5/27/18,10,25.38,35.95
5/27/18,11,22.34,52.72
5/27/18,12,21.29,41.45
5/27/18,13,22.28,25.65
5/27/18,14,23.63,39.06
5/27/18,15,22.31,29.55
5/27/18,16,24.21,28.07
5/27/18,17,26.67,21.11
5/27/18,18,22.31,22.75
5/27/18,19,24.1,22.42
5/27/18,20,23.14,30.69
5/27/18,21,26.15,20.99
5/27/18,22,22.57,19.24
5/27/18,23,19.37,15.28
5/27/18,24,15.75,14.86
5/28/18,1,19.61,15.18
5/28/18,2,17.98,15.52
5/28/18,3,13.49,14.6
5/28/18,4,13.51,17.23
5/28/18,5,13.52,14.83
5/28/18,6,13.51,22.42
5/28/18,7,14.98,28.13
5/28/18,8,15.69,22.49
5/28/18,9,22.08,43.76
5/28/18,10,22.21,22.6
5/28/18,11,24.74,18.43
5/28/18,12,28.24,31.14
5/28/18,13,25.54,19.43
5/28/18,14,25.56,16.33
5/28/18,15,25.17,16.43
5/28/18,16,27.36,16.55
5/28/18,17,28.23,17.68
5/28/18,18,32.08,21.76
5/28/18,19,33.08,23.84
5/28/18,20,34.21,22.77
5/28/18,21,35.71,24.47
5/28/18,22,29.08,25.43
5/28/18,23,23.05,16.7
5/28/18,24,20.88,17.45
5/29/18,1,22.36,19.59
5/29/18,2,20.8,17.23
5/29/18,3,15.3,-4.1
5/29/18,4,14.13,5.76
5/29/18,5,16.8,18.56
5/29/18,6,20.53,17.41
5/29/18,7,23.47,21.67
5/29/18,8,25.59,21.92
5/29/18,9,24.29,19.2
5/29/18,10,26.33,17.5
5/29/18,11,26.8,18.46
5/29/18,12,32.82,20.33
5/29/18,13,31.24,25.83
5/29/18,14,36.47,40.62
5/29/18,15,36.39,38.56
5/29/18,16,39.96,14.2
5/29/18,17,41.2,41.59
5/29/18,18,41.85,52.55
5/29/18,19,31.37,58.45
5/29/18,20,35.99,58.21
5/29/18,21,36.18,55.2
5/29/18,22,30.45,48.87
5/29/18,23,25.55,39.78
5/29/18,24,23.97,30.5
5/30/18,1,22.43,56.28
5/30/18,2,18.01,70.98
5/30/18,3,20.68,57.47
5/30/18,4,17.02,71.08
5/30/18,5,18.97,53.46
5/30/18,6,19.79,57.25
5/30/18,7,22.91,69.09
5/30/18,8,22.63,45.53
5/30/18,9,22.25,40.79
5/30/18,10,24.7,39.55
5/30/18,11,24.7,35.85
5/30/18,12,25.31,38.75
5/30/18,13,27.15,40.18
5/30/18,14,27.88,41.89
5/30/18,15,29.15,39.71
5/30/18,16,30.6,44.35
5/30/18,17,31.08,48.64
5/30/18,18,30.63,60.48
5/30/18,19,27.77,50.28
5/30/18,20,24.03,33.92
5/30/18,21,26.99,33.37
5/30/18,22,21.91,54.24
5/30/18,23,22.28,56.76
5/30/18,24,22.33,26.56
5/31/18,1,21.1,26.92
5/31/18,2,21.16,23.74
5/31/18,3,17.6,21.91
5/31/18,4,18.81,20.9
5/31/18,5,17.64,21.62
5/31/18,6,23.03,23.19
5/31/18,7,23.26,20.15
5/31/18,8,22.99,23.01
5/31/18,9,23.9,29.36
5/31/18,10,24.35,23.49
5/31/18,11,26.29,23.23
5/31/18,12,30.08,27.62
5/31/18,13,31.15,32.24
5/31/18,14,35.39,36.28
5/31/18,15,34.98,36.08
5/31/18,16,35.26,44.31
5/31/18,17,37,45.18
5/31/18,18,35.38,43.89
5/31/18,19,30.99,43.98
5/31/18,20,26.7,45.27
5/31/18,21,27.31,39.87
5/31/18,22,26.83,32.01
5/31/18,23,24.24,31.03
5/31/18,24,21.01,31.03
6/1/18,1,23.32,20.47
6/1/18,2,19.87,20.47
6/1/18,3,17.81,23.66
6/1/18,4,17.71,23.18
6/1/18,5,18.1,24.94
6/1/18,6,22.55,25.08
6/1/18,7,23.5,21.74
6/1/18,8,25.05,25.14
6/1/18,9,23.62,27.1
6/1/18,10,28.75,35.65
6/1/18,11,28.87,29.69
6/1/18,12,30.64,34.68
6/1/18,13,32.23,34.05
6/1/18,14,35.09,32.41
6/1/18,15,37.95,32.64
6/1/18,16,38.78,42.36
6/1/18,17,44.05,32.97
6/1/18,18,40.68,31.9
6/1/18,19,38.04,48.09
6/1/18,20,34.79,43.25
6/1/18,21,34.78,53.52
6/1/18,22,30.7,45.66
6/1/18,23,28.57,26.36
6/1/18,24,27.24,27.08
6/2/18,1,27.33,43.81
6/2/18,2,25.55,42.98
6/2/18,3,27.26,50.08
6/2/18,4,25.27,36.88
6/2/18,5,24.2,32.81
6/2/18,6,23.05,25.63
6/2/18,7,21.28,23.91
6/2/18,8,25.17,31.35
6/2/18,9,22.57,53.03
6/2/18,10,29.9,84.83
6/2/18,11,31.41,67.78
6/2/18,12,33.85,43.45
6/2/18,13,33.9,49.24
6/2/18,14,33.58,61.13
6/2/18,15,35.48,
6/2/18,16,35.38,230.57
6/2/18,17,35.25,182.31
6/2/18,18,34.87,106.58
6/2/18,19,34.25,171.56
6/2/18,20,31.08,72.48
6/2/18,21,32.55,43.7
6/2/18,22,33.27,53.02
6/2/18,23,24.59,41.11
6/2/18,24,25.5,46.41
6/3/18,1,29.73,28.91
6/3/18,2,27.07,23.63
6/3/18,3,26.05,27.19
6/3/18,4,29.82,28.2
6/3/18,5,24.02,44.71
6/3/18,6,23.31,51.48
6/3/18,7,20.37,37.73
6/3/18,8,18.16,13.8
6/3/18,9,17.03,16.12
6/3/18,10,18.89,17.41
6/3/18,11,21.39,17.9
6/3/18,12,24.34,16.54
6/3/18,13,23.06,16.23
6/3/18,14,21.44,16.02
6/3/18,15,20.31,16.31
6/3/18,16,21.49,16.76
6/3/18,17,24.65,16.88
6/3/18,18,25.74,24.66
6/3/18,19,25.74,38.18
6/3/18,20,25.71,33.78
6/3/18,21,28.18,32.76
6/3/18,22,24.28,27.76
6/3/18,23,16.83,20.03
6/3/18,24,16.02,21.38
6/4/18,1,24.79,21.69
6/4/18,2,24.64,26.88
6/4/18,3,22.08,23.34
6/4/18,4,19.32,21.64
6/4/18,5,21.98,23.18
6/4/18,6,23.32,19.69
6/4/18,7,24.97,20.67
6/4/18,8,23.85,34.71
6/4/18,9,25.12,35.5
6/4/18,10,28.08,30.82
6/4/18,11,31.25,28.4
6/4/18,12,32.59,28.54
6/4/18,13,32.38,23.72
6/4/18,14,32.26,22.63
6/4/18,15,32.49,21.4
6/4/18,16,30.59,21.45
6/4/18,17,32.45,23.71
6/4/18,18,30.95,33.81
6/4/18,19,29.95,41.31
6/4/18,20,28.67,35.63
6/4/18,21,33.08,32.36
6/4/18,22,29.48,32.07
6/4/18,23,24.04,32.87
6/4/18,24,22.27,30.82
6/5/18,1,17.61,17.48
6/5/18,2,17.63,19.71
6/5/18,3,18.95,20.12
6/5/18,4,17.52,21.62
6/5/18,5,17.59,19.65
6/5/18,6,21.34,20.08
6/5/18,7,23.86,25.44
6/5/18,8,26.15,23.71
6/5/18,9,22.05,22.04
6/5/18,10,24,19.42
6/5/18,11,27.77,24.91
6/5/18,12,29.54,25.35
6/5/18,13,29.06,22.58
6/5/18,14,28.56,29.73
6/5/18,15,28.44,19.76
6/5/18,16,27.91,19.03
6/5/18,17,29.53,18.86
6/5/18,18,33.27,19.89
6/5/18,19,29.28,19.5
6/5/18,20,26.84,19.12
6/5/18,21,28.52,19.83
6/5/18,22,24.13,18.85
6/5/18,23,22.02,20.71
6/5/18,24,22.03,11.83
6/6/18,1,24.03,20.44
6/6/18,2,20.54,23.43
6/6/18,3,16.9,20.74
6/6/18,4,13.46,20.6
6/6/18,5,20.02,20.81
6/6/18,6,20.52,23.16
6/6/18,7,24.98,21.81
6/6/18,8,23.84,31.19
6/6/18,9,23.45,30
6/6/18,10,25.34,25.89
6/6/18,11,24.81,19.39
6/6/18,12,24.9,19.49
6/6/18,13,24.91,19.56
6/6/18,14,25.02,19.47
6/6/18,15,26.74,19.11
6/6/18,16,30.45,19.87
6/6/18,17,30.97,20.3
6/6/18,18,30.15,19.88
6/6/18,19,30.33,20.02
6/6/18,20,30.12,20.12
6/6/18,21,31.35,20.27
6/6/18,22,24.4,22.93
6/6/18,23,23.31,21.95
6/6/18,24,22.69,22.83
6/7/18,1,19.89,20.13
6/7/18,2,13.34,19.73
6/7/18,3,15.29,19.19
6/7/18,4,15.37,22.39
6/7/18,5,15.17,21.93
6/7/18,6,14.72,20.48
6/7/18,7,22.64,27.29
6/7/18,8,24.62,23.95
6/7/18,9,24.18,20.57
6/7/18,10,24.18,19.25
6/7/18,11,26.71,19.26
6/7/18,12,29.15,19.36
6/7/18,13,28.29,18.95
6/7/18,14,31.03,19.38
6/7/18,15,30.5,20.05
6/7/18,16,30.34,19.72
6/7/18,17,31.4,19.83
6/7/18,18,32.71,24.29
6/7/18,19,30.9,21.07
6/7/18,20,30.09,20.84
6/7/18,21,32.01,27.8
6/7/18,22,27.44,27.18
6/7/18,23,22.18,18.77
6/7/18,24,21.82,2.6
6/8/18,1,17.77,-2.2
6/8/18,2,19.57,18.44
6/8/18,3,17.41,20.93
6/8/18,4,15.35,19.16
6/8/18,5,17.42,18.35
6/8/18,6,13.61,11.52
6/8/18,7,21.97,17.43
6/8/18,8,20.04,26.32
6/8/18,9,21.89,26.42
6/8/18,10,22.6,19.96
6/8/18,11,22.13,19.98
6/8/18,12,23.76,18.46
6/8/18,13,26.67,18.18
6/8/18,14,30.05,23.93
6/8/18,15,31.34,24.16
6/8/18,16,33,22.75
6/8/18,17,35.6,26.84
6/8/18,18,33.49,26.05
6/8/18,19,30.6,25.9
6/8/18,20,29.34,26.69
6/8/18,21,27.46,29.86
6/8/18,22,23.62,26.84
6/8/18,23,23.41,27.03
6/8/18,24,24.05,28.32
6/9/18,1,24.79,30.26
6/9/18,2,22.93,31.36
6/9/18,3,17.62,24.77
6/9/18,4,15.98,19.16
6/9/18,5,15.94,17.77
6/9/18,6,17.94,20.58
6/9/18,7,20,31.9
6/9/18,8,20.29,36.69
6/9/18,9,22.09,18.57
6/9/18,10,24.68,18.31
6/9/18,11,30.33,17.69
6/9/18,12,34.66,18.64
6/9/18,13,30.18,18.29
6/9/18,14,35.89,25.42
6/9/18,15,39.31,23.31
6/9/18,16,34.03,24.46
6/9/18,17,36.06,23.54
6/9/18,18,30.15,22.33
6/9/18,19,30.21,21.43
6/9/18,20,29.16,20.61
6/9/18,21,31.46,20.33
6/9/18,22,31.1,22.51
6/9/18,23,25.28,20.24
6/9/18,24,21.52,18.23
6/10/18,1,23.69,19.24
6/10/18,2,23.53,19.14
6/10/18,3,23.82,17.07
6/10/18,4,21.35,19.89
6/10/18,5,19.91,16.96
6/10/18,6,16.67,16.51
6/10/18,7,16.99,16.08
6/10/18,8,19.55,15.38
6/10/18,9,18.9,-13.49
6/10/18,10,21.96,0.27
6/10/18,11,23.7,-45.49
6/10/18,12,24.86,-1.18
6/10/18,13,26.73,16.35
6/10/18,14,23.41,-9.08
6/10/18,15,23.8,-17.52
6/10/18,16,27.63,16.53
6/10/18,17,31.53,17.52
6/10/18,18,33.29,17.25
6/10/18,19,32.5,18.2
6/10/18,20,30.18,18.54
6/10/18,21,30.2,18.76
6/10/18,22,31.32,19.74
6/10/18,23,23.03,16.66
6/10/18,24,19.95,15.7
6/11/18,1,16.2,16.59
6/11/18,2,13.42,15.43
6/11/18,3,13.24,16.17
6/11/18,4,11.3,18.18
6/11/18,5,13.41,17.24
6/11/18,6,16.62,18.47
6/11/18,7,23.57,41.61
6/11/18,8,23.06,28.74
6/11/18,9,24.12,18.14
6/11/18,10,24.33,16.52
6/11/18,11,26.22,17.86
6/11/18,12,27.14,18.2
6/11/18,13,27.65,18.1
6/11/18,14,29.39,19.61
6/11/18,15,28.15,21.36
6/11/18,16,31.15,21.77
6/11/18,17,31.85,21.2
6/11/18,18,31.28,28.9
6/11/18,19,27.65,32.19
6/11/18,20,28.54,28.12
6/11/18,21,27.87,25.93
6/11/18,22,23.86,23.74
6/11/18,23,23.44,22.4
6/11/18,24,21.64,30.63
6/12/18,1,18.55,24.49
6/12/18,2,17.16,18.31
6/12/18,3,14.11,18.65
6/12/18,4,13.56,16.45
6/12/18,5,14.07,17.51
6/12/18,6,17.18,12.42
6/12/18,7,21,20.88
6/12/18,8,21.03,20.44
6/12/18,9,20.99,20.18
6/12/18,10,20.36,18.47
6/12/18,11,20.98,17.85
6/12/18,12,22.56,17.46
6/12/18,13,23.61,16.76
6/12/18,14,24.01,17.24
6/12/18,15,23.44,16.94
6/12/18,16,24.47,17.6
6/12/18,17,26.95,18.55
6/12/18,18,29.61,20.18
6/12/18,19,27.68,25.38
6/12/18,20,26.28,22.06
6/12/18,21,26.85,19.21
6/12/18,22,23.93,20.79
6/12/18,23,22.75,19.55
6/12/18,24,21,27.54
6/13/18,1,17.61,13.82
6/13/18,2,16.42,17.25
6/13/18,3,14.85,14.53
6/13/18,4,14,17.26
6/13/18,5,14.7,18.66
6/13/18,6,18.51,17.91
6/13/18,7,22.25,25.24
6/13/18,8,23.99,27.15
6/13/18,9,22.68,36.27
6/13/18,10,26.22,28.48
6/13/18,11,26.64,28.42
6/13/18,12,28.08,28.88
6/13/18,13,28.19,22.05
6/13/18,14,31.43,27.2
6/13/18,15,31.41,28.6
6/13/18,16,31.12,22.87
6/13/18,17,35.59,20.2
6/13/18,18,35.21,19.59
6/13/18,19,32.29,19.8
6/13/18,20,32.26,19.88
6/13/18,21,32.23,19.61
6/13/18,22,27.55,22.21
6/13/18,23,25.39,20.26
6/13/18,24,24.47,21.78
6/14/18,1,25.83,21.7
6/14/18,2,23.77,20.41
6/14/18,3,23.13,21.83
6/14/18,4,21.67,19.73
6/14/18,5,21.21,18.01
6/14/18,6,20.06,13.98
6/14/18,7,24.15,16.11
6/14/18,8,22.35,22.5
6/14/18,9,20.41,20.98
6/14/18,10,20.99,20.53
6/14/18,11,24.13,23.11
6/14/18,12,25.58,36.07
6/14/18,13,26.8,45.21
6/14/18,14,29.4,41.54
6/14/18,15,28.95,26.19
6/14/18,16,30.77,24.22
6/14/18,17,34.71,41.77
6/14/18,18,34.86,34.93
6/14/18,19,30.67,28.28
6/14/18,20,26.75,22.86
6/14/18,21,27.74,28.34
6/14/18,22,24.78,26.2
6/14/18,23,22.75,27.77
6/14/18,24,22.88,33.15
6/15/18,1,23.71,26.29
6/15/18,2,20.31,23.75
6/15/18,3,15.38,21.84
6/15/18,4,13.35,20.39
6/15/18,5,14.02,19.95
6/15/18,6,18.04,23.93
6/15/18,7,23.38,32.32
6/15/18,8,22.2,39.9
6/15/18,9,22.19,39.79
6/15/18,10,23.83,26.48
6/15/18,11,24.87,28.88
6/15/18,12,24.89,31.32
6/15/18,13,25.91,24.67
6/15/18,14,26.34,22.19
6/15/18,15,27.27,23.96
6/15/18,16,29.86,25.54
6/15/18,17,31.1,24.72
6/15/18,18,30.96,24.7
6/15/18,19,29.45,30.64
6/15/18,20,28.91,29.24
6/15/18,21,27.94,21.36
6/15/18,22,24.95,24.42
6/15/18,23,22.63,24.5
6/15/18,24,21.13,18.27
6/16/18,1,22.15,13.97
6/16/18,2,21.91,17.19
6/16/18,3,21.53,20.65
6/16/18,4,19.09,19.39
6/16/18,5,18.49,16.79
6/16/18,6,16.9,-13.72
6/16/18,7,13.35,-10.11
6/16/18,8,18.11,17.94
6/16/18,9,19.45,5.08
6/16/18,10,19.99,16.75
6/16/18,11,35.01,19.41
6/16/18,12,40.27,17.98
6/16/18,13,39.29,9.13
6/16/18,14,41.71,-8.21
6/16/18,15,49.91,16.47
6/16/18,16,52.17,20.21
6/16/18,17,108.69,20.28
6/16/18,18,73.66,20.44
6/16/18,19,46.78,20.53
6/16/18,20,46.04,20.59
6/16/18,21,46.26,20.47
6/16/18,22,44.15,20.51
6/16/18,23,27.81,19.87
6/16/18,24,26.59,19.96
6/17/18,1,20.97,12.99
6/17/18,2,22.13,13.88
6/17/18,3,19.99,13.49
6/17/18,4,19.95,18.58
6/17/18,5,17.45,11.88
6/17/18,6,17.45,7.82
6/17/18,7,19.77,-71.45
6/17/18,8,18.71,14.79
6/17/18,9,20.84,16.86
6/17/18,10,25.23,20.38
6/17/18,11,24.97,20.23
6/17/18,12,28.24,20.15
6/17/18,13,30.55,19.66
6/17/18,14,30.75,3.43
6/17/18,15,35.42,-4.66
6/17/18,16,39.23,18.6
6/17/18,17,68.04,19.79
6/17/18,18,64.79,21.16
6/17/18,19,42.16,20.89
6/17/18,20,38.42,20.95
6/17/18,21,36.62,20.66
6/17/18,22,28.2,20.67
6/17/18,23,35.14,19.5
6/17/18,24,29.16,18.07
6/18/18,1,19.45,3.6
6/18/18,2,10.03,14.32
6/18/18,3,14.2,16.62
6/18/18,4,14.84,8.37
6/18/18,5,15.82,-11.87
6/18/18,6,19.16,-135.66
6/18/18,7,21.17,8.6
6/18/18,8,26.44,18.98
6/18/18,9,26.64,20.74
6/18/18,10,32.42,20.55
6/18/18,11,39.99,21.74
6/18/18,12,42.42,22.83
6/18/18,13,57.57,31.45
6/18/18,14,64.59,39.41
6/18/18,15,64.62,36.11
6/18/18,16,76.83,38.88
6/18/18,17,77.01,38.37
6/18/18,18,77.88,40.3
6/18/18,19,68.99,32.61
6/18/18,20,61.46,26
6/18/18,21,60.88,23.59
6/18/18,22,51.11,22.36
6/18/18,23,35.8,21.41
6/18/18,24,32.38,21.1
6/19/18,1,23.15,22.67
6/19/18,2,21.14,29.16
6/19/18,3,20.47,30.96
6/19/18,4,20.17,27.69
6/19/18,5,20.21,28.62
6/19/18,6,21.19,32.59
6/19/18,7,21.44,29.66
6/19/18,8,23.83,37.11
6/19/18,9,25.29,30.63
6/19/18,10,25.77,29.27
6/19/18,11,24.6,22.93
6/19/18,12,24.92,21.95
6/19/18,13,29.15,22.31
6/19/18,14,32.27,23.76
6/19/18,15,33.88,26.49
6/19/18,16,39.32,34.31
6/19/18,17,41.55,35.36
6/19/18,18,38.64,34.08
6/19/18,19,33.61,32.9
6/19/18,20,28.98,32.06
6/19/18,21,29.15,29.29
6/19/18,22,23.62,31.76
6/19/18,23,23.69,30.62
6/19/18,24,22.68,25.04
6/20/18,1,23.79,32.51
6/20/18,2,20.6,36.61
6/20/18,3,18.99,25.22
6/20/18,4,14.08,22.78
6/20/18,5,14.61,23.12
6/20/18,6,20.33,36.15
6/20/18,7,24.2,44.99
6/20/18,8,28.21,57.04
6/20/18,9,21.45,32.69
6/20/18,10,21.51,26.78
6/20/18,11,25.34,34.28
6/20/18,12,24.71,22.64
6/20/18,13,29.35,24.94
6/20/18,14,30.89,28.8
6/20/18,15,30.03,31.26
6/20/18,16,30.98,43.09
6/20/18,17,32.55,29.83
6/20/18,18,31.71,28.79
6/20/18,19,30.46,39.89
6/20/18,20,29.64,30.99
6/20/18,21,29,27.15
6/20/18,22,28.46,36.46
6/20/18,23,23.27,34.69
6/20/18,24,21.77,23.62
6/21/18,1,27.81,34.54
6/21/18,2,23.48,29.37
6/21/18,3,22.75,43.74
6/21/18,4,20.21,30.8
6/21/18,5,20.37,28.84
6/21/18,6,20.39,25
6/21/18,7,23.77,26.97
6/21/18,8,27.99,47.78
6/21/18,9,26.26,40.56
6/21/18,10,26.98,36.76
6/21/18,11,30.15,66.54
6/21/18,12,29.81,62.84
6/21/18,13,30.3,35.14
6/21/18,14,32.24,42.01
6/21/18,15,34.26,63.59
6/21/18,16,34.37,58.62
6/21/18,17,34.42,58.21
6/21/18,18,35.28,61.4
6/21/18,19,34.39,83.82
6/21/18,20,34.06,83.77
6/21/18,21,33.92,46.09
6/21/18,22,26.23,27.31
6/21/18,23,24.81,35.51
6/21/18,24,24.06,23.17
6/22/18,1,24.68,22.91
6/22/18,2,23.89,25.12
6/22/18,3,21.25,33.51
6/22/18,4,21.04,32.93
6/22/18,5,20.8,24.8
6/22/18,6,22.47,23.77
6/22/18,7,25.9,29.47
6/22/18,8,27.85,28.73
6/22/18,9,28.66,28.59
6/22/18,10,28.43,25.19
6/22/18,11,29.86,22.99
6/22/18,12,31.04,27.95
6/22/18,13,32.17,33.17
6/22/18,14,30.47,33.85
6/22/18,15,32.09,29.49
6/22/18,16,37.1,34.44
6/22/18,17,36.02,32.54
6/22/18,18,31.77,
6/22/18,19,27.43,25.66
6/22/18,20,27.12,22.35
6/22/18,21,27.69,22.12
6/22/18,22,28.87,24.55
6/22/18,23,24.75,24.1
6/22/18,24,24.39,21.41
6/23/18,1,18.44,20.21
6/23/18,2,18.13,20.35
6/23/18,3,18.02,19.68
6/23/18,4,18.13,18.5
6/23/18,5,17.83,18.27
6/23/18,6,17.99,20.42
6/23/18,7,18.16,22.96
6/23/18,8,18.26,29.84
6/23/18,9,18.93,30.34
6/23/18,10,24.28,32.91
6/23/18,11,25.5,25.05
6/23/18,12,26.94,20.22
6/23/18,13,27.52,22.14
6/23/18,14,24.57,20.31
6/23/18,15,23.65,19.61
6/23/18,16,21.97,18.65
6/23/18,17,25.31,18.56
6/23/18,18,26.52,18.73
6/23/18,19,26.54,18.08
6/23/18,20,26.34,17.61
6/23/18,21,29.9,17.56
6/23/18,22,26.66,18.11
6/23/18,23,22.45,16.06
6/23/18,24,19.22,12.52
6/24/18,1,19.86,18.04
6/24/18,2,19.35,18.52
6/24/18,3,18.56,17.4
6/24/18,4,19.28,17.34
6/24/18,5,18.3,16.94
6/24/18,6,17.44,16.83
6/24/18,7,18.7,16.89
6/24/18,8,21.74,17.31
6/24/18,9,22.46,17.39
6/24/18,10,19.84,17.18
6/24/18,11,27.74,17.24
6/24/18,12,26.73,17.39
6/24/18,13,28.18,17.42
6/24/18,14,30.53,18.14
6/24/18,15,31.66,23.3
6/24/18,16,32.38,26.78
6/24/18,17,35.23,28.62
6/24/18,18,35.28,35.87
6/24/18,19,30.12,32.17
6/24/18,20,32.13,35.61
6/24/18,21,32.91,36.9
6/24/18,22,26.51,29.48
6/24/18,23,25.21,24.45
6/24/18,24,23.15,21.93
6/25/18,1,25.82,20.45
6/25/18,2,21.45,22.01
6/25/18,3,18.11,20.57
6/25/18,4,17.62,18.47
6/25/18,5,17.33,20.3
6/25/18,6,18.76,21.81
6/25/18,7,22.89,21.95
6/25/18,8,26.06,28.5
6/25/18,9,24.22,26.2
6/25/18,10,25.82,29.59
6/25/18,11,29.61,27.11
6/25/18,12,30.74,23.87
6/25/18,13,30.76,25.05
6/25/18,14,33.07,27.52
6/25/18,15,32.19,29.74
6/25/18,16,32.2,26.59
6/25/18,17,33.12,26.31
6/25/18,18,31.73,33.21
6/25/18,19,31.04,42.36
6/25/18,20,29.19,35.83
6/25/18,21,30.23,27.2
6/25/18,22,29.6,29.27
6/25/18,23,22.97,21.36
6/25/18,24,22.48,19.46
6/26/18,1,22.83,21.43
6/26/18,2,20.55,23.46
6/26/18,3,20.8,25.73
6/26/18,4,19.85,27.05
6/26/18,5,20.44,26.52
6/26/18,6,20.9,25.26
6/26/18,7,25.81,23.06
6/26/18,8,22.96,22.73
