Date,Hour Ending,Day Ahead LMP,Real Time LMP
4/14/18,13,37.65,20.8
4/14/18,14,35.15,21.16
4/14/18,15,33.53,20.16
4/14/18,16,33.71,23.19
4/14/18,17,35.06,29.54
4/14/18,18,47.27,32.27
4/14/18,19,46.45,33.74
4/14/18,20,49.09,36.97
4/14/18,21,48.39,39.84
4/14/18,22,37.84,35
4/14/18,23,41.1,30.69
4/14/18,24,36.08,24.27
4/15/18,1,30.43,23.06
4/15/18,2,37.14,23.37
4/15/18,3,30.77,23.21
4/15/18,4,29.34,23.04
4/15/18,5,30.9,23.2
4/15/18,6,33.9,21.59
4/15/18,7,37.27,22.73
4/15/18,8,36.97,25
4/15/18,9,41.43,37.19
4/15/18,10,47.13,52.95
4/15/18,11,51.5,52.32
4/15/18,12,53.5,50.98
4/15/18,13,56.64,60.47
4/15/18,14,51.14,61.44
4/15/18,15,51.32,56.92
4/15/18,16,47.87,60.15
4/15/18,17,53.19,57.04
4/15/18,18,53.95,64.97
4/15/18,19,57.29,65.6
4/15/18,20,58.17,78.56
4/15/18,21,61.77,82.56
4/15/18,22,49.22,56.56
4/15/18,23,45.92,47.51
4/15/18,24,37.71,43.42
4/16/18,1,56.99,69.27
4/16/18,2,52.53,83.57
4/16/18,3,50.57,61.76
4/16/18,4,48.06,62.07
4/16/18,5,52.45,80.28
4/16/18,6,54.03,74.74
4/16/18,7,62.42,79.1
4/16/18,8,82.68,87.19
4/16/18,9,77.24,107.48
4/16/18,10,76.07,139.09
4/16/18,11,73.28,183.01
4/16/18,12,68.94,234.23
4/16/18,13,71.17,198.1
4/16/18,14,64.38,149.96
4/16/18,15,57.08,120.14
4/16/18,16,51.11,74.99
4/16/18,17,54.86,56.07
4/16/18,18,62.9,58.55
4/16/18,19,65.66,56.49
4/16/18,20,73.92,50.17
4/16/18,21,70.39,55.5
4/16/18,22,53.78,45.12
4/16/18,23,50.5,45.27
4/16/18,24,41.74,35.83
4/17/18,1,77.99,56.79
4/17/18,2,66.15,58.2
4/17/18,3,71.07,53.5
4/17/18,4,68.41,59.62
4/17/18,5,69.14,56.29
4/17/18,6,79.63,63.75
4/17/18,7,89.34,85.02
4/17/18,8,92.46,108.65
4/17/18,9,85.9,62.55
4/17/18,10,84.86,44.36
4/17/18,11,58.47,33.8
4/17/18,12,58.86,37.07
4/17/18,13,56.52,34.21
4/17/18,14,59.6,37.99
4/17/18,15,56.45,39.49
4/17/18,16,59.03,41.26
4/17/18,17,55.48,43.29
4/17/18,18,61.51,48.94
4/17/18,19,62.96,52.49
4/17/18,20,81.07,56.76
4/17/18,21,79.21,60.46
4/17/18,22,61.41,50.44
4/17/18,23,57.67,38.47
4/17/18,24,58.34,36.14
4/18/18,1,55.75,31.76
4/18/18,2,44.65,31.62
4/18/18,3,44.71,28.33
4/18/18,4,44.68,28.91
4/18/18,5,48.99,28.95
4/18/18,6,68.32,42.28
4/18/18,7,88.12,57.64
4/18/18,8,96.36,68.94
4/18/18,9,79.79,53.8
4/18/18,10,70.32,71.06
4/18/18,11,61.84,80.35
4/18/18,12,60.34,48.56
4/18/18,13,58.1,45.79
4/18/18,14,55.87,49.14
4/18/18,15,51.79,47.76
4/18/18,16,50.44,50.66
4/18/18,17,52.87,47.32
4/18/18,18,56.57,51.64
4/18/18,19,63.27,68.37
4/18/18,20,81.87,75.02
4/18/18,21,83.93,80.86
4/18/18,22,61.94,77.53
4/18/18,23,58.67,59.4
4/18/18,24,55.1,39.3
4/19/18,1,68.53,50.35
4/19/18,2,67.71,44.36
4/19/18,3,67.17,34.22
4/19/18,4,50.23,34.41
4/19/18,5,60.41,35.49
4/19/18,6,68.13,23.06
4/19/18,7,86.45,41.73
4/19/18,8,82.99,43.32
4/19/18,9,80.77,48.51
4/19/18,10,79.56,59.16
4/19/18,11,81.41,67.39
4/19/18,12,80.84,69.49
4/19/18,13,71.67,61.55
4/19/18,14,72.86,62.25
4/19/18,15,72.63,55.26
4/19/18,16,70.6,51.35
4/19/18,17,76.27,48.98
4/19/18,18,83.04,48.18
4/19/18,19,85.03,49.65
4/19/18,20,84.22,51.43
4/19/18,21,81.11,52.11
4/19/18,22,71.6,52.07
4/19/18,23,67.91,49.4
4/19/18,24,67.46,51.01
4/20/18,1,49.33,60.97
4/20/18,2,43.01,50.12
4/20/18,3,42.02,58.54
4/20/18,4,36.09,52.31
4/20/18,5,36.15,51.87
4/20/18,6,51.26,58.59
4/20/18,7,64.22,54.06
4/20/18,8,67.18,56.44
4/20/18,9,66.55,53.1
4/20/18,10,66.36,44.83
4/20/18,11,54.22,38.13
4/20/18,12,52.96,30.91
4/20/18,13,49.94,34.1
4/20/18,14,45.7,33.39
4/20/18,15,42.59,30.28
4/20/18,16,42.34,20.3
4/20/18,17,43.31,28.71
4/20/18,18,49.99,36.65
4/20/18,19,52.12,41.06
4/20/18,20,54.22,42.7
4/20/18,21,57.85,56.52
4/20/18,22,57.68,59.44
4/20/18,23,57.81,64.63
4/20/18,24,43.88,67.39
4/21/18,1,42.31,44.41
4/21/18,2,42.42,52.96
4/21/18,3,37.4,38.69
4/21/18,4,35.43,37.33
4/21/18,5,36.77,53.67
4/21/18,6,37.31,42.77
4/21/18,7,39.39,37.97
4/21/18,8,41.41,33.58
4/21/18,9,40.42,27.12
4/21/18,10,41.22,18.42
4/21/18,11,31.79,19.44
4/21/18,12,30.68,16.56
4/21/18,13,26.36,14.52
4/21/18,14,24.39,0.05
4/21/18,15,24.06,-2.64
4/21/18,16,23.97,3.16
4/21/18,17,25.49,10.62
4/21/18,18,29.31,11.82
4/21/18,19,31.07,19.84
4/21/18,20,36.12,19.66
4/21/18,21,43.52,21.08
4/21/18,22,31.7,19.26
4/21/18,23,30.89,20.07
4/21/18,24,30.84,19.4
4/22/18,1,27.52,11.38
4/22/18,2,27.48,7.86
4/22/18,3,23.35,7.87
4/22/18,4,21.59,7.85
4/22/18,5,25.18,9.33
4/22/18,6,29.5,18.15
4/22/18,7,31.72,19.31
4/22/18,8,26.71,3.23
4/22/18,9,26,0
4/22/18,10,26.07,16.59
4/22/18,11,25.85,17.59
4/22/18,12,23.88,8
4/22/18,13,23.15,11.48
4/22/18,14,22.7,-3.35
4/22/18,15,21.1,0.8
4/22/18,16,21.08,-13.76
4/22/18,17,21.67,-1.77
4/22/18,18,23.64,8
4/22/18,19,26.45,21.16
4/22/18,20,32.46,22.76
4/22/18,21,38.04,37.66
4/22/18,22,29.87,
4/22/18,23,25.78,22.38
4/22/18,24,24.14,24.76
4/23/18,1,22.51,16.04
4/23/18,2,21.63,11.06
4/23/18,3,21.02,17.04
4/23/18,4,21.54,18.54
4/23/18,5,22.1,21.9
4/23/18,6,25.54,25.15
4/23/18,7,36.77,32.85
4/23/18,8,38.84,36.54
4/23/18,9,30.93,25.02
4/23/18,10,28.14,22.63
4/23/18,11,29.46,22.06
4/23/18,12,28.15,21.25
4/23/18,13,26.27,20.91
4/23/18,14,26.09,20.41
4/23/18,15,25.5,19.66
4/23/18,16,25.42,19.8
4/23/18,17,25.82,20.18
4/23/18,18,27.87,22.42
4/23/18,19,33.93,23.78
4/23/18,20,39.15,23.31
4/23/18,21,39.19,30.09
4/23/18,22,28.19,26.38
4/23/18,23,25.71,20.15
4/23/18,24,24.15,16.99
4/24/18,1,21.03,18.6
4/24/18,2,20.75,20.11
4/24/18,3,19.02,15.16
4/24/18,4,18.06,18.22
4/24/18,5,20.97,21.71
4/24/18,6,24.54,24.86
4/24/18,7,26.85,19.15
4/24/18,8,27.87,22.65
4/24/18,9,26.4,28.89
4/24/18,10,25.34,22.47
4/24/18,11,23.77,19.33
4/24/18,12,23.64,12.11
4/24/18,13,23.66,16.99
4/24/18,14,23.11,19.16
4/24/18,15,22.59,18.83
4/24/18,16,22.7,19.51
4/24/18,17,24.41,32.54
4/24/18,18,26.37,24.23
4/24/18,19,30.09,26.7
4/24/18,20,34.99,28.99
4/24/18,21,36.87,29.41
4/24/18,22,27.6,28.16
4/24/18,23,23.1,20.02
4/24/18,24,22.42,19.11
4/25/18,1,20.29,17.14
4/25/18,2,17.76,3.96
4/25/18,3,16.91,-18.26
4/25/18,4,16.59,-6.59
4/25/18,5,17.02,14.35
4/25/18,6,19.33,6.23
4/25/18,7,25,15.8
4/25/18,8,29.3,20.01
4/25/18,9,28.03,21.57
4/25/18,10,35.63,24.04
4/25/18,11,32.39,29.59
4/25/18,12,32.41,28.63
4/25/18,13,30.21,20.78
4/25/18,14,28.84,27.67
4/25/18,15,27.82,29.05
4/25/18,16,26.26,23.16
4/25/18,17,26.39,22.84
4/25/18,18,29.7,23.33
4/25/18,19,29.3,26.81
4/25/18,20,32.12,20.03
4/25/18,21,30.2,20
4/25/18,22,25.19,18.36
4/25/18,23,22.33,10.75
4/25/18,24,20.6,10.89
4/26/18,1,20.58,7.93
4/26/18,2,17.95,13.63
4/26/18,3,14.63,21.83
4/26/18,4,11.37,37.37
4/26/18,5,12.8,39.27
4/26/18,6,22.04,40.85
4/26/18,7,29.19,30.84
4/26/18,8,25.11,41.48
4/26/18,9,26.19,35.87
4/26/18,10,26.17,21.37
4/26/18,11,25.71,21.05
4/26/18,12,25.22,19.13
4/26/18,13,23.5,18.36
4/26/18,14,21.9,-1.29
4/26/18,15,20.91,13.95
4/26/18,16,20.88,10.87
4/26/18,17,23.26,17.17
4/26/18,18,24.23,18.72
4/26/18,19,25.34,19.29
4/26/18,20,27.25,19.49
4/26/18,21,32.86,20.79
4/26/18,22,24.14,22.22
4/26/18,23,22.9,20.43
4/26/18,24,20.3,15.63
4/27/18,1,23.62,6.36
4/27/18,2,18.51,6.57
4/27/18,3,16.7,2.52
4/27/18,4,17.36,8.26
4/27/18,5,18.91,3.94
4/27/18,6,21.19,9.87
4/27/18,7,25.24,10.63
4/27/18,8,29.7,18.49
4/27/18,9,28.54,19.56
4/27/18,10,26.91,8.48
4/27/18,11,27.99,18.64
4/27/18,12,29.93,19.75
4/27/18,13,29.05,19.99
4/27/18,14,27.09,21.6
4/27/18,15,25.29,20.8
4/27/18,16,24.43,19.64
4/27/18,17,25.2,22.14
4/27/18,18,29.05,36.08
4/27/18,19,29.34,44.2
4/27/18,20,29.34,31.74
4/27/18,21,29.1,27.15
4/27/18,22,24.55,26.75
4/27/18,23,23.32,28.76
4/27/18,24,24.34,30.81
4/28/18,1,15.46,29.58
4/28/18,2,11.65,19.62
4/28/18,3,11.29,19.71
4/28/18,4,10.74,18.67
4/28/18,5,10.94,25.83
4/28/18,6,11.26,22.27
4/28/18,7,17.45,33.65
4/28/18,8,19.03,39.19
4/28/18,9,19.23,46.28
4/28/18,10,21.34,45.42
4/28/18,11,21.31,44.21
4/28/18,12,21.17,22.7
4/28/18,13,18.95,19.06
4/28/18,14,17.54,12.52
4/28/18,15,17.48,16.55
4/28/18,16,17.43,18.97
4/28/18,17,18.09,32.84
4/28/18,18,20.26,37.99
4/28/18,19,21.8,59.06
4/28/18,20,26.79,50.65
4/28/18,21,28.94,86.5
4/28/18,22,21.43,84.31
4/28/18,23,19.3,43.4
4/28/18,24,16.45,24.36
4/29/18,1,23.58,26.35
4/29/18,2,20.12,26.71
4/29/18,3,17.13,22.32
4/29/18,4,17.08,18.13
4/29/18,5,17.09,17.83
4/29/18,6,18.51,19
4/29/18,7,20.08,23.42
4/29/18,8,21.73,27.18
4/29/18,9,24.2,19.74
4/29/18,10,25.72,23.14
4/29/18,11,26.21,47.41
4/29/18,12,26.37,47.04
4/29/18,13,24.82,39.01
4/29/18,14,24.7,22.28
4/29/18,15,23.03,19.02
4/29/18,16,22.26,19.07
4/29/18,17,24,23.02
4/29/18,18,26.21,38.65
4/29/18,19,32.22,46.3
4/29/18,20,37.18,45.15
4/29/18,21,39.03,72.5
4/29/18,22,30.17,51.89
4/29/18,23,25.29,21.79
4/29/18,24,24.2,20.81
4/30/18,1,24.56,20.98
4/30/18,2,22.78,20.69
4/30/18,3,21.79,22.16
4/30/18,4,21.06,22.81
4/30/18,5,21.4,22.31
4/30/18,6,21.07,22.79
4/30/18,7,29.45,24.29
4/30/18,8,26.91,32.97
4/30/18,9,28,31.17
4/30/18,10,27.4,24.77
4/30/18,11,26.91,26.47
4/30/18,12,26.49,32.13
4/30/18,13,24.77,28.55
4/30/18,14,24.71,26.59
4/30/18,15,22.04,24.74
4/30/18,16,22.08,25.1
4/30/18,17,24.53,24.38
4/30/18,18,26.65,42.23
4/30/18,19,26.33,32.21
4/30/18,20,36.43,31.13
4/30/18,21,32.54,42.56
4/30/18,22,25.65,28.81
4/30/18,23,23.89,31.26
4/30/18,24,22.85,27.58
5/1/18,1,28.4,23.25
5/1/18,2,24.74,22.6
5/1/18,3,23.62,21.64
5/1/18,4,23.4,21.52
5/1/18,5,24.73,22.57
5/1/18,6,28.4,25.59
5/1/18,7,31.31,36.75
5/1/18,8,31.29,26.31
5/1/18,9,29.09,21.78
5/1/18,10,27.78,19.6
5/1/18,11,25.71,19.77
5/1/18,12,25.43,20.67
5/1/18,13,24.83,20.03
5/1/18,14,24.84,14.76
5/1/18,15,27.12,-37.26
5/1/18,16,26.99,17.54
5/1/18,17,29.08,19.21
5/1/18,18,31.78,21.42
5/1/18,19,31.51,21.18
5/1/18,20,34.4,20.22
5/1/18,21,34.07,19.21
5/1/18,22,27.63,19.1
5/1/18,23,21.76,16.95
5/1/18,24,21.85,9.36
5/2/18,1,17.54,19.24
5/2/18,2,17.45,18.88
5/2/18,3,16.89,16.73
5/2/18,4,13.8,14.06
5/2/18,5,16.88,18.78
5/2/18,6,18.36,20.12
5/2/18,7,22.5,13.18
5/2/18,8,25.9,19.64
5/2/18,9,19.42,17.72
5/2/18,10,22.89,17.75
5/2/18,11,25.03,18.23
5/2/18,12,25.18,17.61
5/2/18,13,27.32,17.19
5/2/18,14,29.86,7.68
5/2/18,15,30.98,17.18
5/2/18,16,37.44,18.37
5/2/18,17,42.51,21.12
5/2/18,18,41.64,20.15
5/2/18,19,38.22,19.66
5/2/18,20,40.02,19.61
5/2/18,21,37.83,23.77
5/2/18,22,28.93,26.94
5/2/18,23,24.35,22.47
5/2/18,24,24.99,33.33
5/3/18,1,18.54,19.17
5/3/18,2,17.07,17.19
5/3/18,3,12.02,7.33
5/3/18,4,11.25,10.41
5/3/18,5,11.5,6.41
5/3/18,6,18.42,16.77
5/3/18,7,23.81,19.39
5/3/18,8,26.28,24.07
5/3/18,9,26.31,22.19
5/3/18,10,30.25,18.97
5/3/18,11,36.91,21.73
5/3/18,12,37.34,26.15
5/3/18,13,39,47.26
5/3/18,14,39.74,44.47
5/3/18,15,39.92,49.56
5/3/18,16,39.9,53.16
5/3/18,17,45.06,32.72
5/3/18,18,44.8,35.33
5/3/18,19,42.07,35.41
5/3/18,20,43.67,38.5
5/3/18,21,41.62,57.62
5/3/18,22,31.38,41.54
5/3/18,23,25.86,32.07
5/3/18,24,21.23,23.25
5/4/18,1,18.16,21.2
5/4/18,2,16.8,18.4
5/4/18,3,14.47,16.74
5/4/18,4,13.52,11.17
5/4/18,5,15.88,7.95
5/4/18,6,19.86,9.88
5/4/18,7,25.32,17.7
5/4/18,8,27.26,23.34
5/4/18,9,26.25,25.43
5/4/18,10,30.47,24.89
5/4/18,11,32.44,23.8
5/4/18,12,33.8,22.72
5/4/18,13,31,28.32
5/4/18,14,39.45,24.01
5/4/18,15,39.69,24.98
5/4/18,16,32.35,25.83
5/4/18,17,30.54,24.77
5/4/18,18,31.01,23.26
5/4/18,19,29.71,19.91
5/4/18,20,28.43,17.98
5/4/18,21,25.81,18.15
5/4/18,22,21.9,17.92
5/4/18,23,20.41,18.45
5/4/18,24,19.55,22.93
5/5/18,1,32.13,31.52
5/5/18,2,25.6,59.5
5/5/18,3,22.42,30.02
5/5/18,4,19.17,12.12
5/5/18,5,17.41,14.04
5/5/18,6,17.47,14.44
5/5/18,7,20.07,14.98
5/5/18,8,19.73,15.74
5/5/18,9,20.87,9.7
5/5/18,10,20.1,2.07
5/5/18,11,21.66,5.39
5/5/18,12,22.1,13.57
5/5/18,13,22.17,11.95
5/5/18,14,19.97,13.19
5/5/18,15,19.97,6.82
5/5/18,16,20.22,18.24
5/5/18,17,22.67,37.72
5/5/18,18,27.06,38.28
5/5/18,19,27.42,32.56
5/5/18,20,28.41,37.26
5/5/18,21,29.38,39.47
5/5/18,22,22.84,37.24
5/5/18,23,18.13,37.32
5/5/18,24,18.15,18.21
5/6/18,1,20.27,15.01
5/6/18,2,18.11,9.15
5/6/18,3,14.34,8.88
5/6/18,4,14.11,7.96
5/6/18,5,14.34,7.9
5/6/18,6,14.94,-9.42
5/6/18,7,17.24,-13.57
5/6/18,8,20,-23.68
5/6/18,9,18.42,6.35
5/6/18,10,21.66,17.86
5/6/18,11,21.74,17.4
5/6/18,12,21.76,19.36
5/6/18,13,20.77,19.37
5/6/18,14,20.35,19.35
5/6/18,15,20.26,19.34
5/6/18,16,20.24,17.56
5/6/18,17,22.98,17.97
5/6/18,18,25.35,19.71
5/6/18,19,25.47,21.14
5/6/18,20,27.57,19.32
5/6/18,21,36.81,18.91
5/6/18,22,23.17,17.69
5/6/18,23,19.82,-6.08
5/6/18,24,20.03,7.81
5/7/18,1,20.01,2.61
5/7/18,2,19.76,-16.93
5/7/18,3,15.62,11.66
5/7/18,4,15.08,-8.78
5/7/18,5,16.09,5.21
5/7/18,6,16.09,10.57
5/7/18,7,21.25,20.9
5/7/18,8,22.72,21.62
5/7/18,9,20.2,28.38
5/7/18,10,20.12,30.91
5/7/18,11,20.09,25.81
5/7/18,12,20.04,19.59
5/7/18,13,20.06,18.22
5/7/18,14,20.02,17.52
5/7/18,15,20.01,25.42
5/7/18,16,20.13,24.3
5/7/18,17,20.6,28.55
5/7/18,18,25.28,48.5
5/7/18,19,28.91,56.36
5/7/18,20,30.49,58.25
5/7/18,21,34.35,66.22
5/7/18,22,23.72,36.74
5/7/18,23,20.14,23.66
5/7/18,24,16.35,16.65
5/8/18,1,14.99,17.1
5/8/18,2,11.81,18.1
5/8/18,3,11.43,15.7
5/8/18,4,11.29,14.98
5/8/18,5,11.66,18.68
5/8/18,6,15.26,-31.56
5/8/18,7,25.15,11.92
5/8/18,8,28.09,25.59
5/8/18,9,22.66,22.48
5/8/18,10,20.15,18.52
5/8/18,11,20.16,17.32
5/8/18,12,20.14,17.56
5/8/18,13,20.02,20.01
5/8/18,14,20.72,30.07
5/8/18,15,21.2,30.07
5/8/18,16,22.45,21.21
5/8/18,17,25.91,28.35
5/8/18,18,28,40.74
5/8/18,19,27.67,39.66
5/8/18,20,26.54,32.81
5/8/18,21,30.61,37.86
5/8/18,22,25.59,36.62
5/8/18,23,17.77,21.05
5/8/18,24,20.77,31.41
5/9/18,1,16.17,28.83
5/9/18,2,13.9,-6.76
5/9/18,3,13.1,-6.35
5/9/18,4,11.27,16.78
5/9/18,5,13.12,19.04
5/9/18,6,13.7,26.52
5/9/18,7,21.58,22.33
5/9/18,8,24.86,20.16
5/9/18,9,24.44,22.76
5/9/18,10,24.36,21.45
5/9/18,11,24.97,36.91
5/9/18,12,24.96,40
5/9/18,13,24.4,33.38
5/9/18,14,26.09,27.15
5/9/18,15,26.36,22.43
5/9/18,16,27.58,32.63
5/9/18,17,30.75,28.8
5/9/18,18,30.6,26.65
5/9/18,19,30.51,21.91
5/9/18,20,30.49,25.1
5/9/18,21,33.96,27.39
5/9/18,22,24.51,30.74
5/9/18,23,20.36,11.67
5/9/18,24,21.23,3.22
5/10/18,1,19.89,35.56
5/10/18,2,11.04,0.62
5/10/18,3,10.39,-19.09
5/10/18,4,10.08,-2.09
5/10/18,5,10.41,4.7
5/10/18,6,16.03,21.68
5/10/18,7,21.22,14.42
5/10/18,8,25.78,7.22
5/10/18,9,23.89,16.79
5/10/18,10,23.96,16.71
5/10/18,11,23.75,-7.33
5/10/18,12,24.36,-0.55
5/10/18,13,26.87,15.92
5/10/18,14,27.05,18.64
5/10/18,15,27.71,18.56
5/10/18,16,29.51,17.43
5/10/18,17,27.65,2.92
5/10/18,18,32.26,11.35
5/10/18,19,30.24,17.14
5/10/18,20,32.25,17.36
5/10/18,21,34.72,21.87
5/10/18,22,26.51,19.84
5/10/18,23,22.94,5.76
5/10/18,24,22.73,7.65
5/11/18,1,15.43,16.35
5/11/18,2,15.18,24.07
5/11/18,3,10.15,12.28
5/11/18,4,8.38,7.6
5/11/18,5,10.36,18.96
5/11/18,6,18.2,19.92
5/11/18,7,20.39,28.11
5/11/18,8,31.28,27.93
5/11/18,9,24.42,22.4
5/11/18,10,23.12,18.22
5/11/18,11,22.82,19.51
5/11/18,12,23.1,17.54
5/11/18,13,22.96,16.56
5/11/18,14,24.35,16.88
5/11/18,15,22.25,16.51
5/11/18,16,23.08,19.13
5/11/18,17,24.46,28.92
5/11/18,18,28.25,39.2
5/11/18,19,26.34,35.08
5/11/18,20,25.81,24.02
5/11/18,21,27.34,29.03
5/11/18,22,24.58,24.77
5/11/18,23,21.3,21.1
5/11/18,24,19.51,17.16
5/12/18,1,26.31,17.71
5/12/18,2,21.56,14.92
5/12/18,3,18.7,16.4
5/12/18,4,16.99,21.13
5/12/18,5,16.76,17.64
5/12/18,6,16.21,14.22
5/12/18,7,21.67,18.33
5/12/18,8,21.52,17.99
5/12/18,9,21.71,21.33
5/12/18,10,28.56,20.63
5/12/18,11,29.07,61.34
5/12/18,12,27.68,40.77
5/12/18,13,25.03,22.21
5/12/18,14,23.75,29.27
5/12/18,15,23.4,28.73
5/12/18,16,23.39,24.97
5/12/18,17,27.48,23.96
5/12/18,18,25.36,19.3
5/12/18,19,28.71,20.19
5/12/18,20,27.61,22.43
5/12/18,21,31.85,23.43
5/12/18,22,24.28,22.91
5/12/18,23,20.08,32.69
5/12/18,24,19.99,37.11
5/13/18,1,21.2,16.06
5/13/18,2,20.72,15.82
5/13/18,3,17.23,15.3
5/13/18,4,15.03,12.49
5/13/18,5,15.04,-17.36
5/13/18,6,18.87,13.76
5/13/18,7,18.9,-8.45
5/13/18,8,18,8.6
5/13/18,9,22.39,15.21
5/13/18,10,20.53,16.7
5/13/18,11,20.89,15.22
5/13/18,12,19.62,14.89
5/13/18,13,19.82,3.48
5/13/18,14,19.59,9.73
5/13/18,15,18.27,11.43
5/13/18,16,20.37,-7.12
5/13/18,17,22.8,-4.26
5/13/18,18,29.11,19.04
5/13/18,19,28.48,19.92
5/13/18,20,27.5,17.88
5/13/18,21,40.5,17.58
5/13/18,22,24.6,17.81
5/13/18,23,20.58,22.56
5/13/18,24,18.16,10.05
5/14/18,1,15.8,15.55
5/14/18,2,15.29,17.11
5/14/18,3,10.89,17.28
5/14/18,4,10.11,17.49
5/14/18,5,15.86,18.12
5/14/18,6,17.01,25.43
5/14/18,7,24.97,39.87
5/14/18,8,24.66,212.11
5/14/18,9,24.33,61.83
5/14/18,10,24.38,50.3
5/14/18,11,24.62,76.8
5/14/18,12,25.43,42.64
5/14/18,13,27.43,20.89
5/14/18,14,27.1,17.5
5/14/18,15,24.99,17.21
5/14/18,16,27.66,17.3
5/14/18,17,28.29,18.29
5/14/18,18,29.94,23.75
5/14/18,19,30.69,29.67
5/14/18,20,30.57,32.75
5/14/18,21,34.61,27.99
5/14/18,22,26.72,25.54
5/14/18,23,20.07,21.84
5/14/18,24,19.44,11.66
5/15/18,1,26.24,15.11
5/15/18,2,23.14,25.36
5/15/18,3,22.72,19.02
5/15/18,4,22.83,20.61
5/15/18,5,26.63,21.37
5/15/18,6,23.46,20.24
5/15/18,7,28.37,17.3
5/15/18,8,31.96,19.93
5/15/18,9,28.86,24.58
5/15/18,10,28.93,24.17
5/15/18,11,34,23.22
5/15/18,12,35.84,23.7
5/15/18,13,35.88,25.95
5/15/18,14,35.93,25.67
5/15/18,15,40.64,34.28
5/15/18,16,42.81,186.66
5/15/18,17,43.47,283.07
5/15/18,18,43.01,135.07
5/15/18,19,37.38,43.45
5/15/18,20,35.3,37.92
5/15/18,21,35.75,26.71
5/15/18,22,29.89,24
5/15/18,23,26.72,27.65
5/15/18,24,25.39,16.43
5/16/18,1,20.05,20
5/16/18,2,17.81,18.18
5/16/18,3,17.87,18.14
5/16/18,4,17.78,17.65
5/16/18,5,18.63,17.82
5/16/18,6,17.86,18.46
5/16/18,7,22.6,18.56
5/16/18,8,26.1,21.63
5/16/18,9,24.09,22.23
5/16/18,10,24.89,22.86
5/16/18,11,27.48,25.85
5/16/18,12,24.85,23.96
5/16/18,13,24.04,24.15
5/16/18,14,27.83,25.34
5/16/18,15,26.63,32.33
5/16/18,16,24.81,31.46
5/16/18,17,26.06,27.24
5/16/18,18,26.99,25.96
5/16/18,19,27.52,27.93
5/16/18,20,28.03,29.79
5/16/18,21,27.72,34.46
5/16/18,22,23.96,26.23
5/16/18,23,21.55,19.45
5/16/18,24,19.36,11.54
5/17/18,1,18.26,13.88
5/17/18,2,16.77,18.63
5/17/18,3,15.04,17.64
5/17/18,4,16.86,17.77
5/17/18,5,16.88,16.72
5/17/18,6,23.12,19.5
5/17/18,7,25.09,20.36
5/17/18,8,26.43,26.95
5/17/18,9,15.98,27.82
5/17/18,10,18.6,27.2
5/17/18,11,20.4,24.31
5/17/18,12,26.12,38.23
5/17/18,13,27.39,34.75
5/17/18,14,27.51,31.66
5/17/18,15,29.1,23.05
5/17/18,16,29.12,26.24
5/17/18,17,30.49,36.02
5/17/18,18,29.15,33.67
5/17/18,19,28.13,33.62
5/17/18,20,29.25,27.04
5/17/18,21,30,32.97
5/17/18,22,25.97,28.33
5/17/18,23,24.92,18.01
5/17/18,24,25.17,16.54
5/18/18,1,22.99,16.97
5/18/18,2,16.26,15.76
5/18/18,3,16.29,12.47
5/18/18,4,16.29,6.08
5/18/18,5,16.12,5.3
5/18/18,6,18.25,16.34
5/18/18,7,25.36,22.08
5/18/18,8,28.24,27.88
5/18/18,9,24.84,25.74
5/18/18,10,26.22,18.67
5/18/18,11,26.55,19.58
5/18/18,12,25.44,17.65
5/18/18,13,24.14,16.44
5/18/18,14,23.21,16.38
5/18/18,15,23.16,-4.55
5/18/18,16,23.72,3.54
5/18/18,17,24.35,6.1
5/18/18,18,24.51,19.46
5/18/18,19,23.79,21.49
5/18/18,20,24.49,19.64
5/18/18,21,25.51,23.48
5/18/18,22,21.54,20.37
5/18/18,23,21.86,22.58
5/18/18,24,23.87,17.89
5/19/18,1,23.24,27.1
5/19/18,2,22.12,19.3
5/19/18,3,18.63,12.94
5/19/18,4,17.42,14.48
5/19/18,5,15.64,15.93
5/19/18,6,16.04,13.21
5/19/18,7,16.82,11.59
5/19/18,8,21.04,15.18
5/19/18,9,21.3,26.34
5/19/18,10,22.2,20.84
5/19/18,11,21.53,20.93
5/19/18,12,22.29,22.47
5/19/18,13,21.18,30.46
5/19/18,14,21.1,27.53
5/19/18,15,20.08,19.03
5/19/18,16,19.9,18.17
5/19/18,17,20.54,18.86
5/19/18,18,23.29,20.85
5/19/18,19,23.11,20.21
5/19/18,20,23.62,19.55
5/19/18,21,27.48,20.6
5/19/18,22,25.24,31.53
5/19/18,23,21.26,53.13
5/19/18,24,20.78,29.98
5/20/18,1,30.61,28.42
5/20/18,2,23.01,16.21
5/20/18,3,18.38,12.47
5/20/18,4,17.28,15.68
5/20/18,5,17.34,15.75
5/20/18,6,17.37,0.49
5/20/18,7,19.27,3.66
5/20/18,8,17.09,2.66
5/20/18,9,20.38,16.22
5/20/18,10,21.89,17.08
5/20/18,11,24.64,17.02
5/20/18,12,25.17,18.34
5/20/18,13,25.56,19.22
5/20/18,14,25.16,18.62
5/20/18,15,25.55,19.6
5/20/18,16,26.56,21.43
5/20/18,17,27.19,30.69
5/20/18,18,34.85,31.02
5/20/18,19,33.91,32.59
5/20/18,20,34.81,24.5
5/20/18,21,36.83,29.15
5/20/18,22,25.52,29.91
