,aggregate_forecast,aggregate_actual
2018-01-15 23:00:00,789.5288643388303,751.4000000000001
2018-01-16 00:00:00,752.6251850424663,733.3
2018-01-16 01:00:00,735.8930917821052,750.9
2018-01-16 02:00:00,661.9468517163357,660.7
2018-01-16 03:00:00,724.8512856891732,706.8
2018-01-16 04:00:00,686.0508303422018,692.9000000000001
2018-01-16 05:00:00,682.2178513054924,677.5
2018-01-16 06:00:00,687.5233983317235,669.8
2018-01-16 07:00:00,709.2033936094252,682.7
2018-01-16 08:00:00,754.7296722951811,799.0999999999999
2018-01-16 09:00:00,949.6780815296761,959.5
2018-01-16 10:00:00,1075.9912463894723,1100.5
2018-01-16 11:00:00,1124.3076319448317,1169.2
2018-01-16 12:00:00,1163.3684330934161,1179.3000000000002
2018-01-16 13:00:00,1159.7509787083332,1164.1
2018-01-16 14:00:00,1156.7839832144848,1163.1
2018-01-16 15:00:00,1110.9336273050174,1126.8
2018-01-16 16:00:00,1144.2745101718178,1157.1000000000001
2018-01-16 17:00:00,1144.257972110429,1153.0
2018-01-16 18:00:00,1119.4668739361925,1147.6
2018-01-16 19:00:00,1018.1385589292462,1049.1
2018-01-16 20:00:00,897.308661039856,953.6999999999999
2018-01-16 21:00:00,883.1013954536684,881.5999999999999
2018-01-16 22:00:00,827.0415896524903,780.6000000000001
2018-01-16 23:00:00,807.3710342805992,776.8000000000001
2018-01-17 00:00:00,732.006037129663,760.8999999999999
2018-01-17 01:00:00,735.9894691551276,752.8000000000001
2018-01-17 02:00:00,663.5821374521938,656.3
2018-01-17 03:00:00,691.1452274647792,712.0
2018-01-17 04:00:00,691.031122623506,689.0999999999999
2018-01-17 05:00:00,671.3398225409077,675.7
2018-01-17 06:00:00,661.8751586451551,687.8000000000001
2018-01-17 07:00:00,680.2745790125543,691.0
2018-01-17 08:00:00,772.9475374875734,786.7
2018-01-17 09:00:00,845.2321965443581,937.0
2018-01-17 10:00:00,937.7585572120917,1054.0
2018-01-17 11:00:00,972.76557037466,1117.8
2018-01-17 12:00:00,1009.0767587361272,1147.6000000000001
2018-01-17 13:00:00,1002.356768363432,1143.4
2018-01-17 14:00:00,1003.7992834980939,1118.6
2018-01-17 15:00:00,1004.0483582652939,1160.1
2018-01-17 16:00:00,983.7610479786091,1153.1999999999998
2018-01-17 17:00:00,994.6140644410358,1148.7
2018-01-17 18:00:00,985.9979585138843,1128.7
2018-01-17 19:00:00,925.8607768037732,1044.1
2018-01-17 20:00:00,845.0503156448867,952.3000000000001
2018-01-17 21:00:00,816.3977688044956,873.5999999999999
2018-01-17 22:00:00,793.4340714753218,822.2
2018-01-17 23:00:00,764.377045897114,776.3
2018-01-18 00:00:00,755.073846625339,757.0
2018-01-18 01:00:00,755.2578681043318,736.8
2018-01-18 02:00:00,658.7760379614035,649.4
2018-01-18 03:00:00,713.1226968539595,700.2
2018-01-18 04:00:00,689.2955438295862,690.6
2018-01-18 05:00:00,678.5211349027469,697.5999999999999
2018-01-18 06:00:00,690.0843880883805,692.8999999999999
2018-01-18 07:00:00,691.5036657421618,708.1
2018-01-18 08:00:00,787.998138935888,792.2
2018-01-18 09:00:00,929.2537782278454,910.9000000000001
2018-01-18 10:00:00,1054.6187198683613,1021.3000000000001
2018-01-18 11:00:00,1126.275456081382,1094.2
2018-01-18 12:00:00,1131.7534943322796,1135.8
2018-01-18 13:00:00,1109.2299059301479,1144.7
2018-01-18 14:00:00,1094.9118692177565,1143.4
2018-01-18 15:00:00,1098.1220452465145,1138.1999999999998
2018-01-18 16:00:00,1110.4185490294367,1142.7
2018-01-18 17:00:00,1125.4239891878333,1126.2
2018-01-18 18:00:00,1131.6493678324225,1121.7
2018-01-18 19:00:00,1093.6594038745332,1109.3000000000002
2018-01-18 20:00:00,1073.6536492811786,1099.3
2018-01-18 21:00:00,982.6829053667783,1032.2
2018-01-18 22:00:00,840.3885194162465,890.5000000000001
2018-01-18 23:00:00,818.5585098109361,858.1
2018-01-19 00:00:00,769.2406762219789,807.3999999999999
2018-01-19 01:00:00,743.4657937968441,789.4000000000001
2018-01-19 02:00:00,648.8077018353798,681.3
2018-01-19 03:00:00,699.5582916317001,746.8
2018-01-19 04:00:00,687.3847679980322,706.5999999999999
2018-01-19 05:00:00,685.6058150174541,691.7
2018-01-19 06:00:00,684.4187162789309,673.6999999999998
2018-01-19 07:00:00,699.901434103699,710.1
2018-01-19 08:00:00,791.9644025411347,799.6999999999999
2018-01-19 09:00:00,910.3211450347685,928.9000000000001
2018-01-19 10:00:00,1024.1260618030758,1062.8000000000002
2018-01-19 11:00:00,1100.0739116848358,1136.4
2018-01-19 12:00:00,1131.9027379879342,1174.4999999999998
2018-01-19 13:00:00,1137.0785389172588,1167.3
2018-01-19 14:00:00,1122.4596059715789,1144.1
2018-01-19 15:00:00,1133.786110803228,1163.1
2018-01-19 16:00:00,1139.1133012368637,1163.0
2018-01-19 17:00:00,1137.367892265502,1136.0
2018-01-19 18:00:00,1117.350050660749,1120.7
2018-01-19 19:00:00,1016.5467537510143,1032.8
2018-01-19 20:00:00,922.7630737831564,931.3
2018-01-19 21:00:00,851.1427417013614,828.6
2018-01-19 22:00:00,792.4200396742607,804.0
2018-01-19 23:00:00,753.8302585133767,772.4000000000001
2018-01-20 00:00:00,765.3627806554808,754.0
2018-01-20 01:00:00,762.3521659711898,721.2
2018-01-20 02:00:00,655.6573034904916,656.2
2018-01-20 03:00:00,725.1226394962382,707.8
2018-01-20 04:00:00,696.2481350534345,721.5
2018-01-20 05:00:00,697.832308261246,689.8
2018-01-20 06:00:00,674.7037012815754,674.0
2018-01-20 07:00:00,693.8344499648655,679.3
2018-01-20 08:00:00,736.0854890880698,728.0999999999999
2018-01-20 09:00:00,773.8377938255809,763.0
2018-01-20 10:00:00,800.9386885594137,793.4
2018-01-20 11:00:00,866.0055254021784,876.0
2018-01-20 12:00:00,982.6456943771927,994.5
2018-01-20 13:00:00,1031.0777653164455,1020.5999999999999
2018-01-20 14:00:00,1038.0235678634228,1002.0
2018-01-20 15:00:00,1025.919741206263,1043.1
2018-01-20 16:00:00,1033.1719545259384,1071.2
2018-01-20 17:00:00,1028.7299475753332,1058.6
2018-01-20 18:00:00,1026.471716626552,1057.5
2018-01-20 19:00:00,962.4906938498505,966.1
2018-01-20 20:00:00,896.0667149902558,881.6
2018-01-20 21:00:00,867.2174233348522,836.0999999999999
2018-01-20 22:00:00,800.5095850799387,825.3
2018-01-20 23:00:00,780.0153077849129,783.0
2018-01-21 00:00:00,755.002539791535,753.5
2018-01-21 01:00:00,727.2688609184075,745.3000000000001
2018-01-21 02:00:00,667.6793186209319,664.4
2018-01-21 03:00:00,710.2469286327232,708.3
2018-01-21 04:00:00,708.8517414577508,694.9
2018-01-21 05:00:00,681.6881467869805,689.3
2018-01-21 06:00:00,668.9833118528187,689.0
2018-01-21 07:00:00,679.1494684935774,674.8999999999999
2018-01-21 08:00:00,728.6878953619806,740.0999999999999
2018-01-21 09:00:00,775.3748397155156,771.3999999999999
2018-01-21 10:00:00,814.1433563289163,789.3999999999999
2018-01-21 11:00:00,882.5719658832386,872.5999999999999
2018-01-21 12:00:00,1008.9994023803764,1011.0
2018-01-21 13:00:00,1034.8032259970064,1057.3999999999999
2018-01-21 14:00:00,1027.7106378737462,1046.7
2018-01-21 15:00:00,1046.8112503020698,1052.8999999999999
2018-01-21 16:00:00,1059.3665325953632,1097.0
2018-01-21 17:00:00,1052.2456391765293,1090.4
2018-01-21 18:00:00,1045.819638142809,1071.1000000000001
2018-01-21 19:00:00,981.1201524948591,974.9
2018-01-21 20:00:00,908.4555852919814,922.9000000000001
2018-01-21 21:00:00,840.0934731282053,879.8999999999999
2018-01-21 22:00:00,806.3425230725087,824.8
2018-01-21 23:00:00,787.4582463879631,836.9999999999999
2018-01-22 00:00:00,794.297043396117,803.9000000000001
2018-01-22 01:00:00,770.7544415223898,786.1999999999999
2018-01-22 02:00:00,693.6673458175839,710.3
2018-01-22 03:00:00,735.3850510073194,729.8
2018-01-22 04:00:00,716.1423232297358,696.9000000000001
2018-01-22 05:00:00,704.7282410689627,689.1999999999999
2018-01-22 06:00:00,705.7985796492011,684.2
2018-01-22 07:00:00,704.709503072894,710.7
2018-01-22 08:00:00,811.0905596607099,789.9
2018-01-22 09:00:00,932.0649210080692,945.2
2018-01-22 10:00:00,1018.3400644660154,1063.2
2018-01-22 11:00:00,1107.330321170436,1112.6000000000001
2018-01-22 12:00:00,1148.9507457229981,1152.0
2018-01-22 13:00:00,1148.8756030046582,1150.8
2018-01-22 14:00:00,1108.2592063383565,1119.2
2018-01-22 15:00:00,1150.3853003133386,1174.3
2018-01-22 16:00:00,1170.6492871467067,1189.7
2018-01-22 17:00:00,1148.646036943327,1172.4
2018-01-22 18:00:00,1128.3556615674656,1148.2
2018-01-22 19:00:00,1040.933775149666,1069.3999999999999
2018-01-22 20:00:00,951.1182136035052,990.8
2018-01-22 21:00:00,880.4336842775627,900.9000000000001
2018-01-22 22:00:00,852.8616953917457,858.0
2018-01-22 23:00:00,806.8952038628328,808.8999999999999
2018-01-23 00:00:00,788.8685834962788,797.3
2018-01-23 01:00:00,778.6969717427661,780.9000000000001
2018-01-23 02:00:00,685.9933170431154,649.0999999999999
2018-01-23 03:00:00,739.1161505200984,720.3
2018-01-23 04:00:00,705.3855913981923,609.0
2018-01-23 05:00:00,694.9195159095136,712.8
2018-01-23 06:00:00,692.1214996273592,688.1999999999999
2018-01-23 07:00:00,711.9774064317951,703.3000000000001
2018-01-23 08:00:00,802.8300119168863,770.0
2018-01-23 09:00:00,940.9766259326398,919.3000000000001
2018-01-23 10:00:00,1063.5695959348213,1047.6000000000001
2018-01-23 11:00:00,1137.091388940417,1110.1
2018-01-23 12:00:00,1187.9701300024956,1156.9
2018-01-23 13:00:00,1189.2438448396053,1170.1000000000001
2018-01-23 14:00:00,1175.4706701808482,1168.3
2018-01-23 15:00:00,1169.05795007623,1177.8000000000002
2018-01-23 16:00:00,1204.062101924664,1151.8
2018-01-23 17:00:00,1165.3211080628355,1108.7
2018-01-23 18:00:00,1149.3992088266518,1090.5
2018-01-23 19:00:00,1049.6739455770537,1039.9
2018-01-23 20:00:00,970.137770422565,942.4000000000001
2018-01-23 21:00:00,905.691968500722,902.1
2018-01-23 22:00:00,850.8766746721726,829.9000000000001
2018-01-23 23:00:00,833.8860436084682,794.5999999999999
2018-01-24 00:00:00,794.1762784267345,772.0
2018-01-24 01:00:00,772.756460354006,798.1000000000001
2018-01-24 02:00:00,669.1793855204551,701.0
2018-01-24 03:00:00,712.011124418877,709.9
2018-01-24 04:00:00,646.9055263303288,672.4000000000001
2018-01-24 05:00:00,703.6704798091855,668.4
2018-01-24 06:00:00,682.1720988641026,651.1
2018-01-24 07:00:00,703.1738737950859,692.8
2018-01-24 08:00:00,769.4536289779489,773.8000000000001
2018-01-24 09:00:00,946.3004919218707,913.9
2018-01-24 10:00:00,1080.3782166323838,1048.4
2018-01-24 11:00:00,1135.9835113399738,1131.7
2018-01-24 12:00:00,1178.5558528375723,1145.5
2018-01-24 13:00:00,1173.6042359151256,1136.5
2018-01-24 14:00:00,1152.145167981857,1133.0
2018-01-24 15:00:00,1197.4547753565369,1148.6999999999998
2018-01-24 16:00:00,1211.8061215301182,1146.1
2018-01-24 17:00:00,1193.4660117141698,1132.4
2018-01-24 18:00:00,1166.9511473123857,1130.5
2018-01-24 19:00:00,1075.4367076180338,1064.2
2018-01-24 20:00:00,980.5661165013759,961.0
2018-01-24 21:00:00,897.1845374153564,882.1999999999999
2018-01-24 22:00:00,859.9152310794734,849.8000000000001
2018-01-24 23:00:00,831.3339540603902,834.5
2018-01-25 00:00:00,779.5853392002133,811.0999999999999
2018-01-25 01:00:00,793.2893088108009,804.4000000000001
2018-01-25 02:00:00,686.622522674521,696.3
2018-01-25 03:00:00,714.9059556731405,755.0
2018-01-25 04:00:00,660.8840783856399,722.9
2018-01-25 05:00:00,683.0273741633727,694.3
2018-01-25 06:00:00,669.4902275691225,695.8
2018-01-25 07:00:00,697.0622730030944,702.7
2018-01-25 08:00:00,775.7989163307187,805.4
2018-01-25 09:00:00,923.5540475444858,928.6
2018-01-25 10:00:00,1053.055070527814,1077.5
2018-01-25 11:00:00,1124.0712272508163,1147.5
2018-01-25 12:00:00,1157.347716752384,1161.3000000000002
2018-01-25 13:00:00,1152.6062715950188,1162.2
2018-01-25 14:00:00,1130.7350333151921,1143.9
2018-01-25 15:00:00,1180.814993786919,1172.7
2018-01-25 16:00:00,1166.6480419583893,1171.3
2018-01-25 17:00:00,1145.792671306833,1145.1000000000001
2018-01-25 18:00:00,1139.4781369390223,1135.3
2018-01-25 19:00:00,1126.6861988862602,1129.7
2018-01-25 20:00:00,1106.8935065360963,1114.5
2018-01-25 21:00:00,1018.278212272059,1006.3
2018-01-25 22:00:00,894.5835371909568,882.5
2018-01-25 23:00:00,848.1245981489151,839.6000000000001
2018-01-26 00:00:00,813.2717148884155,774.0999999999999
2018-01-26 01:00:00,802.2409716455746,763.4000000000001
2018-01-26 02:00:00,689.6962051806164,642.9000000000001
2018-01-26 03:00:00,735.490677336388,712.5
2018-01-26 04:00:00,696.5436370094131,681.0
2018-01-26 05:00:00,684.4184592867002,673.7
2018-01-26 06:00:00,678.8048281197845,684.1999999999999
2018-01-26 07:00:00,698.0579088787902,702.7
2018-01-26 08:00:00,795.7717187725472,789.5999999999999
2018-01-26 09:00:00,896.3956533592979,905.7
2018-01-26 10:00:00,1022.2773357907961,1022.0999999999999
2018-01-26 11:00:00,1110.048306466286,1104.2
2018-01-26 12:00:00,1141.8073522430486,1138.7
2018-01-26 13:00:00,1150.853437766854,1174.6
2018-01-26 14:00:00,1147.7861724020067,1202.5
2018-01-26 15:00:00,1156.8405811853913,1203.6
2018-01-26 16:00:00,1156.1800085991647,1187.6
2018-01-26 17:00:00,1136.4065129767266,1128.1
2018-01-26 18:00:00,1122.7143361546014,1101.7
2018-01-26 19:00:00,1040.7100838389963,1031.4
2018-01-26 20:00:00,938.3054266422795,923.5
2018-01-26 21:00:00,869.1920398935348,862.5
2018-01-26 22:00:00,827.1406089196369,813.8
2018-01-26 23:00:00,801.568574480265,791.7
2018-01-27 00:00:00,758.6262527689562,767.3000000000001
2018-01-27 01:00:00,764.8007775736362,769.5
2018-01-27 02:00:00,645.2018294873643,639.5
2018-01-27 03:00:00,713.572926781732,707.8
2018-01-27 04:00:00,681.8549733351571,686.5
2018-01-27 05:00:00,685.049767803462,691.0999999999999
2018-01-27 06:00:00,678.907270852021,685.5999999999999
2018-01-27 07:00:00,687.0290437681648,702.4
2018-01-27 08:00:00,730.3051209257654,740.7
2018-01-27 09:00:00,777.901671294099,781.2
2018-01-27 10:00:00,827.3624746711885,815.0999999999999
2018-01-27 11:00:00,894.7574169040223,873.5
2018-01-27 12:00:00,997.7563467066759,994.9
2018-01-27 13:00:00,1041.5577157361713,1080.9
2018-01-27 14:00:00,1041.2735588531107,1106.8000000000002
2018-01-27 15:00:00,1050.6216541213332,1071.7
2018-01-27 16:00:00,1052.2424589485834,1067.6000000000001
2018-01-27 17:00:00,1037.64870214769,1076.3999999999999
2018-01-27 18:00:00,1035.4247801079139,1068.8999999999999
2018-01-27 19:00:00,980.1936817658179,984.3
2018-01-27 20:00:00,907.5075176625458,915.1
2018-01-27 21:00:00,855.9811254305577,844.8000000000001
2018-01-27 22:00:00,805.824266276456,805.1
2018-01-27 23:00:00,782.7900827824039,782.8999999999999
2018-01-28 00:00:00,761.1378807646123,750.5
2018-01-28 01:00:00,759.8128744815145,740.4
2018-01-28 02:00:00,653.1780065027743,655.7
2018-01-28 03:00:00,706.94143749572,699.8999999999999
2018-01-28 04:00:00,680.4799497815094,698.9000000000001
2018-01-28 05:00:00,677.8519309041307,651.8
2018-01-28 06:00:00,677.327402942763,669.3
2018-01-28 07:00:00,691.1268771633335,687.2
2018-01-28 08:00:00,734.3419837335664,722.3999999999999
2018-01-28 09:00:00,763.0750531807463,767.3000000000001
2018-01-28 10:00:00,801.6463587927907,807.5999999999999
2018-01-28 11:00:00,875.0994464209961,892.8
2018-01-28 12:00:00,993.3151543437248,1012.8
2018-01-28 13:00:00,1041.9647815537387,1040.7
2018-01-28 14:00:00,1061.2118110265642,1072.0
2018-01-28 15:00:00,1077.0574588373006,1072.3999999999999
2018-01-28 16:00:00,1079.3646626809357,1095.9
2018-01-28 17:00:00,1050.7238865232557,1098.6000000000001
2018-01-28 18:00:00,1037.281200629231,1083.0
2018-01-28 19:00:00,986.2079525208256,1025.8
2018-01-28 20:00:00,907.8683491668195,908.3
2018-01-28 21:00:00,859.0895143959309,880.0
2018-01-28 22:00:00,814.756914518517,845.9
2018-01-28 23:00:00,801.2459087689747,820.6
2018-01-29 00:00:00,780.737755855546,785.6
2018-01-29 01:00:00,766.0255386147115,791.8999999999999
2018-01-29 02:00:00,670.115239871748,696.3999999999999
2018-01-29 03:00:00,715.741934121343,727.1
2018-01-29 04:00:00,695.1139379004501,685.7
2018-01-29 05:00:00,667.3496852945772,681.4000000000001
2018-01-29 06:00:00,683.270805684091,680.5000000000001
2018-01-29 07:00:00,704.6193780968151,690.9000000000001
2018-01-29 08:00:00,786.6842368569169,795.1
2018-01-29 09:00:00,924.185000813599,941.8
2018-01-29 10:00:00,1012.7364965399702,1041.3
2018-01-29 11:00:00,1083.350829035123,1122.2
2018-01-29 12:00:00,1122.4764610648788,1148.4
2018-01-29 13:00:00,1172.1928966585463,1146.1
2018-01-29 14:00:00,1171.9517466785276,1094.5
2018-01-29 15:00:00,1161.197282249149,1151.5
2018-01-29 16:00:00,1154.0694763504073,1146.9
2018-01-29 17:00:00,1137.1234787707465,1146.6
2018-01-29 18:00:00,1110.382258090458,1132.6999999999998
2018-01-29 19:00:00,1036.1917749041359,1063.0
2018-01-29 20:00:00,955.9550082570264,985.9
2018-01-29 21:00:00,877.5087081783818,880.8000000000001
2018-01-29 22:00:00,826.727469539884,831.5999999999999
2018-01-29 23:00:00,797.0576341250677,811.0
2018-01-30 00:00:00,771.8933980262892,789.0999999999999
2018-01-30 01:00:00,779.0178300016963,804.7
2018-01-30 02:00:00,667.4446749014146,668.9
2018-01-30 03:00:00,729.4454554869815,712.5
2018-01-30 04:00:00,690.8703685792359,690.1999999999999
2018-01-30 05:00:00,675.7348476884988,683.5999999999999
2018-01-30 06:00:00,681.7241781316228,690.0
2018-01-30 07:00:00,699.4682492697913,702.2
2018-01-30 08:00:00,796.8325098306246,785.2
2018-01-30 09:00:00,922.9671026145512,919.0999999999999
2018-01-30 10:00:00,1063.1586526923882,1059.6
2018-01-30 11:00:00,1129.213287754639,1118.6000000000001
2018-01-30 12:00:00,1163.7593178892605,1133.7
2018-01-30 13:00:00,1171.7080727619687,1155.5
2018-01-30 14:00:00,1202.8087625471187,1153.8999999999999
2018-01-30 15:00:00,1172.4377406621718,1151.0
2018-01-30 16:00:00,1181.5174098909424,1150.2
2018-01-30 17:00:00,1151.0776614877657,1141.3
2018-01-30 18:00:00,1135.5716405910193,1145.6
2018-01-30 19:00:00,1067.7321421254692,1080.7
2018-01-30 20:00:00,950.2419416866414,963.7
2018-01-30 21:00:00,891.780592156901,930.1
2018-01-30 22:00:00,843.3451092545564,863.8000000000001
2018-01-30 23:00:00,808.1841990223804,828.9000000000001
2018-01-31 00:00:00,782.2328751517367,798.1000000000001
2018-01-31 01:00:00,787.0697606073701,774.5
2018-01-31 02:00:00,675.6098078289174,686.5
2018-01-31 03:00:00,704.7454898977231,700.9
2018-01-31 04:00:00,694.6510746204702,716.0
2018-01-31 05:00:00,677.8992579787739,692.3000000000001
2018-01-31 06:00:00,679.4274504001313,661.5
2018-01-31 07:00:00,698.1025317216324,698.8
2018-01-31 08:00:00,777.7891997805452,786.5
2018-01-31 09:00:00,937.3649447236813,935.5999999999999
2018-01-31 10:00:00,1065.0409924247167,1065.4
2018-01-31 11:00:00,1139.1199465039515,1137.6
2018-01-31 12:00:00,1167.5352174809962,1162.4
2018-01-31 13:00:00,1165.4971191330917,1143.8
2018-01-31 14:00:00,1149.4881290782903,1154.5
2018-01-31 15:00:00,1184.4817458823818,1168.5
2018-01-31 16:00:00,1177.0417713518204,1176.0
2018-01-31 17:00:00,1172.1019808665412,1171.2
2018-01-31 18:00:00,1151.921165302064,1132.6
2018-01-31 19:00:00,1077.963633214649,1051.0
2018-01-31 20:00:00,969.082456813949,934.2
2018-01-31 21:00:00,880.5120520309666,886.6999999999999
2018-01-31 22:00:00,841.2309083765807,846.8
2018-01-31 23:00:00,823.8227814697183,811.5
2018-02-01 00:00:00,791.7422801501974,795.6999999999999
2018-02-01 01:00:00,785.6264325814441,812.3
2018-02-01 02:00:00,680.4234396614837,660.4000000000001
2018-02-01 03:00:00,707.3689871401554,707.3
2018-02-01 04:00:00,705.0273217772688,694.0
2018-02-01 05:00:00,688.460590025262,676.9000000000001
2018-02-01 06:00:00,676.1381044701634,690.3
2018-02-01 07:00:00,699.6304746069676,710.0
2018-02-01 08:00:00,787.2474768745182,792.0
2018-02-01 09:00:00,922.3428428394234,926.9
2018-02-01 10:00:00,1057.5574187411137,1049.4
2018-02-01 11:00:00,1133.4889612282539,1120.3999999999999
2018-02-01 12:00:00,1142.3644894880194,1146.0
2018-02-01 13:00:00,1143.3133856237778,1151.8
2018-02-01 14:00:00,1123.8764715429747,1142.4
2018-02-01 15:00:00,1162.6366634578537,1140.2
