,YUAG,Berkeley,Hopper,304Elm,Davenport,38HH,320Temple,53Wall,Sprague,Malone,Trumbull,17HH
Mon 01/01/18 00:00,7929946.5,7241231.2,2766963.5,1109119.8,4306847.8,3164052.8,94018.2,3024576.8,358345.5,6543549.3,4441711.2,8929603.5
Mon 01/01/18 01:00,7930103.6,7241300.8,2767051.1,1109124.4,4306942.8,3164055.9,94019.9,2493806.4,358379.5,6543660.7,4441765.7,7419481.4
Mon 01/01/18 02:00,7930256.8,7241359.7,2767125.7,1109129,4307035.7,3164058.5,94021.8,3024609.2,358411.2,6543770.8,4441818,8929905.7
Mon 01/01/18 03:00,7930426.2,7241423.3,2767205.3,1109133.8,4307137.8,3164061.8,94023.8,3024625.3,358443.5,6543892,4441878.8,8930055.8
Mon 01/01/18 04:00,7930598,7241486.5,2767284.2,1109138.8,4307237.7,3164065,94025.7,3024641.7,358475.8,6544010.3,4441940.3,8930205
Mon 01/01/18 05:00,7930770.2,7241549.5,2767363.2,1109143.7,4307338.7,3164068,94027.8,3024658.3,358508.3,6544130.7,4441999.5,8930354.5
Mon 01/01/18 06:00,7930939,7241613,2767443.8,1109148.7,4307439.5,3164071,94029.8,3024674.5,358540.5,6544250.2,4442061.2,8930503.5
Mon 01/01/18 07:00,7931107.8,7241676,2767522.5,1109153.7,4307540.3,3164074.5,94031.8,3024690.3,358572.8,6544368.2,4442124.5,8930653
Mon 01/01/18 08:00,7931280,7241745.8,2767602.5,1109158.3,4307641.8,3164077.5,94034,3024706.7,358605.2,6544489,4442184.8,8930803.2
Mon 01/01/18 09:00,7931481,7241824.5,2767683,1109163.5,4307741.3,3164080.5,94036.2,3024722.3,358636.7,6544614.8,4442244.5,8930957.5
Mon 01/01/18 10:00,7931726.8,7241902.8,2767761,1109168.8,4307841.3,3164083.5,94038.2,3024738.3,358667.7,6544735,4442302.8,8931111.7
Mon 01/01/18 11:00,7931949.2,7241980.5,2767838.8,1109173.3,4307942.2,3164086.7,94040.3,3024754.7,358698.7,6544860.8,4442361.5,8931266.8
Mon 01/01/18 12:00,7932169.3,7242058.5,2767919.8,1109179.2,4308045,3164090,94042.5,3024771.3,358729.8,6544986.3,4442423.3,8931424.5
Mon 01/01/18 13:00,7932390,7242136.5,2767998.2,1109184.2,4308150,3164092.7,94044.2,3024788,358760.2,6545120.5,4442485.7,8931584
Mon 01/01/18 14:00,7932588,7242215,2768076.7,1109189,4308255.2,3164096,94046.2,3024804.7,358789.7,6545252.7,4442544.2,8931746.8
Mon 01/01/18 15:00,7932784.3,7242293.7,2768154.5,1109194,4308361.8,3164099,94048.5,3024821.5,358818,6545379.7,4442600.3,8931914.8
Mon 01/01/18 16:00,7932981.3,7242373,2768229.2,1109198.8,4308468,3164102.3,94050.7,3024838.2,358850,6545511,4442657,8932087
Mon 01/01/18 17:00,7933178.8,7242451.7,2768306,1109203.8,4308570.2,3164105.5,94052.8,3024854.3,358880.2,6545648.5,4442715,8932252
Mon 01/01/18 18:00,7933376,7242530.7,2768387.7,1109208.7,4308672.8,3164109,94055.2,3024870.8,358912,6545786.5,4442777.7,8932419.2
Mon 01/01/18 19:00,7933554.2,7242608.5,2768467.7,1109213.7,4308777.5,3164112.5,94057.2,3024887.3,358944.3,6545916.8,4442842.5,8932586.3
Mon 01/01/18 20:00,7933703,7242681,2768546.8,1109218.3,4308880.7,3164116,94059.5,3024904,358976.3,6546041.7,4442903.8,8932749.5
Mon 01/01/18 21:00,7933851.7,7242753.3,2768627,1109223.2,4308988.8,3164119,94061.7,3024920.3,359008.7,6546165.7,4442963.7,8932909.8
Mon 01/01/18 22:00,7933999,7242820.2,2768707.8,1109228,4309099.5,3164122,94063.8,3024936.3,359041,6546288.8,4443022.3,8933068.8
Mon 01/01/18 23:00,7934146.2,7242884.3,2768787,1109233,4309202.2,3164125.5,94066,3024952.3,359073.3,6546416.5,4443082.7,8933229.2
Tue 01/02/18 00:00,7934294.8,7242950,2768865.8,1109237.8,4309303.3,3164128.5,94067.8,3024968.8,359105.7,6546544.7,4443145.7,8933392.2
Tue 01/02/18 01:00,7934442.7,7243018,2768950.9,1109242.3,4309416.4,3164132,94068.9,2542575.8,359142.8,6546658.9,4443209.3,7562273.9
Tue 01/02/18 02:00,7934587.8,7243075,2769023.3,1109247.5,4309513.3,3164135,94070.2,3025002,359172.7,6546767.3,4443264.5,8933694.3
Tue 01/02/18 03:00,7934735.2,7243139.3,2769103.5,1109252.5,4309609.5,3164138,94072.3,3025018.5,359203.7,6546907.3,4443323,8933847.7
Tue 01/02/18 04:00,7934864.5,7243203.3,2769180.8,1109257.3,4309699.2,3164141,94074.2,3025034.8,359234.7,6547033.2,4443381,8934003.5
Tue 01/02/18 05:00,7934992.7,7243266.5,2769258.7,1109262.3,4309805.5,3164144.7,94076,3025051.3,359266.3,6547155.3,4443441.8,8934157
Tue 01/02/18 06:00,7935121,7243330.2,2769335.8,1109267.2,4309907.7,3164148.7,94077.8,3025067.3,359299.3,6547278,4443504,8934317.5
Tue 01/02/18 07:00,7935257.8,7243393.8,2769410.5,1109272.5,4309992,3164153,94079.8,3025083.7,359333.3,6547399.5,4443563,8934474.5
Tue 01/02/18 08:00,7935419.7,7243464.2,2769491.7,1109278,4310108.7,3164157.2,94082,3025101.7,359369.2,6547522,4443625.7,8934635.8
Tue 01/02/18 09:00,7935622.5,7243542,2769580.2,1109284.2,4310226.7,3164162.5,94084.5,3025119.8,359409.7,6547653.2,4443691.8,8934804.2
Tue 01/02/18 10:00,7935887.3,7243618.7,2769673.7,1109290.5,4310345.2,3164168.5,94087.2,3025138.5,359452.7,6547789.3,4443759,8934973
Tue 01/02/18 11:00,7936174.3,7243699,2769769.5,1109295.5,4310469,3164175.2,94090,3025161.5,359496.8,6547933.3,4443827.8,8935147.5
Tue 01/02/18 12:00,7936464.2,7243779.2,2769868.3,1109301.5,4310606.5,3164181.7,94093.7,3025186.8,359543,6548086.8,4443896,8935323.7
Tue 01/02/18 13:00,7936757.2,7243859.3,2769967.2,1109307.5,4310729.7,3164188.7,94097.7,3025209.7,359590,6548243.2,4443962.2,8935497.5
Tue 01/02/18 14:00,7937049.2,7243938.8,2770067.2,1109313.5,4310855.5,3164196.7,94100.5,3025232,359637,6548395.7,4444028.5,8935668
Tue 01/02/18 15:00,7937346.5,7244017.5,2770168.5,1109319.5,4310972.3,3164204.3,94103.3,3025253,359684,6548547.8,4444096.2,8935841.3
Tue 01/02/18 16:00,7937647.2,7244095.5,2770267.7,1109324.8,4311086.3,3164212.2,94105.8,3025274,359732,6548699,4444164.2,8936020
Tue 01/02/18 17:00,7937949.3,7244171.7,2770360.2,1109330.5,4311189,3164218.5,94108.2,3025295,359779,6548855.2,4444232.5,8936189.5
Tue 01/02/18 18:00,7938234.3,7244247.7,2770444.5,1109336.2,4311291.2,3164224,94110.8,3025314.5,359825,6549010.7,4444298.5,8936355.5
Tue 01/02/18 19:00,7938442.3,7244323.8,2770526.3,1109341.2,4311394,3164228.3,94113,3025331.3,359869,6549156,4444363.2,8936521.8
Tue 01/02/18 20:00,7938578,7244394.5,2770607.5,1109346,4311499.8,3164231.5,94115.3,3025347.2,359912.7,6549297.3,4444426.5,8936683.2
Tue 01/02/18 21:00,7938715.5,7244465.5,2770689.7,1109350.8,4311611.5,3164234.5,94118,3025362.5,359955.7,6549434.7,4444490.3,8936847.3
Tue 01/02/18 22:00,7938845.5,7244531.7,2770772.2,1109355.7,4311716,3164237.8,94120.2,3025378.3,359998.8,6549564,4444553.7,8937004.2
Tue 01/02/18 23:00,7938976.7,7244595,2770852.8,1109360.7,4311819.5,3164241,94122.8,3025394,360042,6549692,4444615.3,8937158.5
Wed 01/03/18 00:00,7939107.7,7244657.7,2770934.7,1109365.3,4311922.5,3164244,94124.8,3025410,360081.2,6549819.7,4444678.3,8937306.7
Wed 01/03/18 01:00,7939230.3,7244729.1,2771027.6,1109370,4312022.4,3164247,94126.2,2630189,360112.6,6549939.5,3866228.2,7803641.8
Wed 01/03/18 02:00,7939345.3,7244787.3,2771104.5,1109374.3,4312112.7,3164249.8,94127.5,3025442,360141.3,6550049.8,4444804.2,8937611.2
Wed 01/03/18 03:00,7939477,7244852.3,2771189.2,1109380.2,4312214.8,3164253,94129.2,3025457.7,360173.8,6550172.3,4444862,8937758.5
Wed 01/03/18 04:00,7939627.5,7244917,2771273,1109385.2,4312316,3164256,94131.5,3025473.2,360206.3,6550314.2,4444919.7,8937904.2
Wed 01/03/18 05:00,7939763.3,7244981.2,2771357.3,1109390,4312417.3,3164259.7,94133.5,3025488.7,360239,6550436,4444979.5,8938050.7
Wed 01/03/18 06:00,7939894,7245046,2771441.2,1109395,4312521.2,3164263.8,94135.5,3025504.3,360271.5,6550557.8,4445041.8,8938196.5
Wed 01/03/18 07:00,7940028.7,7245108.7,2771523,1109400.2,4312626.8,3164268.2,94138,3025520.5,360305.8,6550679.2,4445102.8,8938347
Wed 01/03/18 08:00,7940182.3,7245172.7,2771597,1109405.5,4312726,3164272.3,94141,3025538.5,360339.2,6550802,4445166.3,8938502.8
Wed 01/03/18 09:00,7940383.7,7245255.7,2771689.5,1109411.5,4312848.3,3164278,94144,3025556.5,360378.7,6550932.8,4445232.8,8938665.7
Wed 01/03/18 10:00,7940655,7245338.8,2771781.5,1109417.3,4312969.2,3164285.5,94147,3025574.8,360424.5,6551066.3,4445301.7,8938831.7
Wed 01/03/18 11:00,7940950.2,7245423.8,2771875.5,1109422.5,4313087.5,3164294.3,94149.8,3025595.3,360471.5,6551208.8,4445373.2,8939005.3
Wed 01/03/18 12:00,7941246.3,7245509.3,2771972,1109428.5,4313206.5,3164304.7,94152.7,3025615.3,360521,6551362.3,4445444.2,8939179.2
Wed 01/03/18 13:00,7941544.5,7245595.2,2772064.2,1109434.5,4313324.3,3164314.3,94155.3,3025635.3,360572.7,6551522.5,4445512,8939356.2
Wed 01/03/18 14:00,7941840.3,7245676.7,2772158,1109440,4313442.5,3164324.7,94157.7,3025655.2,360624.5,6551677.7,4445580.5,8939535.7
Wed 01/03/18 15:00,7942138.3,7245748.7,2772236.5,1109445.5,4313539.3,3164334.3,94159.8,3025674.3,360671.7,6551830.7,4445654.2,8939716
Wed 01/03/18 16:00,7942439.8,7245831,2772325.2,1109451.2,4313655.3,3164344.3,94161.8,3025693.2,360717,6551987.3,4445728.8,8939894.3
Wed 01/03/18 17:00,7942738.8,7245911.5,2772406.5,1109456.5,4313765.7,3164353.5,94163.5,3025712.3,360765,6552144.2,4445800.5,8940075.7
Wed 01/03/18 18:00,7943018.8,7245989.2,2772487.8,1109461.7,4313871.8,3164360.5,94165.3,3025729.7,360812.3,6552302.2,4445864.7,8940259.5
Wed 01/03/18 19:00,7943229.2,7246065.8,2772568.5,1109466.2,4313978.5,3164366,94167.2,3025745.8,360857,6552458,4445928.2,8940429
Wed 01/03/18 20:00,7943365.2,7246138.7,2772648.5,1109471,4314086.5,3164370,94168.8,3025761.7,360901,6552601.7,4445993.5,8940593.3
Wed 01/03/18 21:00,7943494.8,7246211.7,2772730.3,1109475.5,4314198.3,3164374.5,94170.8,3025777,360945,6552734.5,4446059.8,8940751.7
Wed 01/03/18 22:00,7943626,7246268.5,2772797.3,1109480,4314291.5,3164378.3,94172.7,3025792.2,360986.7,6552864.3,4446125.8,8940909.7
Wed 01/03/18 23:00,7943756.8,7246333.5,2772875.5,1109484.8,4314403,3164382.2,94174.5,3025807.5,361025.7,6552989.5,4446187,8941066.3
Thu 01/04/18 00:00,7943886.5,7246398.7,2772954.7,1109489.5,4314508.8,3164386.3,94176.2,3025823,361066.3,6553112,4446248.3,8941220.2
Thu 01/04/18 01:00,7944021.7,7246462.8,2773036.7,1109493.6,4314615.5,3164390.6,94177,2554579.1,361100,6553224.8,4446313.5,7594250.2
Thu 01/04/18 02:00,7944147.5,7246513.5,2773108.7,1109497.8,4314708.2,3164394.3,94177.7,3025853.5,361128.5,6553332.8,4446372.7,8941511
Thu 01/04/18 03:00,7944278.5,7246577.5,2773188.5,1109503.2,4314810.5,3164398.7,94178.5,3025868.8,361160.7,6553452.7,4446432.7,8941654.5
Thu 01/04/18 04:00,7944408.7,7246642.7,2773266.2,1109508,4314913.3,3164402.7,94179.7,3025884.3,361192.7,6553571.5,4446494.3,8941798.2
Thu 01/04/18 05:00,7944540.5,7246708.2,2773344.3,1109512.8,4315016.8,3164406.8,94181.3,3025899.7,361225,6553690.7,4446556.8,8941943
Thu 01/04/18 06:00,7944675.2,7246773.5,2773423.7,1109517.3,4315122.8,3164411,94182.5,3025915.2,361257.2,6553808.8,4446615,8942089.8
Thu 01/04/18 07:00,7944809.7,7246838.7,2773501.7,1109522.3,4315231,3164415.3,94184.2,3025930.5,361289.5,6553944.3,4446672.2,8942235.5
Thu 01/04/18 08:00,7944956,7246910.8,2773581,1109527.5,4315341.3,3164419.3,94186.2,3025945.7,361324.5,6554062,4446730.7,8942382.8
Thu 01/04/18 09:00,7945142.8,7246974.8,2773647.8,1109533,4315433.7,3164423.3,94188.3,3025961,361365.3,6554187.5,4446790.7,8942532.3
Thu 01/04/18 10:00,7945383.3,7247051.8,2773726.2,1109538.5,4315543.7,3164427.3,94190.5,3025976,361401.8,6554319.2,4446856.7,8942682.2
Thu 01/04/18 11:00,7945646.5,7247130.2,2773803.3,1109543.7,4315655.5,3164431.3,94192.5,3025991.3,361445,6554456.3,4446922.3,8942829.2
Thu 01/04/18 12:00,7945913.3,7247206.5,2773883,1109549.2,4315767.7,3164435.7,94194.5,3026007.2,361488.3,6554591,4446985.2,8942976.2
Thu 01/04/18 13:00,7946180,7247282.3,2773961.2,1109554.5,4315882,3164440,94196.2,3026022.5,361531.2,6554725,4447048.5,8943127
Thu 01/04/18 14:00,7946447.8,7247358.2,2774041,1109559.8,4315996.7,3164444,94198,3026038.5,361574.3,6554859.8,4447115,8943280.5
Thu 01/04/18 15:00,7946715.7,7247434.8,2774121.8,1109565.5,4316108,3164448,94199.7,3026054,361617.7,6554991,4447177,8943433
Thu 01/04/18 16:00,7946983,7247503,2774191.8,1109570.7,4316211,3164452.2,94201.5,3026069.7,361660.7,6555118,4447242.2,8943587.3
Thu 01/04/18 17:00,7947250.2,7247576.5,2774264.7,1109576.2,4316314.2,3164456,94203.3,3026085.3,361697,6555246.3,4447304.2,8943742
Thu 01/04/18 18:00,7947519,7247654.5,2774346,1109581.2,4316428.3,3164460.2,94205,3026101.3,361741.2,6555378.5,4447369.8,8943900.2
Thu 01/04/18 19:00,7947785.5,7247732.2,2774426,1109586,4316543.5,3164464.3,94206.7,3026117,361785.3,6555509.2,4447433.2,8944058.5
Thu 01/04/18 20:00,7948051,7247806.3,2774505.8,1109590.8,4316660.3,3164468.5,94208.7,3026132.5,361829.5,6555637.8,4447498.7,8944213.2
Thu 01/04/18 21:00,7948295.5,7247880.2,2774587.5,1109595.3,4316773.8,3164472.8,94210.3,3026147.5,361873.3,6555762.8,4447567.8,8944365.5
Thu 01/04/18 22:00,7948476.7,7247951.2,2774666.5,1109600,4316885.5,3164477,94212,3026162.8,361917.2,6555885.3,4447633.2,8944516
Thu 01/04/18 23:00,7948642,7248013.3,2774741.3,1109604.8,4316991.5,3164481.2,94213.8,3026178.3,361961,6556008.3,4447693.2,8944666
Fri 01/05/18 00:00,7948783.8,7248061.3,2774808.8,1109609.5,4317080.3,3164484.8,94215.2,3026193.8,361998,6556131,4447753.8,8944812
Fri 01/05/18 01:00,7948922,7248128.7,2774892.8,1109614.4,4317188.5,3164489.4,94216,2587945.6,362030,6556244,4447817,7706398.8
Fri 01/05/18 02:00,7949046.5,7248184,2774964.7,1109619,4317279.8,3164493,94216.7,3026224.8,362059.3,6556356.7,4447872.7,8945108.2
Fri 01/05/18 03:00,7949176.8,7248241.7,2775043.5,1109623.7,4317381.3,3164497,94217.7,3026239.5,362091.5,6556481,4447932.8,8945246.5
Fri 01/05/18 04:00,7949308,7248305.5,2775120,1109628.3,4317482,3164501.2,94218.8,3026254.5,362124,6556599.3,4447996.5,8945389.2
Fri 01/05/18 05:00,7949440.5,7248370,2775198,1109633.2,4317583.7,3164505.5,94220.3,3026269.7,362156.7,6556719,4448059.3,8945534
Fri 01/05/18 06:00,7949573.7,7248426.7,2775276.2,1109637.8,4317689.2,3164510,94221.7,3026284.7,362190.7,6556838.3,4448120,8945679.8
Fri 01/05/18 07:00,7949708.5,7248490,2775353.2,1109642.7,4317797.5,3164514.8,94223.5,3026299.8,362225.3,6556957.7,4448181,8945826.7
Fri 01/05/18 08:00,7949865.2,7248553.8,2775424.8,1109648.5,4317897.2,3164519.5,94225.5,3026317.5,362261.5,6557078.8,4448244.5,8945975.3
Fri 01/05/18 09:00,7950067.5,7248628.5,2775505.2,1109653.5,4318009.2,3164523.5,94227.8,3026334.2,362299,6557205.8,4448314.2,8946127.5
Fri 01/05/18 10:00,7950343,7248710.2,2775590.2,1109659.5,4318126.8,3164529.5,94229.8,3026351.5,362344.5,6557337.2,4448385.3,8946288.7
Fri 01/05/18 11:00,7950638.3,7248793.3,2775673.3,1109665.2,4318247.7,3164537,94232.2,3026373.2,362390.7,6557480.7,4448460.7,8946465
Fri 01/05/18 12:00,7950932.5,7248876,2775759,1109670.5,4318369.2,3164544.2,94235,3026399,362438,6557631.3,4448538,8946639
Fri 01/05/18 13:00,7951226.2,7248958.8,2775840.2,1109675.8,4318487.8,3164551.7,94237.3,3026425,362486.3,6557788.5,4448612.3,8946814.3
Fri 01/05/18 14:00,7951519.5,7249043.8,2775922.7,1109681.5,4318608.2,3164558.8,94239.5,3026448.5,362535,6557946.3,4448685.8,8946991.2
Fri 01/05/18 15:00,7951815.3,7249126.8,2776008.7,1109686.8,4318729.8,3164566,94241.5,3026472,362583.5,6558099.2,4448756.7,8947161
Fri 01/05/18 16:00,7952113,7249207.3,2776089,1109692.5,4318841.8,3164571.7,94243.5,3026494.3,362626.7,6558256.8,4448825.2,8947330.5
Fri 01/05/18 17:00,7952409.5,7249296.7,2776176.2,1109697.5,4318964.8,3164578.3,94245.8,3026515.2,362672,6558413.2,4448891.3,8947499.3
Fri 01/05/18 18:00,7952689.7,7249383.8,2776263.2,1109704.7,4319093,3164584.5,94247.8,3026532.2,362719.3,6558569.7,4448965.7,8947670.2
Fri 01/05/18 19:00,7952929.7,7249468,2776350.8,1109712.7,4319221,3164589,94250.2,3026548,362764,6558722.2,4449043.2,8947839.8
Fri 01/05/18 20:00,7953142.3,7249546.5,2776438.5,1109720.3,4319347,3164593,94252.3,3026563.3,362808.3,6558867.5,4449118.3,8948005.5
Fri 01/05/18 21:00,7953354.2,7249624.7,2776529.3,1109728.2,4319472.8,3164596.7,94254.8,3026578.8,362852.7,6558993.5,4449192.5,8948170.2
Fri 01/05/18 22:00,7953564.7,7249695.3,2776616,1109736,4319598,3164600.7,94256.8,3026594,362896.7,6559115.7,4449267.5,8948327.7
Fri 01/05/18 23:00,7953775.5,7249756.5,2776691.2,1109743.7,4319708.8,3164604,94259.2,3026608.8,362937,6559238.5,4449342.3,8948486.3
Sat 01/06/18 00:00,7953986.5,7249828.3,2776784,1109751.7,4319833.7,3164607.2,94261.2,3026623.7,362977,6559366,4449416,8948641.8
Sat 01/06/18 01:00,7954185.4,7249901.8,2776883.7,1109759.3,4319963.7,3164610.8,94262.2,2607097.2,363022.9,6559487.4,4449494.1,7744725.5
Sat 01/06/18 02:00,7954372.5,7249964,2776971.8,1109766.2,4320071.3,3164614.2,94263.5,3026653.5,363062.2,6559604,4449562.3,8948946.7
Sat 01/06/18 03:00,7954582.5,7250033.8,2777069.8,1109774,4320192,3164617.5,94265.5,3026668.5,363105.7,6559733.3,4449634.2,8949095.5
Sat 01/06/18 04:00,7954793.2,7250102.8,2777164.2,1109782,4320312,3164621,94267.5,3026683.2,363149,6559868.8,4449706,8949244.3
Sat 01/06/18 05:00,7955038.5,7250171.5,2777259.5,1109790,4320431.7,3164624.5,94269.3,3026698,363192.3,6560012,4449777.3,8949390.2
Sat 01/06/18 06:00,7955248.5,7250240.3,2777355.2,1109798.7,4320551.2,3164628.3,94271.2,3026712.8,363235.8,6560140.5,4449847.8,8949535.2
Sat 01/06/18 07:00,7955458.5,7250309,2777449.3,1109807.2,4320671.5,3164631.8,94273.2,3026727.5,363279.2,6560267.8,4449919,8949683.5
Sat 01/06/18 08:00,7955668.7,7250373.2,2777529,1109815.7,4320775.5,3164635.3,94275.2,3026742.3,363318.7,6560394.7,4449989.3,8949833.8
Sat 01/06/18 09:00,7955880.5,7250458,2777624.8,1109824.3,4320893.2,3164638.7,94277.2,3026757,363358.3,6560520.3,4450059.7,8949985.3
Sat 01/06/18 10:00,7956099.7,7250542,2777719.3,1109833,4321014.2,3164642.3,94279.7,3026772,363400.5,6560648.5,4450131.2,8950137
Sat 01/06/18 11:00,7956335.3,7250624.8,2777814.5,1109841.7,4321136,3164646.5,94281.8,3026787.7,363442.8,6560778.7,4450208.5,8950290
Sat 01/06/18 12:00,7956609.2,7250706.5,2777912,1109850.3,4321256.8,3164651,94284,3026803.2,363485.5,6560906.7,4450285.5,8950445
Sat 01/06/18 13:00,7956895,7250787.5,2778007.2,1109859,4321377,3164655.3,94286.2,3026818.5,363527.5,6561037.8,4450361.8,8950603
Sat 01/06/18 14:00,7957181.5,7250869.2,2778103.3,1109867.5,4321499.7,3164660,94288.5,3026833.5,363569.5,6561170.8,4450438.5,8950761.5
Sat 01/06/18 15:00,7957470,7250941.8,2778190.2,1109876.3,4321607.8,3164664.3,94290.7,3026848,363611.3,6561308.8,4450513.7,8950922.7
Sat 01/06/18 16:00,7957760.2,7251019.5,2778279.5,1109884.8,4321723.5,3164668.2,94292.8,3026862.7,363648,6561448.5,4450587,8951085
Sat 01/06/18 17:00,7958050.8,7251101.7,2778361,1109893.5,4321845.7,3164672.3,94294.8,3026877.8,363690.5,6561590.3,4450660.2,8951252.2
Sat 01/06/18 18:00,7958326,7251185.2,2778440.3,1109902,4321967.3,3164676.5,94296.8,3026892.8,363733.2,6561728.3,4450735.7,8951418.5
Sat 01/06/18 19:00,7958558.2,7251269.7,2778522.8,1109909.8,4322090.2,3164681,94298.8,3026907.3,363776.5,6561867.7,4450809.5,8951581.5
Sat 01/06/18 20:00,7958767.5,7251351.3,2778619.5,1109917.7,4322215.5,3164685.2,94301,3026922,363820,6562008.8,4450886.7,8951740.7
Sat 01/06/18 21:00,7958978,7251432.5,2778715.5,1109925.7,4322340.8,3164688.5,94303.2,3026936.7,363863.5,6562145.8,4450966.8,8951895.2
Sat 01/06/18 22:00,7959189.2,7251503,2778803,1109933.7,4322459.7,3164691.3,94305.2,3026951.3,363906.8,6562284.2,4451046.2,8952053
Sat 01/06/18 23:00,7959399.5,7251569,2778883.8,1109941.7,4322571.7,3164694.5,94307.7,3026965.8,363943.2,6562422,4451123.7,8952213.2
Sun 01/07/18 00:00,7959609,7251643.2,2778982.2,1109949.7,4322697,3164697.5,94309.5,3026980.5,363986.5,6562558.7,4451203.3,8952365.3
Sun 01/07/18 01:00,7959805.9,7251719,2779092.8,1109956.9,4322826,3164700.8,94310,2599567.6,364032.1,6562685.3,4451287.4,7723434
Sun 01/07/18 02:00,7959993.3,7251785,2779185.5,1109964.2,4322935.5,3164703.7,94311.5,3027009.7,364070.8,6562807.2,4451361.5,8952665.2
Sun 01/07/18 03:00,7960209.3,7251857.5,2779288,1109972.3,4323057.2,3164707,94313.5,3027025,364114.2,6562940,4451438.7,8952818.3
Sun 01/07/18 04:00,7960448.5,7251929.5,2779390.8,1109980.5,4323179,3164710.2,94315.5,3027039.3,364157.7,6563073.7,4451515.5,8952966.5
Sun 01/07/18 05:00,7960657.5,7252000.7,2779494.8,1109989.3,4323300.2,3164713.5,94317.5,3027054,364200.8,6563209,4451592.5,8953115.2
Sun 01/07/18 06:00,7960866.5,7252072,2779597.5,1109997.5,4323421.2,3164716.7,94319.7,3027068.8,364244.2,6563344,4451669.7,8953263.2
Sun 01/07/18 07:00,7961075.7,7252141.3,2779696.7,1110005.5,4323539.5,3164720,94322,3027083.3,364287.3,6563496.8,4451747.5,8953412.5
Sun 01/07/18 08:00,7961285.3,7252209.2,2779785,1110014.3,4323645.8,3164722.7,94324.3,3027097.7,364325.7,6563631.8,4451825.5,8953560
Sun 01/07/18 09:00,7961495.3,7252292.8,2779888.3,1110022.8,4323768,3164725.5,94326.7,3027111.8,364365.5,6563762.5,4451903.7,8953705.7
Sun 01/07/18 10:00,7961714.3,7252375,2779989.5,1110031.5,4323888.8,3164729,94329,3027126.3,364407.5,6563893.3,4451985.7,8953854
Sun 01/07/18 11:00,7961948.5,7252456.3,2780090.8,1110040.3,4324011,3164732,94331.2,3027141.5,364449.5,6564024,4452067.3,8954004.7
Sun 01/07/18 12:00,7962218.7,7252539,2780195.7,1110049,4324132.8,3164735.2,94333.3,3027156.7,364491.5,6564154.5,4452146.2,8954161.3
Sun 01/07/18 13:00,7962499.3,7252623.8,2780300.7,1110057.7,4324255.2,3164738.5,94335.8,3027171.3,364533.5,6564288.8,4452226.2,8954321.5
Sun 01/07/18 14:00,7962781.3,7252711,2780405.2,1110066.5,4324381.2,3164742.2,94338.2,3027186.3,364575.5,6564420.8,4452305.2,8954477.7
Sun 01/07/18 15:00,7963065.7,7252785.8,2780494.3,1110074.8,4324490.2,3164745.2,94340,3027201,364615.2,6564559,4452384.7,8954635.3
Sun 01/07/18 16:00,7963351,7252867.3,2780592.3,1110083.5,4324610,3164748.5,94341.8,3027215.8,364652.7,6564701.8,4452465.8,8954794.3
Sun 01/07/18 17:00,7963635.2,7252949.5,2780689.5,1110092.5,4324732.8,3164752,94343.8,3027230.5,364695.5,6564840.7,4452545.5,8954953.8
Sun 01/07/18 18:00,7963907.2,7253031,2780791.2,1110100.8,4324858.8,3164755.3,94345.8,3027245.5,364738,6564983.8,4452627,8955117.8
Sun 01/07/18 19:00,7964139.3,7253111.5,2780896.3,1110108.7,4324987,3164758.5,94347.8,3027260.5,364781.3,6565128,4452709.2,8955280.7
Sun 01/07/18 20:00,7964348.8,7253189.8,2781001.5,1110116.5,4325116.3,3164762,94349.8,3027275.3,364824.7,6565267.5,4452789.2,8955440.7
Sun 01/07/18 21:00,7964558.8,7253268.3,2781107.5,1110124.3,4325245.7,3164765,94351.8,3027289.7,364867.8,6565405.3,4452872,8955601.7
Sun 01/07/18 22:00,7964769.3,7253333.5,2781200.7,1110132.3,4325362,3164768.3,94354.2,3027304.3,364911,6565540.8,4452953.7,8955761.5
Sun 01/07/18 23:00,7964979.2,7253400.8,2781297.5,1110140.3,4325476.8,3164771,94356.2,3027319,364947,6565675.7,4453034.5,8955918.2
Mon 01/08/18 00:00,7965188.5,7253470.5,2781397.8,1110148.3,4325602,3164774,94358.2,3027333.7,364990.2,6565808.3,4453117,8956068.3
Mon 01/08/18 01:00,7965365.6,7253543.4,2781502.3,1110155.6,4325728.4,3164777.3,94359,2631322.3,365032,6565933.1,3872489.2,7821102.2
Mon 01/08/18 02:00,7965487.3,7253605.7,2781595.8,1110162.7,4325829.5,3164780.5,94359.8,3027362.3,365059.8,6566046.5,4453254.2,8956368.2
Mon 01/08/18 03:00,7965617.2,7253675,2781699.3,1110170.7,4325936.3,3164783.5,94361.3,3027376.8,365091,6566171.2,4453317.5,8956513.3
Mon 01/08/18 04:00,7965757,7253743.8,2781802.2,1110178.5,4326041.5,3164786.5,94363.2,3027391.5,365122.5,6566297,4453378.8,8956664.2
Mon 01/08/18 05:00,7965898.2,7253811.5,2781905.5,1110186.3,4326146.5,3164790.2,94364.5,3027406.2,365154.5,6566421.8,4453441.3,8956817.8
Mon 01/08/18 06:00,7966028.8,7253879,2782008.7,1110194.3,4326254.5,3164794.3,94366.2,3027420.8,365188.5,6566546.8,4453501.8,8956974.5
