,Day Ahead LMP,Real Time LMP
2018-04-09 08:00:00,74.62,48.74
2018-04-09 09:00:00,80.96,51.26
2018-04-09 10:00:00,68.39,39.68
2018-04-09 11:00:00,60.52,33.65
2018-04-09 12:00:00,55.8,44.48
2018-04-09 13:00:00,54.74,42.92
2018-04-09 14:00:00,54.69,42.48
2018-04-09 15:00:00,55.57,47.94
2018-04-09 16:00:00,65.35,58.11
2018-04-09 17:00:00,78.18,66.18
2018-04-09 18:00:00,92.87,75.06
2018-04-09 19:00:00,92.39,81.32
2018-04-09 20:00:00,82.39,66.3
2018-04-09 21:00:00,58.74,59.99
2018-04-09 22:00:00,51.89,53.85
2018-04-09 23:00:00,56.96,55.56
2018-04-10 00:00:00,49.86,48.52
2018-04-10 01:00:00,46.8,54.41
2018-04-10 02:00:00,38.34,52.87
2018-04-10 03:00:00,48.25,56.69
2018-04-10 04:00:00,54.41,56.32
2018-04-10 05:00:00,65.14,90.32
2018-04-10 06:00:00,78.64,75.35
2018-04-10 07:00:00,75.74,71.33
2018-04-10 08:00:00,80.91,64.48
2018-04-10 09:00:00,82.49,68.84
2018-04-10 10:00:00,75.71,72.87
2018-04-10 11:00:00,72.26,65.71
2018-04-10 12:00:00,74.59,56.35
2018-04-10 13:00:00,73.94,55.31
2018-04-10 14:00:00,73.12,54.99
2018-04-10 15:00:00,75.59,55.34
2018-04-10 16:00:00,79.58,57.55
2018-04-10 17:00:00,79.14,65.03
2018-04-10 18:00:00,82.57,76.06
2018-04-10 19:00:00,86.97,69.98
2018-04-10 20:00:00,74.23,62.98
2018-04-10 21:00:00,60.52,63.6
2018-04-10 22:00:00,59.0,53.41
2018-04-10 23:00:00,58.27,57.37
2018-04-11 00:00:00,52.27,67.11
2018-04-11 01:00:00,50.0,55.33
2018-04-11 02:00:00,48.02,52.83
2018-04-11 03:00:00,54.75,69.7
2018-04-11 04:00:00,61.52,84.55
2018-04-11 05:00:00,72.65,103.46
2018-04-11 06:00:00,79.05,112.32
2018-04-11 07:00:00,66.78,85.78
2018-04-11 08:00:00,60.08,63.77
2018-04-11 09:00:00,60.57,51.95
2018-04-11 10:00:00,55.24,50.69
2018-04-11 11:00:00,53.55,47.17
2018-04-11 12:00:00,53.38,40.55
2018-04-11 13:00:00,52.65,44.85
2018-04-11 14:00:00,52.66,48.47
2018-04-11 15:00:00,53.55,46.67
2018-04-11 16:00:00,56.51,49.06
2018-04-11 17:00:00,61.91,53.48
2018-04-11 18:00:00,75.61,61.3
2018-04-11 19:00:00,74.32,77.52
2018-04-11 20:00:00,56.68,74.08
2018-04-11 21:00:00,52.9,50.48
2018-04-11 22:00:00,53.3,54.57
2018-04-11 23:00:00,52.19,46.53
2018-04-12 00:00:00,52.15,35.67
2018-04-12 01:00:00,48.91,38.03
2018-04-12 02:00:00,49.8,37.56
2018-04-12 03:00:00,52.87,30.02
2018-04-12 04:00:00,55.34,37.78
2018-04-12 05:00:00,57.11,58.5
2018-04-12 06:00:00,65.4,52.87
2018-04-12 07:00:00,53.54,44.33
2018-04-12 08:00:00,52.8,29.91
2018-04-12 09:00:00,43.44,24.35
2018-04-12 10:00:00,43.57,22.06
2018-04-12 11:00:00,42.55,24.3
2018-04-12 12:00:00,41.26,24.45
2018-04-12 13:00:00,42.92,27.99
2018-04-12 14:00:00,41.7,27.3
2018-04-12 15:00:00,38.84,24.01
2018-04-12 16:00:00,39.78,27.47
2018-04-12 17:00:00,40.71,27.24
2018-04-12 18:00:00,46.47,29.75
2018-04-12 19:00:00,43.56,28.81
2018-04-12 20:00:00,36.53,24.22
2018-04-12 21:00:00,34.82,18.75
2018-04-12 22:00:00,34.53,21.6
2018-04-12 23:00:00,22.52,30.15
2018-04-13 00:00:00,22.35,26.23
2018-04-13 01:00:00,20.07,32.09
2018-04-13 02:00:00,19.35,44.24
2018-04-13 03:00:00,20.05,34.22
2018-04-13 04:00:00,24.49,39.14
2018-04-13 05:00:00,31.16,36.06
2018-04-13 06:00:00,36.26,37.52
2018-04-13 07:00:00,32.41,38.25
2018-04-13 08:00:00,32.29,38.46
2018-04-13 09:00:00,29.63,38.2
2018-04-13 10:00:00,29.65,29.4
2018-04-13 11:00:00,27.77,39.08
2018-04-13 12:00:00,27.5,25.05
2018-04-13 13:00:00,27.77,26.93
2018-04-13 14:00:00,27.79,24.73
2018-04-13 15:00:00,29.52,21.1
2018-04-13 16:00:00,30.74,22.48
2018-04-13 17:00:00,29.9,32.28
2018-04-13 18:00:00,40.89,33.55
2018-04-13 19:00:00,38.35,38.49
2018-04-13 20:00:00,28.21,28.95
2018-04-13 21:00:00,25.44,25.01
2018-04-13 22:00:00,23.61,27.57
2018-04-13 23:00:00,21.7,20.0
2018-04-14 00:00:00,21.73,20.15
2018-04-14 01:00:00,21.66,21.3
2018-04-14 02:00:00,21.39,19.99
2018-04-14 03:00:00,21.66,20.23
2018-04-14 04:00:00,21.57,20.7
2018-04-14 05:00:00,23.78,20.6
2018-04-14 06:00:00,27.02,11.76
2018-04-14 07:00:00,32.84,-5.76
2018-04-14 08:00:00,34.07,-1.05
2018-04-14 09:00:00,37.59,18.82
2018-04-14 10:00:00,38.69,15.55
2018-04-14 11:00:00,37.65,20.8
2018-04-14 12:00:00,35.15,21.16
2018-04-14 13:00:00,33.53,20.16
2018-04-14 14:00:00,33.71,23.19
2018-04-14 15:00:00,35.06,29.54
2018-04-14 16:00:00,47.27,32.27
2018-04-14 17:00:00,46.45,33.74
2018-04-14 18:00:00,49.09,36.97
2018-04-14 19:00:00,48.39,39.84
2018-04-14 20:00:00,37.84,35.0
2018-04-14 21:00:00,41.1,30.69
2018-04-14 22:00:00,36.08,24.27
2018-04-14 23:00:00,30.43,23.06
2018-04-15 00:00:00,37.14,23.37
2018-04-15 01:00:00,30.77,23.21
2018-04-15 02:00:00,29.34,23.04
2018-04-15 03:00:00,30.9,23.2
2018-04-15 04:00:00,33.9,21.59
2018-04-15 05:00:00,37.27,22.73
2018-04-15 06:00:00,36.97,25.0
2018-04-15 07:00:00,41.43,37.19
2018-04-15 08:00:00,47.13,52.95
2018-04-15 09:00:00,51.5,52.32
2018-04-15 10:00:00,53.5,50.98
2018-04-15 11:00:00,56.64,60.47
2018-04-15 12:00:00,51.14,61.44
2018-04-15 13:00:00,51.32,56.92
2018-04-15 14:00:00,47.87,60.15
2018-04-15 15:00:00,53.19,57.04
2018-04-15 16:00:00,53.95,64.97
2018-04-15 17:00:00,57.29,65.6
2018-04-15 18:00:00,58.17,78.56
2018-04-15 19:00:00,61.77,82.56
2018-04-15 20:00:00,49.22,56.56
2018-04-15 21:00:00,45.92,47.51
2018-04-15 22:00:00,37.71,43.42
2018-04-15 23:00:00,56.99,69.27
2018-04-16 00:00:00,52.53,83.57
2018-04-16 01:00:00,50.57,61.76
2018-04-16 02:00:00,48.06,62.07
2018-04-16 03:00:00,52.45,80.28
2018-04-16 04:00:00,54.03,74.74
2018-04-16 05:00:00,62.42,79.1
2018-04-16 06:00:00,82.68,87.19
2018-04-16 07:00:00,77.24,107.48
2018-04-16 08:00:00,76.07,139.09
2018-04-16 09:00:00,73.28,183.01
2018-04-16 10:00:00,68.94,234.23
2018-04-16 11:00:00,71.17,198.1
2018-04-16 12:00:00,64.38,149.96
2018-04-16 13:00:00,57.08,120.14
2018-04-16 14:00:00,51.11,74.99
2018-04-16 15:00:00,54.86,56.07
2018-04-16 16:00:00,62.9,58.55
2018-04-16 17:00:00,65.66,56.49
2018-04-16 18:00:00,73.92,50.17
2018-04-16 19:00:00,70.39,55.5
2018-04-16 20:00:00,53.78,45.12
2018-04-16 21:00:00,50.5,45.27
2018-04-16 22:00:00,41.74,35.83
2018-04-16 23:00:00,77.99,56.79
2018-04-17 00:00:00,66.15,58.2
2018-04-17 01:00:00,71.07,53.5
2018-04-17 02:00:00,68.41,59.62
2018-04-17 03:00:00,69.14,56.29
2018-04-17 04:00:00,79.63,63.75
2018-04-17 05:00:00,89.34,85.02
2018-04-17 06:00:00,92.46,108.65
2018-04-17 07:00:00,85.9,62.55
2018-04-17 08:00:00,84.86,44.36
2018-04-17 09:00:00,58.47,33.8
2018-04-17 10:00:00,58.86,37.07
2018-04-17 11:00:00,56.52,34.21
2018-04-17 12:00:00,59.6,37.99
2018-04-17 13:00:00,56.45,39.49
2018-04-17 14:00:00,59.03,41.26
2018-04-17 15:00:00,55.48,43.29
2018-04-17 16:00:00,61.51,48.94
2018-04-17 17:00:00,62.96,52.49
2018-04-17 18:00:00,81.07,56.76
2018-04-17 19:00:00,79.21,60.46
2018-04-17 20:00:00,61.41,50.44
2018-04-17 21:00:00,57.67,38.47
2018-04-17 22:00:00,58.34,36.14
2018-04-17 23:00:00,55.75,31.76
2018-04-18 00:00:00,44.65,31.62
2018-04-18 01:00:00,44.71,28.33
2018-04-18 02:00:00,44.68,28.91
2018-04-18 03:00:00,48.99,28.95
2018-04-18 04:00:00,68.32,42.28
2018-04-18 05:00:00,88.12,57.64
2018-04-18 06:00:00,96.36,68.94
2018-04-18 07:00:00,79.79,53.8
2018-04-18 08:00:00,70.32,71.06
2018-04-18 09:00:00,61.84,80.35
2018-04-18 10:00:00,60.34,48.56
2018-04-18 11:00:00,58.1,45.79
2018-04-18 12:00:00,55.87,49.14
2018-04-18 13:00:00,51.79,47.76
2018-04-18 14:00:00,50.44,50.66
2018-04-18 15:00:00,52.87,47.32
2018-04-18 16:00:00,56.57,51.64
2018-04-18 17:00:00,63.27,68.37
2018-04-18 18:00:00,81.87,75.02
2018-04-18 19:00:00,83.93,80.86
2018-04-18 20:00:00,61.94,77.53
2018-04-18 21:00:00,58.67,59.4
2018-04-18 22:00:00,55.1,39.3
2018-04-18 23:00:00,68.53,50.35
2018-04-19 00:00:00,67.71,44.36
2018-04-19 01:00:00,67.17,34.22
2018-04-19 02:00:00,50.23,34.41
2018-04-19 03:00:00,60.41,35.49
2018-04-19 04:00:00,68.13,23.06
2018-04-19 05:00:00,86.45,41.73
2018-04-19 06:00:00,82.99,43.32
2018-04-19 07:00:00,80.77,48.51
2018-04-19 08:00:00,79.56,59.16
2018-04-19 09:00:00,81.41,67.39
2018-04-19 10:00:00,80.84,69.49
2018-04-19 11:00:00,71.67,61.55
2018-04-19 12:00:00,72.86,62.25
2018-04-19 13:00:00,72.63,55.26
2018-04-19 14:00:00,70.6,51.35
2018-04-19 15:00:00,76.27,48.98
2018-04-19 16:00:00,83.04,48.18
2018-04-19 17:00:00,85.03,49.65
2018-04-19 18:00:00,84.22,51.43
2018-04-19 19:00:00,81.11,52.11
2018-04-19 20:00:00,71.6,52.07
2018-04-19 21:00:00,67.91,49.4
2018-04-19 22:00:00,67.46,51.01
2018-04-19 23:00:00,49.33,60.97
2018-04-20 00:00:00,43.01,50.12
2018-04-20 01:00:00,42.02,58.54
2018-04-20 02:00:00,36.09,52.31
2018-04-20 03:00:00,36.15,51.87
2018-04-20 04:00:00,51.26,58.59
2018-04-20 05:00:00,64.22,54.06
2018-04-20 06:00:00,67.18,56.44
2018-04-20 07:00:00,66.55,53.1
2018-04-20 08:00:00,66.36,44.83
2018-04-20 09:00:00,54.22,38.13
2018-04-20 10:00:00,52.96,30.91
2018-04-20 11:00:00,49.94,34.1
2018-04-20 12:00:00,45.7,33.39
2018-04-20 13:00:00,42.59,30.28
2018-04-20 14:00:00,42.34,20.3
2018-04-20 15:00:00,43.31,28.71
2018-04-20 16:00:00,49.99,36.65
2018-04-20 17:00:00,52.12,41.06
2018-04-20 18:00:00,54.22,42.7
2018-04-20 19:00:00,57.85,56.52
2018-04-20 20:00:00,57.68,59.44
2018-04-20 21:00:00,57.81,64.63
2018-04-20 22:00:00,43.88,67.39
2018-04-20 23:00:00,42.31,44.41
2018-04-21 00:00:00,42.42,52.96
2018-04-21 01:00:00,37.4,38.69
2018-04-21 02:00:00,35.43,37.33
2018-04-21 03:00:00,36.77,53.67
2018-04-21 04:00:00,37.31,42.77
2018-04-21 05:00:00,39.39,37.97
2018-04-21 06:00:00,41.41,33.58
2018-04-21 07:00:00,40.42,27.12
2018-04-21 08:00:00,41.22,18.42
2018-04-21 09:00:00,31.79,19.44
2018-04-21 10:00:00,30.68,16.56
2018-04-21 11:00:00,26.36,14.52
2018-04-21 12:00:00,24.39,0.05
2018-04-21 13:00:00,24.06,-2.64
2018-04-21 14:00:00,23.97,3.16
2018-04-21 15:00:00,25.49,10.62
2018-04-21 16:00:00,29.31,11.82
2018-04-21 17:00:00,31.07,19.84
2018-04-21 18:00:00,36.12,19.66
2018-04-21 19:00:00,43.52,21.08
2018-04-21 20:00:00,31.7,19.26
2018-04-21 21:00:00,30.89,20.07
2018-04-21 22:00:00,30.84,19.4
2018-04-21 23:00:00,27.52,11.38
2018-04-22 00:00:00,27.48,7.86
2018-04-22 01:00:00,23.35,7.87
2018-04-22 02:00:00,21.59,7.85
2018-04-22 03:00:00,25.18,9.33
2018-04-22 04:00:00,29.5,18.15
2018-04-22 05:00:00,31.72,19.31
2018-04-22 06:00:00,26.71,3.23
2018-04-22 07:00:00,26.0,0.0
2018-04-22 08:00:00,26.07,16.59
2018-04-22 09:00:00,25.85,17.59
2018-04-22 10:00:00,23.88,8.0
2018-04-22 11:00:00,23.15,11.48
2018-04-22 12:00:00,22.7,-3.35
2018-04-22 13:00:00,21.1,0.8
2018-04-22 14:00:00,21.08,-13.76
2018-04-22 15:00:00,21.67,-1.77
2018-04-22 16:00:00,23.64,8.0
2018-04-22 17:00:00,26.45,21.16
2018-04-22 18:00:00,32.46,22.76
2018-04-22 19:00:00,38.04,37.66
2018-04-22 20:00:00,29.87,30.019999999999996
2018-04-22 21:00:00,25.78,22.38
2018-04-22 22:00:00,24.14,24.76
2018-04-22 23:00:00,22.51,16.04
2018-04-23 00:00:00,21.63,11.06
2018-04-23 01:00:00,21.02,17.04
2018-04-23 02:00:00,21.54,18.54
2018-04-23 03:00:00,22.1,21.9
2018-04-23 04:00:00,25.54,25.15
2018-04-23 05:00:00,36.77,32.85
2018-04-23 06:00:00,38.84,36.54
2018-04-23 07:00:00,30.93,25.02
2018-04-23 08:00:00,28.14,22.63
2018-04-23 09:00:00,29.46,22.06
2018-04-23 10:00:00,28.15,21.25
2018-04-23 11:00:00,26.27,20.91
2018-04-23 12:00:00,26.09,20.41
2018-04-23 13:00:00,25.5,19.66
2018-04-23 14:00:00,25.42,19.8
2018-04-23 15:00:00,25.82,20.18
2018-04-23 16:00:00,27.87,22.42
2018-04-23 17:00:00,33.93,23.78
2018-04-23 18:00:00,39.15,23.31
2018-04-23 19:00:00,39.19,30.09
2018-04-23 20:00:00,28.19,26.38
2018-04-23 21:00:00,25.71,20.15
2018-04-23 22:00:00,24.15,16.99
2018-04-23 23:00:00,21.03,18.6
2018-04-24 00:00:00,20.75,20.11
2018-04-24 01:00:00,19.02,15.16
2018-04-24 02:00:00,18.06,18.22
2018-04-24 03:00:00,20.97,21.71
2018-04-24 04:00:00,24.54,24.86
2018-04-24 05:00:00,26.85,19.15
2018-04-24 06:00:00,27.87,22.65
2018-04-24 07:00:00,26.4,28.89
2018-04-24 08:00:00,25.34,22.47
2018-04-24 09:00:00,23.77,19.33
2018-04-24 10:00:00,23.64,12.11
2018-04-24 11:00:00,23.66,16.99
2018-04-24 12:00:00,23.11,19.16
2018-04-24 13:00:00,22.59,18.83
2018-04-24 14:00:00,22.7,19.51
2018-04-24 15:00:00,24.41,32.54
2018-04-24 16:00:00,26.37,24.23
2018-04-24 17:00:00,30.09,26.7
2018-04-24 18:00:00,34.99,28.99
2018-04-24 19:00:00,36.87,29.41
2018-04-24 20:00:00,27.6,28.16
2018-04-24 21:00:00,23.1,20.02
2018-04-24 22:00:00,22.42,19.11
2018-04-24 23:00:00,20.29,17.14
2018-04-25 00:00:00,17.76,3.96
2018-04-25 01:00:00,16.91,-18.26
2018-04-25 02:00:00,16.59,-6.59
2018-04-25 03:00:00,17.02,14.35
2018-04-25 04:00:00,19.33,6.23
2018-04-25 05:00:00,25.0,15.8
2018-04-25 06:00:00,29.3,20.01
2018-04-25 07:00:00,28.03,21.57
2018-04-25 08:00:00,35.63,24.04
2018-04-25 09:00:00,32.39,29.59
2018-04-25 10:00:00,32.41,28.63
2018-04-25 11:00:00,30.21,20.78
2018-04-25 12:00:00,28.84,27.67
2018-04-25 13:00:00,27.82,29.05
2018-04-25 14:00:00,26.26,23.16
2018-04-25 15:00:00,26.39,22.84
2018-04-25 16:00:00,29.7,23.33
2018-04-25 17:00:00,29.3,26.81
2018-04-25 18:00:00,32.12,20.03
2018-04-25 19:00:00,30.2,20.0
2018-04-25 20:00:00,25.19,18.36
2018-04-25 21:00:00,22.33,10.75
2018-04-25 22:00:00,20.6,10.89
2018-04-25 23:00:00,20.58,7.93
2018-04-26 00:00:00,17.95,13.63
2018-04-26 01:00:00,14.63,21.83
2018-04-26 02:00:00,11.37,37.37
2018-04-26 03:00:00,12.8,39.27
2018-04-26 04:00:00,22.04,40.85
2018-04-26 05:00:00,29.19,30.84
2018-04-26 06:00:00,25.11,41.48
2018-04-26 07:00:00,26.19,35.87
2018-04-26 08:00:00,26.17,21.37
2018-04-26 09:00:00,25.71,21.05
2018-04-26 10:00:00,25.22,19.13
2018-04-26 11:00:00,23.5,18.36
2018-04-26 12:00:00,21.9,-1.29
2018-04-26 13:00:00,20.91,13.95
2018-04-26 14:00:00,20.88,10.87
2018-04-26 15:00:00,23.26,17.17
2018-04-26 16:00:00,24.23,18.72
2018-04-26 17:00:00,25.34,19.29
2018-04-26 18:00:00,27.25,19.49
2018-04-26 19:00:00,32.86,20.79
2018-04-26 20:00:00,24.14,22.22
2018-04-26 21:00:00,22.9,20.43
2018-04-26 22:00:00,20.3,15.63
2018-04-26 23:00:00,23.62,6.36
2018-04-27 00:00:00,18.51,6.57
2018-04-27 01:00:00,16.7,2.52
2018-04-27 02:00:00,17.36,8.26
2018-04-27 03:00:00,18.91,3.94
2018-04-27 04:00:00,21.19,9.87
2018-04-27 05:00:00,25.24,10.63
2018-04-27 06:00:00,29.7,18.49
2018-04-27 07:00:00,28.54,19.56
2018-04-27 08:00:00,26.91,8.48
2018-04-27 09:00:00,27.99,18.64
2018-04-27 10:00:00,29.93,19.75
2018-04-27 11:00:00,29.05,19.99
2018-04-27 12:00:00,27.09,21.6
2018-04-27 13:00:00,25.29,20.8
2018-04-27 14:00:00,24.43,19.64
2018-04-27 15:00:00,25.2,22.14
2018-04-27 16:00:00,29.05,36.08
2018-04-27 17:00:00,29.34,44.2
2018-04-27 18:00:00,29.34,31.74
2018-04-27 19:00:00,29.1,27.15
2018-04-27 20:00:00,24.55,26.75
2018-04-27 21:00:00,23.32,28.76
2018-04-27 22:00:00,24.34,30.81
2018-04-27 23:00:00,15.46,29.58
2018-04-28 00:00:00,11.65,19.62
2018-04-28 01:00:00,11.29,19.71
2018-04-28 02:00:00,10.74,18.67
2018-04-28 03:00:00,10.94,25.83
2018-04-28 04:00:00,11.26,22.27
2018-04-28 05:00:00,17.45,33.65
2018-04-28 06:00:00,19.03,39.19
2018-04-28 07:00:00,19.23,46.28
2018-04-28 08:00:00,21.34,45.42
2018-04-28 09:00:00,21.31,44.21
2018-04-28 10:00:00,21.17,22.7
2018-04-28 11:00:00,18.95,19.06
2018-04-28 12:00:00,17.54,12.52
2018-04-28 13:00:00,17.48,16.55
2018-04-28 14:00:00,17.43,18.97
2018-04-28 15:00:00,18.09,32.84
2018-04-28 16:00:00,20.26,37.99
2018-04-28 17:00:00,21.8,59.06
2018-04-28 18:00:00,26.79,50.65
2018-04-28 19:00:00,28.94,86.5
2018-04-28 20:00:00,21.43,84.31
2018-04-28 21:00:00,19.3,43.4
2018-04-28 22:00:00,16.45,24.36
2018-04-28 23:00:00,23.58,26.35
2018-04-29 00:00:00,20.12,26.71
2018-04-29 01:00:00,17.13,22.32
2018-04-29 02:00:00,17.08,18.13
2018-04-29 03:00:00,17.09,17.83
2018-04-29 04:00:00,18.51,19.0
2018-04-29 05:00:00,20.08,23.42
2018-04-29 06:00:00,21.73,27.18
2018-04-29 07:00:00,24.2,19.74
2018-04-29 08:00:00,25.72,23.14
2018-04-29 09:00:00,26.21,47.41
2018-04-29 10:00:00,26.37,47.04
2018-04-29 11:00:00,24.82,39.01
2018-04-29 12:00:00,24.7,22.28
2018-04-29 13:00:00,23.03,19.02
2018-04-29 14:00:00,22.26,19.07
2018-04-29 15:00:00,24.0,23.02
2018-04-29 16:00:00,26.21,38.65
2018-04-29 17:00:00,32.22,46.3
2018-04-29 18:00:00,37.18,45.15
2018-04-29 19:00:00,39.03,72.5
2018-04-29 20:00:00,30.17,51.89
2018-04-29 21:00:00,25.29,21.79
2018-04-29 22:00:00,24.2,20.81
2018-04-29 23:00:00,24.56,20.98
2018-04-30 00:00:00,22.78,20.69
2018-04-30 01:00:00,21.79,22.16
2018-04-30 02:00:00,21.06,22.81
2018-04-30 03:00:00,21.4,22.31
2018-04-30 04:00:00,21.07,22.79
2018-04-30 05:00:00,29.45,24.29
2018-04-30 06:00:00,26.91,32.97
2018-04-30 07:00:00,28.0,31.17
2018-04-30 08:00:00,27.4,24.77
2018-04-30 09:00:00,26.91,26.47
2018-04-30 10:00:00,26.49,32.13
2018-04-30 11:00:00,24.77,28.55
2018-04-30 12:00:00,24.71,26.59
2018-04-30 13:00:00,22.04,24.74
2018-04-30 14:00:00,22.08,25.1
2018-04-30 15:00:00,24.53,24.38
2018-04-30 16:00:00,26.65,42.23
2018-04-30 17:00:00,26.33,32.21
2018-04-30 18:00:00,36.43,31.13
2018-04-30 19:00:00,32.54,42.56
2018-04-30 20:00:00,25.65,28.81
2018-04-30 21:00:00,23.89,31.26
2018-04-30 22:00:00,22.85,27.58
2018-04-30 23:00:00,28.4,23.25
2018-05-01 00:00:00,24.74,22.6
2018-05-01 01:00:00,23.62,21.64
2018-05-01 02:00:00,23.4,21.52
2018-05-01 03:00:00,24.73,22.57
2018-05-01 04:00:00,28.4,25.59
2018-05-01 05:00:00,31.31,36.75
2018-05-01 06:00:00,31.29,26.31
2018-05-01 07:00:00,29.09,21.78
2018-05-01 08:00:00,27.78,19.6
2018-05-01 09:00:00,25.71,19.77
2018-05-01 10:00:00,25.43,20.67
2018-05-01 11:00:00,24.83,20.03
2018-05-01 12:00:00,24.84,14.76
2018-05-01 13:00:00,27.12,-37.26
2018-05-01 14:00:00,26.99,17.54
2018-05-01 15:00:00,29.08,19.21
2018-05-01 16:00:00,31.78,21.42
2018-05-01 17:00:00,31.51,21.18
2018-05-01 18:00:00,34.4,20.22
2018-05-01 19:00:00,34.07,19.21
2018-05-01 20:00:00,27.63,19.1
2018-05-01 21:00:00,21.76,16.95
2018-05-01 22:00:00,21.85,9.36
2018-05-01 23:00:00,17.54,19.24
2018-05-02 00:00:00,17.45,18.88
2018-05-02 01:00:00,16.89,16.73
2018-05-02 02:00:00,13.8,14.06
2018-05-02 03:00:00,16.88,18.78
2018-05-02 04:00:00,18.36,20.12
2018-05-02 05:00:00,22.5,13.18
2018-05-02 06:00:00,25.9,19.64
2018-05-02 07:00:00,19.42,17.72
2018-05-02 08:00:00,22.89,17.75
2018-05-02 09:00:00,25.03,18.23
2018-05-02 10:00:00,25.18,17.61
2018-05-02 11:00:00,27.32,17.19
2018-05-02 12:00:00,29.86,7.68
2018-05-02 13:00:00,30.98,17.18
2018-05-02 14:00:00,37.44,18.37
2018-05-02 15:00:00,42.51,21.12
2018-05-02 16:00:00,41.64,20.15
2018-05-02 17:00:00,38.22,19.66
2018-05-02 18:00:00,40.02,19.61
2018-05-02 19:00:00,37.83,23.77
2018-05-02 20:00:00,28.93,26.94
2018-05-02 21:00:00,24.35,22.47
2018-05-02 22:00:00,24.99,33.33
2018-05-02 23:00:00,18.54,19.17
2018-05-03 00:00:00,17.07,17.19
2018-05-03 01:00:00,12.02,7.33
2018-05-03 02:00:00,11.25,10.41
2018-05-03 03:00:00,11.5,6.41
2018-05-03 04:00:00,18.42,16.77
2018-05-03 05:00:00,23.81,19.39
2018-05-03 06:00:00,26.28,24.07
2018-05-03 07:00:00,26.31,22.19
2018-05-03 08:00:00,30.25,18.97
2018-05-03 09:00:00,36.91,21.73
2018-05-03 10:00:00,37.34,26.15
2018-05-03 11:00:00,39.0,47.26
2018-05-03 12:00:00,39.74,44.47
2018-05-03 13:00:00,39.92,49.56
2018-05-03 14:00:00,39.9,53.16
2018-05-03 15:00:00,45.06,32.72
2018-05-03 16:00:00,44.8,35.33
2018-05-03 17:00:00,42.07,35.41
2018-05-03 18:00:00,43.67,38.5
2018-05-03 19:00:00,41.62,57.62
2018-05-03 20:00:00,31.38,41.54
2018-05-03 21:00:00,25.86,32.07
2018-05-03 22:00:00,21.23,23.25
2018-05-03 23:00:00,18.16,21.2
2018-05-04 00:00:00,16.8,18.4
2018-05-04 01:00:00,14.47,16.74
2018-05-04 02:00:00,13.52,11.17
2018-05-04 03:00:00,15.88,7.95
2018-05-04 04:00:00,19.86,9.88
2018-05-04 05:00:00,25.32,17.7
2018-05-04 06:00:00,27.26,23.34
2018-05-04 07:00:00,26.25,25.43
2018-05-04 08:00:00,30.47,24.89
2018-05-04 09:00:00,32.44,23.8
2018-05-04 10:00:00,33.8,22.72
2018-05-04 11:00:00,31.0,28.32
2018-05-04 12:00:00,39.45,24.01
2018-05-04 13:00:00,39.69,24.98
2018-05-04 14:00:00,32.35,25.83
2018-05-04 15:00:00,30.54,24.77
2018-05-04 16:00:00,31.01,23.26
2018-05-04 17:00:00,29.71,19.91
2018-05-04 18:00:00,28.43,17.98
2018-05-04 19:00:00,25.81,18.15
2018-05-04 20:00:00,21.9,17.92
2018-05-04 21:00:00,20.41,18.45
2018-05-04 22:00:00,19.55,22.93
2018-05-04 23:00:00,32.13,31.52
2018-05-05 00:00:00,25.6,59.5
2018-05-05 01:00:00,22.42,30.02
2018-05-05 02:00:00,19.17,12.12
2018-05-05 03:00:00,17.41,14.04
2018-05-05 04:00:00,17.47,14.44
2018-05-05 05:00:00,20.07,14.98
2018-05-05 06:00:00,19.73,15.74
2018-05-05 07:00:00,20.87,9.7
2018-05-05 08:00:00,20.1,2.07
2018-05-05 09:00:00,21.66,5.39
2018-05-05 10:00:00,22.1,13.57
2018-05-05 11:00:00,22.17,11.95
2018-05-05 12:00:00,19.97,13.19
2018-05-05 13:00:00,19.97,6.82
2018-05-05 14:00:00,20.22,18.24
2018-05-05 15:00:00,22.67,37.72
2018-05-05 16:00:00,27.06,38.28
2018-05-05 17:00:00,27.42,32.56
2018-05-05 18:00:00,28.41,37.26
2018-05-05 19:00:00,29.38,39.47
2018-05-05 20:00:00,22.84,37.24
2018-05-05 21:00:00,18.13,37.32
2018-05-05 22:00:00,18.15,18.21
2018-05-05 23:00:00,20.27,15.01
2018-05-06 00:00:00,18.11,9.15
2018-05-06 01:00:00,14.34,8.88
2018-05-06 02:00:00,14.11,7.96
2018-05-06 03:00:00,14.34,7.9
2018-05-06 04:00:00,14.94,-9.42
2018-05-06 05:00:00,17.24,-13.57
2018-05-06 06:00:00,20.0,-23.68
2018-05-06 07:00:00,18.42,6.35
2018-05-06 08:00:00,21.66,17.86
2018-05-06 09:00:00,21.74,17.4
2018-05-06 10:00:00,21.76,19.36
2018-05-06 11:00:00,20.77,19.37
2018-05-06 12:00:00,20.35,19.35
2018-05-06 13:00:00,20.26,19.34
2018-05-06 14:00:00,20.24,17.56
2018-05-06 15:00:00,22.98,17.97
2018-05-06 16:00:00,25.35,19.71
2018-05-06 17:00:00,25.47,21.14
2018-05-06 18:00:00,27.57,19.32
2018-05-06 19:00:00,36.81,18.91
2018-05-06 20:00:00,23.17,17.69
2018-05-06 21:00:00,19.82,-6.08
2018-05-06 22:00:00,20.03,7.81
2018-05-06 23:00:00,20.01,2.61
